osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,width,junction,access
8361762,Am Streckerplatz,residential,30,False,True,61.427,"LINESTRING (11.0623549 49.716333, 11.0620919 49.7168586)",,,,,
"[1210441866, 1210441867, 39535311, 43931314, 47322617]","['Schönbornstraße', 'Am Streckerplatz']",tertiary,30,False,False,220.178,"LINESTRING (11.0623549 49.716333, 11.0625111 49.7163306, 11.0626956 49.7163314, 11.062897 49.716331, 11.0629218 49.7163309, 11.0630592 49.7163327, 11.0631748 49.7163323, 11.0644545 49.7163273, 11.0649438 49.7163187, 11.0654169 49.7163103)",yes,2,,,
39535311,Am Streckerplatz,tertiary,30,False,True,58.123999999999995,"LINESTRING (11.0623549 49.716333, 11.0622085 49.7163314, 11.0618308 49.716337, 11.0615466 49.7163396)",,2,,,
17532582,Zweibrückenstraße,residential,30,False,True,37.23,"LINESTRING (11.0654169 49.7163103, 11.0651943 49.716008)",,,,,
"[1210441866, 1210441867, 39535311, 43931314, 47322617]","['Schönbornstraße', 'Am Streckerplatz']",tertiary,30,False,True,220.178,"LINESTRING (11.0654169 49.7163103, 11.0649438 49.7163187, 11.0644545 49.7163273, 11.0631748 49.7163323, 11.0630592 49.7163327, 11.0629218 49.7163309, 11.062897 49.716331, 11.0626956 49.7163314, 11.0625111 49.7163306, 11.0623549 49.716333)",yes,2,,,
23498937,Wiesentstraße,living_street,,True,False,11.701,"LINESTRING (11.0606607 49.7202372, 11.060823 49.7202293)",,,,,
"[24008043, 43929278]",Wiesentstraße,living_street,,True,False,156.239,"LINESTRING (11.0606607 49.7202372, 11.0605918 49.7203072, 11.0602592 49.7204163, 11.059757 49.7205998, 11.0594967 49.7207736, 11.0591607 49.721186)",,,4,,
"[43776922, 29097341, 8376230]",Wiesentstraße,"['residential', 'living_street']",,True,False,44.169000000000004,"LINESTRING (11.0604558 49.7198691, 11.0605764 49.7200165, 11.0606588 49.7201571, 11.0606607 49.7202372)",yes,,,,
15901726,Hornschuchallee,residential,30,False,False,59.223,"LINESTRING (11.0604558 49.7198691, 11.0605941 49.7197747, 11.060663 49.719731, 11.0609498 49.719554, 11.0610443 49.7194966)",,,,,
"[15805539, 43919231]",Marktplatz,residential,30,True,False,47.958,"LINESTRING (11.0610443 49.7194966, 11.061034 49.7191092, 11.0610234 49.7190659)",,,,,
15901726,Hornschuchallee,residential,30,False,True,59.223,"LINESTRING (11.0610443 49.7194966, 11.0609498 49.719554, 11.060663 49.719731, 11.0605941 49.7197747, 11.0604558 49.7198691)",,,,,
15901728,Marktplatz,living_street,,True,False,36.009,"LINESTRING (11.0614248 49.719286, 11.0610443 49.7194966)",,,,,
36948172,Marktplatz,living_street,,False,True,5.729,"LINESTRING (11.0614248 49.719286, 11.0614821 49.7192502)",,,,,
36948172,Marktplatz,living_street,,False,False,47.89,"LINESTRING (11.0613176 49.7184324, 11.0613436 49.718471, 11.0615856 49.7188267)",,,,,
474421122,,residential,,True,False,9.045,"LINESTRING (11.0613176 49.7184324, 11.0612879 49.718439, 11.0612564 49.7184386, 11.061227 49.7184314, 11.0612032 49.7184181)",,,,roundabout,
23697549,Kolpingsplatz,tertiary,30,False,True,65.966,"LINESTRING (11.0610981 49.7143229, 11.0610499 49.7145372, 11.0610117 49.7146765, 11.0609478 49.7148561, 11.0609306 49.7149058)",,2,,,
25038398,Spitalstraße,living_street,,False,True,56.471999999999994,"LINESTRING (11.0586841 49.7210855, 11.0584859 49.7212831, 11.0583925 49.7212949, 11.0580718 49.7212567)",,,,,
36949096,Hauptstraße,living_street,,False,False,43.966,"LINESTRING (11.0586841 49.7210855, 11.0585281 49.7209512, 11.0584112 49.7208356, 11.0583288 49.7207639)",,,,,
43929275,Hornschuchallee,residential,30,True,False,190.941,"LINESTRING (11.0586841 49.7210855, 11.0587545 49.7209699, 11.0591742 49.7204806, 11.0594363 49.7203102, 11.05984 49.7201358, 11.0604558 49.7198691)",,,,,
"[45104665, 45104666, 41870820]","['Hauptstraße', 'Bamberger Straße', 'Spitalbrücke']",living_street,,False,True,33.533,"LINESTRING (11.0586841 49.7210855, 11.0587688 49.721146, 11.0589028 49.721227, 11.0590175 49.7212961)",yes,,,,
15879736,Klosterstraße,residential,30,False,True,13.526,"LINESTRING (11.0607454 49.7186014, 11.0605675 49.718641)",,,,,
159737373,Klosterstraße,residential,30,False,False,22.328,"LINESTRING (11.0607454 49.7186014, 11.060814 49.7185396, 11.0609848 49.7184816)",,,,,
17532584,Dreikirchenstraße,residential,30,False,True,62.128,"LINESTRING (11.0645881 49.7181757, 11.0647841 49.718447, 11.0649588 49.7186804)",,,,,
37178928,Klosterstraße,residential,30,False,False,110.30699999999999,"LINESTRING (11.0645881 49.7181757, 11.0650479 49.7181586, 11.0651296 49.7181575, 11.0657909 49.7181566, 11.0661213 49.7181664)",,,,,
"[37178931, 43931315]",Dreikirchenstraße,residential,30,False,False,251.145,"LINESTRING (11.0645881 49.7181757, 11.064486 49.7180395, 11.0642215 49.7177309, 11.0641272 49.7176194, 11.064077 49.7175638, 11.0640518 49.7175405, 11.0637593 49.7172335, 11.0635621 49.7170999, 11.0633156 49.7170108, 11.0631142 49.7169858, 11.0627554 49.7169568, 11.062691 49.7169487, 11.0624409 49.7169173, 11.0620919 49.7168586)",yes,,,,
43931317,Klosterstraße,residential,30,False,True,163.46,"LINESTRING (11.0645881 49.7181757, 11.0643687 49.7181725, 11.0625818 49.7181602, 11.0623158 49.7181766)",,,,,
8361762,Am Streckerplatz,residential,30,False,False,61.427,"LINESTRING (11.0620919 49.7168586, 11.0623549 49.716333)",,,,,
"[37178930, 25205918]","['Dreikirchenstraße', 'Torstraße']",residential,30,False,False,136.349,"LINESTRING (11.0620919 49.7168586, 11.061617 49.7168186, 11.0613633 49.7168067, 11.06105 49.7167912, 11.0602018 49.716815)",,,,,
"[37178931, 43931315]",Dreikirchenstraße,residential,30,False,True,251.14499999999998,"LINESTRING (11.0620919 49.7168586, 11.0624409 49.7169173, 11.062691 49.7169487, 11.0627554 49.7169568, 11.0631142 49.7169858, 11.0633156 49.7170108, 11.0635621 49.7170999, 11.0637593 49.7172335, 11.0640518 49.7175405, 11.064077 49.7175638, 11.0641272 49.7176194, 11.0642215 49.7177309, 11.064486 49.7180395, 11.0645881 49.7181757)",yes,,,,
54445882,Nürnberger Straße,unclassified,30,False,False,52.698,"LINESTRING (11.0602018 49.716815, 11.060351 49.716351)",,3,,,
"[37178930, 25205918]","['Dreikirchenstraße', 'Torstraße']",residential,30,False,True,136.349,"LINESTRING (11.0602018 49.716815, 11.06105 49.7167912, 11.0613633 49.7168067, 11.061617 49.7168186, 11.0620919 49.7168586)",,,,,
"[8376217, 43930373]",Nürnberger Straße,living_street,,False,True,95.02600000000001,"LINESTRING (11.0602018 49.716815, 11.0601897 49.7168556, 11.0600992 49.7170767, 11.0599793 49.7174539, 11.059937 49.7175286, 11.0598733 49.7176412)",,2,,,
17532584,Dreikirchenstraße,residential,30,False,True,83.646,"LINESTRING (11.0649588 49.7186804, 11.0654689 49.7193565)",,,,,
19627427,Wiesentstraße,residential,,False,False,33.462,"LINESTRING (11.0649588 49.7186804, 11.0646145 49.7188829)",,,,,
17532584,Dreikirchenstraße,residential,30,False,False,62.128,"LINESTRING (11.0649588 49.7186804, 11.0647841 49.718447, 11.0645881 49.7181757)",,,,,
19627427,Wiesentstraße,residential,,False,False,55.129000000000005,"LINESTRING (11.063587 49.719747, 11.0634581 49.71994, 11.0632145 49.7201782)",,,,,
19627427,Wiesentstraße,residential,,False,True,121.812,"LINESTRING (11.063587 49.719747, 11.0638281 49.7194679, 11.0644206 49.7190057, 11.0646145 49.7188829)",,,,,
43931321,Fuchsenstraße,living_street,,False,True,106.85,"LINESTRING (11.063587 49.719747, 11.0624378 49.7194944, 11.0622997 49.7194636, 11.0621805 49.7194364)",,,,,
19627428,Gebsattelstraße,residential,,False,False,61.224,"LINESTRING (11.0632145 49.7201782, 11.0638528 49.7205427)",,,,,
43776924,Wiesentstraße,living_street,,False,True,63.302,"LINESTRING (11.0632145 49.7201782, 11.0623359 49.7201405)",,,,,
19627427,Wiesentstraße,residential,,False,True,55.129000000000005,"LINESTRING (11.0632145 49.7201782, 11.0634581 49.71994, 11.063587 49.719747)",,,,,
19627428,Gebsattelstraße,residential,,False,True,61.224,"LINESTRING (11.0638528 49.7205427, 11.0632145 49.7201782)",,,,,
25033448,Egloffsteinstraße,residential,30,False,False,117.773,"LINESTRING (11.0638528 49.7205427, 11.0627696 49.7213373)",,,,,
25033448,Egloffsteinstraße,residential,30,False,True,175.772,"LINESTRING (11.0638528 49.7205427, 11.0654689 49.7193565)",,,,,
19627421,Gebsattelstraße,residential,30,False,False,56.899,"LINESTRING (11.0638528 49.7205427, 11.0643831 49.720855, 11.0644379 49.7208873)",,,,,
17532584,Dreikirchenstraße,residential,30,False,False,83.646,"LINESTRING (11.0654689 49.7193565, 11.0649588 49.7186804)",,,,,
17532584,Dreikirchenstraße,residential,30,False,True,75.516,"LINESTRING (11.0654689 49.7193565, 11.0659369 49.7199645)",,,,,
25033448,Egloffsteinstraße,residential,30,False,False,175.772,"LINESTRING (11.0654689 49.7193565, 11.0638528 49.7205427)",,,,,
17532584,Dreikirchenstraße,residential,30,False,False,75.516,"LINESTRING (11.0659369 49.7199645, 11.0654689 49.7193565)",,,,,
313848981,Birkenfelderstraße,residential,30,False,False,105.03399999999999,"LINESTRING (11.0659369 49.7199645, 11.0653526 49.7203314, 11.0648781 49.7206153)",,,,,
313848981,Birkenfelderstraße,residential,30,False,False,117.032,"LINESTRING (11.0644379 49.7208873, 11.0634751 49.721736)",,,,,
313848981,Birkenfelderstraße,residential,30,False,True,43.775,"LINESTRING (11.0644379 49.7208873, 11.0648781 49.7206153)",,,,,
19627421,Gebsattelstraße,residential,30,False,False,51.078,"LINESTRING (11.0644379 49.7208873, 11.0645043 49.7209264, 11.0649632 49.7211966)",,,,,
19627421,Gebsattelstraße,residential,30,False,True,56.899,"LINESTRING (11.0644379 49.7208873, 11.0643831 49.720855, 11.0638528 49.7205427)",,,,,
1151949667,Merowingerstraße,residential,30,False,False,23.925,"LINESTRING (11.0540944 49.7219257, 11.0542115 49.7217243)",,,,,
24008014,Sattlertorstraße,residential,30,False,False,36.666,"LINESTRING (11.0540944 49.7219257, 11.0539599 49.7218598, 11.0536996 49.7217171)",,,,,
"[905067560, 22935587]",Ruhalmstraße,residential,,False,False,137.088,"LINESTRING (11.0605575 49.7158167, 11.0603968 49.715789, 11.0600338 49.7157265, 11.0599232 49.7157075, 11.0597394 49.7156731, 11.0592597 49.7155834, 11.0587199 49.7154879)",,3,,,
37179657,Nürnberger Straße,tertiary,30,False,True,61.239000000000004,"LINESTRING (11.0605575 49.7158167, 11.0604994 49.715967, 11.060351 49.716351)",,3,,,
314010317,Nürnberger Straße,tertiary,30,False,False,104.794,"LINESTRING (11.0605575 49.7158167, 11.060618 49.715679, 11.0606238 49.715658, 11.0607506 49.7153489, 11.0608273 49.7151579, 11.06087 49.7150618, 11.0609306 49.7149058)",,2,,,
314010321,Ruhalmstraße,residential,,False,False,60.983,"LINESTRING (11.0577449 49.7153162, 11.0569393 49.7151446)",,,,,
23138065,Löschwöhrdstraße,residential,,True,False,117.006,"LINESTRING (11.0577449 49.7153162, 11.0574538 49.7160358, 11.0573624 49.7162618, 11.0573835 49.7163354)",,,,,
314010321,Ruhalmstraße,residential,,False,True,72.653,"LINESTRING (11.0577449 49.7153162, 11.058081 49.7153742, 11.0587199 49.7154879)",,,,,
8329123,Stauffenbergstraße,residential,30,False,True,83.584,"LINESTRING (11.0567629 49.7181633, 11.0575355 49.7176016)",,,,,
"[8329123, 8329116]","['Karolingerstraße', 'Stauffenbergstraße']",residential,30,False,"[False, True]",61.188,"LINESTRING (11.0567629 49.7181633, 11.0566572 49.7182225, 11.0560356 49.718446)",,,,,
23138052,Wallstraße,residential,,False,False,69.808,"LINESTRING (11.0567629 49.7181633, 11.0568334 49.7182331, 11.0571778 49.7185322, 11.057313 49.7186798)",,,,,
24267668,Bebenburgstraße,residential,,True,False,165.923,"LINESTRING (11.0567629 49.7181633, 11.0566745 49.7180272, 11.0565652 49.717257, 11.0565267 49.7169856, 11.056067 49.7170141)",,,,,
23138052,Wallstraße,residential,,False,True,69.80799999999999,"LINESTRING (11.057313 49.7186798, 11.0571778 49.7185322, 11.0568334 49.7182331, 11.0567629 49.7181633)",,,,,
"[43931304, 45020526]","['Luitpoldstraße', 'Wallstraße']",residential,30,False,False,142.55800000000002,"LINESTRING (11.057313 49.7186798, 11.0578017 49.7184504, 11.0582377 49.7182497, 11.058434 49.7181689, 11.0584573 49.7181121, 11.0583326 49.7179746, 11.0582963 49.7178864, 11.0583291 49.7178034)",,,,,
"[43931304, 25038392]",Wallstraße,"['residential', 'living_street']",30,False,True,49.083,"LINESTRING (11.057313 49.7186798, 11.0571505 49.7187803, 11.0567578 49.7189325)",,,,,
23138516,Wallstraße,living_street,,False,False,32.869,"LINESTRING (11.0552752 49.7195811, 11.0552528 49.7196349, 11.0552252 49.7197549, 11.055235 49.7198733)",,,,,
47639523,Löschwöhrdstraße,residential,30,False,False,41.73,"LINESTRING (11.0573835 49.7163354, 11.0579381 49.7164461)",,,,,
23498452,Haidfeldstraße,residential,30,False,False,11.329,"LINESTRING (11.0656017 49.7215627, 11.0657242 49.7216268)",,,,,
313848982,Gebsattelstraße,residential,30,False,True,35.761,"LINESTRING (11.0656017 49.7215627, 11.0654804 49.7214948, 11.0654297 49.7214653, 11.0652294 49.7213494)",,3,,,
23498452,Haidfeldstraße,residential,30,False,True,11.329,"LINESTRING (11.0657242 49.7216268, 11.0656017 49.7215627)",,,,,
23634252,Haidfeldstraße,residential,30,False,False,51.445,"LINESTRING (11.0657242 49.7216268, 11.0658223 49.7216435, 11.0664162 49.7217447)",,,,,
35015812,Haidfeldstraße,residential,,False,True,74.602,"LINESTRING (11.0657242 49.7216268, 11.0658065 49.7215461, 11.0662955 49.7210667)",,,,,
19627421,Gebsattelstraße,residential,30,False,True,17.088,"LINESTRING (11.0651389 49.7213001, 11.0649632 49.7211966)",,,,,
58432703,Kanalstraße,residential,30,False,True,109.159,"LINESTRING (11.0651389 49.7213001, 11.0643379 49.7221341)",,,,,
313848982,Gebsattelstraße,residential,30,False,False,8.508,"LINESTRING (11.0651389 49.7213001, 11.0652294 49.7213494)",,3,,,
43776924,Wiesentstraße,living_street,,False,False,63.302,"LINESTRING (11.0623359 49.7201405, 11.0632145 49.7201782)",,,,,
23766506,Zweibrückenstraße,residential,,False,True,36.726,"LINESTRING (11.0609306 49.7149058, 11.0614202 49.715)",,,,,
23697549,Kolpingsplatz,tertiary,30,False,False,65.96600000000001,"LINESTRING (11.0609306 49.7149058, 11.0609478 49.7148561, 11.0610117 49.7146765, 11.0610499 49.7145372, 11.0610981 49.7143229)",,2,,,
314010317,Nürnberger Straße,tertiary,30,False,True,104.794,"LINESTRING (11.0609306 49.7149058, 11.06087 49.7150618, 11.0608273 49.7151579, 11.0607506 49.7153489, 11.0606238 49.715658, 11.060618 49.715679, 11.0605575 49.7158167)",,2,,,
23766506,Zweibrückenstraße,residential,,False,False,36.726,"LINESTRING (11.0614202 49.715, 11.0609306 49.7149058)",,,,,
23766506,Zweibrückenstraße,residential,,False,True,79.56,"LINESTRING (11.0614202 49.715, 11.0625255 49.7149657)",,,,,
23773989,Torstraße,residential,,False,False,173.185,"LINESTRING (11.0614202 49.715, 11.0614278 49.7150631, 11.0613929 49.7151201, 11.0611558 49.7152112, 11.0611528 49.715252, 11.061239 49.715352, 11.0613576 49.715477, 11.0617316 49.7158541, 11.0617449 49.7158991, 11.0615739 49.7162788, 11.0615466 49.7163396)",,,,,
23766506,Zweibrückenstraße,residential,,False,False,79.56,"LINESTRING (11.0625255 49.7149657, 11.0614202 49.715)",,,,,
23766506,Zweibrückenstraße,residential,,False,True,19.35,"LINESTRING (11.0625255 49.7149657, 11.0627938 49.714952)",,,,,
25205859,Zweibrückenstraße,residential,,False,True,39.541,"LINESTRING (11.0625255 49.7149657, 11.0625269 49.7146101)",,,,,
25205859,Zweibrückenstraße,residential,,False,False,19.375999999999998,"LINESTRING (11.0625255 49.7149657, 11.0625288 49.7150609, 11.0625252 49.7151399)",,,,,
25205859,Zweibrückenstraße,residential,,False,False,39.541,"LINESTRING (11.0625269 49.7146101, 11.0625255 49.7149657)",,,,,
23634252,Haidfeldstraße,residential,30,False,True,51.445,"LINESTRING (11.0664162 49.7217447, 11.0658223 49.7216435, 11.0657242 49.7216268)",,,,,
23766506,Zweibrückenstraße,residential,,False,False,19.35,"LINESTRING (11.0627938 49.714952, 11.0625255 49.7149657)",,,,,
23766506,Zweibrückenstraße,residential,,False,True,15.77,"LINESTRING (11.0627938 49.714952, 11.0630129 49.7149453)",,,,,
83915679,Zweibrückenstraße,residential,,False,False,36.168,"LINESTRING (11.0627938 49.714952, 11.0628042 49.7150184, 11.062785 49.7150927, 11.0626976 49.7151368, 11.0625252 49.7151399)",,,,,
25205859,Zweibrückenstraße,residential,,False,False,29.117,"LINESTRING (11.0625252 49.7151399, 11.0625393 49.7154016)",,,,,
25205859,Zweibrückenstraße,residential,,False,True,19.375999999999998,"LINESTRING (11.0625252 49.7151399, 11.0625288 49.7150609, 11.0625255 49.7149657)",,,,,
83915679,Zweibrückenstraße,residential,,False,True,36.168,"LINESTRING (11.0625252 49.7151399, 11.0626976 49.7151368, 11.062785 49.7150927, 11.0628042 49.7150184, 11.0627938 49.714952)",,,,,
23773989,Torstraße,residential,,False,True,173.185,"LINESTRING (11.0615466 49.7163396, 11.0615739 49.7162788, 11.0617449 49.7158991, 11.0617316 49.7158541, 11.0613576 49.715477, 11.061239 49.715352, 11.0611528 49.715252, 11.0611558 49.7152112, 11.0613929 49.7151201, 11.0614278 49.7150631, 11.0614202 49.715)",,,,,
39535311,Am Streckerplatz,tertiary,30,False,False,58.123999999999995,"LINESTRING (11.0615466 49.7163396, 11.0618308 49.716337, 11.0622085 49.7163314, 11.0623549 49.716333)",,2,,,
"[314010314, 29097343]",Nürnberger Straße,tertiary,30,False,True,86.056,"LINESTRING (11.0615466 49.7163396, 11.0611659 49.7163388, 11.0605145 49.7163374, 11.060351 49.716351)",,"['2', '3']",,,
24341636,Luitpoldstraße,residential,30,False,True,61.309,"LINESTRING (11.0583291 49.7178034, 11.0575355 49.7176016)",,,,,
"[24024764, 45020526]",Luitpoldstraße,residential,30,False,False,139.279,"LINESTRING (11.0583291 49.7178034, 11.0583981 49.7177009, 11.0589626 49.7167839, 11.0590424 49.716639)",,,,,
"[43931304, 45020526]","['Luitpoldstraße', 'Wallstraße']",residential,30,False,True,142.558,"LINESTRING (11.0583291 49.7178034, 11.0582963 49.7178864, 11.0583326 49.7179746, 11.0584573 49.7181121, 11.058434 49.7181689, 11.0582377 49.7182497, 11.0578017 49.7184504, 11.057313 49.7186798)",,,,,
41870822,Sattlertorstraße,residential,30,False,True,12.41,"LINESTRING (11.0526558 49.7216931, 11.0528284 49.7216952)",,,,,
41870822,Sattlertorstraße,residential,30,False,False,12.41,"LINESTRING (11.0528284 49.7216952, 11.0526558 49.7216931)",,,,,
41870822,Sattlertorstraße,residential,30,False,True,62.676,"LINESTRING (11.0528284 49.7216952, 11.0531396 49.721703, 11.0536382 49.7217156, 11.0536996 49.7217171)",,,,,
43759931,Sattlertorstraße,residential,30,False,True,36.808,"LINESTRING (11.0536996 49.7217171, 11.0542115 49.7217243)",,,,,
8329116,Karolingerstraße,residential,30,False,False,139.619,"LINESTRING (11.0536996 49.7217171, 11.0537691 49.721071, 11.0537562 49.7204631)",,,,,
24008014,Sattlertorstraße,residential,30,False,True,36.666,"LINESTRING (11.0536996 49.7217171, 11.0539599 49.7218598, 11.0540944 49.7219257)",,,,,
41870822,Sattlertorstraße,residential,30,False,False,62.676,"LINESTRING (11.0536996 49.7217171, 11.0536382 49.7217156, 11.0531396 49.721703, 11.0528284 49.7216952)",,,,,
"[878603168, 878603169, 8329101, 43929276, 878603167]",Bamberger Straße,"['living_street', 'tertiary']",30,False,False,168.54,"LINESTRING (11.0591694 49.7214822, 11.0591852 49.7215356, 11.0592987 49.7218405, 11.0593242 49.7219458, 11.059345 49.7223914, 11.0593252 49.7228968, 11.0593265 49.7229866)",,,,,
8329101,Bamberger Straße,living_street,,False,True,23.405,"LINESTRING (11.0591694 49.7214822, 11.0590875 49.7213761, 11.0590175 49.7212961)",,,,,
43926209,Bamberger Straße,living_street,,False,True,67.09,"LINESTRING (11.0591694 49.7214822, 11.0596477 49.7214663, 11.0599539 49.7214556, 11.0600996 49.72144)",,,,,
25033448,Egloffsteinstraße,residential,30,False,True,65.258,"LINESTRING (11.0621647 49.7217749, 11.0627696 49.7213373)",,,,,
"[47518648, 24396674]","['Waisenhausstraße', 'Egloffsteinstraße']",living_street,,False,False,90.99,"LINESTRING (11.0621647 49.7217749, 11.0618283 49.7215896, 11.061772 49.7215728, 11.061668 49.7216029, 11.0613463 49.7218768, 11.0612369 49.7219015)",,,,,
"[82791368, 82791370]",Egloffsteinstraße,residential,30,False,False,66.389,"LINESTRING (11.0621647 49.7217749, 11.0616016 49.7221994, 11.0615683 49.7222305)",,,6.4,,
8329116,Karolingerstraße,residential,30,False,False,307.03100000000006,"LINESTRING (11.0537562 49.7204631, 11.053837 49.719883, 11.0539916 49.7192841, 11.05406 49.7192289, 11.0542031 49.7191456, 11.0545048 49.719017, 11.0547745 49.7189141, 11.0556071 49.7185991, 11.0560356 49.718446)",,,,,
8329116,Karolingerstraße,residential,30,False,True,139.619,"LINESTRING (11.0537562 49.7204631, 11.0537691 49.721071, 11.0536996 49.7217171)",,,,,
24267665,Am Schießanger,unclassified,30,True,False,175.957,"LINESTRING (11.0537562 49.7204631, 11.0534118 49.7205895, 11.0532194 49.7206556, 11.0529701 49.7207601, 11.0528009 49.720834, 11.0528236 49.7213458, 11.0528284 49.7216952)",,,,,
"[24267668, 24267669]","['Bebenburgstraße', 'Nell-Breuning-Straße']",residential,,True,False,181.336,"LINESTRING (11.056067 49.7170141, 11.055743 49.7170444, 11.0559587 49.718327, 11.0560356 49.718446)",,,,,
24267681,Von-Hirschberg-Straße,residential,,False,True,218.954,"LINESTRING (11.056067 49.7170141, 11.0560958 49.7167303, 11.0561743 49.716432, 11.0562099 49.716304, 11.0563671 49.7160209, 11.0566008 49.715676, 11.0569393 49.7151446)",,,,,
"[8329123, 8329116]","['Karolingerstraße', 'Stauffenbergstraße']",residential,30,False,"[False, True]",61.188,"LINESTRING (11.0560356 49.718446, 11.0566572 49.7182225, 11.0567629 49.7181633)",,,,,
8329116,Karolingerstraße,residential,30,False,True,307.031,"LINESTRING (11.0560356 49.718446, 11.0556071 49.7185991, 11.0547745 49.7189141, 11.0545048 49.719017, 11.0542031 49.7191456, 11.05406 49.7192289, 11.0539916 49.7192841, 11.053837 49.719883, 11.0537562 49.7204631)",,,,,
314010321,Ruhalmstraße,residential,,False,False,45.564,"LINESTRING (11.0569393 49.7151446, 11.0563343 49.7150226)",,,,,
314010321,Ruhalmstraße,residential,,False,True,60.983,"LINESTRING (11.0569393 49.7151446, 11.0577449 49.7153162)",,,,,
