osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,width
228479023,False,Lehnitzstraße,secondary,50,True,27.364,"LINESTRING (13.2477217 52.7511759, 13.2474826 52.7513447, 13.2474634 52.7513654)",L 211,,
"[107729128, 10418177, 28478110]",False,Bernauer Straße,primary,50,True,81.778,"LINESTRING (13.2478553 52.7571586, 13.247382 52.7570528, 13.2469366 52.7569525, 13.2467135 52.756907)",B 273,"['2', '3']",
8771382,True,Mittelstraße,residential,30,False,120.103,"LINESTRING (13.244564 52.7564711, 13.2448181 52.7559839, 13.2449089 52.7558081, 13.2449241 52.7557788, 13.2450648 52.7555072, 13.2450992 52.7554407)",,,
258444249,True,Bernauer Straße,primary,30,False,33.996,"LINESTRING (13.244564 52.7564711, 13.2444839 52.7564819, 13.2442515 52.7564394, 13.2440811 52.7564037)",B 273,2,
308385576,False,Bernauer Straße,primary,30,False,152.55599999999998,"LINESTRING (13.244564 52.7564711, 13.2457148 52.7567048, 13.2465148 52.7568673, 13.2467135 52.756907)",B 273,2,
8771373,True,Liebigstraße,residential,30,False,8.195,"LINESTRING (13.2441187 52.7563336, 13.2440811 52.7564037)",,,
308385575,True,Bernauer Straße,primary,30,False,34.894999999999996,"LINESTRING (13.2441187 52.7563336, 13.2442921 52.7563674, 13.244496 52.7564113, 13.244564 52.7564711)",B 273,2,
8771371,True,Krebststraße,residential,30,False,225.744,"LINESTRING (13.2489719 52.7532409, 13.2488867 52.7532185, 13.2479398 52.7529701, 13.2458945 52.7524333)",,,
540590694,False,Stralsunder Straße,tertiary,50,False,84.467,"LINESTRING (13.2489719 52.7532409, 13.2492105 52.7529299, 13.2493317 52.7527718, 13.2495004 52.7525519)",,,5.5
"[540590694, 28478111]",False,Stralsunder Straße,tertiary,"['50', '20']","[False, True]",154.838,"LINESTRING (13.2489719 52.7532409, 13.2489224 52.7533053, 13.2482157 52.7542259, 13.2480995 52.7543263, 13.2480257 52.7544274, 13.2479746 52.7544938)",,,5.5
