osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,tunnel,width,junction
"[395544112, 616114276, 616114279]",Coburger Straße,secondary,"['50', '100']",False,True,98.95499999999998,"LINESTRING (10.8489581 50.1914761, 10.8488868 50.1914431, 10.8488383 50.1914206, 10.8486809 50.1913484, 10.8482469 50.1911499, 10.8480388 50.1910644, 10.8478104 50.1909748)",2,CO 16,,,,
"[616130689, 616130690, 616130691, 303996489, 36982635]",,secondary,"['50', '100']",False,True,277.609,"LINESTRING (10.8470676 50.1880931, 10.8469531 50.1880016, 10.8468559 50.1879299, 10.8467888 50.1878714, 10.8465796 50.1876808, 10.846467 50.1875692, 10.846247 50.1873528, 10.8460779 50.1872079, 10.8459687 50.1871275, 10.8456757 50.1869149, 10.845266 50.186626, 10.8449676 50.1864357, 10.8448255 50.1863636, 10.8447135 50.1863083, 10.8445814 50.1862537, 10.8445122 50.1862314)","['2', '3']",CO 25,,,,
"[38742371, 1024654027, 616130692, 616130693]",,secondary,100,False,"[False, True]",469.89500000000004,"LINESTRING (10.8470676 50.1880931, 10.8471838 50.1881596, 10.8472582 50.1881995, 10.8473515 50.1882437, 10.8474635 50.1882961, 10.8475835 50.1883528, 10.8476941 50.1884047, 10.8479777 50.1885306, 10.8483479 50.1886868, 10.8485803 50.1887877, 10.8488216 50.1889156, 10.8489564 50.1890036, 10.8490471 50.1890733, 10.8491329 50.1891474, 10.8491693 50.1891844, 10.8492029 50.189223, 10.8492431 50.1892711, 10.849286 50.1893304, 10.8493102 50.1893707, 10.8493276 50.1894016, 10.8493397 50.1894282, 10.8493558 50.1894617, 10.8493732 50.1895004, 10.849392 50.1895433, 10.8494416 50.1896541, 10.8494912 50.1897691, 10.8495636 50.1899366, 10.8495757 50.1899675, 10.8495864 50.1899928, 10.8495958 50.1900121, 10.8496119 50.190043, 10.849624 50.1900722, 10.8496347 50.1900988, 10.8496428 50.1901229, 10.8496535 50.1901504, 10.8496629 50.1901796, 10.8496723 50.1902105, 10.849683 50.1902431, 10.8496897 50.1902714, 10.8496964 50.1902989, 10.8497031 50.190347, 10.8497085 50.1903856, 10.8497098 50.1904328, 10.8497058 50.1904878, 10.8497004 50.1905419, 10.8496897 50.190608, 10.8496776 50.1906612, 10.8496642 50.1907067, 10.8496401 50.1907677, 10.8496106 50.1908347, 10.8495851 50.1908845, 10.8495475 50.1909446, 10.8495033 50.1910064, 10.8494483 50.1910682, 10.849392 50.1911232, 10.8493464 50.1911627, 10.8492981 50.1912039, 10.8490303 50.1914176, 10.848991 50.1914512, 10.8489581 50.1914761)","['2', '3']",CO 25,,,,
"[36982917, 616102452, 616102453, 1126434683, 11281823]",Luitpoldstraße,unclassified,30,False,False,62.415,"LINESTRING (10.8445122 50.1862314, 10.8444434 50.1863437, 10.8443977 50.186389, 10.8443596 50.1864736, 10.8443403 50.1864994, 10.8443188 50.1865274, 10.8441201 50.1867296)",2,,yes,,,
616104558,,secondary,50,False,True,29.853,"LINESTRING (10.8445122 50.1862314, 10.8445463 50.1861402, 10.8445478 50.1860885, 10.844549 50.1860474, 10.8445504 50.1860142, 10.8445412 50.1859659)",2,St 2204,,,,
"[616130689, 616130690, 616130691, 303996489, 36982635]",,secondary,"['50', '100']",False,False,277.609,"LINESTRING (10.8445122 50.1862314, 10.8445814 50.1862537, 10.8447135 50.1863083, 10.8448255 50.1863636, 10.8449676 50.1864357, 10.845266 50.186626, 10.8456757 50.1869149, 10.8459687 50.1871275, 10.8460779 50.1872079, 10.846247 50.1873528, 10.846467 50.1875692, 10.8465796 50.1876808, 10.8467888 50.1878714, 10.8468559 50.1879299, 10.8469531 50.1880016, 10.8470676 50.1880931)","['2', '3']",CO 25,,,,
89022591,Ziegelhüttenweg,residential,50,False,False,81.105,"LINESTRING (10.8437592 50.1843375, 10.8436724 50.1843494, 10.843511 50.1843649, 10.8432914 50.1843874, 10.843041 50.1844078, 10.8428675 50.1844226, 10.8427675 50.1844324, 10.8427181 50.1844387, 10.8426863 50.1844535, 10.8426572 50.1844767)",,,,,,
"[616127049, 36982634, 616104557]",,secondary,"['50', '100']",False,False,191.302,"LINESTRING (10.8437592 50.1843375, 10.8438103 50.1844427, 10.8438696 50.184543, 10.8439482 50.184658, 10.8440207 50.1847716, 10.8440769 50.1848572, 10.8441279 50.1849586, 10.8441575 50.1850498, 10.8441735 50.1851252, 10.844187 50.1852525, 10.8442058 50.1853813, 10.8442325 50.1854652, 10.8442675 50.185529, 10.8443129 50.185594, 10.84438 50.185661, 10.8444499 50.1857385, 10.8444982 50.185821, 10.8445275 50.18591, 10.8445412 50.1859659)",2,St 2204,,,,
"[305436954, 589128139]",Luitpoldstraße,residential,30,False,True,67.914,"LINESTRING (10.8424913 50.1884175, 10.8427188 50.1883674, 10.8428842 50.1883006, 10.8429721 50.1882478, 10.8430492 50.1881924, 10.8431102 50.1881345, 10.8431531 50.188083, 10.84318 50.188034)",2,,,,,
305436956,Pfarrgasse,residential,30,False,True,25.659,"LINESTRING (10.8424913 50.1884175, 10.8423578 50.1882942, 10.8423257 50.1882599, 10.8422962 50.1882238)",,,,,,
"[305436955, 616129693, 616129694]",Luitpoldstraße,residential,30,False,False,74.912,"LINESTRING (10.8424913 50.1884175, 10.8420459 50.1885407, 10.8419472 50.1885803, 10.8418161 50.1886735, 10.84168 50.1888113)",2,,,building_passage,,
11961213,Bahnhofstraße,secondary,,False,False,107.13399999999999,"LINESTRING (10.84168 50.1888113, 10.8413336 50.188891, 10.8408027 50.1891669, 10.8405278 50.1893974)",2,St 2204,,,,
616114272,Coburger Straße,secondary,50,False,False,51.55800000000001,"LINESTRING (10.84168 50.1888113, 10.8418786 50.1889793, 10.8420328 50.1890965, 10.84208 50.1891253, 10.8421536 50.1891591)",2,CO 16,,,,
"[616117308, 11281829]",Juliusweg,residential,50,False,True,264.366,"LINESTRING (10.84168 50.1888113, 10.8411355 50.1883834, 10.8409947 50.1882395, 10.8409852 50.1880227, 10.8409949 50.1876833, 10.8411015 50.1868779, 10.8411365 50.1867661, 10.8411831 50.1866946, 10.8412542 50.186606)",,,,,,
"[305436955, 616129693, 616129694]",Luitpoldstraße,residential,30,False,True,74.912,"LINESTRING (10.84168 50.1888113, 10.8418161 50.1886735, 10.8419472 50.1885803, 10.8420459 50.1885407, 10.8424913 50.1884175)",2,,,building_passage,,
"[55018179, 55018182, 73132710, 55018188, 55018191, 55018194, 670824726]",,tertiary,50,False,False,469.85599999999994,"LINESTRING (10.8397851 50.1899157, 10.8397427 50.1898979, 10.8395934 50.1898184, 10.8394805 50.1897082, 10.839412 50.1896027, 10.839396 50.1894705, 10.8394057 50.1894104, 10.8394536 50.1893066, 10.8395815 50.1890843, 10.8396802 50.1888661, 10.8397294 50.1886974, 10.8397566 50.1885449, 10.8397693 50.1883928, 10.8397657 50.1882428, 10.8397586 50.1881871, 10.8397478 50.1881017, 10.8397248 50.1879859, 10.839599 50.1876484, 10.839355 50.1871256, 10.839214 50.1868269, 10.8388845 50.186126, 10.838841 50.1860092, 10.8388211 50.185941, 10.8388084 50.1858962)",2,CO 16,yes,,,
616117309,Bahnhofstraße,secondary,50,False,True,78.266,"LINESTRING (10.8397851 50.1899157, 10.840086 50.1896867, 10.8405278 50.1893974)",2,St 2204,,,,
616129692,Bahnhofstraße,secondary,50,False,False,67.564,"LINESTRING (10.8397851 50.1899157, 10.8395657 50.1901452, 10.8393195 50.1904448)",2,St 2204,,,,
13865401,Poststraße,residential,30,False,False,58.168,"LINESTRING (10.8405278 50.1893974, 10.8408897 50.1898664)",,,,,,
11961213,Bahnhofstraße,secondary,,False,True,107.134,"LINESTRING (10.8405278 50.1893974, 10.8408027 50.1891669, 10.8413336 50.188891, 10.84168 50.1888113)",2,St 2204,,,,
616117309,Bahnhofstraße,secondary,50,False,False,78.266,"LINESTRING (10.8405278 50.1893974, 10.840086 50.1896867, 10.8397851 50.1899157)",2,St 2204,,,,
13946275,Prälat-Fiedler-Straße,residential,30,False,False,8.892,"LINESTRING (10.847628 50.1922581, 10.847607 50.1922494, 10.8475909 50.1922372, 10.847581 50.1922225, 10.8475782 50.1922066, 10.8475828 50.1921909)",,,,,,
13946275,Prälat-Fiedler-Straße,residential,30,False,True,8.734,"LINESTRING (10.847628 50.1922581, 10.8476516 50.1922624, 10.8476761 50.1922623, 10.8476996 50.1922577, 10.84772 50.192249, 10.8477357 50.1922369)",,,,,,
89022584,Prälat-Fiedler-Straße,residential,30,False,False,63.029,"LINESTRING (10.8475828 50.1921909, 10.8467543 50.191991)",,,,,,
13946275,Prälat-Fiedler-Straße,residential,30,False,False,12.834999999999999,"LINESTRING (10.8475828 50.1921909, 10.8475947 50.1921763, 10.8476129 50.1921646, 10.8476358 50.192157, 10.8476611 50.1921541, 10.8476867 50.1921562, 10.8477101 50.1921631, 10.8477291 50.1921742)",,,,,,
13946275,Prälat-Fiedler-Straße,residential,30,False,True,8.892,"LINESTRING (10.8475828 50.1921909, 10.8475782 50.1922066, 10.847581 50.1922225, 10.8475909 50.1922372, 10.847607 50.1922494, 10.847628 50.1922581)",,,,,,
13946276,Hans-Reiser-Straße,residential,30,False,False,88.838,"LINESTRING (10.8467543 50.191991, 10.8471973 50.1912441)",,,,,,
13946276,Hans-Reiser-Straße,residential,30,False,True,18.642,"LINESTRING (10.8467543 50.191991, 10.8466027 50.1921277)",,,,,,
89022584,Prälat-Fiedler-Straße,residential,30,False,True,63.029,"LINESTRING (10.8467543 50.191991, 10.8475828 50.1921909)",,,,,,
24277362,Steingasse,residential,30,False,False,24.925,"LINESTRING (10.843153 50.1861501, 10.8432135 50.1862265, 10.843361 50.1863278)",,,,,2,
24277360,Judengasse,residential,30,False,True,61.594,"LINESTRING (10.8421084 50.1864435, 10.8427797 50.1867929)",,,,,,
24277358,Badstubengasse,residential,30,False,True,36.607,"LINESTRING (10.8426055 50.1863715, 10.8429037 50.1865384, 10.8430107 50.1865704)",,,,,,
25688385,,residential,30,True,False,5.6339999999999995,"LINESTRING (10.8465565 50.192223, 10.8465303 50.192221, 10.8465065 50.1922138, 10.8464874 50.1922021)",,,,,,roundabout
13946276,Hans-Reiser-Straße,residential,30,False,False,18.642,"LINESTRING (10.8466027 50.1921277, 10.8467543 50.191991)",,,,,,
25688385,,residential,30,True,False,14.432000000000002,"LINESTRING (10.8466027 50.1921277, 10.8466205 50.1921393, 10.8466319 50.1921538, 10.846636 50.1921698, 10.8466322 50.1921858, 10.8466211 50.1922004, 10.8466036 50.1922121, 10.8465814 50.1922199, 10.8465565 50.192223)",,,,,,roundabout
28673055,Hans-Reiser-Straße,residential,30,False,False,43.034,"LINESTRING (10.8464874 50.1922021, 10.8458829 50.1922042)",,,,,,
25688385,,residential,30,True,False,16.767000000000003,"LINESTRING (10.8464874 50.1922021, 10.8464751 50.1921873, 10.8464706 50.1921708, 10.8464744 50.1921542, 10.8464861 50.1921392, 10.8465046 50.1921274, 10.8465279 50.1921197, 10.8465537 50.1921172, 10.8465796 50.1921199, 10.8466027 50.1921277)",,,,,,roundabout
28013430,Hans-Reiser-Straße,residential,30,False,False,66.337,"LINESTRING (10.8458829 50.1922042, 10.8451475 50.1925706)",,,,,,
28013430,Hans-Reiser-Straße,residential,30,False,True,55.967,"LINESTRING (10.8458829 50.1922042, 10.8463865 50.1918177)",,,,,,
28673055,Hans-Reiser-Straße,residential,30,False,True,43.034,"LINESTRING (10.8458829 50.1922042, 10.8464874 50.1922021)",,,,,,
28013430,Hans-Reiser-Straße,residential,30,False,False,33.778,"LINESTRING (10.8451475 50.1925706, 10.8447481 50.1927346)",,,,,,
28013430,Hans-Reiser-Straße,residential,30,False,True,66.337,"LINESTRING (10.8451475 50.1925706, 10.8458829 50.1922042)",,,,,,
28013431,Hans-Reiser-Straße,residential,30,False,False,32.133,"LINESTRING (10.8451475 50.1925706, 10.845429 50.1927965)",,,,,,
25688389,Hans-Reiser-Straße,residential,30,False,False,56.366,"LINESTRING (10.8447481 50.1927346, 10.844268 50.1923315)",,,,,,
28013430,Hans-Reiser-Straße,residential,30,False,True,33.778,"LINESTRING (10.8447481 50.1927346, 10.8451475 50.1925706)",,,,,,
25688389,Hans-Reiser-Straße,residential,30,False,True,56.366,"LINESTRING (10.844268 50.1923315, 10.8447481 50.1927346)",,,,,,
28013429,Thüringer Straße,residential,30,False,False,33.36,"LINESTRING (10.844268 50.1923315, 10.8446063 50.1921239)",,,,,,
25688399,Thüringer Straße,residential,30,False,False,76.934,"LINESTRING (10.8446063 50.1921239, 10.8438743 50.1916149)",,,,,,
28013429,Thüringer Straße,residential,30,False,True,33.36,"LINESTRING (10.8446063 50.1921239, 10.844268 50.1923315)",,,,,,
"[381427792, 25688395]","['Hans-Reiser-Straße', 'Lindachsteig']",residential,30,False,False,241.79400000000004,"LINESTRING (10.8446063 50.1921239, 10.8460884 50.1912431, 10.8464874 50.1909914, 10.846961 50.1911698, 10.8470962 50.1912216, 10.8471973 50.1912441)",,,,,,
13946276,Hans-Reiser-Straße,residential,30,False,True,88.838,"LINESTRING (10.8471973 50.1912441, 10.8467543 50.191991)",,,,,,
25688395,Hans-Reiser-Straße,residential,30,False,False,55.908,"LINESTRING (10.8471973 50.1912441, 10.8472862 50.1912459, 10.8474042 50.1912252, 10.8475031 50.1911937, 10.8476416 50.1911222, 10.8477167 50.191057, 10.8477759 50.191009, 10.8478104 50.1909748)",,,,,,
"[381427792, 25688395]","['Hans-Reiser-Straße', 'Lindachsteig']",residential,30,False,True,241.794,"LINESTRING (10.8471973 50.1912441, 10.8470962 50.1912216, 10.846961 50.1911698, 10.8464874 50.1909914, 10.8460884 50.1912431, 10.8446063 50.1921239)",,,,,,
25897832,Obere Bergstraße,residential,30,False,False,152.208,"LINESTRING (10.8454245 50.1906722, 10.8438743 50.1916149)",,,,,,
48469858,Heldburger Straße,residential,30,False,True,274.947,"LINESTRING (10.8454245 50.1906722, 10.8444007 50.1901926, 10.8439499 50.1905736, 10.8435468 50.1910329, 10.8435031 50.1911857, 10.8435486 50.1913302, 10.8438743 50.1916149)",,,,,,
"[25897832, 616114274]",Obere Bergstraße,residential,"['50', '30']",False,True,57.67699999999999,"LINESTRING (10.8454245 50.1906722, 10.8455712 50.1905728, 10.8459042 50.190349, 10.8459826 50.1902962)",,,,,,
11281826,Coburger Straße,secondary,50,False,True,197.29899999999998,"LINESTRING (10.8459826 50.1902962, 10.845488 50.1901063, 10.8450096 50.189899, 10.8447024 50.1897558, 10.8446061 50.1897116, 10.8445121 50.189666, 10.8441481 50.189481, 10.8439849 50.1893986, 10.8438528 50.1893358, 10.843709 50.1892861)",2,CO 16,,,,
"[25897832, 616114274]",Obere Bergstraße,residential,"['50', '30']",False,False,57.67699999999999,"LINESTRING (10.8459826 50.1902962, 10.8459042 50.190349, 10.8455712 50.1905728, 10.8454245 50.1906722)",,,,,,
"[616114275, 616114276]",Coburger Straße,secondary,50,False,False,150.423,"LINESTRING (10.8459826 50.1902962, 10.8462352 50.1903925, 10.8468224 50.1906048, 10.8475744 50.1908862, 10.8476057 50.1908979, 10.8477596 50.1909555, 10.8477951 50.1909688, 10.8478104 50.1909748)",2,CO 16,,,,
13865401,Poststraße,residential,30,False,False,67.279,"LINESTRING (10.8425715 50.1920983, 10.8428192 50.1926822)",,,,,,
13865401,Poststraße,residential,30,False,True,32.909,"LINESTRING (10.8425715 50.1920983, 10.8424317 50.1918162)",,,,,,
25897832,Obere Bergstraße,residential,30,False,True,109.994,"LINESTRING (10.8425715 50.1920983, 10.84326 50.19195, 10.8435092 50.1918688, 10.8438743 50.1916149)",,,,,,
11281826,Coburger Straße,secondary,50,False,False,13.928,"LINESTRING (10.8435248 50.1892439, 10.843709 50.1892861)",2,CO 16,,,,
"[616114272, 11281826]",Coburger Straße,secondary,50,False,True,98.541,"LINESTRING (10.8435248 50.1892439, 10.8433254 50.1892315, 10.8431574 50.1892252, 10.8429334 50.1892259, 10.8427631 50.1892245, 10.8425589 50.1892161, 10.8424106 50.1892034, 10.8423392 50.1891957, 10.8422788 50.1891858, 10.8422206 50.189176, 10.8421536 50.1891591)",2,CO 16,,,,
25688402,Friedrich-Rückert-Straße,residential,30,False,True,282.738,"LINESTRING (10.8435248 50.1892439, 10.8429986 50.1903039, 10.8429654 50.1903752, 10.8424017 50.1915118, 10.8422789 50.1916552)",,,,,,
13865401,Poststraße,residential,30,False,False,23.16,"LINESTRING (10.8414187 50.1904297, 10.8414762 50.1906347)",,,,,,
13865401,Poststraße,residential,30,False,True,73.09100000000001,"LINESTRING (10.8414187 50.1904297, 10.841341 50.1903416, 10.8408897 50.1898664)",,,,,,
25688407,Sudetenstraße,residential,30,False,True,155.10899999999998,"LINESTRING (10.8414187 50.1904297, 10.8414499 50.1899967, 10.8415007 50.1898435, 10.8415881 50.1897033, 10.8418808 50.1894382, 10.8421536 50.1891591)",,,,,,
13865401,Poststraße,residential,30,False,True,23.16,"LINESTRING (10.8414762 50.1906347, 10.8414187 50.1904297)",,,,,,
13865401,Poststraße,residential,30,False,False,127.787,"LINESTRING (10.8414762 50.1906347, 10.8415985 50.1909081, 10.8422789 50.1916552)",,,,,,
25897830,Sudetenstraße,residential,30,False,False,83.895,"LINESTRING (10.8414762 50.1906347, 10.841425 50.1906875, 10.8407985 50.1912518)",,,,,,
25897830,Sudetenstraße,residential,30,False,False,131.166,"LINESTRING (10.8407985 50.1912518, 10.839643 50.1921706)",,,,,,
25897830,Sudetenstraße,residential,30,False,True,83.895,"LINESTRING (10.8407985 50.1912518, 10.841425 50.1906875, 10.8414762 50.1906347)",,,,,,
"[616129691, 25897831]",,residential,30,False,False,88.858,"LINESTRING (10.8407985 50.1912518, 10.8401772 50.1909266, 10.8398494 50.1907333)",,,,,,
25897830,Sudetenstraße,residential,30,False,True,131.166,"LINESTRING (10.839643 50.1921706, 10.8407985 50.1912518)",,,,,,
28013433,Dr.-Josef-Otto-Kolb-Straße,residential,30,False,False,205.63,"LINESTRING (10.839643 50.1921706, 10.838844 50.191643, 10.8398494 50.1907333)",,,,,,
616129690,Sudetenstraße,residential,30,False,False,70.481,"LINESTRING (10.839643 50.1921706, 10.8396301 50.1922728, 10.8396183 50.1924237, 10.8395576 50.1925081, 10.8394289 50.1925922, 10.8392357 50.1927082)",,,,,,
13865401,Poststraße,residential,30,False,True,58.168,"LINESTRING (10.8408897 50.1898664, 10.8405278 50.1893974)",,,,,,
28013433,Dr.-Josef-Otto-Kolb-Straße,residential,30,False,True,121.561,"LINESTRING (10.8408897 50.1898664, 10.8398494 50.1907333)",,,,,,
13865401,Poststraße,residential,30,False,False,73.09100000000001,"LINESTRING (10.8408897 50.1898664, 10.841341 50.1903416, 10.8414187 50.1904297)",,,,,,
28013433,Dr.-Josef-Otto-Kolb-Straße,residential,30,False,False,121.561,"LINESTRING (10.8398494 50.1907333, 10.8408897 50.1898664)",,,,,,
25897831,,residential,30,False,False,49.855000000000004,"LINESTRING (10.8398494 50.1907333, 10.8396004 50.1905637, 10.8393195 50.1904448)",,,,,,
"[616129691, 25897831]",,residential,30,False,True,88.858,"LINESTRING (10.8398494 50.1907333, 10.8401772 50.1909266, 10.8407985 50.1912518)",,,,,,
28013433,Dr.-Josef-Otto-Kolb-Straße,residential,30,False,True,205.63,"LINESTRING (10.8398494 50.1907333, 10.838844 50.191643, 10.839643 50.1921706)",,,,,,
25897831,,residential,30,False,True,49.855000000000004,"LINESTRING (10.8393195 50.1904448, 10.8396004 50.1905637, 10.8398494 50.1907333)",,,,,,
616129692,Bahnhofstraße,secondary,50,False,True,67.564,"LINESTRING (10.8393195 50.1904448, 10.8395657 50.1901452, 10.8397851 50.1899157)",2,St 2204,,,,
24277360,Judengasse,residential,30,False,False,5.007,"LINESTRING (10.842832 50.186823, 10.8427797 50.1867929)",,,,,,
24277360,Judengasse,residential,30,False,True,80.375,"LINESTRING (10.842832 50.186823, 10.8430928 50.1869598, 10.8433315 50.187123, 10.8436105 50.1872552, 10.8436929 50.1872861)",,,,,,
28013430,Hans-Reiser-Straße,residential,30,False,False,55.967,"LINESTRING (10.8463865 50.1918177, 10.8458829 50.1922042)",,,,,,
28013431,Hans-Reiser-Straße,residential,30,False,True,32.133,"LINESTRING (10.845429 50.1927965, 10.8451475 50.1925706)",,,,,,
13865401,Poststraße,residential,30,False,False,20.948,"LINESTRING (10.8422789 50.1916552, 10.8424317 50.1918162)",,,,,,
13865401,Poststraße,residential,30,False,True,127.787,"LINESTRING (10.8422789 50.1916552, 10.8415985 50.1909081, 10.8414762 50.1906347)",,,,,,
25688402,Friedrich-Rückert-Straße,residential,30,False,False,282.738,"LINESTRING (10.8422789 50.1916552, 10.8424017 50.1915118, 10.8429654 50.1903752, 10.8429986 50.1903039, 10.8435248 50.1892439)",,,,,,
13865401,Poststraße,residential,30,False,False,32.909,"LINESTRING (10.8424317 50.1918162, 10.8425715 50.1920983)",,,,,,
13865401,Poststraße,residential,30,False,True,20.948,"LINESTRING (10.8424317 50.1918162, 10.8422789 50.1916552)",,,,,,
28013434,Am Krumbach,residential,30,False,True,45.736000000000004,"LINESTRING (10.8392357 50.1927082, 10.8391274 50.192688, 10.8386112 50.192612)",,,,,,
616129690,Sudetenstraße,residential,30,False,True,70.481,"LINESTRING (10.8392357 50.1927082, 10.8394289 50.1925922, 10.8395576 50.1925081, 10.8396183 50.1924237, 10.8396301 50.1922728, 10.839643 50.1921706)",,,,,,
180860165,Am Krumbach,residential,30,False,False,35.174,"LINESTRING (10.8386112 50.192612, 10.838704 50.1923013)",,,,,,
28013434,Am Krumbach,residential,30,False,False,45.736000000000004,"LINESTRING (10.8386112 50.192612, 10.8391274 50.192688, 10.8392357 50.1927082)",,,,,,
28013434,Am Krumbach,residential,30,False,True,94.765,"LINESTRING (10.8386112 50.192612, 10.8382684 50.1925384, 10.8381179 50.1924177, 10.8380258 50.192235, 10.8379906 50.1920886, 10.8378023 50.1920512)",,,,,,
25688399,Thüringer Straße,residential,30,False,True,76.934,"LINESTRING (10.8438743 50.1916149, 10.8446063 50.1921239)",,,,,,
25897832,Obere Bergstraße,residential,30,False,True,152.208,"LINESTRING (10.8438743 50.1916149, 10.8454245 50.1906722)",,,,,,
48469858,Heldburger Straße,residential,30,False,False,274.947,"LINESTRING (10.8438743 50.1916149, 10.8435486 50.1913302, 10.8435031 50.1911857, 10.8435468 50.1910329, 10.8439499 50.1905736, 10.8444007 50.1901926, 10.8454245 50.1906722)",,,,,,
25897832,Obere Bergstraße,residential,30,False,False,109.994,"LINESTRING (10.8438743 50.1916149, 10.8435092 50.1918688, 10.84326 50.19195, 10.8425715 50.1920983)",,,,,,
35010874,Ziegelhüttenweg,residential,50,False,True,132.727,"LINESTRING (10.8431833 50.1852035, 10.8432852 50.1852413, 10.8434045 50.1852629, 10.8437032 50.1854274, 10.8439558 50.1855322, 10.844081 50.1855857, 10.8441458 50.1856201, 10.844193 50.1856518, 10.8442556 50.1857101, 10.8443303 50.18581, 10.8443731 50.1858697, 10.8444245 50.1859274, 10.844472 50.1859537, 10.8445412 50.1859659)",,,,,,
