osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel,bridge,width
897968943,,,Karl-Marx-Platz,tertiary,False,False,20.648,"LINESTRING (14.0325225 50.9568112, 14.0327119 50.9566689)",,,,
"[30897219, 377779068]",,,Karl-Marx-Platz,tertiary,False,True,41.62,"LINESTRING (14.0325225 50.9568112, 14.0323204 50.9569861, 14.0322432 50.9571364)",,,,
47148809,,,Buschholzstraße,residential,False,False,142.19199999999998,"LINESTRING (14.0305367 50.9601712, 14.0304376 50.9597966, 14.0306716 50.9596073, 14.030845 50.9593914, 14.0309228 50.9592295, 14.0309336 50.9592071, 14.0309354 50.959092, 14.0308931 50.9590613, 14.0307954 50.9590305)",,,,
25415642,,,Elbstraße,residential,False,False,44.564,"LINESTRING (14.0303886 50.9566893, 14.0304971 50.9564911, 14.0306026 50.9563119)",,,,
"[147611859, 488514727]",,,Pirnaer Straße,residential,False,True,139.236,"LINESTRING (14.0303886 50.9566893, 14.0311745 50.9569078, 14.0313497 50.9569435, 14.0315349 50.9569811, 14.0318202 50.9570479, 14.0321025 50.9571059, 14.0321625 50.9571189, 14.0322432 50.9571364)",30,,,
25415641,,,Rosenstraße,residential,True,False,6.887,"LINESTRING (14.0305097 50.9562916, 14.0306026 50.9563119)",,,,3
"[1156263906, 1204628941, 1099354829, 24349942, 1131140631]",,,Elbufer,residential,False,True,233.76099999999994,"LINESTRING (14.0305097 50.9562916, 14.0307798 50.9557654, 14.0309745 50.9558069, 14.031137 50.9558576, 14.0315053 50.9559779, 14.0315609 50.9559969, 14.0316022 50.9560119, 14.0317282 50.9560584, 14.0318293 50.9560953, 14.0320443 50.9562019, 14.0322232 50.9562953, 14.0323059 50.9563397, 14.0323387 50.9563573, 14.0323663 50.9563717, 14.0324431 50.9564122, 14.0324795 50.9564369, 14.0325082 50.9564617, 14.0326373 50.9566087, 14.0327119 50.9566689)","['50', '30']",,,3.8
25415641,,,Rosenstraße,residential,True,False,145.67700000000002,"LINESTRING (14.0306026 50.9563119, 14.0313713 50.9564883, 14.0319955 50.9566421, 14.0325225 50.9568112)",,,,3
25415642,,,Elbstraße,residential,False,True,44.564,"LINESTRING (14.0306026 50.9563119, 14.0304971 50.9564911, 14.0303886 50.9566893)",,,,
47148809,,,Buschholzstraße,residential,False,True,142.192,"LINESTRING (14.0307954 50.9590305, 14.0308931 50.9590613, 14.0309354 50.959092, 14.0309336 50.9592071, 14.0309228 50.9592295, 14.030845 50.9593914, 14.0306716 50.9596073, 14.0304376 50.9597966, 14.0305367 50.9601712)",,,,
"[1087600840, 4257400, 47149900, 1087600839]",2,K 8710,Lohmener Straße,tertiary,False,False,307.02199999999993,"LINESTRING (14.0307954 50.9590305, 14.0308681 50.9589262, 14.0309147 50.9588393, 14.0309422 50.9587514, 14.0309925 50.9585135, 14.0310296 50.9584275, 14.0310687 50.9583772, 14.0311215 50.9583425, 14.0312111 50.958301, 14.0313051 50.9582722, 14.0313905 50.958255, 14.0314742 50.9582454, 14.0315665 50.958243, 14.0316513 50.9582565, 14.0317365 50.9582772, 14.0318212 50.9583035, 14.0319844 50.958366, 14.0324615 50.9585784, 14.0325948 50.9586076, 14.0328999 50.958637, 14.0331821 50.9586551, 14.0334667 50.9586734, 14.0336244 50.958662, 14.0336958 50.9586254, 14.0337269 50.9585708, 14.0337391 50.9585082, 14.0336926 50.9584343, 14.0336027 50.9583977)",,,,
