osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,width,junction
127433067,Weinbergweg,residential,False,True,59.829,"LINESTRING (11.498176 52.8806936, 11.4976666 52.8806876, 11.4972847 52.8806803)",,,,,
127433069,Drosselweg,residential,False,False,188.06,"LINESTRING (11.498176 52.8806936, 11.4987046 52.881679, 11.4990616 52.8822981)",,,,,
127433079,Breitenstein,residential,False,False,110.379,"LINESTRING (11.49641 52.8808187, 11.4960063 52.8798564)",30,,,,
127433079,Breitenstein,residential,False,True,5.688,"LINESTRING (11.49641 52.8808187, 11.4964326 52.880868)",30,,,,
127433067,Weinbergweg,residential,False,False,61.157000000000004,"LINESTRING (11.49641 52.8808187, 11.4969933 52.8806954, 11.4971342 52.8806813, 11.4972847 52.8806803)",,,,,
127433074,Weinbergweg,residential,False,True,120.751,"LINESTRING (11.4964326 52.880868, 11.4947032 52.8811681)",,,,,
127433079,Breitenstein,residential,False,False,5.688,"LINESTRING (11.4964326 52.880868, 11.49641 52.8808187)",30,,,,
127433079,Breitenstein,residential,False,True,192.933,"LINESTRING (11.4964326 52.880868, 11.4967 52.8814114, 11.4972868 52.8824379, 11.4973157 52.8825184)",30,,,,
127433066,Kastanienweg,residential,False,False,76.304,"LINESTRING (11.4947032 52.8811681, 11.4948431 52.8818491)",30,,,,
127433074,Weinbergweg,residential,False,False,120.751,"LINESTRING (11.4947032 52.8811681, 11.4964326 52.880868)",,,,,
127433066,Kastanienweg,residential,False,True,143.136,"LINESTRING (11.4947032 52.8811681, 11.4945928 52.8806808, 11.4945416 52.880537, 11.494466 52.8804031, 11.4942179 52.8800583, 11.4941669 52.879931)",30,,,,
127433074,Weinbergweg,residential,False,True,96.953,"LINESTRING (11.4947032 52.8811681, 11.494505 52.8812038, 11.4943984 52.8812361, 11.4943039 52.8812842, 11.4936385 52.8817307)",,,,,
127433074,Weinbergweg,residential,False,False,9.375,"LINESTRING (11.4935412 52.8817912, 11.4936385 52.8817307)",,,,,
"[127433073, 127433070]","['Hinter den Gärten', 'Südpromenade']",residential,False,True,247.398,"LINESTRING (11.4935412 52.8817912, 11.4926757 52.8812847, 11.4924706 52.8811536, 11.4927023 52.8808414, 11.4931679 52.8799078)",30,,,2,
127433075,Weinbergweg,residential,True,False,90.542,"LINESTRING (11.4935412 52.8817912, 11.4929759 52.8821599, 11.4928593 52.8822139, 11.4925337 52.8823199)",,,,,
330205595,Südpromenade,residential,False,False,57.897,"LINESTRING (11.4990616 52.8822981, 11.4982281 52.8824327)",30,,,,
127433069,Drosselweg,residential,False,True,188.06,"LINESTRING (11.4990616 52.8822981, 11.4987046 52.881679, 11.498176 52.8806936)",,,,,
127433068,Amselweg,residential,False,True,204.883,"LINESTRING (11.4982281 52.8824327, 11.4972847 52.8806803)",,,,,
330205595,Südpromenade,residential,False,False,62.468,"LINESTRING (11.4982281 52.8824327, 11.497323 52.8825642)",30,,,,
330205595,Südpromenade,residential,False,True,57.897,"LINESTRING (11.4982281 52.8824327, 11.4990616 52.8822981)",30,,,,
127433079,Breitenstein,residential,False,False,5.116,"LINESTRING (11.497323 52.8825642, 11.4973157 52.8825184)",30,,,,
127433079,Breitenstein,residential,False,True,73.131,"LINESTRING (11.497323 52.8825642, 11.4972385 52.8832199)",30,,,,
330205595,Südpromenade,residential,False,True,62.468,"LINESTRING (11.497323 52.8825642, 11.4982281 52.8824327)",30,,,,
5199382,Friedensstraße,secondary,False,True,173.545,"LINESTRING (11.4916479 52.8827666, 11.4914616 52.882718, 11.4909058 52.8825731, 11.4908651 52.8825623, 11.4899352 52.8823363, 11.489268 52.8821561)",50,2,L 1,,
129382964,,secondary,False,False,41.14,"LINESTRING (11.4916479 52.8827666, 11.4918595 52.8828297, 11.4920179 52.8828889, 11.4921741 52.882955)",50,2,L 1,,
37637919,Seehäuser Straße,residential,False,False,6.844,"LINESTRING (11.4955621 52.8831697, 11.4956638 52.883165)",50,2,,,
127433066,Kastanienweg,residential,False,True,83.746,"LINESTRING (11.4955621 52.8831697, 11.4950962 52.882471)",30,,,,
"[1233498222, 37637919]",Seehäuser Straße,residential,False,True,214.35000000000002,"LINESTRING (11.4955621 52.8831697, 11.4946615 52.8831983, 11.4943696 52.8831901, 11.4939975 52.8831716, 11.4934757 52.8831253, 11.493208 52.8830898, 11.4926754 52.8830037, 11.492562 52.8829893, 11.4924037 52.8829894)",50,2,,,
127433066,Kastanienweg,residential,False,False,4.58,"LINESTRING (11.4948431 52.8818491, 11.4948512 52.88189)",30,,,,
127433066,Kastanienweg,residential,False,True,76.304,"LINESTRING (11.4948431 52.8818491, 11.4947032 52.8811681)",30,,,,
129382970,Südpromenade,residential,False,True,81.952,"LINESTRING (11.4948431 52.8818491, 11.4945968 52.8818137, 11.4936385 52.8817307)",,,,,
127433066,Kastanienweg,residential,False,True,4.58,"LINESTRING (11.4948512 52.88189, 11.4948431 52.8818491)",30,,,,
127433066,Kastanienweg,residential,False,False,67.131,"LINESTRING (11.4948512 52.88189, 11.4949027 52.8821465, 11.4949347 52.8822227, 11.4950962 52.882471)",30,,,,
129382971,Südpromenade,residential,False,False,180.807,"LINESTRING (11.4948512 52.88189, 11.495046 52.8819223, 11.4954359 52.8820221, 11.4958838 52.8821548, 11.497068 52.8825046, 11.4971979 52.8825232, 11.4973157 52.8825184)",30,,,,
127433075,Weinbergweg,residential,True,False,78.889,"LINESTRING (11.4925337 52.8823199, 11.4919184 52.8825901, 11.4917331 52.8826599, 11.4916896 52.8827144, 11.4916479 52.8827666)",,,,,
129382963,Grüner Weg,residential,False,True,173.938,"LINESTRING (11.4925337 52.8823199, 11.4926154 52.8823498, 11.4929429 52.8824054, 11.4934662 52.8824194, 11.4939921 52.8824458, 11.4950962 52.882471)",,,,,
127433066,Kastanienweg,residential,False,False,83.746,"LINESTRING (11.4950962 52.882471, 11.4955621 52.8831697)",30,,,,
127433066,Kastanienweg,residential,False,True,67.131,"LINESTRING (11.4950962 52.882471, 11.4949347 52.8822227, 11.4949027 52.8821465, 11.4948512 52.88189)",30,,,,
129382963,Grüner Weg,residential,False,False,173.93800000000002,"LINESTRING (11.4950962 52.882471, 11.4939921 52.8824458, 11.4934662 52.8824194, 11.4929429 52.8824054, 11.4926154 52.8823498, 11.4925337 52.8823199)",,,,,
49158431,Am Birkenhain,residential,False,False,44.445,"LINESTRING (11.4990624 52.8847107, 11.4988805 52.8849744, 11.4988078 52.8850797)",30,,,,
49158431,Am Birkenhain,residential,False,True,152.272,"LINESTRING (11.4990624 52.8847107, 11.4991547 52.8845824, 11.4992531 52.8844456, 11.4993411 52.8842836, 11.4993784 52.8841741, 11.4995421 52.8833821)",30,,,,
130913932,Birkenweg,residential,False,False,234.883,"LINESTRING (11.4990624 52.8847107, 11.4978849 52.88449, 11.4974388 52.8844316, 11.4969356 52.8843399, 11.4967827 52.884298, 11.4959139 52.884126, 11.4958111 52.8841194, 11.4957117 52.8841247)",,,,,
49158431,Am Birkenhain,residential,False,True,44.445,"LINESTRING (11.4988078 52.8850797, 11.4988805 52.8849744, 11.4990624 52.8847107)",30,,,,
328566836,Parkweg,residential,False,True,194.33,"LINESTRING (11.4988078 52.8850797, 11.4983729 52.8849729, 11.4969333 52.8848054, 11.4966632 52.8847817, 11.4963179 52.8847734, 11.4959803 52.8848067)",,,,,
338013499,Am Markt,residential,False,False,76.72599999999998,"LINESTRING (11.485442 52.8808349, 11.4853456 52.8811013, 11.485238 52.8814361, 11.4852176 52.8815114)",,,,,
127433074,Weinbergweg,residential,False,True,9.375,"LINESTRING (11.4936385 52.8817307, 11.4935412 52.8817912)",,,,,
127433074,Weinbergweg,residential,False,False,96.95299999999999,"LINESTRING (11.4936385 52.8817307, 11.4943039 52.8812842, 11.4943984 52.8812361, 11.494505 52.8812038, 11.4947032 52.8811681)",,,,,
129382970,Südpromenade,residential,False,False,81.952,"LINESTRING (11.4936385 52.8817307, 11.4945968 52.8818137, 11.4948431 52.8818491)",,,,,
127433079,Breitenstein,residential,False,True,5.116,"LINESTRING (11.4973157 52.8825184, 11.497323 52.8825642)",30,,,,
127433079,Breitenstein,residential,False,False,192.933,"LINESTRING (11.4973157 52.8825184, 11.4972868 52.8824379, 11.4967 52.8814114, 11.4964326 52.880868)",30,,,,
129382971,Südpromenade,residential,False,True,180.80700000000002,"LINESTRING (11.4973157 52.8825184, 11.4971979 52.8825232, 11.497068 52.8825046, 11.4958838 52.8821548, 11.4954359 52.8820221, 11.495046 52.8819223, 11.4948512 52.88189)",30,,,,
37637919,Seehäuser Straße,residential,False,True,6.844,"LINESTRING (11.4956638 52.883165, 11.4955621 52.8831697)",50,2,,,
37637919,Seehäuser Straße,residential,False,False,105.96799999999999,"LINESTRING (11.4956638 52.883165, 11.4960399 52.8831593, 11.4963328 52.8831678, 11.4967924 52.883195, 11.4972385 52.8832199)",50,2,,,
127433076,Molkereistraße,residential,False,False,107.09,"LINESTRING (11.4956638 52.883165, 11.495636 52.8837579, 11.4956533 52.8839022, 11.4957117 52.8841247)",,,,,
127433076,Molkereistraße,residential,False,False,77.95400000000001,"LINESTRING (11.4957117 52.8841247, 11.4957623 52.8842691, 11.4959803 52.8848067)",,,,,
127433076,Molkereistraße,residential,False,True,107.08999999999999,"LINESTRING (11.4957117 52.8841247, 11.4956533 52.8839022, 11.495636 52.8837579, 11.4956638 52.883165)",,,,,
130913932,Birkenweg,residential,False,True,234.88299999999998,"LINESTRING (11.4957117 52.8841247, 11.4958111 52.8841194, 11.4959139 52.884126, 11.4967827 52.884298, 11.4969356 52.8843399, 11.4974388 52.8844316, 11.4978849 52.88449, 11.4990624 52.8847107)",,,,,
127433076,Molkereistraße,residential,False,False,39.913,"LINESTRING (11.4959803 52.8848067, 11.4960472 52.8849936, 11.4960648 52.8851148, 11.4960605 52.8851608)",,,,,
127433076,Molkereistraße,residential,False,True,77.95400000000001,"LINESTRING (11.4959803 52.8848067, 11.4957623 52.8842691, 11.4957117 52.8841247)",,,,,
328566836,Parkweg,residential,False,False,194.33,"LINESTRING (11.4959803 52.8848067, 11.4963179 52.8847734, 11.4966632 52.8847817, 11.4969333 52.8848054, 11.4983729 52.8849729, 11.4988078 52.8850797)",,,,,
37631504,Dessauer Worth,residential,False,False,111.512,"LINESTRING (11.487902 52.8807763, 11.4878204 52.880758, 11.4875676 52.8806999, 11.4868566 52.8805598, 11.4863271 52.8804569)",50,,,,
37631504,Dessauer Worth,residential,False,True,128.597,"LINESTRING (11.487902 52.8807763, 11.4886838 52.8809517, 11.4895807 52.881154, 11.4897035 52.8811675)",50,,,,
328712370,Kleine Straße,residential,False,False,124.53,"LINESTRING (11.487902 52.8807763, 11.4874185 52.8817947, 11.4873908 52.8818529)",,,,,
70224164,Horning,residential,False,False,133.20600000000002,"LINESTRING (11.4860363 52.8816388, 11.4860184 52.8817282, 11.485941 52.8820647, 11.485903 52.8822298, 11.4858054 52.8824003, 11.48577 52.8824623, 11.4856685 52.8828125)",,,,3,
123209055,Am Markt,residential,False,False,133.41299999999998,"LINESTRING (11.4860363 52.8816388, 11.4860536 52.8815763, 11.4861448 52.8811881, 11.486153 52.88112, 11.48614 52.8809958, 11.4861487 52.8809116, 11.4862162 52.8807348, 11.4862838 52.8805655, 11.4863271 52.8804569)",,,,,
463758461,Friedensstraße,tertiary,False,False,93.958,"LINESTRING (11.4860363 52.8816388, 11.4867137 52.8817489, 11.4873908 52.8818529)",30,,,,
1233498489,Friedensstraße,tertiary,False,True,56.762,"LINESTRING (11.4860363 52.8816388, 11.4858971 52.8816108, 11.4856615 52.8815756, 11.4855611 52.8815611, 11.4853155 52.8815256, 11.4852176 52.8815114)",30,2,,,
