osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,width,junction,bridge
28348626,Am Krüenberg,secondary,False,True,483.07099999999997,"LINESTRING (7.5349271 51.0871635, 7.5348498 51.0871988, 7.5347802 51.0872405, 7.534701 51.0872967, 7.5345892 51.0873794, 7.5345352 51.0874316, 7.5345014 51.0874721, 7.5344793 51.0875053, 7.5344374 51.0875806, 7.5344082 51.0876689, 7.5343799 51.087788, 7.534363 51.0878473, 7.5343425 51.0879054, 7.5343097 51.0879697, 7.5342732 51.0880192, 7.5342201 51.088088, 7.5341579 51.0881432, 7.5340481 51.0882273, 7.5340018 51.0882577, 7.5339536 51.0882836, 7.5338824 51.0883188, 7.5338094 51.0883477, 7.5337328 51.0883721, 7.5336571 51.0883937, 7.5335877 51.0884113, 7.5335147 51.0884261, 7.5334198 51.0884388, 7.5333168 51.0884492, 7.5332288 51.0884521, 7.5331694 51.088451, 7.5331101 51.0884465, 7.5330347 51.0884389, 7.5329433 51.0884262, 7.5328659 51.0884137, 7.5327778 51.0883946, 7.5326951 51.088372, 7.5312185 51.0879055, 7.5311306 51.0878802, 7.5309042 51.0878149, 7.5299262 51.0875327, 7.5297601 51.087485, 7.5296844 51.0874632, 7.5295546 51.0874259)",2,,50,6,,
38804356,Klosterstraße,residential,False,False,69.149,"LINESTRING (7.5349271 51.0871635, 7.5349306 51.0872743, 7.5351851 51.0875442, 7.5352467 51.087625, 7.5352934 51.0877287)",,,,,,
197867328,Klosterstraße,secondary,False,False,111.046,"LINESTRING (7.5349271 51.0871635, 7.5350149 51.0871428, 7.5351574 51.0871113, 7.5354256 51.0870667, 7.5358643 51.0869951, 7.5359993 51.086979, 7.5364712 51.0869357)",2,,50,6,,
"[742261096, 742261098]",Klosterstraße,residential,False,True,201.91099999999997,"LINESTRING (7.5349271 51.0871635, 7.5346544 51.0870886, 7.5343751 51.0870138, 7.534274 51.0869825, 7.5341917 51.0869513, 7.5341117 51.0869148, 7.5339394 51.0868333, 7.5338394 51.0867815, 7.5337394 51.086723, 7.5336018 51.086624, 7.533517 51.0865516, 7.5334278 51.0864651, 7.5333513 51.0863627, 7.5333227 51.0863081, 7.5332962 51.0862508, 7.5332209 51.0860723, 7.5331967 51.0859841, 7.5331768 51.0859106, 7.533161 51.0858731)",2,,50,,,
"[172280520, 310596313, 27087420]",Hauptstraße,primary,False,True,105.805,"LINESTRING (7.5320059 51.0826153, 7.532268 51.0824765, 7.532524 51.0823686, 7.5328501 51.0822483, 7.5329813 51.0822162, 7.5331125 51.0821841, 7.5333142 51.0821656)",2,B 256,50,,,yes
"[1193131275, 205233109]",Hauptstraße,primary,False,False,56.83,"LINESTRING (7.5320059 51.0826153, 7.5319413 51.082659, 7.5315466 51.0829988, 7.5315171 51.0830234)",2,B 256,50,,,
352935967,Bahnhofstraße,residential,False,True,99.208,"LINESTRING (7.5320059 51.0826153, 7.5318964 51.082511, 7.5318592 51.082455, 7.5317439 51.0822818, 7.5316857 51.0821944, 7.531642 51.0820838, 7.5315891 51.08195, 7.5315511 51.0818539, 7.531523 51.0817828)",,,,,,
205233111,Zur alten Post,residential,False,True,12.148,"LINESTRING (7.531523 51.0817828, 7.5313964 51.0818577)",,,,,,
267706581,Zum Wasserturm,residential,False,False,87.446,"LINESTRING (7.531523 51.0817828, 7.5316254 51.081747, 7.5320358 51.0816875, 7.5321132 51.0816857, 7.5321748 51.0817041, 7.5322282 51.0817334, 7.5322663 51.0817752, 7.5324022 51.082025)",,,,,,
"[327821067, 327821069, 222961479, 764490215]",Bahnhofstraße,residential,False,False,150.24000000000004,"LINESTRING (7.531523 51.0817828, 7.5314139 51.0813879, 7.5313936 51.0812984, 7.5313795 51.0812382, 7.5313631 51.0811814, 7.5313486 51.0811367, 7.5313144 51.081052, 7.5312724 51.0809788, 7.5311697 51.0808562, 7.5311495 51.0808322, 7.5310893 51.0807617, 7.5310616 51.0807292, 7.5309852 51.0806394, 7.5309682 51.0806193, 7.5308755 51.0805105)",,,,,,
352935967,Bahnhofstraße,residential,False,False,99.208,"LINESTRING (7.531523 51.0817828, 7.5315511 51.0818539, 7.5315891 51.08195, 7.531642 51.0820838, 7.5316857 51.0821944, 7.5317439 51.0822818, 7.5318592 51.082455, 7.5318964 51.082511, 7.5320059 51.0826153)",,,,,,
165231529,Leppestraße,secondary,False,True,49.501999999999995,"LINESTRING (7.5289649 51.0827345, 7.5290619 51.0828946, 7.5291797 51.0829798, 7.529272 51.0830478, 7.5293618 51.083092)",2,L 97,50,,,
"[27117714, 733999102]",Kleinbahnweg,residential,False,False,117.01499999999999,"LINESTRING (7.5289649 51.0827345, 7.5292142 51.0826803, 7.5296972 51.0825752, 7.5298106 51.0825349, 7.52996 51.0824817, 7.5301394 51.0824054, 7.5304553 51.082271)",,,,,,
"[1132272024, 105118572]",Leppestraße,secondary,False,False,190.994,"LINESTRING (7.5289649 51.0827345, 7.5287519 51.0826288, 7.5284541 51.0824653, 7.5281902 51.0823279, 7.5273336 51.081963, 7.5267477 51.0817346)",,L 97,"['50', '30']",,,
27356199,Pestalozzistraße,residential,False,False,318.988,"LINESTRING (7.5255295 51.0842157, 7.5255905 51.084268, 7.5256619 51.0843785, 7.5259684 51.0848478, 7.5262129 51.0850805, 7.526462 51.0853028, 7.5267067 51.0855284, 7.5269377 51.0856499, 7.5272836 51.0857919, 7.5273172 51.0858176, 7.5273348 51.0858589, 7.5273233 51.0859005, 7.5272938 51.0859329, 7.5272247 51.08598, 7.5271902 51.0860187, 7.5271963 51.0860676, 7.527438 51.0862911, 7.5277435 51.0865493)",,,,,,
27432190,Scharder Straße,tertiary,False,False,74.874,"LINESTRING (7.5255295 51.0842157, 7.5258055 51.0840671, 7.5259568 51.084003, 7.5261213 51.0839568, 7.52624 51.0838868, 7.5263937 51.0838245)",2,K 18,50,,,
"[650089216, 45821865]",Pestalozzistraße,residential,False,True,124.581,"LINESTRING (7.5292359 51.0873554, 7.5291181 51.0873381, 7.5288241 51.0872371, 7.5285433 51.0871134, 7.5283816 51.0870064, 7.5282427 51.086916, 7.5280769 51.0867962, 7.5279454 51.086697, 7.5278869 51.0866528)",,,,,,
135999793,,primary,True,False,17.611,"LINESTRING (7.5292359 51.0873554, 7.529265 51.0873296, 7.5293049 51.0873102, 7.5293521 51.087299, 7.5294025 51.087297, 7.5294515 51.0873044)",1,,50,,roundabout,
7980279,Hauptstraße,primary,False,False,36.096,"LINESTRING (7.5315171 51.0830234, 7.5313329 51.0832139, 7.5312487 51.0833008)",2,B 256,50,,,
27414551,Landwehrstraße,residential,True,False,113.428,"LINESTRING (7.5315171 51.0830234, 7.5313318 51.0829207, 7.5312172 51.0828572, 7.5311208 51.0828038, 7.5308736 51.0826668, 7.5307204 51.0825819, 7.5304553 51.082271)",,,,,,
"[1193131275, 205233109]",Hauptstraße,primary,False,True,56.83,"LINESTRING (7.5315171 51.0830234, 7.5315466 51.0829988, 7.5319413 51.082659, 7.5320059 51.0826153)",2,B 256,50,,,
"[27117714, 733999102]",Kleinbahnweg,residential,False,True,117.015,"LINESTRING (7.5304553 51.082271, 7.5301394 51.0824054, 7.52996 51.0824817, 7.5298106 51.0825349, 7.5296972 51.0825752, 7.5292142 51.0826803, 7.5289649 51.0827345)",,,,,,
27414554,Landwehrstraße,residential,False,False,162.90699999999998,"LINESTRING (7.5304553 51.082271, 7.5303448 51.0820953, 7.5302149 51.0819643, 7.5298063 51.0817159, 7.5293865 51.0814277, 7.5292027 51.0813258, 7.5290226 51.0812369, 7.5289219 51.0811947)",,,30,,,
"[205233112, 310001017]",Zur alten Post,residential,True,False,81.05100000000002,"LINESTRING (7.5304553 51.082271, 7.5305568 51.0821971, 7.5307527 51.08211, 7.5312674 51.081881, 7.5313964 51.0818577)",,,,2.5,,
310596313,Hauptstraße,primary,False,False,13.921,"LINESTRING (7.5335131 51.0821734, 7.5333142 51.0821656)",2,B 256,50,,,
60225687,An der Ringmauer,residential,False,False,168.719,"LINESTRING (7.5335131 51.0821734, 7.5335747 51.0822939, 7.5338977 51.0827712, 7.5341145 51.0831124, 7.5340852 51.0831832, 7.5341998 51.0832476, 7.5343082 51.0835756)",,,,,,
310596313,Hauptstraße,primary,False,True,125.455,"LINESTRING (7.5335131 51.0821734, 7.5336816 51.0822046, 7.5338027 51.0822484, 7.5349908 51.0828034)",2,B 256,50,,,
59848768,Bergstraße,residential,False,True,165.578,"LINESTRING (7.5331441 51.0817797, 7.5331679 51.0817662, 7.5336727 51.0814805, 7.5339589 51.0813607, 7.5343035 51.0812418, 7.534569 51.0811519, 7.5347273 51.0810923, 7.5348833 51.0810203, 7.5350407 51.0809359, 7.5350707 51.0809245)",,,,,,
368000554,Bockelsburger Weg,residential,False,True,45.964,"LINESTRING (7.5331441 51.0817797, 7.5333383 51.0820473, 7.5333142 51.0821656)",,,,,,
27492111,Am Wüllenberg,residential,False,False,96.94299999999998,"LINESTRING (7.5371293 51.0802778, 7.537178 51.0802052, 7.5372869 51.0800631, 7.5373584 51.0799672, 7.5374372 51.0798591, 7.5374677 51.0798025, 7.5374792 51.0797537, 7.5374876 51.0797072, 7.537486 51.0796732, 7.5374736 51.0796412, 7.5374441 51.0796007, 7.5373208 51.0794803)",,,,,,
895167841,Hauptstraße,primary,False,False,135.981,"LINESTRING (7.5371293 51.0802778, 7.5367953 51.0802847, 7.536616 51.0802994, 7.5364153 51.0803268, 7.5362538 51.0803655, 7.536105 51.080413, 7.5359897 51.0804603, 7.5358952 51.0805064, 7.5358013 51.0805653, 7.5357185 51.0806314, 7.5356509 51.0807071, 7.5356075 51.0807578, 7.5355651 51.0808368)",2,B 256,50,,,
895167842,Hauptstraße,primary,False,True,76.619,"LINESTRING (7.5371293 51.0802778, 7.5376071 51.080298, 7.5382217 51.0803382)",2,B 256,50,,,
62235921,Martin-Luther-Straße,residential,False,True,79.661,"LINESTRING (7.5337549 51.0796977, 7.5336469 51.0798736, 7.5336832 51.0800419, 7.5338652 51.0802068, 7.5338777 51.0802181, 7.5340258 51.0803275)",,,,,,
197867328,Klosterstraße,secondary,False,False,43.408,"LINESTRING (7.5364712 51.0869357, 7.5367843 51.0869239, 7.5370921 51.0869261)",2,,50,6,,
197867328,Klosterstraße,secondary,False,True,111.046,"LINESTRING (7.5364712 51.0869357, 7.5359993 51.086979, 7.5358643 51.0869951, 7.5354256 51.0870667, 7.5351574 51.0871113, 7.5350149 51.0871428, 7.5349271 51.0871635)",2,,50,6,,
"[38748872, 206017844]",Kahlenbergstraße,residential,False,True,346.99699999999996,"LINESTRING (7.5364712 51.0869357, 7.5364523 51.0868846, 7.5361483 51.0862113, 7.536138 51.0861758, 7.5361387 51.0861628, 7.5361431 51.0861542, 7.5361595 51.0861426, 7.536179 51.0861338, 7.5364883 51.0860651, 7.5365391 51.0860522, 7.53659 51.0860362, 7.5366381 51.0860167, 7.5366612 51.0860049, 7.5366812 51.0859922, 7.5367086 51.085974, 7.5367289 51.0859556, 7.5367449 51.0859351, 7.5367623 51.0859141, 7.5367755 51.0858924, 7.5367842 51.0858696, 7.5367938 51.085838, 7.5367962 51.0858053, 7.5367899 51.0857579, 7.5367782 51.0857117, 7.5367511 51.0856215, 7.5367136 51.0855087, 7.5366541 51.0853786, 7.5366209 51.0853173, 7.5365826 51.0852578, 7.536471 51.0851305, 7.5363898 51.0850386, 7.5363026 51.0849425, 7.5362773 51.0849201, 7.5362466 51.0848988, 7.5361815 51.0848604, 7.5361246 51.0848309, 7.5360685 51.084807, 7.5358276 51.0847254, 7.5358126 51.0847108, 7.5358044 51.0846937, 7.5357945 51.0846132, 7.5358085 51.0844714, 7.5358463 51.0843057)",,,,,,
38804356,Klosterstraße,residential,False,True,69.149,"LINESTRING (7.5352934 51.0877287, 7.5352467 51.087625, 7.5351851 51.0875442, 7.5349306 51.0872743, 7.5349271 51.0871635)",,,,,,
"[38748872, 206017844]",Kahlenbergstraße,residential,False,False,346.99699999999996,"LINESTRING (7.5358463 51.0843057, 7.5358085 51.0844714, 7.5357945 51.0846132, 7.5358044 51.0846937, 7.5358126 51.0847108, 7.5358276 51.0847254, 7.5360685 51.084807, 7.5361246 51.0848309, 7.5361815 51.0848604, 7.5362466 51.0848988, 7.5362773 51.0849201, 7.5363026 51.0849425, 7.5363898 51.0850386, 7.536471 51.0851305, 7.5365826 51.0852578, 7.5366209 51.0853173, 7.5366541 51.0853786, 7.5367136 51.0855087, 7.5367511 51.0856215, 7.5367782 51.0857117, 7.5367899 51.0857579, 7.5367962 51.0858053, 7.5367938 51.085838, 7.5367842 51.0858696, 7.5367755 51.0858924, 7.5367623 51.0859141, 7.5367449 51.0859351, 7.5367289 51.0859556, 7.5367086 51.085974, 7.5366812 51.0859922, 7.5366612 51.0860049, 7.5366381 51.0860167, 7.53659 51.0860362, 7.5365391 51.0860522, 7.5364883 51.0860651, 7.536179 51.0861338, 7.5361595 51.0861426, 7.5361431 51.0861542, 7.5361387 51.0861628, 7.536138 51.0861758, 7.5361483 51.0862113, 7.5364523 51.0868846, 7.5364712 51.0869357)",,,,,,
59848672,Alte Heidestraße,residential,False,False,134.983,"LINESTRING (7.5349908 51.0828034, 7.5350714 51.0829881, 7.5351381 51.0831704, 7.5352761 51.0835438, 7.5353315 51.083711, 7.535388 51.0838721, 7.5354447 51.0839828)",,,,,,
292705216,Hauptstraße,primary,False,True,224.407,"LINESTRING (7.5349908 51.0828034, 7.5350965 51.0828302, 7.5352223 51.0828474, 7.5353186 51.0828508, 7.5354072 51.0828464, 7.5355025 51.0828298, 7.5355746 51.0828124, 7.5356441 51.0827883, 7.5357235 51.0827515, 7.5357767 51.0827225, 7.5358159 51.0826911, 7.5358514 51.0826592, 7.535877 51.082624, 7.5359277 51.082538, 7.5359469 51.0824705, 7.5359547 51.082394, 7.535943 51.082331, 7.535905 51.0821764, 7.535707 51.0817406, 7.5356105 51.0815044, 7.5355735 51.0814029, 7.5355392 51.0812981)",2,B 256,50,,,
310596313,Hauptstraße,primary,False,False,125.455,"LINESTRING (7.5349908 51.0828034, 7.5338027 51.0822484, 7.5336816 51.0822046, 7.5335131 51.0821734)",2,B 256,50,,,
59848672,Alte Heidestraße,residential,False,True,134.983,"LINESTRING (7.5354447 51.0839828, 7.535388 51.0838721, 7.5353315 51.083711, 7.5352761 51.0835438, 7.5351381 51.0831704, 7.5350714 51.0829881, 7.5349908 51.0828034)",,,,,,
36130709,Bergstraße,residential,False,True,37.678,"LINESTRING (7.5350707 51.0809245, 7.5352276 51.0808623, 7.5353139 51.0808313, 7.5353935 51.0808237, 7.535432 51.0808216, 7.5355651 51.0808368)",,,,,,
59848768,Bergstraße,residential,False,False,165.57800000000003,"LINESTRING (7.5350707 51.0809245, 7.5350407 51.0809359, 7.5348833 51.0810203, 7.5347273 51.0810923, 7.534569 51.0811519, 7.5343035 51.0812418, 7.5339589 51.0813607, 7.5336727 51.0814805, 7.5331679 51.0817662, 7.5331441 51.0817797)",,,,,,
62235921,Martin-Luther-Straße,residential,False,False,101.779,"LINESTRING (7.5350707 51.0809245, 7.5349683 51.0809302, 7.5348784 51.0809083, 7.5346513 51.0807612, 7.5340258 51.0803275)",,,,,,
60065377,Klosterstraße,residential,False,True,88.78399999999999,"LINESTRING (7.5330876 51.0836209, 7.5329506 51.083671, 7.5328258 51.0837153, 7.5327658 51.0837373, 7.5327314 51.0837484, 7.5326883 51.08376, 7.5325744 51.0837856, 7.5324072 51.0838213, 7.5322249 51.0838619, 7.5321883 51.0838676, 7.5321459 51.0838698, 7.531903 51.0838681)",,,,2.5,,
60065377,Klosterstraße,residential,False,False,88.78399999999999,"LINESTRING (7.531903 51.0838681, 7.5321459 51.0838698, 7.5321883 51.0838676, 7.5322249 51.0838619, 7.5324072 51.0838213, 7.5325744 51.0837856, 7.5326883 51.08376, 7.5327314 51.0837484, 7.5327658 51.0837373, 7.5328258 51.0837153, 7.5329506 51.083671, 7.5330876 51.0836209)",,,,2.5,,
"[1075050082, 742261095]",Klosterstraße,residential,True,False,239.854,"LINESTRING (7.531903 51.0838681, 7.532008 51.0840291, 7.5322501 51.0844654, 7.5323757 51.0846807, 7.5325013 51.0848915, 7.5325967 51.0850461, 7.5326975 51.0851963, 7.5330253 51.0856734, 7.5330816 51.0857485, 7.5331129 51.0857813, 7.5331369 51.0858152, 7.533161 51.0858731)","['2', '1']",,50,,,
60225687,An der Ringmauer,residential,False,True,168.71900000000002,"LINESTRING (7.5343082 51.0835756, 7.5341998 51.0832476, 7.5340852 51.0831832, 7.5341145 51.0831124, 7.5338977 51.0827712, 7.5335747 51.0822939, 7.5335131 51.0821734)",,,,,,
62001321,Am Schlagbaum,residential,False,True,95.931,"LINESTRING (7.5254044 51.0833162, 7.5255089 51.0833389, 7.5255815 51.0833486, 7.5257772 51.0833737, 7.5259348 51.083409, 7.5260681 51.0834643, 7.5262415 51.0836206, 7.5263937 51.0838245)",,,,5,,
27432190,Scharder Straße,tertiary,False,False,116.869,"LINESTRING (7.5263937 51.0838245, 7.5278786 51.0833402)",2,K 18,50,,,
27432190,Scharder Straße,tertiary,False,True,74.874,"LINESTRING (7.5263937 51.0838245, 7.52624 51.0838868, 7.5261213 51.0839568, 7.5259568 51.084003, 7.5258055 51.0840671, 7.5255295 51.0842157)",2,K 18,50,,,
62001321,Am Schlagbaum,residential,False,False,95.93100000000001,"LINESTRING (7.5263937 51.0838245, 7.5262415 51.0836206, 7.5260681 51.0834643, 7.5259348 51.083409, 7.5257772 51.0833737, 7.5255815 51.0833486, 7.5255089 51.0833389, 7.5254044 51.0833162)",,,,5,,
27432190,Scharder Straße,tertiary,False,True,116.869,"LINESTRING (7.5278786 51.0833402, 7.5263937 51.0838245)",2,K 18,50,,,
260214062,Scharder Straße,tertiary,False,False,82.021,"LINESTRING (7.5278786 51.0833402, 7.5280039 51.0833249, 7.5281308 51.0833309, 7.52858 51.0834202, 7.5287276 51.0834236, 7.5288764 51.0834, 7.5290092 51.0833604)",2,K 18,50,,,
27492111,Am Wüllenberg,residential,False,True,22.921,"LINESTRING (7.5371179 51.0793183, 7.5373208 51.0794803)",,,,,,
62235926,Annabergstraße,residential,False,False,131.072,"LINESTRING (7.5371179 51.0793183, 7.535257 51.0794689)",,,,3,,
1086899922,Landwehrstraße,residential,False,True,20.551,"LINESTRING (7.5286835 51.0810864, 7.5289219 51.0811947)",,,30,,,
62235938,Landwehrstraße,residential,False,False,57.036,"LINESTRING (7.5286835 51.0810864, 7.5283261 51.0811953, 7.5279556 51.0813186)",,,30,2.5,,
"[310596314, 1086899922]",Landwehrstraße,residential,False,False,74.551,"LINESTRING (7.5286835 51.0810864, 7.5286664 51.0810731, 7.5286393 51.0810521, 7.528452 51.0809411, 7.5284095 51.0809091, 7.5283659 51.0808624, 7.5281983 51.0806789, 7.5280791 51.0805407)",,,30,,,
62235945,Jahnstraße,residential,False,True,127.629,"LINESTRING (7.5271252 51.0848316, 7.5274038 51.0847292, 7.5275511 51.0846751, 7.5276218 51.084629, 7.5276369 51.0844937, 7.5276993 51.0843771, 7.5279184 51.0843211, 7.5279373 51.0843163, 7.5281327 51.0843012, 7.5284963 51.0842731)",,,30,4,,
62235937,Teichstraße,residential,False,False,154.262,"LINESTRING (7.5280791 51.0805407, 7.5277432 51.0805846, 7.527338 51.0806252, 7.5271605 51.080632, 7.5269897 51.0806218, 7.5267482 51.0806015, 7.5258939 51.08053)",,,30,3,,
310596314,Landwehrstraße,residential,False,False,190.244,"LINESTRING (7.5280791 51.0805407, 7.5280281 51.0804362, 7.5279509 51.080275, 7.5278973 51.0801799, 7.5278404 51.0800928, 7.5276697 51.0799741, 7.5273211 51.0797447, 7.5264985 51.0792032, 7.5264847 51.0791941)",,,30,,,
"[1086899922, 310596314]",Landwehrstraße,residential,False,True,74.55099999999999,"LINESTRING (7.5280791 51.0805407, 7.5281983 51.0806789, 7.5283659 51.0808624, 7.5284095 51.0809091, 7.528452 51.0809411, 7.5286393 51.0810521, 7.5286664 51.0810731, 7.5286835 51.0810864)",,,30,,,
62235945,Jahnstraße,residential,False,False,127.62899999999999,"LINESTRING (7.5284963 51.0842731, 7.5281327 51.0843012, 7.5279373 51.0843163, 7.5279184 51.0843211, 7.5276993 51.0843771, 7.5276369 51.0844937, 7.5276218 51.084629, 7.5275511 51.0846751, 7.5274038 51.0847292, 7.5271252 51.0848316)",,,30,4,,
62235945,Jahnstraße,residential,False,True,56.396,"LINESTRING (7.5284963 51.0842731, 7.5285843 51.0842641, 7.5288496 51.0842119, 7.5289755 51.0841119, 7.5290841 51.0839794)",,,30,4,,
62235956,Am Gersnacken,residential,False,False,266.64700000000005,"LINESTRING (7.5284963 51.0842731, 7.5284699 51.0848122, 7.5283878 51.0853337, 7.5283859 51.0860747, 7.5283617 51.0862081, 7.5281837 51.0863393, 7.5279306 51.0865252, 7.5278868 51.0865574)",,,,3,,
62235938,Landwehrstraße,residential,False,True,57.036,"LINESTRING (7.5279556 51.0813186, 7.5283261 51.0811953, 7.5286835 51.0810864)",,,30,2.5,,
62235937,Teichstraße,residential,False,True,154.262,"LINESTRING (7.5258939 51.08053, 7.5267482 51.0806015, 7.5269897 51.0806218, 7.5271605 51.080632, 7.527338 51.0806252, 7.5277432 51.0805846, 7.5280791 51.0805407)",,,30,3,,
1086899922,Landwehrstraße,residential,False,False,20.551,"LINESTRING (7.5289219 51.0811947, 7.5286835 51.0810864)",,,30,,,
27414554,Landwehrstraße,residential,False,True,162.907,"LINESTRING (7.5289219 51.0811947, 7.5290226 51.0812369, 7.5292027 51.0813258, 7.5293865 51.0814277, 7.5298063 51.0817159, 7.5302149 51.0819643, 7.5303448 51.0820953, 7.5304553 51.082271)",,,30,,,
62235936,Klausner-Heinrich-Straße,residential,False,False,112.518,"LINESTRING (7.5289219 51.0811947, 7.5302602 51.0806675, 7.5302865 51.0806571)",,,30,2.5,,
62235926,Annabergstraße,residential,False,True,131.072,"LINESTRING (7.535257 51.0794689, 7.5371179 51.0793183)",,,,3,,
62235927,In den Gärten,residential,False,False,48.503,"LINESTRING (7.5290841 51.0839794, 7.5293856 51.0840045, 7.5296754 51.0840386, 7.5297642 51.0840605)",,,,4,,
62235945,Jahnstraße,residential,False,False,56.396,"LINESTRING (7.5290841 51.0839794, 7.5289755 51.0841119, 7.5288496 51.0842119, 7.5285843 51.0842641, 7.5284963 51.0842731)",,,30,4,,
