osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,bridge,geometry,width
329456045,False,3,Wittelsbacherstraße,primary,50,True,114.84100000000001,B 466,,"LINESTRING (11.0172768 49.3281324, 11.0173338 49.3276609, 11.0174012 49.3271028)",
144215655,False,2,Wittelsbacherstraße,primary,50,True,88.164,B 466,,"LINESTRING (11.0174012 49.3271028, 11.0174827 49.3263117)",
5005262,False,,Bogenstraße,living_street,,False,260.86,,,"LINESTRING (11.0174012 49.3271028, 11.0168315 49.3270909, 11.0167354 49.3270725, 11.0166978 49.3270306, 11.016573 49.3268136, 11.0165349 49.3267786, 11.0163856 49.3267225, 11.016185 49.3266802, 11.0155462 49.3266278, 11.0148705 49.3265675, 11.0141539 49.3264983)",
25423388,False,,Seminarstraße,residential,,True,79.811,,,"LINESTRING (11.0174012 49.3271028, 11.01798 49.3271211, 11.0185018 49.3271184)",
329456045,False,3,Wittelsbacherstraße,primary,50,False,114.84100000000001,B 466,,"LINESTRING (11.0174012 49.3271028, 11.0173338 49.3276609, 11.0172768 49.3281324)",
144215655,False,2,Wittelsbacherstraße,primary,50,False,88.164,B 466,,"LINESTRING (11.0174827 49.3263117, 11.0174012 49.3271028)",
5005285,False,,Bismarckstraße,residential,,False,173.86599999999999,,,"LINESTRING (11.0174827 49.3263117, 11.0178998 49.3263402, 11.01867 49.3264104, 11.0188038 49.3263643, 11.018855 49.3263025, 11.019256 49.3257463)",
5005289,False,2,Wittelsbacherstraße,primary,50,True,74.477,B 466,,"LINESTRING (11.0174827 49.3263117, 11.0174846 49.326278, 11.017492 49.3261502, 11.0175455 49.325736, 11.0175453 49.3256435)",
"[5005273, 5005276]",False,,"['Am Siechweiher', 'Jahnstraße']",residential,30,False,319.24199999999996,,,"LINESTRING (11.0175453 49.3256435, 11.0174209 49.3256513, 11.0172966 49.3256399, 11.0164701 49.3254325, 11.0154944 49.3251301, 11.0149302 49.3247776, 11.0147368 49.3247114, 11.0146735 49.3247965, 11.0143824 49.3254495)",
5005289,False,2,Wittelsbacherstraße,primary,50,False,74.477,B 466,,"LINESTRING (11.0175453 49.3256435, 11.0175455 49.325736, 11.017492 49.3261502, 11.0174846 49.326278, 11.0174827 49.3263117)",
"[5005318, 58929519]",False,,Rittersbacher Straße,secondary,,False,45.465,St 2224,,"LINESTRING (11.0175453 49.3256435, 11.0176393 49.3255217, 11.0177627 49.3252613)",
59315450,False,2,Nördlinger Straße,primary,50,True,56.77499999999999,B 466,,"LINESTRING (11.0175453 49.3256435, 11.0175259 49.325489, 11.0173976 49.3251434)",
31361863,False,2,Hindenburgstraße,tertiary,50,True,29.53,,,"LINESTRING (11.0173976 49.3251434, 11.0177627 49.3252613)",
59315450,False,2,Nördlinger Straße,primary,50,False,56.77499999999999,B 466,,"LINESTRING (11.0173976 49.3251434, 11.0175259 49.325489, 11.0175453 49.3256435)",
625232195,False,2,Regelsbacher Straße,secondary,,False,26.797,St 2409,,"LINESTRING (11.0165339 49.3316622, 11.0169026 49.3316436)",
5003175,False,,Lorbeerstraße,residential,,False,127.75,,,"LINESTRING (11.0165339 49.3316622, 11.0164465 49.3317931, 11.0154679 49.3325713)",
"[625232195, 5003189]",False,2,Regelsbacher Straße,secondary,30,True,290.36899999999997,St 2409,,"LINESTRING (11.0165339 49.3316622, 11.016412 49.3316947, 11.0155996 49.3320705, 11.0155767 49.3320811, 11.0149584 49.3323672, 11.0148538 49.3324156, 11.0144567 49.3326264, 11.0137688 49.3331341, 11.0134955 49.3333359)",
5003221,False,,Hördlertorstraße,residential,20,False,40.827,,,"LINESTRING (11.0169026 49.3316436, 11.0174647 49.3316186)",
625232195,False,2,Regelsbacher Straße,secondary,,True,26.797,St 2409,,"LINESTRING (11.0169026 49.3316436, 11.0165339 49.3316622)",
440486024,False,2,Nördliche Ringstraße,secondary,,True,246.726,St 2409,,"LINESTRING (11.0169026 49.3316436, 11.0169205 49.3317355, 11.0172535 49.3322201, 11.0173273 49.3322617, 11.0174564 49.3322672, 11.018169 49.3322465, 11.0186256 49.3322182, 11.0187113 49.3322129, 11.01911 49.3321884, 11.0196724 49.332183)",
5003184,False,,Dr.-Zinn-Straße,living_street,,True,89.762,,,"LINESTRING (11.0134955 49.3333359, 11.0135991 49.3333974, 11.0140906 49.3335373, 11.0146106 49.3336767)",
"[625232195, 5003189]",False,2,Regelsbacher Straße,secondary,30,False,290.36899999999997,St 2409,,"LINESTRING (11.0134955 49.3333359, 11.0137688 49.3331341, 11.0144567 49.3326264, 11.0148538 49.3324156, 11.0149584 49.3323672, 11.0155767 49.3320811, 11.0155996 49.3320705, 11.016412 49.3316947, 11.0165339 49.3316622)",
5003178,False,,Lorbeerstraße,residential,,False,135.65,,,"LINESTRING (11.0154539 49.3339635, 11.0157555 49.3334165, 11.0158139 49.3332572, 11.0159747 49.332794)",
5003184,False,,Dr.-Zinn-Straße,living_street,,False,69.186,,,"LINESTRING (11.0154539 49.3339635, 11.0150496 49.3337957, 11.0146106 49.3336767)",
5003178,False,,Lorbeerstraße,residential,,True,135.65,,,"LINESTRING (11.0159747 49.332794, 11.0158139 49.3332572, 11.0157555 49.3334165, 11.0154539 49.3339635)",
5003175,False,,Lorbeerstraße,residential,,True,127.75,,,"LINESTRING (11.0154679 49.3325713, 11.0164465 49.3317931, 11.0165339 49.3316622)",
5003184,False,,Dr.-Zinn-Straße,living_street,,False,89.762,,,"LINESTRING (11.0146106 49.3336767, 11.0140906 49.3335373, 11.0135991 49.3333974, 11.0134955 49.3333359)",
5003184,False,,Dr.-Zinn-Straße,living_street,,True,69.186,,,"LINESTRING (11.0146106 49.3336767, 11.0150496 49.3337957, 11.0154539 49.3339635)",
5003206,False,,Baumzeile,residential,30,False,63.864,,,"LINESTRING (11.0200808 49.3340357, 11.0201113 49.3334617)",
"[5003186, 5003194]",False,,"['Heckelstraße', 'Johann-Forster-Straße']",residential,,False,173.11,,,"LINESTRING (11.0184168 49.3330084, 11.0182176 49.332921, 11.0176577 49.3329509, 11.0170537 49.3329508, 11.0167517 49.3329379, 11.0165887 49.3333684)",
5003197,False,2,Eichwasenstraße,residential,,False,114.21,,,"LINESTRING (11.0184168 49.3330084, 11.0181889 49.3332325, 11.0179732 49.3335236, 11.0177682 49.3337757, 11.0176506 49.3339043)",
5003197,False,2,Eichwasenstraße,residential,,True,127.524,,,"LINESTRING (11.0184168 49.3330084, 11.0186097 49.3329599, 11.019812 49.3329853, 11.0201616 49.3329987)",
"[5003194, 5003186]",False,,"['Heckelstraße', 'Johann-Forster-Straße']",residential,,True,173.11,,,"LINESTRING (11.0165887 49.3333684, 11.0167517 49.3329379, 11.0170537 49.3329508, 11.0176577 49.3329509, 11.0182176 49.332921, 11.0184168 49.3330084)",
5003206,False,,Baumzeile,residential,30,False,51.612,,,"LINESTRING (11.0201113 49.3334617, 11.0201616 49.3329987)",
5003206,False,,Baumzeile,residential,30,True,63.864,,,"LINESTRING (11.0201113 49.3334617, 11.0200808 49.3340357)",
5003207,False,,Baumzeile,residential,,False,83.027,,,"LINESTRING (11.0201113 49.3334617, 11.0191419 49.3334325, 11.0189764 49.3333947)",
5003206,False,,Baumzeile,residential,30,True,51.612,,,"LINESTRING (11.0201616 49.3329987, 11.0201113 49.3334617)",
5003197,False,2,Eichwasenstraße,residential,,False,127.524,,,"LINESTRING (11.0201616 49.3329987, 11.019812 49.3329853, 11.0186097 49.3329599, 11.0184168 49.3330084)",
5003197,False,2,Eichwasenstraße,residential,,True,140.19,,,"LINESTRING (11.0201616 49.3329987, 11.0202633 49.3330004, 11.0210409 49.3330138, 11.0211925 49.3329126, 11.0213466 49.3327688, 11.0213971 49.3326589, 11.0214121 49.332578, 11.021423 49.3325196, 11.0215377 49.3324313)",
5003197,False,2,Eichwasenstraße,residential,,True,114.21000000000001,,,"LINESTRING (11.0176506 49.3339043, 11.0177682 49.3337757, 11.0179732 49.3335236, 11.0181889 49.3332325, 11.0184168 49.3330084)",
5003207,False,,Baumzeile,residential,,True,83.027,,,"LINESTRING (11.0189764 49.3333947, 11.0191419 49.3334325, 11.0201113 49.3334617)",
440486024,False,2,Nördliche Ringstraße,secondary,,False,54.878,St 2409,,"LINESTRING (11.0204238 49.3322446, 11.0196724 49.332183)",
"[16550514, 16550510]",False,,"['Nördliche Mauerstraße', 'Frauentrautgasse']",residential,20,"[False, True]",276.65400000000005,,,"LINESTRING (11.0204238 49.3322446, 11.0204529 49.3319613, 11.0200179 49.3319545, 11.0197266 49.3319305, 11.0195387 49.3319057, 11.0192891 49.3318602, 11.019102 49.3318632, 11.0186677 49.3318907, 11.0180398 49.3319317, 11.0176798 49.3319502, 11.0176145 49.3319363, 11.0175615 49.3318965, 11.0174647 49.3316186)",
440486024,False,2,Nördliche Ringstraße,secondary,,True,84.225,St 2409,,"LINESTRING (11.0204238 49.3322446, 11.0210771 49.3323101, 11.0213226 49.3323509, 11.0215377 49.3324313)",
440486024,False,2,Nördliche Ringstraße,secondary,,True,13.49,St 2409,,"LINESTRING (11.0215377 49.3324313, 11.021709 49.3324788)",
5003197,False,2,Eichwasenstraße,residential,,False,140.19,,,"LINESTRING (11.0215377 49.3324313, 11.021423 49.3325196, 11.0214121 49.332578, 11.0213971 49.3326589, 11.0213466 49.3327688, 11.0211925 49.3329126, 11.0210409 49.3330138, 11.0202633 49.3330004, 11.0201616 49.3329987)",
440486024,False,2,Nördliche Ringstraße,secondary,,False,84.225,St 2409,,"LINESTRING (11.0215377 49.3324313, 11.0213226 49.3323509, 11.0210771 49.3323101, 11.0204238 49.3322446)",
5003221,False,,Hördlertorstraße,residential,20,True,40.827,,,"LINESTRING (11.0174647 49.3316186, 11.0169026 49.3316436)",
5003221,False,,Hördlertorstraße,residential,20,False,47.92100000000001,,,"LINESTRING (11.0174647 49.3316186, 11.0177437 49.3315828, 11.0180924 49.3314895)",
"[16550514, 16550510]",False,,"['Frauentrautgasse', 'Nördliche Mauerstraße']",residential,20,"[False, True]",276.65400000000005,,,"LINESTRING (11.0174647 49.3316186, 11.0175615 49.3318965, 11.0176145 49.3319363, 11.0176798 49.3319502, 11.0180398 49.3319317, 11.0186677 49.3318907, 11.019102 49.3318632, 11.0192891 49.3318602, 11.0195387 49.3319057, 11.0197266 49.3319305, 11.0200179 49.3319545, 11.0204529 49.3319613, 11.0204238 49.3322446)",
5003221,False,,Hördlertorstraße,residential,20,True,77.52900000000001,,,"LINESTRING (11.0195291 49.3309856, 11.0189996 49.3312112, 11.018826 49.3312843, 11.018629 49.3313624)",
5005341,False,,Auf der Aich,residential,20,False,59.269999999999996,,,"LINESTRING (11.0195291 49.3309856, 11.019489 49.3308378, 11.0194643 49.3306022, 11.0194531 49.3304556)",
"[16550522, 16550524]",False,,"['Falckensteingasse', 'Schulgasse']",living_street,,False,139.09599999999998,,,"LINESTRING (11.0195291 49.3309856, 11.0196432 49.3312809, 11.0198057 49.3313066, 11.0200544 49.3313263, 11.0201158 49.3312563, 11.0201893 49.331226, 11.0204101 49.3312103, 11.0205632 49.3312261, 11.0207364 49.3312546, 11.0210039 49.3312436)",
35824663,False,2,Kappadocia,living_street,,True,44.682,,,"LINESTRING (11.023105 49.3304999, 11.0230838 49.3300983)",4.1
5005316,True,,Friedrichstraße,residential,20,False,87.905,,,"LINESTRING (11.023105 49.3304999, 11.0228317 49.3304995, 11.0225306 49.3305312, 11.0219189 49.3306417)",8.4
114113771,False,,Nürnberger Straße,residential,20,True,28.545,,,"LINESTRING (11.0219189 49.3306417, 11.0219384 49.3308981)",10.3
5005316,True,,Friedrichstraße,residential,20,False,60.916,,,"LINESTRING (11.0219189 49.3306417, 11.0216821 49.3306833, 11.0210949 49.3307474)",8.4
38527684,False,,Nürnberger Straße,residential,20,False,11.787,,,"LINESTRING (11.0218229 49.33201, 11.0218235 49.331904)",5.6
38527684,False,,Nürnberger Straße,residential,20,True,52.286,,,"LINESTRING (11.0218229 49.33201, 11.0218297 49.3324802)",5.6
16550532,False,,Nördliche Mauerstraße,residential,20,False,73.27499999999999,,,"LINESTRING (11.0218229 49.33201, 11.0219128 49.3320137, 11.0221323 49.3320128, 11.022283 49.3319849, 11.0224078 49.3319227, 11.0226875 49.3317476)",
5005347,False,,Zöllnertorstraße,living_street,,False,33.911,,,"LINESTRING (11.0175969 49.3290394, 11.0174097 49.3287599)",
5005349,True,,Neue Gasse,living_street,,False,70.303,,,"LINESTRING (11.0175969 49.3290394, 11.0172957 49.329066, 11.0172936 49.3292507, 11.017314 49.3294998)",
199489983,False,,Zöllnertorstraße,living_street,,True,56.93900000000001,,,"LINESTRING (11.0175969 49.3290394, 11.0178878 49.3293318, 11.0180726 49.3294425)",
5005347,False,,Zöllnertorstraße,living_street,,True,33.911,,,"LINESTRING (11.0174097 49.3287599, 11.0175969 49.3290394)",
5005343,False,,Südliche Mauerstraße,living_street,,False,100.834,,,"LINESTRING (11.0174097 49.3287599, 11.0172012 49.3288072, 11.0169381 49.3289007, 11.0168171 49.328966, 11.0167838 49.3290066, 11.0167661 49.3290283, 11.0167617 49.3292296, 11.0167754 49.3294227)",
16552301,False,,Südliche Mauerstraße,residential,,True,123.269,,,"LINESTRING (11.0174097 49.3287599, 11.0175893 49.3286979, 11.0181743 49.3284607, 11.0185616 49.3283227, 11.0188051 49.328236, 11.018884 49.3282079)",
47006347,False,2,Zöllnertorstraße,residential,20,False,71.457,,,"LINESTRING (11.0174097 49.3287599, 11.0172784 49.3285253, 11.0172768 49.3281324)",
47006346,False,,Boxlohe,living_street,,True,39.961,,,"LINESTRING (11.0167754 49.3294227, 11.017314 49.3294998)",
5005343,False,,Südliche Mauerstraße,living_street,,True,100.83399999999999,,,"LINESTRING (11.0167754 49.3294227, 11.0167617 49.3292296, 11.0167661 49.3290283, 11.0167838 49.3290066, 11.0168171 49.328966, 11.0169381 49.3289007, 11.0172012 49.3288072, 11.0174097 49.3287599)",
47006346,False,,Boxlohe,living_street,,False,28.815,,,"LINESTRING (11.0167754 49.3294227, 11.0166856 49.3294526, 11.0167395 49.3296428)",
16542385,False,,Boxlohe,living_street,,True,13.547,,,"LINESTRING (11.017314 49.3294998, 11.0175009 49.3295022)",
47006346,False,,Boxlohe,living_street,,False,39.961,,,"LINESTRING (11.017314 49.3294998, 11.0167754 49.3294227)",
16542404,False,,Boxlohe,living_street,,False,76.28,,,"LINESTRING (11.017314 49.3294998, 11.0171291 49.3296023, 11.0169238 49.329679, 11.016792 49.3297496, 11.0167666 49.3297712, 11.0166622 49.3298345, 11.0167085 49.3299326, 11.0166962 49.3299714)",
"[5005341, 5005340, 16553996, 5005342]",False,,"['Auf der Aich', 'Königstraße', 'Spitalberg']","['living_street', 'residential']",20,True,179.56400000000002,,yes,"LINESTRING (11.0180726 49.3294425, 11.0182614 49.3294618, 11.0188316 49.3294502, 11.0188931 49.3294711, 11.0189419 49.3295056, 11.0191327 49.3297253, 11.0192907 49.3299186, 11.0194211 49.3301447, 11.0194663 49.3303442, 11.0194531 49.3304556)",
16542385,False,,Boxlohe,living_street,,False,42.599999999999994,,,"LINESTRING (11.0180726 49.3294425, 11.0179732 49.3294792, 11.0175009 49.3295022)",
199489983,False,,Zöllnertorstraße,living_street,,False,56.93900000000001,,,"LINESTRING (11.0180726 49.3294425, 11.0178878 49.3293318, 11.0175969 49.3290394)",
"[950180697, 16566073, 5005357]",False,,"['Am Neuen Bau', 'Petzoldtstraße']",residential,,True,265.125,,,"LINESTRING (11.0162454 49.330109, 11.0161488 49.3299102, 11.0160018 49.329626, 11.01593 49.3294954, 11.0158561 49.3293985, 11.0157121 49.3293484, 11.0156389 49.3293445, 11.0147581 49.3293189, 11.0147336 49.3291952, 11.0147289 49.3291716, 11.0146525 49.3287574, 11.0146399 49.3284231)",
95661985,False,2,Reichswaisenhausstraße,secondary,50,False,5.428,St 2239,,"LINESTRING (11.0139433 49.3284484, 11.0140182 49.328449)",
95661985,False,2,Reichswaisenhausstraße,secondary,50,True,55.539,St 2239,,"LINESTRING (11.0139433 49.3284484, 11.0132472 49.3284428, 11.0132118 49.3284436, 11.013177 49.3284444)",
95661985,False,2,Reichswaisenhausstraße,secondary,50,True,45.145,St 2239,,"LINESTRING (11.0146399 49.3284231, 11.0140182 49.328449)",
95661985,False,2,Reichswaisenhausstraße,secondary,50,False,194.108,St 2239,,"LINESTRING (11.0146399 49.3284231, 11.0156883 49.3283297, 11.0157834 49.3283164, 11.0161535 49.3282647, 11.0170896 49.3281339, 11.0172768 49.3281324)",
"[950180697, 5005357, 16566073]",False,,"['Am Neuen Bau', 'Petzoldtstraße']",residential,,False,265.125,,,"LINESTRING (11.0146399 49.3284231, 11.0146525 49.3287574, 11.0147289 49.3291716, 11.0147336 49.3291952, 11.0147581 49.3293189, 11.0156389 49.3293445, 11.0157121 49.3293484, 11.0158561 49.3293985, 11.01593 49.3294954, 11.0160018 49.329626, 11.0161488 49.3299102, 11.0162454 49.330109)",
95661985,False,2,Reichswaisenhausstraße,secondary,50,False,45.145,St 2239,,"LINESTRING (11.0140182 49.328449, 11.0146399 49.3284231)",
95661985,False,2,Reichswaisenhausstraße,secondary,50,True,5.428,St 2239,,"LINESTRING (11.0140182 49.328449, 11.0139433 49.3284484)",
5005264,False,,Reichswaisenhausstraße,residential,,True,130.787,,,"LINESTRING (11.0140182 49.328449, 11.0139899 49.3275242, 11.0139917 49.327273)",
"[5005261, 337812750]",False,,Jahnstraße,living_street,,False,149.197,,,"LINESTRING (11.0139917 49.327273, 11.0140842 49.3273201, 11.0147433 49.3273546, 11.0148294 49.3273441, 11.0150988 49.3273294, 11.0151652 49.327363, 11.0152226 49.3276946, 11.0152548 49.3279061)",
5005263,False,,Jahnstraße,living_street,,True,87.01400000000001,,,"LINESTRING (11.0139917 49.327273, 11.0140228 49.3270399, 11.0140923 49.326806, 11.0141539 49.3264983)",
5005264,False,,Reichswaisenhausstraße,residential,,False,130.787,,,"LINESTRING (11.0139917 49.327273, 11.0139899 49.3275242, 11.0140182 49.328449)",
5005263,False,,Jahnstraße,living_street,,True,64.862,,,"LINESTRING (11.0141539 49.3264983, 11.0143223 49.3259254)",
5005262,False,,Bogenstraße,living_street,,True,260.86,,,"LINESTRING (11.0141539 49.3264983, 11.0148705 49.3265675, 11.0155462 49.3266278, 11.016185 49.3266802, 11.0163856 49.3267225, 11.0165349 49.3267786, 11.016573 49.3268136, 11.0166978 49.3270306, 11.0167354 49.3270725, 11.0168315 49.3270909, 11.0174012 49.3271028)",
5005263,False,,Jahnstraße,living_street,,False,87.014,,,"LINESTRING (11.0141539 49.3264983, 11.0140923 49.326806, 11.0140228 49.3270399, 11.0139917 49.327273)",
5005263,False,,Jahnstraße,living_street,,False,64.862,,,"LINESTRING (11.0143223 49.3259254, 11.0141539 49.3264983)",
"[5005273, 5005276]",False,,"['Am Siechweiher', 'Jahnstraße']",residential,30,True,319.242,,,"LINESTRING (11.0143824 49.3254495, 11.0146735 49.3247965, 11.0147368 49.3247114, 11.0149302 49.3247776, 11.0154944 49.3251301, 11.0164701 49.3254325, 11.0172966 49.3256399, 11.0174209 49.3256513, 11.0175453 49.3256435)",
31361863,False,2,Hindenburgstraße,tertiary,50,False,29.53,,,"LINESTRING (11.0177627 49.3252613, 11.0173976 49.3251434)",
337091649,False,2,Hindenburgstraße,tertiary,50,True,82.024,,,"LINESTRING (11.0177627 49.3252613, 11.0187769 49.3255887)",
"[5005318, 58929519]",False,,Rittersbacher Straße,secondary,,True,45.465,St 2224,,"LINESTRING (11.0177627 49.3252613, 11.0176393 49.3255217, 11.0175453 49.3256435)",
5005287,False,2,Hindenburgstraße,tertiary,50,False,109.237,,,"LINESTRING (11.0220121 49.3262234, 11.0217612 49.3262002, 11.0213767 49.3261844, 11.0209776 49.3261633, 11.0205334 49.3260668)",
37370207,False,,Hindenburgstraße,tertiary,50,True,45.506,,,"LINESTRING (11.0220121 49.3262234, 11.0221549 49.3261085, 11.0222918 49.3259909, 11.022421 49.3259144)",
59850876,True,,Albrecht-Achilles-Straße,residential,30,False,147.611,,,"LINESTRING (11.0220121 49.3262234, 11.0226251 49.3261816, 11.0240174 49.3259982)",
329456034,False,2,Schillerstraße,tertiary,50,True,83.14099999999999,,,"LINESTRING (11.0220121 49.3262234, 11.0219469 49.3263319, 11.0218317 49.3269586)",
5005287,False,2,Hindenburgstraße,tertiary,50,False,38.893,,,"LINESTRING (11.019256 49.3257463, 11.0187769 49.3255887)",
5005285,False,,Bismarckstraße,residential,,True,173.866,,,"LINESTRING (11.019256 49.3257463, 11.018855 49.3263025, 11.0188038 49.3263643, 11.01867 49.3264104, 11.0178998 49.3263402, 11.0174827 49.3263117)",
5005287,False,2,Hindenburgstraße,tertiary,50,True,99.239,,,"LINESTRING (11.019256 49.3257463, 11.020192 49.3259932, 11.0205334 49.3260668)",
5005354,False,,Galgengartenstraße,residential,,False,52.721,,,"LINESTRING (11.0249347 49.3334806, 11.0256584 49.3335295)",
5005354,False,,Galgengartenstraße,residential,,True,244.931,,,"LINESTRING (11.0249347 49.3334806, 11.0244959 49.3334281, 11.0242916 49.3334037, 11.0236647 49.3332815, 11.0228309 49.3330472, 11.022126 49.3327174, 11.0219221 49.3325774)",
5005303,False,,Pfarrgasse,living_street,,True,25.268,,,"LINESTRING (11.0227347 49.3289897, 11.0226859 49.3292147)",4.4
16552314,True,1,Martin-Luther-Platz,residential,7,False,100.32000000000001,,,"LINESTRING (11.0227347 49.3289897, 11.0225061 49.328887, 11.0224713 49.3288719, 11.0221355 49.3287265, 11.0218095 49.3286503, 11.0215962 49.3286036, 11.0215105 49.3285849)",
329456031,False,2,Rathausgasse,living_street,10,True,82.342,,,"LINESTRING (11.0215105 49.3285849, 11.0216242 49.3282154, 11.0217007 49.3279464, 11.0217494 49.3278621)",
5005329,False,3,Schillerstraße,tertiary,50,True,19.593,,,"LINESTRING (11.0218317 49.3269586, 11.0218249 49.3270033, 11.0218077 49.3271341)",
17241143,False,,Alexanderstraße,living_street,,False,181.92899999999997,,,"LINESTRING (11.0218317 49.3269586, 11.0221954 49.3269846, 11.0227826 49.327028, 11.0231386 49.3270221, 11.0242978 49.3268265)",
329456034,False,2,Schillerstraße,tertiary,50,False,83.14099999999999,,,"LINESTRING (11.0218317 49.3269586, 11.0219469 49.3263319, 11.0220121 49.3262234)",
5005354,False,,Galgengartenstraße,residential,,True,52.721,,,"LINESTRING (11.0256584 49.3335295, 11.0249347 49.3334806)",
5013117,True,1,Nadlerstraße,residential,50,False,106.202,,,"LINESTRING (11.0256584 49.3335295, 11.0256688 49.3334433, 11.0257617 49.3331581, 11.0259608 49.3325958)",
5013116,True,1,Staedtlerstraße,secondary,50,False,231.658,,,"LINESTRING (11.0259608 49.3325958, 11.0238712 49.3323612, 11.0232536 49.3322527, 11.0229161 49.3321719, 11.0228435 49.3321545)",
