osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,bridge,geometry,width
"[35824660, 35824661]",True,,"['Fleischbrücke', 'Nürnberger Straße']",residential,20,False,16.131999999999998,,yes,"LINESTRING (11.0214787 49.3296226, 11.0215404 49.329729, 11.0215653 49.3297558)",2.3
48637464,False,,Am Holzgarten,living_street,,True,24.625,,,"LINESTRING (11.0135056 49.3277787, 11.0131658 49.3277777)",
16542382,False,,Am Holzgarten,residential,,True,6.53,,,"LINESTRING (11.0130757 49.3277773, 11.0131658 49.3277777)",
58902988,False,,Scherzerstraße,residential,,False,47.977,,,"LINESTRING (11.0196304 49.3326136, 11.0196724 49.332183)",
58902988,False,,Scherzerstraße,residential,,True,47.977,,,"LINESTRING (11.0196724 49.332183, 11.0196304 49.3326136)",
440486024,False,2,Nördliche Ringstraße,secondary,,True,54.878,St 2409,,"LINESTRING (11.0196724 49.332183, 11.0204238 49.3322446)",
440486024,False,2,Nördliche Ringstraße,secondary,,False,246.72599999999997,St 2409,,"LINESTRING (11.0196724 49.332183, 11.01911 49.3321884, 11.0187113 49.3322129, 11.0186256 49.3322182, 11.018169 49.3322465, 11.0174564 49.3322672, 11.0173273 49.3322617, 11.0172535 49.3322201, 11.0169205 49.3317355, 11.0169026 49.3316436)",
437885330,False,,Südliche Mauerstraße,residential,20,False,29.621,,,"LINESTRING (11.0221327 49.3279546, 11.0217494 49.3278621)",
115077024,False,,Mühlgasse,living_street,,False,13.302,,,"LINESTRING (11.0187235 49.3309336, 11.018582 49.3308574)",
5005329,False,3,Schillerstraße,tertiary,50,False,19.593,,,"LINESTRING (11.0218077 49.3271341, 11.0218249 49.3270033, 11.0218317 49.3269586)",
5005329,False,3,Schillerstraße,tertiary,50,True,28.155,,,"LINESTRING (11.0218077 49.3271341, 11.0217984 49.3273015, 11.0218072 49.327387)",
115077024,False,,Mühlgasse,living_street,,False,19.608,,,"LINESTRING (11.018582 49.3308574, 11.0184907 49.3306914)",
115077024,False,,Mühlgasse,living_street,,True,13.302,,,"LINESTRING (11.018582 49.3308574, 11.0187235 49.3309336)",
199489980,False,,Mühlgasse,living_street,,False,20.305,,,"LINESTRING (11.018582 49.3308574, 11.0184292 49.3309138, 11.0183997 49.3309792)",
38527684,False,,Nürnberger Straße,residential,20,False,52.286,,,"LINESTRING (11.0218297 49.3324802, 11.0218229 49.33201)",5.6
215528127,True,1,Nördliche Ringstraße,secondary,,False,12.714,St 2409,,"LINESTRING (11.0218297 49.3324802, 11.0219221 49.3325774)",
440486024,False,2,Nördliche Ringstraße,secondary,,False,8.748,St 2409,,"LINESTRING (11.0218297 49.3324802, 11.021709 49.3324788)",
5005309,True,1,Nördliche Ringstraße,secondary,,False,18.459,St 2409,,"LINESTRING (11.0218297 49.3324802, 11.0219454 49.3325184, 11.02207 49.3325252)",
"[5005261, 337812750]",False,,Jahnstraße,living_street,,True,149.197,,,"LINESTRING (11.0152548 49.3279061, 11.0152226 49.3276946, 11.0151652 49.327363, 11.0150988 49.3273294, 11.0148294 49.3273441, 11.0147433 49.3273546, 11.0140842 49.3273201, 11.0139917 49.327273)",
230182140,False,,Hindenburgstraße,tertiary,50,False,119.26799999999999,,,"LINESTRING (11.0236351 49.3252084, 11.0233862 49.3253988, 11.0230041 49.3256788, 11.0227966 49.3257743, 11.0224943 49.3258832, 11.022421 49.3259144)",
"[435181712, 17241101]",False,,Wilhelm-Friedrich-Weg,residential,,True,76.193,,,"LINESTRING (11.0262528 49.3270525, 11.0263084 49.3274258, 11.0263707 49.3277333)",
439800115,False,,Brauereistraße,residential,20,False,24.475,,,"LINESTRING (11.0221274 49.3316271, 11.0224546 49.3316817)",
440486025,True,,Nürnberger Straße,residential,,False,6.883,,,"LINESTRING (11.0218285 49.3326253, 11.021829 49.3325634)",
215528128,False,2,Nürnberger Straße,primary,50,True,8.623999999999999,B 2,,"LINESTRING (11.0218285 49.3326253, 11.0218571 49.3326107, 11.0219221 49.3325774)",
440486027,True,,Nürnberger Straße,residential,,False,9.252,,,"LINESTRING (11.021829 49.3325634, 11.0218297 49.3324802)",
440486028,True,1,Nördliche Ringstraße,secondary,,False,12.81,,,"LINESTRING (11.021829 49.3325634, 11.021709 49.3324788)",
440486024,False,2,Nördliche Ringstraße,secondary,,False,13.49,St 2409,,"LINESTRING (11.021709 49.3324788, 11.0215377 49.3324313)",
440486024,False,2,Nördliche Ringstraße,secondary,,True,8.748,St 2409,,"LINESTRING (11.021709 49.3324788, 11.0218297 49.3324802)",
