osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,bridge,junction
"[670955072, 670955073, 670955074, 670955075, 670955076, 670955077, 670955078, 670955080, 273839116, 29886414, 29886417, 10701752, 670955069, 670955070, 670955071]",True,1,,Zeyherstraße,"['residential', 'living_street']","['30', '10']",False,304.972,"LINESTRING (8.5712087 49.3853913, 8.5711536 49.3853599, 8.5710867 49.385308, 8.5710056 49.3852495, 8.5708956 49.3851766, 8.5708889 49.3851715, 8.570843 49.3851485, 8.5707937 49.3851364, 8.5707489 49.3851296, 8.5706217 49.3851203, 8.570555 49.3851155, 8.5704155 49.3851089, 8.5699284 49.3850823, 8.569766 49.385063, 8.5697191 49.3850511, 8.5696712 49.3850249, 8.5696712 49.385002, 8.5696704 49.3849833, 8.5696807 49.3849618, 8.5699698 49.3847402, 8.570059 49.3846718, 8.5701023 49.3846465, 8.5701653 49.384629, 8.5703778 49.3846331, 8.5706077 49.3846275, 8.5706677 49.3846126, 8.5707519 49.3845865, 8.5708605 49.3845889, 8.5710009 49.3845969, 8.5711458 49.3846157, 8.571302 49.3846362, 8.5715772 49.3846601, 8.5717201 49.384682, 8.5718159 49.3846961)",,yes,
"[387708145, 51970954, 387708140]",False,"['2', '3']",,Hebelstraße,tertiary,30,True,140.21099999999998,"LINESTRING (8.5712087 49.3853913, 8.5709862 49.3854809, 8.5708 49.385577, 8.5707709 49.385596, 8.5707075 49.3856362, 8.5704853 49.385797, 8.5704609 49.3858146, 8.5702013 49.3860017, 8.5701719 49.3860229, 8.5700519 49.3861097, 8.5700141 49.386137, 8.5699316 49.3861918, 8.5698737 49.3862182, 8.5697968 49.3862399)",,,
"[122071459, 299306411]",True,1,,Karlsruher Straße,tertiary,20,False,99.35800000000002,"LINESTRING (8.5724257 49.3836642, 8.5725125 49.3835245, 8.5725445 49.3834708, 8.5725756 49.3834137, 8.5726042 49.3833612, 8.5726573 49.3832638, 8.5727092 49.383159, 8.5727628 49.38303, 8.572796 49.3829528, 8.5728326 49.3828806, 8.5728658 49.3828186)",,,
"[299306407, 299306409, 218097873, 299441818, 10701754]",False,,,Karlsruher Straße,"['living_street', 'tertiary']","['20', '10']",True,69.494,"LINESTRING (8.5724257 49.3836642, 8.5723784 49.3837307, 8.5723295 49.3838034, 8.5722904 49.3838536, 8.5722673 49.3838943, 8.5722407 49.3839381, 8.572209 49.3840043, 8.5721836 49.3840733, 8.5721792 49.3841825, 8.5721644 49.3842579)","['6', '7', '4']",,
24606333,False,,,Forsthausstraße,residential,50,False,100.30799999999999,"LINESTRING (8.5728658 49.3828186, 8.5727973 49.3827933, 8.5725874 49.3825895, 8.5724682 49.3824864, 8.5724365 49.3824664, 8.5724041 49.3824539, 8.5723769 49.3824476, 8.5723412 49.3824452, 8.5722918 49.3824536, 8.5722595 49.3824702, 8.5718892 49.3826821)",,,
"[299364144, 299364138]",True,1,,Karlsruher Straße,tertiary,20,False,44.65299999999999,"LINESTRING (8.5728658 49.3828186, 8.5728824 49.3827915, 8.5729116 49.3827485, 8.5729873 49.3826517, 8.5731129 49.3825103, 8.5731564 49.382465)",,,
299364155,True,1,,Schälzigweg,residential,30,False,4.559,"LINESTRING (8.5669181 49.3801985, 8.5668829 49.3802325)",,,
1149762764,True,1,,Zähringerstraße,secondary,30,False,69.679,"LINESTRING (8.5669181 49.3801985, 8.5670278 49.3802154, 8.5674587 49.3802708, 8.5676305 49.3802929, 8.567855 49.3803391)",,,
215392066,True,1,,Zähringerstraße,secondary,30,False,6.159,"LINESTRING (8.5668345 49.3801882, 8.5669181 49.3801985)",,,
253619772,True,1,,Schälzigweg,residential,30,False,92.621,"LINESTRING (8.5668345 49.3801882, 8.5668143 49.3801546, 8.5668162 49.3801314, 8.5670239 49.3794008, 8.5670366 49.3793713)",,,
7990586,False,,,Schälzigweg,residential,30,False,10.423,"LINESTRING (8.5670366 49.3793713, 8.5671779 49.3793893)",,,
7990586,False,,,Schälzigweg,residential,30,True,10.423,"LINESTRING (8.5671779 49.3793893, 8.5670366 49.3793713)",,,
"[7990588, 299364157]",True,"['2', '1']",,Schälzigweg,residential,30,False,91.992,"LINESTRING (8.5671779 49.3793893, 8.5671714 49.3794112, 8.5670905 49.3796924, 8.567069 49.3797518, 8.5670267 49.3798512, 8.5669664 49.3800213, 8.5669264 49.3801458, 8.5669181 49.3801985)",,,
"[11839952, 243864175]",True,1,,Bismarckstraße,residential,30,False,118.479,"LINESTRING (8.5753 49.3813544, 8.5754164 49.381377, 8.5754664 49.3814066, 8.5755017 49.381429, 8.5755462 49.3814431, 8.5756341 49.3814606, 8.5758242 49.381486, 8.5768664 49.3816218)",,,
"[253590479, 615266255, 24015983]",True,1,,Friedrichstraße,tertiary,30,False,174.975,"LINESTRING (8.5753 49.3813544, 8.5753641 49.381412, 8.5753843 49.3814392, 8.5753925 49.3814796, 8.5753875 49.3815239, 8.5753364 49.3816876, 8.5752689 49.3819255, 8.5752056 49.3821392, 8.575137 49.3823704, 8.5751122 49.3824539, 8.575097 49.3825051, 8.5750859 49.3825425, 8.5750647 49.3826137, 8.5750547 49.3826472, 8.574979 49.3828852)",7.5,,
"[299306392, 299306396, 29899099, 10701748]",True,2,,"['Carl-Theodor-Straße', 'Schlossplatz']","['living_street', 'tertiary']","['30', '10']",False,170.114,"LINESTRING (8.574471 49.3845508, 8.5743395 49.3845348, 8.5743146 49.3845316, 8.5742711 49.384526, 8.5737251 49.3844557, 8.5736853 49.3844507, 8.5735744 49.3844368, 8.5730273 49.3843682, 8.5728422 49.3843451, 8.5726465 49.3843205, 8.5722899 49.3842739, 8.5721644 49.3842579)",6.5,,
"[299306394, 299306388, 299306390, 24223447]",False,2,L 543,Carl-Theodor-Straße,tertiary,30,True,91.595,"LINESTRING (8.574471 49.3845508, 8.5746102 49.3845706, 8.5746693 49.384579, 8.5749721 49.3846194, 8.5753495 49.3846686, 8.5754649 49.3846839, 8.5755039 49.3846903, 8.575546 49.3847019, 8.5755803 49.3847191, 8.5756546 49.3847816)",,,
"[523029866, 23653133]",False,2,,Markgrafenstraße,residential,"['50', '30']",False,99.48000000000002,"LINESTRING (8.5763479 49.3796575, 8.5762965 49.37957, 8.5762525 49.3795047, 8.5762453 49.3794852, 8.5762452 49.3794529, 8.5762684 49.3793847, 8.5763484 49.3792409, 8.5763889 49.3791855, 8.5764532 49.3790857, 8.5765957 49.3788163)",,,
"[29887906, 29887909, 253590483, 253590484, 253590485, 253590486]",False,3,,Südtangente,secondary,30,True,100.155,"LINESTRING (8.5763479 49.3796575, 8.5764666 49.3796308, 8.5765511 49.3796164, 8.5766602 49.379606, 8.5768749 49.3795984, 8.5769872 49.3795937, 8.5770969 49.3795838, 8.5772566 49.3795601, 8.5773922 49.3795277, 8.5776799 49.3794462)",,yes,
1244071754,False,2,,Südtangente,secondary,30,False,25.593,"LINESTRING (8.5763479 49.3796575, 8.576241 49.3796984, 8.5761282 49.3797652, 8.5760807 49.3798047)",,,
37805117,True,1,,Südtangente,secondary,30,False,30.729,"LINESTRING (8.5758807 49.3800293, 8.575876 49.3799873, 8.5760159 49.3798222, 8.5760807 49.3798047)",,,
"[253590482, 161816363, 751242717]",False,3,,Südtangente,secondary,30,False,34.986000000000004,"LINESTRING (8.5758807 49.3800293, 8.5757591 49.3801977, 8.5757352 49.3802596, 8.5757184 49.3803234)",,,
"[122071458, 299441819, 209238651]",False,,,Schloßstraße,living_street,10,False,55.458,"LINESTRING (8.5718159 49.3846961, 8.5718733 49.384586, 8.5718864 49.384562, 8.5719371 49.3844833, 8.5719716 49.3844436, 8.5720083 49.384408, 8.5720609 49.3843692, 8.572101 49.3843418, 8.5721346 49.3843022, 8.5721644 49.3842579)","['8', '6.5']",,
"[122071458, 37805140, 387708190, 387708191]",False,"['2', '3']",,Schloßstraße,"['living_street', 'tertiary']","['30', '10']",True,94.436,"LINESTRING (8.5718159 49.3846961, 8.5717862 49.3847497, 8.5717372 49.3848621, 8.5716484 49.385118, 8.5716108 49.3851889, 8.5715861 49.3852217, 8.5715278 49.385266, 8.5714717 49.3852929, 8.5713728 49.3853372, 8.5712087 49.3853913)","['7', '6.5']",,
24582993,True,,,Heidelberger Straße,residential,20,False,122.008,"LINESTRING (8.5735062 49.3864099, 8.5735375 49.3864428, 8.5735909 49.3864811, 8.5740739 49.3867128, 8.5744578 49.386897, 8.5747429 49.3870338, 8.5747868 49.3870535, 8.5748382 49.3870764)",,,
29140073,True,,,Mannheimer Straße,living_street,,False,128.905,"LINESTRING (8.5735062 49.3864099, 8.5734966 49.3864168, 8.5734242 49.3864436, 8.57332 49.3864966, 8.5732355 49.3865572, 8.5730765 49.386681, 8.5723759 49.3872133, 8.5723585 49.3872257, 8.5723079 49.3872616)",,,
127602401,False,,,Wildemannstraße,residential,30,True,79.751,"LINESTRING (8.5723079 49.3872616, 8.5722988 49.3872366, 8.5722699 49.3872069, 8.5721968 49.3871683, 8.5721059 49.3871306, 8.5719956 49.3871031, 8.5717777 49.3870762, 8.5716136 49.3870572, 8.5715081 49.3870429, 8.5714854 49.3870392, 8.5714153 49.3870277, 8.5713218 49.3870124)",,,
10701736,False,,,Hebelstraße,residential,50,True,98.788,"LINESTRING (8.5689068 49.386977, 8.5691711 49.386776, 8.5693563 49.3865935, 8.569421 49.3865283, 8.5696003 49.3863663, 8.5696851 49.386251)",,,
"[387708187, 39894147]",False,"['2', '3']",,Kronenstraße,tertiary,30,False,38.283,"LINESTRING (8.5673716 49.3869922, 8.5672508 49.3870653, 8.5669804 49.3872239)",,,
"[362014546, 387708188, 334204441, 387708186, 118829531, 118829532]",False,"['2', '3']",,Kronenstraße,tertiary,30,False,210.95099999999996,"LINESTRING (8.5673716 49.3869922, 8.5674835 49.3869252, 8.5680837 49.3865663, 8.5683819 49.3863913, 8.5684468 49.3863526, 8.5688488 49.386114, 8.5689038 49.3860927, 8.5689681 49.3860777, 8.5690147 49.3860735, 8.5690854 49.3860765, 8.569141 49.3860866, 8.5692008 49.386104, 8.5694685 49.3862083, 8.5695248 49.3862276, 8.5695797 49.3862397, 8.5696851 49.386251)",,,
27061086,True,,,Bismarckstraße,residential,30,False,103.32900000000001,"LINESTRING (8.5768664 49.3816218, 8.5781533 49.381793, 8.5782649 49.3818078)",,,
11839953,False,,,Clementine-Bassermann-Straße,residential,30,True,106.95700000000001,"LINESTRING (8.5764253 49.3830655, 8.5761723 49.3830325, 8.5759611 49.3830023, 8.5758186 49.382982, 8.5750411 49.382877, 8.574979 49.3828852)",,,
11839957,True,,,Marstallstraße,residential,30,False,163.677,"LINESTRING (8.5764253 49.3830655, 8.5766637 49.3822862, 8.5768581 49.3816489, 8.5768664 49.3816218)",,,
11839953,False,,,Clementine-Bassermann-Straße,residential,30,False,106.957,"LINESTRING (8.574979 49.3828852, 8.5750411 49.382877, 8.5758186 49.382982, 8.5759611 49.3830023, 8.5761723 49.3830325, 8.5764253 49.3830655)",,,
"[253612191, 615356617, 253590479]",True,2,,Friedrichstraße,tertiary,30,False,188.83300000000003,"LINESTRING (8.574979 49.3828852, 8.5748866 49.3831861, 8.5748764 49.3832211, 8.5748313 49.3833759, 8.5747811 49.3835563, 8.5747327 49.3837185, 8.574724 49.3837486, 8.5746666 49.3839482, 8.5745014 49.384455, 8.5744935 49.3844821, 8.574471 49.3845508)",7.5,,
11839954,True,,,Clementine-Bassermann-Straße,residential,30,False,141.622,"LINESTRING (8.5731564 49.382465, 8.5731888 49.3824802, 8.5732782 49.3825192, 8.5733676 49.3825548, 8.5734457 49.3825848, 8.5735293 49.3826148, 8.5736154 49.3826465, 8.573707 49.3826747, 8.573787 49.3826996, 8.573867 49.3827245, 8.5739328 49.3827426, 8.5740123 49.3827546, 8.574979 49.3828852)",,,
"[299364142, 253590481, 299306414, 253590480]",True,"['3', '1']",,Karlsruher Straße,tertiary,20,False,153.426,"LINESTRING (8.5731564 49.382465, 8.5732256 49.3824016, 8.573281 49.3823499, 8.5734258 49.382231, 8.5737648 49.3820265, 8.5739401 49.3819142, 8.574058 49.3818403, 8.5741705 49.3817667, 8.5742909 49.3816788, 8.5743321 49.3816487, 8.5744456 49.3815595, 8.5745704 49.381461, 8.5745838 49.3814497)",,,
"[24044578, 387708135, 910159957, 169463415, 387708127]",True,1,,Bahnhofanlage,residential,30,False,171.26500000000001,"LINESTRING (8.5782649 49.3818078, 8.5784135 49.3818252, 8.5784875 49.3818355, 8.5785383 49.3818581, 8.5785568 49.3818742, 8.5785644 49.3818953, 8.5785652 49.3819133, 8.5784954 49.3821609, 8.5784939 49.3821661, 8.5784255 49.3824087, 8.5784196 49.3824298, 8.5783584 49.3826491, 8.5783164 49.3827997, 8.5782969 49.3828649, 8.5782859 49.3829011, 8.5782271 49.3830964, 8.578199 49.3831839)",,,
23450116,False,,,Bodelschwinghstraße,living_street,,False,73.46,"LINESTRING (8.5703534 49.3794934, 8.570505 49.3789488, 8.5704991 49.3788417)",,,
24205724,False,,,Kolpingstraße,living_street,,False,84.682,"LINESTRING (8.5703534 49.3794934, 8.5706221 49.3795301, 8.5713813 49.3796215, 8.5714958 49.379592)",,,
624459326,False,,,Bodelschwinghstraße,living_street,,True,63.94300000000001,"LINESTRING (8.5703534 49.3794934, 8.5701604 49.3794665, 8.5696799 49.3794075, 8.5696404 49.3793611, 8.5695275 49.3793454)",,,
23450116,False,,,Bodelschwinghstraße,living_street,,True,73.46,"LINESTRING (8.5704991 49.3788417, 8.570505 49.3789488, 8.5703534 49.3794934)",,,
"[202760913, 299364159]",False,2,,Zähringerstraße,secondary,30,False,82.974,"LINESTRING (8.5689771 49.3804912, 8.5687608 49.3804622, 8.5687392 49.3804593, 8.5685469 49.3804331, 8.5684361 49.3804178, 8.5681416 49.3803773, 8.567855 49.3803391)",,,
"[23559249, 299364132]",False,3,,Bodelschwinghstraße,residential,30,True,92.38,"LINESTRING (8.5689771 49.3804912, 8.5689962 49.3804189, 8.5689998 49.3804052, 8.5691227 49.3799837, 8.5692349 49.3796778)",,,
"[299364161, 253590491, 299364164, 299364165]",False,"['2', '3']",,Zähringerstraße,secondary,30,True,191.278,"LINESTRING (8.5689771 49.3804912, 8.5697188 49.3805811, 8.5698537 49.3805979, 8.5698891 49.3806027, 8.5699232 49.3806074, 8.5699619 49.3806127, 8.570084 49.3806294, 8.5702569 49.3806521, 8.5706999 49.3807072, 8.5709179 49.3807359, 8.5710941 49.3807602, 8.5712552 49.3807796, 8.5715706 49.3808199)",,,
24205694,False,,,Kolpingstraße,residential,30,False,86.92500000000001,"LINESTRING (8.5714958 49.379592, 8.5716574 49.3796842, 8.5718645 49.3798052, 8.5719873 49.379835, 8.5725532 49.3799068)",,,
24205694,False,,,Kolpingstraße,residential,30,True,35.038,"LINESTRING (8.5714958 49.379592, 8.5714723 49.3795309, 8.5715499 49.3792839)",,,
24205724,False,,,Kolpingstraße,living_street,,True,84.682,"LINESTRING (8.5714958 49.379592, 8.5713813 49.3796215, 8.5706221 49.3795301, 8.5703534 49.3794934)",,,
24205694,False,,,Kolpingstraße,residential,30,False,84.397,"LINESTRING (8.5725532 49.3799068, 8.5736975 49.380052)",,,
23559336,False,,,Wiesenblättchen,living_street,,False,65.037,"LINESTRING (8.5725532 49.3799068, 8.5726462 49.3795312, 8.5726742 49.3794272, 8.5726992 49.3793297)",,,
24205694,False,,,Kolpingstraße,residential,30,True,86.92500000000001,"LINESTRING (8.5725532 49.3799068, 8.5719873 49.379835, 8.5718645 49.3798052, 8.5716574 49.3796842, 8.5714958 49.379592)",,,
23803558,False,,,Alter Schälzigweg,living_street,,False,113.236,"LINESTRING (8.5692349 49.3796778, 8.5677044 49.3794676)",,,
"[23559249, 299364132]",False,3,,Bodelschwinghstraße,residential,30,False,92.38,"LINESTRING (8.5692349 49.3796778, 8.5691227 49.3799837, 8.5689998 49.3804052, 8.5689962 49.3804189, 8.5689771 49.3804912)",,,
624459326,False,,,Bodelschwinghstraße,living_street,,False,63.943,"LINESTRING (8.5695275 49.3793454, 8.5696404 49.3793611, 8.5696799 49.3794075, 8.5701604 49.3794665, 8.5703534 49.3794934)",,,
23803558,False,,,Alter Schälzigweg,living_street,,True,113.236,"LINESTRING (8.5677044 49.3794676, 8.5692349 49.3796778)",,,
23559329,False,,,Teichgewann,living_street,,False,64.815,"LINESTRING (8.5736975 49.380052, 8.5738706 49.3794801)",,,
24205694,False,,,Kolpingstraße,residential,30,True,84.397,"LINESTRING (8.5736975 49.380052, 8.5725532 49.3799068)",,,
"[387708185, 751242716, 161816359]",False,,,Kolpingstraße,residential,"['50', '30']",False,149.475,"LINESTRING (8.5736975 49.380052, 8.5746572 49.3801742, 8.5751273 49.3802342, 8.5754208 49.3802708, 8.5754753 49.3802774, 8.5755392 49.3802851, 8.5756061 49.3802985, 8.5757184 49.3803234)",,,
"[523029866, 23653133]",False,2,,Markgrafenstraße,residential,"['50', '30']",True,99.48,"LINESTRING (8.5765957 49.3788163, 8.5764532 49.3790857, 8.5763889 49.3791855, 8.5763484 49.3792409, 8.5762684 49.3793847, 8.5762452 49.3794529, 8.5762453 49.3794852, 8.5762525 49.3795047, 8.5762965 49.37957, 8.5763479 49.3796575)",,,
23559316,False,,,Kolpingstraße,living_street,,False,45.843,"LINESTRING (8.5715499 49.3792839, 8.5721712 49.3793636)",,,
24205694,False,,,Kolpingstraße,residential,30,False,35.038,"LINESTRING (8.5715499 49.3792839, 8.5714723 49.3795309, 8.5714958 49.379592)",,,
23559316,False,,,Kolpingstraße,living_street,,True,45.843,"LINESTRING (8.5721712 49.3793636, 8.5715499 49.3792839)",,,
23559329,False,,,Teichgewann,living_street,,True,64.815,"LINESTRING (8.5738706 49.3794801, 8.5736975 49.380052)",,,
23559329,False,,,Teichgewann,living_street,,False,18.778000000000002,"LINESTRING (8.5738706 49.3794801, 8.5739034 49.3793657, 8.5739172 49.3793206, 8.5739191 49.3793142)",,,
23559330,False,,,Teichgewann,living_street,,False,86.435,"LINESTRING (8.5738706 49.3794801, 8.5733667 49.3794154, 8.5726992 49.3793297)",,,
23559330,False,,,Teichgewann,living_street,,True,86.435,"LINESTRING (8.5726992 49.3793297, 8.5733667 49.3794154, 8.5738706 49.3794801)",,,
23559336,False,,,Wiesenblättchen,living_street,,True,65.037,"LINESTRING (8.5726992 49.3793297, 8.5726742 49.3794272, 8.5726462 49.3795312, 8.5725532 49.3799068)",,,
23616619,False,,,Schimperstraße,residential,,False,105.186,"LINESTRING (8.5715706 49.3808199, 8.5715862 49.3807687, 8.5718516 49.3798918)",,,
"[299364161, 253590491, 299364164, 299364165]",False,"['2', '3']",,Zähringerstraße,secondary,30,False,191.278,"LINESTRING (8.5715706 49.3808199, 8.5712552 49.3807796, 8.5710941 49.3807602, 8.5709179 49.3807359, 8.5706999 49.3807072, 8.5702569 49.3806521, 8.570084 49.3806294, 8.5699619 49.3806127, 8.5699232 49.3806074, 8.5698891 49.3806027, 8.5698537 49.3805979, 8.5697188 49.3805811, 8.5689771 49.3804912)",,,
"[27061089, 29887064, 1241958871, 253590488, 253590489, 253590490, 253590491]",False,"['4', '2', '3']",,Zähringerstraße,secondary,30,"[False, True]",218.02500000000006,"LINESTRING (8.5715706 49.3808199, 8.5716303 49.3808274, 8.5723753 49.3809208, 8.5725554 49.3809434, 8.5727695 49.3809767, 8.572984 49.3810169, 8.573296 49.3810617, 8.5736469 49.3811067, 8.573776 49.381123, 8.5739533 49.3811473, 8.574212 49.3811815, 8.5743129 49.3811948, 8.5745172 49.3812228)",,yes,
23616619,False,,,Schimperstraße,residential,,True,105.186,"LINESTRING (8.5718516 49.3798918, 8.5715862 49.3807687, 8.5715706 49.3808199)",,,
"[253587635, 253587645]",False,2,,Nadlerstraße,tertiary,50,False,85.634,"LINESTRING (8.576096 49.385496, 8.5760257 49.3853857, 8.5759572 49.3852835, 8.5758337 49.3850838, 8.575731 49.3849123, 8.5756546 49.3847816)",,,
253587642,True,1,,Nadlerstraße,tertiary,50,False,53.466,"LINESTRING (8.576096 49.385496, 8.5762689 49.3857016, 8.5763498 49.3858239, 8.5763915 49.3858861, 8.5764234 49.3859265)",,,
751256171,False,,,Herzogstraße,residential,30,True,9.813,"LINESTRING (8.5756546 49.3847816, 8.575587 49.3848581)",,,
"[299306394, 299306388, 299306390, 24223447]",False,2,L 543,Carl-Theodor-Straße,tertiary,30,False,91.595,"LINESTRING (8.5756546 49.3847816, 8.5755803 49.3847191, 8.575546 49.3847019, 8.5755039 49.3846903, 8.5754649 49.3846839, 8.5753495 49.3846686, 8.5749721 49.3846194, 8.5746693 49.384579, 8.5746102 49.3845706, 8.574471 49.3845508)",,,
27061081,False,2,,Carl-Theodor-Straße,residential,30,True,19.707,"LINESTRING (8.5756546 49.3847816, 8.5758447 49.3847396, 8.5759161 49.3847421)",,,
"[253587635, 253587645]",False,2,,Nadlerstraße,tertiary,50,True,85.634,"LINESTRING (8.5756546 49.3847816, 8.575731 49.3849123, 8.5758337 49.3850838, 8.5759572 49.3852835, 8.5760257 49.3853857, 8.576096 49.385496)",,,
24016039,False,,,Marstallstraße,residential,30,False,8.623,"LINESTRING (8.5759161 49.3847421, 8.5759374 49.3846658)",,,
27061081,False,2,,Carl-Theodor-Straße,residential,30,False,19.707,"LINESTRING (8.5759161 49.3847421, 8.5758447 49.3847396, 8.5756546 49.3847816)",,,
202760903,False,,,Carl-Theodor-Straße,residential,,True,107.88999999999999,"LINESTRING (8.5759161 49.3847421, 8.5761101 49.3847639, 8.5762814 49.3847856, 8.5764367 49.3848053, 8.5765662 49.3848205, 8.5766252 49.3848285, 8.5773798 49.3849251)",,,
334204462,True,,,Marstallstraße,residential,30,False,6.804,"LINESTRING (8.5764077 49.3831256, 8.5764141 49.3831046, 8.5764253 49.3830655)",,,
"[218099688, 387708132, 24021639]",True,,,Bahnhofanlage,residential,"['50', '30']",False,160.84799999999998,"LINESTRING (8.5773798 49.3849251, 8.5774015 49.3848527, 8.5774433 49.3847197, 8.5774917 49.3845637, 8.5775095 49.3845055, 8.5775892 49.3842477, 8.5776448 49.3840677, 8.5776617 49.384013, 8.5776681 49.3839923, 8.5776868 49.3839318, 8.5777306 49.3837685, 8.5778001 49.3835048)",,,
30844548,False,2,,Carl-Theodor-Straße,residential,,True,23.799,"LINESTRING (8.5773798 49.3849251, 8.5775403 49.3849454, 8.5777032 49.3849636)",,,
202760903,False,,,Carl-Theodor-Straße,residential,,False,107.89000000000001,"LINESTRING (8.5773798 49.3849251, 8.5766252 49.3848285, 8.5765662 49.3848205, 8.5764367 49.3848053, 8.5762814 49.3847856, 8.5761101 49.3847639, 8.5759161 49.3847421)",,,
30844548,False,2,,Carl-Theodor-Straße,residential,,False,23.799,"LINESTRING (8.5777032 49.3849636, 8.5775403 49.3849454, 8.5773798 49.3849251)",,,
"[388777665, 24044818]",False,,,Gustav-Hummel-Straße,residential,30,True,243.601,"LINESTRING (8.5777032 49.3849636, 8.5777564 49.3849786, 8.5778018 49.3850022, 8.577836 49.3850327, 8.5778568 49.385068, 8.5778626 49.3851056, 8.5778101 49.3852579, 8.5777677 49.3853791, 8.5775008 49.3862768, 8.5774602 49.3864137, 8.5773621 49.3867058, 8.577259 49.3870683)",,,
881919978,True,,,Bahnhofanlage,residential,30,False,18.81,"LINESTRING (8.5777954 49.3833136, 8.577856 49.3831491)",,,
24045319,True,,,Clementine-Bassermann-Straße,residential,30,False,102.605,"LINESTRING (8.5777954 49.3833136, 8.5764765 49.3831349, 8.5764077 49.3831256)",,,
