osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width,tunnel
"[867335585, 887388258, 53038820, 24766459, 53038815]",False,"['2', '1']",,Friedhofstraße,residential,30,False,180.002,"LINESTRING (8.3724369 51.9039735, 8.372395 51.9039038, 8.3722616 51.903716, 8.3719455 51.9033554, 8.3718617 51.9032578, 8.3718341 51.9032297, 8.3717211 51.9030997, 8.371658 51.9030097, 8.3716063 51.9029289, 8.3715357 51.9024773)",,yes,,
273484394,False,2,L 788,Blessenstätte,tertiary,30,False,145.62,"LINESTRING (8.3724369 51.9039735, 8.3725865 51.9039585, 8.3727099 51.9039631, 8.3728549 51.9039768, 8.3732081 51.9040431, 8.3732531 51.9040521, 8.3735153 51.9040892, 8.3739121 51.9041502, 8.3740233 51.9041673, 8.37451 51.9042104)",,,,
23439536,False,3,,Blessenstätte,residential,30,True,81.781,"LINESTRING (8.3773997 51.9044461, 8.3766398 51.9043366, 8.3765169 51.9043198, 8.3763909 51.904287, 8.376262 51.9042408)",,,,
"[24247441, 34123683, 34128165]",False,3,,Kirchstraße,residential,30,"[False, True]",120.5,"LINESTRING (8.3773997 51.9044461, 8.3779341 51.9044789, 8.378105 51.9045027, 8.3784933 51.9046134, 8.3787205 51.9047341, 8.3788438 51.9047872, 8.3789965 51.9048278)",,,7.6,
"[25112089, 24319546, 238165719]",False,"['4', '2']",,"['Münsterstraße', 'Berliner Straße']",residential,30,"[False, True]",153.17,"LINESTRING (8.3773997 51.9044461, 8.3773186 51.9045803, 8.3772682 51.9046944, 8.3772373 51.9048418, 8.3772392 51.9049704, 8.3772631 51.9050807, 8.3772586 51.9051489, 8.3772218 51.9052025, 8.3771892 51.905233, 8.3771356 51.9052617, 8.3769444 51.9053329, 8.376808 51.9053983, 8.3766873 51.9054864, 8.3766131 51.9055675, 8.3765703 51.90563)",,,,
34123682,False,2,,Dalkestraße,residential,30,True,48.393,"LINESTRING (8.3773997 51.9044461, 8.377486 51.9042922, 8.3775142 51.9040204)",,,,
24535934,False,1,,Roonstraße,residential,20,False,71.88300000000001,"LINESTRING (8.3748879 51.9086828, 8.3744351 51.9086044, 8.373879 51.9085081)",,,,
"[83044904, 843154066, 843154059, 1073315911]",True,"['2', '1']",,Hohenzollernstraße,residential,30,False,196.92499999999998,"LINESTRING (8.3748879 51.9086828, 8.3747897 51.9087987, 8.3747271 51.908876, 8.3742316 51.9094345, 8.3737956 51.9099323, 8.373701 51.9100401, 8.3735235 51.9102409)",,,,
23430504,True,1,,Hohenzollernstraße,residential,20,False,127.08600000000001,"LINESTRING (8.3756957 51.9071297, 8.3756705 51.9071765, 8.375387 51.9079072, 8.3753312 51.908051, 8.3752891 51.9081514, 8.3752523 51.9082392)",,,,
24319568,False,2,,Münsterstraße,residential,30,False,64.703,"LINESTRING (8.3756957 51.9071297, 8.3757257 51.9070803, 8.3760045 51.9065799)",,,,
790541712,False,2,,Königstraße,residential,30,False,77.20400000000001,"LINESTRING (8.3756957 51.9071297, 8.3755648 51.9071205, 8.3753312 51.9071067, 8.3751066 51.9070919, 8.3748225 51.9070731, 8.3745751 51.9070731)",,,,
24240516,False,,,Bogenstraße,living_street,,False,140.02599999999998,"LINESTRING (8.3779659 51.9022282, 8.3779175 51.9021937, 8.3778494 51.9021412, 8.3776254 51.9019846, 8.3775896 51.9019788, 8.3775505 51.9019755, 8.3766418 51.9020742, 8.3765883 51.9020802, 8.3761878 51.9021233, 8.3761291 51.902129)",,,,
"[53039218, 53039219, 35692997, 790541711]",False,2,,Dalkestraße,residential,30,False,131.825,"LINESTRING (8.3779659 51.9022282, 8.3779259 51.9023261, 8.3778774 51.9024618, 8.3777971 51.9025906, 8.3777746 51.9026232, 8.3775844 51.9029229, 8.3775521 51.9030018, 8.3775238 51.9031492, 8.3775173 51.9032377, 8.3775151 51.9033696)",,yes,,
24240516,False,,,Bogenstraße,living_street,,True,140.026,"LINESTRING (8.3761291 51.902129, 8.3761878 51.9021233, 8.3765883 51.9020802, 8.3766418 51.9020742, 8.3775505 51.9019755, 8.3775896 51.9019788, 8.3776254 51.9019846, 8.3778494 51.9021412, 8.3779175 51.9021937, 8.3779659 51.9022282)",,,,
24246788,False,,,Bogenstraße,living_street,,False,75.183,"LINESTRING (8.3761291 51.902129, 8.3760381 51.9021384, 8.3751516 51.9021321, 8.3750482 51.9021659)",,,,
24246788,False,,,Bogenstraße,living_street,,True,75.183,"LINESTRING (8.3750482 51.9021659, 8.3751516 51.9021321, 8.3760381 51.9021384, 8.3761291 51.902129)",,,,
"[56131776, 53039215, 53039216, 1214313818, 34123677]",False,2,,Unter den Ulmen,tertiary,30,False,221.428,"LINESTRING (8.3750482 51.9021659, 8.3751064 51.9022274, 8.3753512 51.9024865, 8.3755864 51.9027389, 8.3757554 51.9029339, 8.3759533 51.9031622, 8.3760054 51.9032224, 8.3760621 51.903318, 8.3761203 51.9034234, 8.3761669 51.9035277, 8.3762052 51.9036504, 8.3762191 51.9037756, 8.3762211 51.9038914, 8.3762164 51.9039601, 8.3762137 51.9039845)",,yes,,
24405428,False,,,Berliner Straße,residential,50,False,9.23,"LINESTRING (8.3812026 51.909742, 8.3811368 51.9096696)",,,,
81533555,True,2,L 757,Friedrich-Ebert-Straße,secondary,50,False,47.699,"LINESTRING (8.3812026 51.909742, 8.3807763 51.9100809)",,,,
35691983,False,2,,Kaiserstraße,tertiary,50,True,23.35,"LINESTRING (8.3853141 51.9093214, 8.3851233 51.9091475)",,,,
24285371,False,1,,Dr.-Kranefuß-Straße,residential,50,False,75.82000000000001,"LINESTRING (8.3853141 51.9093214, 8.385193 51.9093728, 8.3847061 51.9095781, 8.3845753 51.9096332, 8.3845525 51.9096533, 8.3845156 51.9096858, 8.3844959 51.9097501)",,,,
24285371,False,1,,Dr.-Kranefuß-Straße,residential,50,False,123.512,"LINESTRING (8.3844959 51.9097501, 8.3844936 51.9098141, 8.3845008 51.9100077, 8.3845096 51.9106064, 8.3844984 51.9106666, 8.3844069 51.9107835, 8.3843618 51.9108411)",,,,
24285371,False,1,,Dr.-Kranefuß-Straße,residential,50,True,75.82,"LINESTRING (8.3844959 51.9097501, 8.3845156 51.9096858, 8.3845525 51.9096533, 8.3845753 51.9096332, 8.3847061 51.9095781, 8.385193 51.9093728, 8.3853141 51.9093214)",,,,
36892889,False,1,,Kurze Straße,residential,,False,59.120000000000005,"LINESTRING (8.3844959 51.9097501, 8.3843041 51.9097538, 8.3836433 51.9098219)",,,,
24285371,False,1,,Dr.-Kranefuß-Straße,residential,50,True,123.512,"LINESTRING (8.3843618 51.9108411, 8.3844069 51.9107835, 8.3844984 51.9106666, 8.3845096 51.9106064, 8.3845008 51.9100077, 8.3844936 51.9098141, 8.3844959 51.9097501)",,,,
75408303,False,,,Berliner Straße,residential,50,False,115.47800000000001,"LINESTRING (8.3843618 51.9108411, 8.3840118 51.9107428, 8.3836037 51.9106341, 8.3828172 51.9104282)",,,,
35691983,False,2,,Kaiserstraße,tertiary,50,False,23.35,"LINESTRING (8.3851233 51.9091475, 8.3853141 51.9093214)",,,,
29411797,True,2,,Kaiserstraße,tertiary,50,False,33.541,"LINESTRING (8.3851233 51.9091475, 8.3849715 51.9090234, 8.3849349 51.9089923, 8.3848323 51.9089051)",,,,
"[24285513, 843154058, 1022051499]",True,,,Schulstraße,residential,30,False,210.547,"LINESTRING (8.3803486 51.9081968, 8.38021 51.9082209, 8.379675 51.9083739, 8.3795363 51.9084136, 8.3793679 51.9084617, 8.3791487 51.9085243, 8.379111 51.9085351, 8.3788989 51.908598, 8.3788252 51.9086207, 8.3785696 51.9086911, 8.3784639 51.9086996, 8.378333 51.9086886, 8.3780878 51.9086677, 8.3780424 51.9086622, 8.3777994 51.9086364, 8.3775721 51.9085801, 8.3774845 51.908562)",,,,
"[29376540, 82285070]",False,,,Berliner Straße,residential,"['50', '30']",True,172.52100000000002,"LINESTRING (8.3803486 51.9081968, 8.3808859 51.9092538, 8.3809029 51.9092887, 8.3809269 51.9093254, 8.3811368 51.9096696)",,,,
424638296,False,,,Moltkestraße,residential,30,False,262.724,"LINESTRING (8.3774845 51.908562, 8.3774559 51.9085952, 8.3771404 51.908987, 8.3770773 51.9090653, 8.3770378 51.9091147, 8.3768741 51.9093196, 8.3767523 51.909472, 8.3765515 51.9097234, 8.3762927 51.9100647, 8.3759602 51.9104861, 8.3758484 51.9106961)",,,,
"[24405528, 1022051958]",False,,,Moltkestraße,residential,30,True,108.85900000000001,"LINESTRING (8.3774845 51.908562, 8.3775177 51.9085162, 8.3775772 51.9084386, 8.3777763 51.9081788, 8.3779339 51.9079732, 8.3780102 51.9078711, 8.3780495 51.9078173, 8.3780898 51.9077693, 8.3781076 51.9077393, 8.3781272 51.9076696)",,,,
24405528,False,,,Moltkestraße,residential,30,False,7.974,"LINESTRING (8.3781435 51.9075986, 8.3781272 51.9076696)",,,,
424638288,False,,,Bismarckstraße,tertiary,50,True,78.603,"LINESTRING (8.3758484 51.9106961, 8.3749978 51.9105661, 8.3747386 51.9105204)",,,,
424638296,False,,,Moltkestraße,residential,30,True,262.72400000000005,"LINESTRING (8.3758484 51.9106961, 8.3759602 51.9104861, 8.3762927 51.9100647, 8.3765515 51.9097234, 8.3767523 51.909472, 8.3768741 51.9093196, 8.3770378 51.9091147, 8.3770773 51.9090653, 8.3771404 51.908987, 8.3774559 51.9085952, 8.3774845 51.908562)",,,,
24319196,False,,,Schulstraße,residential,20,False,46.921,"LINESTRING (8.375881 51.9084054, 8.3752523 51.9082392)",,,,
24319196,False,,,Schulstraße,residential,20,True,46.921,"LINESTRING (8.3752523 51.9082392, 8.375881 51.9084054)",,,,
42402331,True,1,,Hohenzollernstraße,residential,20,False,55.299,"LINESTRING (8.3752523 51.9082392, 8.3748879 51.9086828)",,,,
424638288,False,,,Bismarckstraße,tertiary,50,False,78.603,"LINESTRING (8.3747386 51.9105204, 8.3749978 51.9105661, 8.3758484 51.9106961)",,,,
424638288,False,,,Bismarckstraße,tertiary,50,True,88.974,"LINESTRING (8.3747386 51.9105204, 8.3737881 51.9103088, 8.3735235 51.9102409)",,,,
24405528,False,,,Moltkestraße,residential,30,True,7.974,"LINESTRING (8.3781272 51.9076696, 8.3781435 51.9075986)",,,,
"[24405528, 1022051958]",False,,,Moltkestraße,residential,30,False,108.859,"LINESTRING (8.3781272 51.9076696, 8.3781076 51.9077393, 8.3780898 51.9077693, 8.3780495 51.9078173, 8.3780102 51.9078711, 8.3779339 51.9079732, 8.3777763 51.9081788, 8.3775772 51.9084386, 8.3775177 51.9085162, 8.3774845 51.908562)",,,,
24808556,False,,,Fuhrmannsgasse,residential,30,False,118.832,"LINESTRING (8.3781272 51.9076696, 8.378325 51.9076902, 8.3787549 51.9075954, 8.3790031 51.9075451, 8.3790347 51.9075234, 8.3790418 51.9074954, 8.3790053 51.9074108, 8.3788503 51.9070668)",,,,
761708719,True,3,L 782,Kaiserstraße,tertiary,50,False,26.975,"LINESTRING (8.3825242 51.9055967, 8.3822845 51.9054044)",,,,
1216591977,False,,,Kökerstraße,residential,,True,7.985,"LINESTRING (8.3825242 51.9055967, 8.3826153 51.905552)",,,,
"[1216591976, 35692486]",True,1,,Kökerstraße,residential,,False,37.051,"LINESTRING (8.3825242 51.9055967, 8.3824228 51.9056752, 8.3820933 51.9057887)",,,,
"[256406874, 23953756]",False,2,,Eickhoffstraße,residential,30,False,95.63000000000001,"LINESTRING (8.3820933 51.9057887, 8.3820972 51.9058203, 8.3821093 51.9058607, 8.3821357 51.9059094, 8.3821478 51.9059432, 8.382161 51.9060096, 8.3821947 51.9062436, 8.3821988 51.9062749, 8.3822052 51.9063063, 8.3822157 51.9063365, 8.3822645 51.9064286, 8.3822794 51.9064715, 8.3822867 51.9065249, 8.3823012 51.9066357)",,,,
24452404,True,,,Kökerstraße,residential,,False,11.245000000000001,"LINESTRING (8.3820933 51.9057887, 8.3820945 51.9057609, 8.3821064 51.9057398, 8.3821513 51.905697)",,,,
"[24452413, 35692485]",False,,,Kökerstraße,residential,20,False,177.82000000000002,"LINESTRING (8.3820933 51.9057887, 8.381984 51.9057941, 8.3807092 51.9061504, 8.3806709 51.9061611, 8.3804021 51.9062324, 8.3798433 51.906395, 8.3797247 51.9064285)",,,,
228645270,True,1,,Carl-Bertelsmann-Straße,secondary,50,False,13.182,"LINESTRING (8.382945 51.9046975, 8.3828136 51.904611)",,,,
35692482,True,2,L 782,Carl-Bertelsmann-Straße,secondary,50,False,26.668,"LINESTRING (8.382945 51.9046975, 8.3828365 51.9046691, 8.3827408 51.9046518, 8.3825697 51.9046542)",,,,
"[35692485, 24452413]",False,,,Kökerstraße,residential,20,True,177.82,"LINESTRING (8.3797247 51.9064285, 8.3798433 51.906395, 8.3804021 51.9062324, 8.3806709 51.9061611, 8.3807092 51.9061504, 8.381984 51.9057941, 8.3820933 51.9057887)",,,,
24457286,True,,,Ernst-Buschmann-Straße,residential,20,False,251.53600000000003,"LINESTRING (8.3797247 51.9064285, 8.3799153 51.9067197, 8.3799852 51.9067813, 8.3800421 51.9068413, 8.3801303 51.9069466, 8.3801952 51.9070826, 8.3804566 51.9073835, 8.380509 51.9074439, 8.3806041 51.9074945, 8.3807138 51.9075236, 8.3808441 51.9075238, 8.3809401 51.9074824, 8.3810269 51.9074259, 8.3811211 51.9074041, 8.381207 51.9074157, 8.3812697 51.907449, 8.3813145 51.9078078, 8.3814046 51.9080251)",,,,
52515996,True,,,Strengerstraße,residential,30,False,74.914,"LINESTRING (8.3814046 51.9080251, 8.3805305 51.9081677, 8.3803486 51.9081968)",,,,
"[24481342, 34128167]",False,,,Am Bachschemm,living_street,,False,141.81,"LINESTRING (8.3795177 51.9034211, 8.3793754 51.9034756, 8.3792533 51.9035045, 8.3791015 51.9035218, 8.3789625 51.9035208, 8.3788963 51.9035159, 8.3788021 51.9035033, 8.3786981 51.9034839, 8.3785989 51.9034574, 8.3784879 51.9034344, 8.3781826 51.9034125, 8.3775151 51.9033696)",,,,
34123682,False,2,,Dalkestraße,residential,30,False,72.39699999999999,"LINESTRING (8.3775151 51.9033696, 8.3775113 51.9034369, 8.3775051 51.9035458, 8.3774995 51.9036452, 8.3775142 51.9040204)",,,,
"[24481342, 34128167]",False,,,Am Bachschemm,living_street,,True,141.81,"LINESTRING (8.3775151 51.9033696, 8.3781826 51.9034125, 8.3784879 51.9034344, 8.3785989 51.9034574, 8.3786981 51.9034839, 8.3788021 51.9035033, 8.3788963 51.9035159, 8.3789625 51.9035208, 8.3791015 51.9035218, 8.3792533 51.9035045, 8.3793754 51.9034756, 8.3795177 51.9034211)",,,,
"[53039218, 53039219, 35692997, 790541711]",False,2,,Dalkestraße,residential,30,True,131.825,"LINESTRING (8.3775151 51.9033696, 8.3775173 51.9032377, 8.3775238 51.9031492, 8.3775521 51.9030018, 8.3775844 51.9029229, 8.3777746 51.9026232, 8.3777971 51.9025906, 8.3778774 51.9024618, 8.3779259 51.9023261, 8.3779659 51.9022282)",,yes,,
24663351,False,1,,Feldstraße,residential,20,False,130.39,"LINESTRING (8.3729293 51.908332, 8.3733524 51.9071888)",,,,
24535934,False,1,,Roonstraße,residential,20,False,112.13799999999999,"LINESTRING (8.3729293 51.908332, 8.3726345 51.9082788, 8.3721514 51.90825, 8.3719508 51.908238, 8.3716692 51.9082278, 8.3713952 51.9082179, 8.3713113 51.9082142)",,,,
24535934,False,1,,Roonstraße,residential,20,True,68.028,"LINESTRING (8.3729293 51.908332, 8.3733594 51.9084112, 8.3735363 51.9084442, 8.373879 51.9085081)",,,,
24663351,False,1,,Feldstraße,residential,20,True,181.565,"LINESTRING (8.3729293 51.908332, 8.3723649 51.9094805, 8.3721586 51.9098941)",,,,
24663351,False,1,,Feldstraße,residential,20,True,130.39,"LINESTRING (8.3733524 51.9071888, 8.3729293 51.908332)",,,,
24319549,False,1,,Königstraße,residential,30,False,158.111,"LINESTRING (8.3733524 51.9071888, 8.3719114 51.9072995, 8.3717534 51.9073279, 8.3715534 51.9073862, 8.3713387 51.9074765, 8.3711743 51.9075542)",,,,
24319549,False,1,,Königstraße,residential,30,True,74.03399999999999,"LINESTRING (8.3733524 51.9071888, 8.3734367 51.9071814, 8.3738245 51.9071451, 8.3744195 51.9070894)",,,,
24732737,False,1,,An der Bleiche,residential,,False,71.582,"LINESTRING (8.37451 51.9042104, 8.3746573 51.9035731)",,,,
273484394,False,2,L 788,Blessenstätte,tertiary,30,False,112.38599999999998,"LINESTRING (8.37451 51.9042104, 8.3751703 51.9042458, 8.3752455 51.9042498, 8.3753325 51.9042543, 8.3756525 51.904272, 8.3758479 51.9042829, 8.3759527 51.9042887, 8.3760542 51.9042861, 8.3761305 51.9042587)",,,,
273484394,False,2,L 788,Blessenstätte,tertiary,30,True,145.62,"LINESTRING (8.37451 51.9042104, 8.3740233 51.9041673, 8.3739121 51.9041502, 8.3735153 51.9040892, 8.3732531 51.9040521, 8.3732081 51.9040431, 8.3728549 51.9039768, 8.3727099 51.9039631, 8.3725865 51.9039585, 8.3724369 51.9039735)",,,,
24535934,False,1,,Roonstraße,residential,20,True,112.138,"LINESTRING (8.3713113 51.9082142, 8.3713952 51.9082179, 8.3716692 51.9082278, 8.3719508 51.908238, 8.3721514 51.90825, 8.3726345 51.9082788, 8.3729293 51.908332)",,,,
221320844,False,2,,Prinzenstraße,tertiary,50,True,144.3,"LINESTRING (8.3713113 51.9082142, 8.3713218 51.908305, 8.3713237 51.9084098, 8.3713113 51.9089253, 8.3712913 51.9095115)",,,,
"[900531217, 137013566]",True,"['2', '1']",,Prinzenstraße,tertiary,50,False,33.432,"LINESTRING (8.3713113 51.9082142, 8.3712649 51.9080671, 8.3712156 51.9079194)",,,,
24535934,False,1,,Roonstraße,residential,20,False,68.028,"LINESTRING (8.373879 51.9085081, 8.3735363 51.9084442, 8.3733594 51.9084112, 8.3729293 51.908332)",,,,
24535934,False,1,,Roonstraße,residential,20,True,71.88300000000001,"LINESTRING (8.373879 51.9085081, 8.3744351 51.9086044, 8.3748879 51.9086828)",,,,
"[1034576024, 1034576025, 24535939]",False,1,,Max-Reinhardt-Straße,residential,30,False,163.012,"LINESTRING (8.373879 51.9085081, 8.3740222 51.908177, 8.3741457 51.9078914, 8.374173 51.9078283, 8.3742062 51.9077515, 8.3743497 51.9074198, 8.374447 51.9071948, 8.3744195 51.9070894)",,,,
790541712,False,2,,Königstraße,residential,30,True,10.827,"LINESTRING (8.3744195 51.9070894, 8.3745751 51.9070731)",,,,
24319549,False,1,,Königstraße,residential,30,False,74.03399999999999,"LINESTRING (8.3744195 51.9070894, 8.3738245 51.9071451, 8.3734367 51.9071814, 8.3733524 51.9071888)",,,,
"[1034576024, 1034576025, 24535939]",False,1,,Max-Reinhardt-Straße,residential,30,True,163.01199999999997,"LINESTRING (8.3744195 51.9070894, 8.374447 51.9071948, 8.3743497 51.9074198, 8.3742062 51.9077515, 8.374173 51.9078283, 8.3741457 51.9078914, 8.3740222 51.908177, 8.373879 51.9085081)",,,,
197855404,False,2,,Daltropstraße,residential,30,False,73.667,"LINESTRING (8.374073 51.9052926, 8.3747466 51.9053893, 8.3750081 51.9054256, 8.3751197 51.9054405)",,,,
"[24663473, 389063399]",True,,,Feldstraße,residential,30,False,124.073,"LINESTRING (8.374073 51.9052926, 8.3743057 51.9047404, 8.3744937 51.9042869, 8.37451 51.9042104)",,,,
900548100,False,2,,Herzebrocker Straße,tertiary,30,False,31.514,"LINESTRING (8.372012 51.9040812, 8.3724369 51.9039735)",,,,
24535948,False,2,,Daltropstraße,residential,30,False,176.05,"LINESTRING (8.372012 51.9040812, 8.3720498 51.904153, 8.3722545 51.9050365, 8.3723262 51.9050532, 8.3732244 51.9051778)",,,,
"[40309409, 24535955, 205424292]",False,,,"['Daltropstraße', 'Krönigsweg']",residential,30,False,193.257,"LINESTRING (8.3751197 51.9054405, 8.3752185 51.9051597, 8.3753179 51.9048969, 8.3763315 51.9050504, 8.3763128 51.905105, 8.3762452 51.9053023, 8.3761451 51.9055748)",,,,
197855404,False,2,,Daltropstraße,residential,30,True,73.667,"LINESTRING (8.3751197 51.9054405, 8.3750081 51.9054256, 8.3747466 51.9053893, 8.374073 51.9052926)",,,,
