osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge,ref,width,access
"[4807744, 30998722, 30998723, 442274130]",Agnespromenade,residential,"['20', '30']",False,True,132.205,"['2', '3']","LINESTRING (9.304663 48.7419679, 9.3046279 48.7419756, 9.304584 48.74199, 9.3043978 48.742061, 9.3042319 48.7421299, 9.3040738 48.7421939, 9.3037921 48.7423104, 9.3035773 48.7424017, 9.3033754 48.7424848, 9.3031258 48.7425875)",,,,
937818255,Ritterstraße,residential,20,False,False,8.819,,"LINESTRING (9.3088997 48.7396103, 9.3088506 48.7396827)",,,,
1257943744,Ritterstraße,residential,,True,False,9.099,,"LINESTRING (9.3088997 48.7396103, 9.30883 48.7395426)",,,,
4807746,Abt-Fulrad-Straße,residential,20,False,True,114.52999999999999,,"LINESTRING (9.306017 48.7424427, 9.3059375 48.7424059, 9.3058189 48.74235, 9.3055021 48.7421789, 9.3054702 48.7421629, 9.3054128 48.7421396, 9.3053277 48.7421075, 9.3052231 48.7420771, 9.3050135 48.7420285, 9.3047873 48.7419737, 9.3047567 48.7419682, 9.3047259 48.7419649, 9.3046913 48.7419639, 9.304663 48.7419679)",,,,
"[42229186, 894722995]",Marktplatz,residential,,False,False,97.904,,"LINESTRING (9.306017 48.7424427, 9.3060387 48.7424305, 9.3060781 48.742422, 9.3061275 48.7424239, 9.3065972 48.742464, 9.306708 48.7424712, 9.306751 48.7424754, 9.3067898 48.7424846, 9.3068283 48.7425084, 9.3069098 48.7425725, 9.3070167 48.7426676, 9.3070668 48.7427176, 9.3071096 48.7427743)",,,,
60233472,Marktplatz,residential,,False,False,13.902000000000001,,"LINESTRING (9.306017 48.7424427, 9.3060966 48.742486, 9.3061494 48.7425311)",,,,
273169655,Marktplatz,residential,,False,True,46.388,,"LINESTRING (9.306017 48.7424427, 9.3060052 48.742469, 9.3059964 48.742503, 9.3059318 48.7427636, 9.3059375 48.7428129, 9.3059448 48.7428331, 9.3059619 48.7428508)",,,,
4807759,Urbanstraße,residential,30,False,False,16.115,,"LINESTRING (9.3134017 48.7411867, 9.3136119 48.7411444)",,,,
4807759,Urbanstraße,residential,30,False,True,64.348,,"LINESTRING (9.3134017 48.7411867, 9.3125611 48.7413528)",,,,
4807765,Hauffstraße,residential,20,True,False,108.111,,"LINESTRING (9.3134017 48.7411867, 9.3131726 48.741498, 9.3130751 48.7416184, 9.3129573 48.7417543, 9.3127838 48.7419343, 9.3126807 48.7420331)",,,,
4807759,Urbanstraße,residential,30,False,False,3.263,,"LINESTRING (9.3125284 48.7413727, 9.3125611 48.7413528)",,,,
23184035,Wagnerstraße,residential,20,False,True,86.49199999999999,,"LINESTRING (9.3125284 48.7413727, 9.3125313 48.7414712, 9.3125333 48.7415348, 9.3125323 48.7415922, 9.3125272 48.7416625, 9.3125231 48.741688, 9.3125118 48.7417163, 9.3124862 48.7417534, 9.3124435 48.7417898, 9.3124132 48.7418088, 9.3123877 48.7418284, 9.3123846 48.7418533, 9.3123989 48.7418756, 9.3124561 48.74191, 9.3126807 48.7420331)",,,,
23312965,Milchstraße,residential,20,False,True,69.68,,"LINESTRING (9.3125284 48.7413727, 9.3124772 48.7413839, 9.3115912 48.7414732)",,,,
138203612,Vogelsangstraße,residential,20,True,False,37.608999999999995,,"LINESTRING (9.3075299 48.7388868, 9.3075086 48.7388611, 9.3074257 48.7387611, 9.3072865 48.7385891)",,,,
632186818,Wehrneckarstraße,residential,20,True,False,17.006,,"LINESTRING (9.3075299 48.7388868, 9.3075761 48.7388372, 9.3075871 48.7388057, 9.3075874 48.7387433)",,,,
823051190,Fleischmannstraße,residential,,False,True,44.712,,"LINESTRING (9.3020012 48.7391276, 9.3014833 48.7393398)",,,,
"[233802788, 332292229, 692561003, 23415819, 384972984, 384972985, 4807839]",Bahnhofstraße,residential,20,False,"[False, True]",66.485,,"LINESTRING (9.3020012 48.7391276, 9.3018609 48.7389627, 9.3018032 48.7388946, 9.3017594 48.738841, 9.3017344 48.7388091, 9.3017047 48.7387556, 9.3016728 48.7387018, 9.3016039 48.7385915)",,,,
"[692560999, 4807880, 37181837, 31626930, 4811292]","['Am Kronenhof', 'Ehnisgasse', 'Martinstraße']","['residential', 'living_street']",20,False,"[False, True]",428.31300000000005,,"LINESTRING (9.3020012 48.7391276, 9.302074 48.7391067, 9.3024181 48.7390351, 9.3026648 48.7389955, 9.3029141 48.7389543, 9.3030119 48.7389378, 9.3033288 48.7388839, 9.3034301 48.7388657, 9.3038959 48.7387844, 9.3041388 48.7392809, 9.3043694 48.739771, 9.3043768 48.7397867, 9.30397 48.7399211, 9.3037619 48.7399962, 9.3035425 48.7400757, 9.3029735 48.7402843, 9.3023669 48.7404969)",,,5,
23195846,Agnesbrücke,living_street,,False,True,1.778,,"LINESTRING (9.3043414 48.7416892, 9.3043569 48.7417015)",,,,
4811548,Bahnhofstraße,living_street,,False,False,22.061,,"LINESTRING (9.3043414 48.7416892, 9.3042426 48.7416152, 9.3041445 48.7415392)",,,,
4807772,Wehrneckarstraße,living_street,,True,False,145.67700000000002,,"LINESTRING (9.3057797 48.7408137, 9.305641 48.7409558, 9.3055272 48.741062, 9.3054666 48.7411143, 9.305391 48.7411712, 9.3052773 48.7412447, 9.3052429 48.7412654, 9.3050577 48.7413766, 9.3048528 48.7414886, 9.3047188 48.7415515, 9.3045789 48.7416101, 9.3043414 48.7416892)",,,,
"[23192896, 23174412, 23174413, 23174414, 23192895]",Kesselwasen,residential,,False,False,128.12199999999999,,"LINESTRING (9.3057797 48.7408137, 9.3057832 48.7408262, 9.3059023 48.7409069, 9.3059933 48.740958, 9.3060344 48.7409741, 9.306121 48.741043, 9.3062044 48.7411166, 9.3062076 48.7411454, 9.306185 48.7411706, 9.3061094 48.7412243, 9.3060427 48.7412903, 9.3059868 48.7413582, 9.3059718 48.7413951, 9.3059574 48.7414417, 9.3059394 48.7415111, 9.3059398 48.741545, 9.3059451 48.7415663, 9.3059582 48.7415832, 9.3059804 48.741594, 9.3060984 48.7416217, 9.306262 48.7416637)",yes,,,
31626938,Wehrneckarstraße,residential,,False,False,18.032,,"LINESTRING (9.3057797 48.7408137, 9.3057877 48.7407624, 9.3057904 48.7407155, 9.3058511 48.740666)",,,,
23184036,Zwingerstraße,residential,20,True,False,56.247,,"LINESTRING (9.3133258 48.7401941, 9.3134686 48.7406911)",,,,
291431512,Ottilienplatz,residential,20,False,False,26.426,,"LINESTRING (9.3133258 48.7401941, 9.3136729 48.7401302)",,,,
"[4807777, 553323249]",Ottilienplatz,"['residential', 'living_street']",20,False,True,64.51,,"LINESTRING (9.3133258 48.7401941, 9.3131377 48.7402196, 9.3129099 48.7402397, 9.3127243 48.7402497, 9.3124544 48.74027)",,,,
442274147,Mettinger Straße,secondary,30,True,False,24.14,2,"LINESTRING (9.3035107 48.7435985, 9.3036443 48.7435293, 9.3037684 48.7434634)",,K 1270,,
8026843,Geiselbachstraße,secondary,30,False,False,7.749,,"LINESTRING (9.3064869 48.7434575, 9.3064815 48.7433879)",,,,
"[94166210, 386832700]",Berliner Straße,secondary,30,True,False,140.819,2,"LINESTRING (9.3064869 48.7434575, 9.3063489 48.7434644, 9.3062381 48.7434689, 9.3061208 48.7434724, 9.3059237 48.7434737, 9.3058368 48.7434703, 9.3058066 48.7434695, 9.3057709 48.7434674, 9.305752 48.7434658, 9.3053941 48.7434346, 9.3053351 48.7434294, 9.3051789 48.7434144, 9.3048449 48.7433824, 9.3045777 48.7433653)",,,,
"[159822898, 1168323014, 442274142, 1168323015]",Geiselbachstraße,secondary,30,False,"[False, True]",83.952,"['2', '3']","LINESTRING (9.3064869 48.7434575, 9.3064826 48.7435221, 9.3064777 48.7435346, 9.3064685 48.7435546, 9.3064593 48.7435746, 9.3064266 48.7436278, 9.306376 48.743687, 9.3063304 48.7437337, 9.3061141 48.743928, 9.3060611 48.7439832, 9.3060051 48.7440423, 9.3059614 48.7441155)",,,,
199924036,Geiselstraße,residential,30,False,False,21.11,,"LINESTRING (9.3059614 48.7441155, 9.3056744 48.7441005)",,,,
23316364,Geiselstraße,living_street,,False,True,46.89200000000001,,"LINESTRING (9.3059614 48.7441155, 9.3060701 48.7441184, 9.3061885 48.7441408, 9.3062292 48.7441463, 9.306262 48.744148, 9.3063137 48.7441438, 9.3063604 48.7441388, 9.3064026 48.7441378, 9.3064282 48.7441388, 9.3064659 48.7441423, 9.3065195 48.7441517, 9.3065865 48.7441696)",,,,
"[442274142, 159822898, 1168323014, 1168323015]",Geiselbachstraße,secondary,30,False,"[False, True]",83.952,"['2', '3']","LINESTRING (9.3059614 48.7441155, 9.3060051 48.7440423, 9.3060611 48.7439832, 9.3061141 48.743928, 9.3063304 48.7437337, 9.306376 48.743687, 9.3064266 48.7436278, 9.3064593 48.7435746, 9.3064685 48.7435546, 9.3064777 48.7435346, 9.3064826 48.7435221, 9.3064869 48.7434575)",,,,
"[159822900, 1168323015]",Geiselbachstraße,secondary,30,False,True,172.886,2,"LINESTRING (9.3059614 48.7441155, 9.3059421 48.7442028, 9.3059501 48.7443159, 9.3060019 48.7444618, 9.3061416 48.7448179, 9.3062256 48.7450295, 9.3062974 48.7451836, 9.3063874 48.7453156, 9.306513 48.7454311, 9.3066763 48.7455612)",,,,
23316367,Turmstraße,residential,30,False,False,215.69399999999996,,"LINESTRING (9.3067888 48.746018, 9.3066999 48.7459872, 9.306595 48.7459846, 9.3064388 48.7459889, 9.3062635 48.745999, 9.3061407 48.7460015, 9.3060965 48.7460001, 9.3060383 48.7459956, 9.3059988 48.7459846, 9.305971 48.7459688, 9.3059513 48.745945, 9.3058643 48.7458091, 9.3057401 48.7456167, 9.3054806 48.7452217, 9.3054228 48.7451329, 9.3053667 48.7450345, 9.305271 48.7448602, 9.3052255 48.7447666, 9.3052033 48.7447183, 9.3051907 48.7446855)",,,,destination
592426952,Mittlere Beutau,secondary,30,False,False,47.335,2,"LINESTRING (9.3067888 48.746018, 9.3067103 48.746124, 9.3065769 48.7462891, 9.3064723 48.7463881)",,,,
"[410089906, 766727735]",Mittlere Beutau,secondary,30,False,False,52.663000000000004,2,"LINESTRING (9.3067888 48.746018, 9.3068511 48.7459221, 9.3068696 48.7458288, 9.3068504 48.7457504, 9.3068146 48.7456833, 9.3067026 48.7455829)",,,,
410089904,Beutauklinge,residential,20,False,False,46.818,,"LINESTRING (9.3064723 48.7463881, 9.3065994 48.7464641, 9.3066069 48.746561, 9.3066684 48.7467134, 9.3067008 48.7467621)",,,,
592426952,Mittlere Beutau,secondary,30,False,True,47.334999999999994,2,"LINESTRING (9.3064723 48.7463881, 9.3065769 48.7462891, 9.3067103 48.746124, 9.3067888 48.746018)",,,,
199924036,Geiselstraße,residential,30,False,True,21.11,,"LINESTRING (9.3056744 48.7441005, 9.3059614 48.7441155)",,,,
94166194,Untere Beutau,living_street,,False,False,218.02399999999997,,"LINESTRING (9.3056744 48.7441005, 9.3056418 48.74419, 9.3056291 48.7442371, 9.3056219 48.7442741, 9.3055976 48.744422, 9.3055628 48.7447818, 9.3055558 48.7448476, 9.3055558 48.7448989, 9.3055632 48.7449397, 9.3055829 48.7449841, 9.3056138 48.7450361, 9.3056517 48.7450777, 9.3056838 48.7451076, 9.3057373 48.7451436, 9.3058401 48.7452084, 9.3059957 48.7453053, 9.3061612 48.745423, 9.306315 48.7455322, 9.3064081 48.7455933, 9.3064637 48.7456301, 9.3065014 48.7456551, 9.3065165 48.74566, 9.3065343 48.7456613, 9.3065565 48.7456574, 9.3065765 48.745648, 9.3066033 48.7456328, 9.3066277 48.7456187, 9.3067026 48.7455829)",,,,
94166194,Untere Beutau,living_street,,False,True,60.044,,"LINESTRING (9.3056744 48.7441005, 9.3057472 48.7439385, 9.3057619 48.7435676)",,,,
"[4811331, 224106215]",Mittlere Beutau,living_street,,True,False,56.062999999999995,,"LINESTRING (9.3065865 48.7441696, 9.3066389 48.7440829, 9.3068425 48.7438473, 9.3069245 48.7437597, 9.3069499 48.743727)",,,,
23316364,Geiselstraße,living_street,,False,False,46.891999999999996,,"LINESTRING (9.3065865 48.7441696, 9.3065195 48.7441517, 9.3064659 48.7441423, 9.3064282 48.7441388, 9.3064026 48.7441378, 9.3063604 48.7441388, 9.3063137 48.7441438, 9.306262 48.744148, 9.3062292 48.7441463, 9.3061885 48.7441408, 9.3060701 48.7441184, 9.3059614 48.7441155)",,,,
23312956,Webergasse,residential,20,True,False,85.65299999999999,,"LINESTRING (9.3095742 48.7428058, 9.3096016 48.7428081, 9.3096503 48.7428127, 9.3097529 48.7428133, 9.3100507 48.7428107, 9.3101857 48.742814, 9.3103056 48.7428141, 9.310512 48.7428076, 9.3106342 48.7428021, 9.3107407 48.7427974)",,,,
611781710,Strohstraße,living_street,,False,True,40.735,,"LINESTRING (9.3095158 48.7412259, 9.3095429 48.7415918)",,,,
611781710,Strohstraße,living_street,,False,False,32.076,,"LINESTRING (9.3095158 48.7412259, 9.3094713 48.7410648, 9.3094542 48.7410144, 9.30944 48.7409867, 9.3094195 48.740945)",,,,
611781710,Strohstraße,living_street,,False,True,32.076,,"LINESTRING (9.3094195 48.740945, 9.30944 48.7409867, 9.3094542 48.7410144, 9.3094713 48.7410648, 9.3095158 48.7412259)",,,,
23184022,Landolinsgasse,residential,,True,False,72.102,,"LINESTRING (9.3107407 48.7427974, 9.3106397 48.7421524)",,,,
562273438,Landolinsplatz,residential,,False,True,13.465,,"LINESTRING (9.3107407 48.7427974, 9.3107588 48.7429179)",,,,
"[694012882, 23329044]",Landolinsplatz,residential,,True,False,55.972,,"LINESTRING (9.3107407 48.7427974, 9.310922 48.7427875, 9.3111298 48.7427691, 9.311375 48.7427519, 9.3114525 48.7428167)",,,,
4807765,Hauffstraße,residential,20,True,False,8.8,,"LINESTRING (9.3123962 48.7422695, 9.3123108 48.7423251)",,,,
23184017,Heugasse,residential,20,False,False,105.342,,"LINESTRING (9.3123962 48.7422695, 9.3122249 48.7421748, 9.3121884 48.7421417, 9.3121303 48.7420845, 9.3120918 48.742051, 9.3120466 48.7420239, 9.3120034 48.7420138, 9.3117701 48.7420031, 9.3115871 48.7419919, 9.3114854 48.7419853, 9.3113959 48.7419786, 9.3112805 48.7419691, 9.3112105 48.7419648, 9.3111315 48.7419594)",,,,
31626938,Wehrneckarstraße,residential,,False,True,47.03,,"LINESTRING (9.3066645 48.7399547, 9.306569 48.7400804, 9.306471 48.7401921, 9.3064067 48.7402601, 9.3063379 48.7403175)",,,,
31761728,Wehrneckarstraße,residential,20,True,False,137.88099999999997,,"LINESTRING (9.3066645 48.7399547, 9.3067489 48.7398184, 9.3068595 48.7396012, 9.3070339 48.7392858, 9.3070675 48.7392246, 9.3071098 48.7391637, 9.3071411 48.7391279, 9.3071908 48.7390858, 9.3072213 48.7390604, 9.3072581 48.7390354, 9.3073066 48.7390095, 9.30738 48.7389675, 9.3074437 48.7389373, 9.3075055 48.7389087, 9.3075299 48.7388868)",,,,
10419532,Maillestraße,secondary,50,True,False,13.042,2,"LINESTRING (9.3088922 48.739238, 9.3088993 48.7391208)",,,,
1250554953,Kiesstraße,secondary,50,True,False,26.290999999999997,2,"LINESTRING (9.3088922 48.739238, 9.3087133 48.739239, 9.3085349 48.7392253)",,,,
290577626,Kiesstraße,secondary,50,True,False,10.282,2,"LINESTRING (9.3088993 48.7391208, 9.3090395 48.7391193)",,,,
10419532,Maillestraße,secondary,50,True,False,54.761,2,"LINESTRING (9.3088993 48.7391208, 9.3089305 48.7387999, 9.3089354 48.7387496, 9.3089376 48.7386291)",,,,
"[224106216, 4811332, 169127821]",Obere Beutau,"['residential', 'living_street']",20,True,False,461.6380000000001,,"LINESTRING (9.309638 48.7471299, 9.3094965 48.7471038, 9.3093708 48.747077, 9.3092668 48.7470564, 9.3091718 48.7470334, 9.3090905 48.747009, 9.3090237 48.7469848, 9.30887 48.7469175, 9.3087597 48.7468567, 9.3086189 48.7467722, 9.3084917 48.7466885, 9.3084102 48.7466224, 9.3083506 48.7465706, 9.3082954 48.7465083, 9.3082506 48.7464476, 9.3081925 48.7463387, 9.3081503 48.7462363, 9.3081096 48.7461737, 9.3080558 48.746106, 9.3079799 48.7460305, 9.3078735 48.7459398, 9.307764 48.7458679, 9.3076606 48.7457946, 9.3075475 48.7456947, 9.3075035 48.7456407, 9.3073376 48.745425, 9.3072652 48.7453275, 9.3072337 48.7452771, 9.3072289 48.7452695, 9.3072124 48.7452432, 9.3071537 48.7451168, 9.3071457 48.7450972, 9.307097 48.7449773, 9.3070565 48.7448819, 9.3070191 48.7447883, 9.3069824 48.7447106, 9.3069009 48.7445639, 9.3068752 48.7444991, 9.3068681 48.744473, 9.3068651 48.7444388, 9.306871 48.7443994, 9.3069273 48.7442244, 9.3069371 48.7441737, 9.3069295 48.7441212, 9.3068825 48.7439802, 9.3068853 48.7438793, 9.3069063 48.7438505, 9.3069395 48.7438123, 9.3069523 48.7437884, 9.3069576 48.7437541, 9.3069499 48.743727)",,,,
24608218,Beutauklinge,residential,20,False,True,282.2759999999999,,"LINESTRING (9.309638 48.7471299, 9.309529 48.7472061, 9.309433 48.7472741, 9.3093851 48.7473109, 9.3093475 48.7473438, 9.3092988 48.7473948, 9.3092563 48.7474443, 9.3091872 48.7475381, 9.3091394 48.7476001, 9.3090952 48.7476275, 9.30903 48.7476358, 9.3089848 48.7476388, 9.3089413 48.747637, 9.3088469 48.7476282, 9.3087582 48.7476183, 9.3086407 48.7476068, 9.3084558 48.7475901, 9.3082913 48.7475737, 9.3082186 48.7475642, 9.3081637 48.7475544, 9.3080503 48.7475286, 9.3079724 48.7475071, 9.3079308 48.7474898, 9.3079082 48.7474749, 9.3078865 48.7474558, 9.3078618 48.7474204, 9.3078295 48.7473568, 9.3077941 48.747299, 9.3077716 48.7472613, 9.3077254 48.7472112, 9.3076723 48.7471658, 9.307603 48.7471202, 9.3075255 48.7470787, 9.3074366 48.7470354, 9.3072694 48.7469622, 9.3071154 48.7468979, 9.3069683 48.7468459, 9.3068169 48.7467982, 9.3067008 48.7467621)",,,,
23312956,Webergasse,residential,20,True,False,5.184,,"LINESTRING (9.3095047 48.7427974, 9.3095305 48.7427998, 9.3095742 48.7428058)",,,,
23736862,Hofstatt,residential,,False,True,18.686,,"LINESTRING (9.3086154 48.7415494, 9.3086768 48.7413863)",,,,
23312962,Milchstraße,residential,20,True,False,68.46600000000001,,"LINESTRING (9.3086154 48.7415494, 9.3087672 48.7415699, 9.308929 48.7415822, 9.3091943 48.7415998, 9.3093664 48.7416016, 9.3095429 48.7415918)",,,3,
78043851,Augustinerstraße,secondary,30,True,False,39.952,2,"LINESTRING (9.3070281 48.7434163, 9.3067769 48.7434329, 9.3067403 48.743436, 9.3064869 48.7434575)",,,,
17096027,Maillestraße,secondary,50,True,False,71.065,1,"LINESTRING (9.3090752 48.7386156, 9.3091497 48.7388717, 9.3091885 48.7389483, 9.3092257 48.7390061, 9.3092662 48.7390354, 9.3095157 48.7391403)",,L 1150,,
387155262,Maillestraße,secondary,50,True,False,56.07,3,"LINESTRING (9.3090752 48.7386156, 9.3090468 48.7390161, 9.3090395 48.7391193)",,,,
220151070,Kiesstraße,secondary,30,True,False,188.75599999999997,2,"LINESTRING (9.3095157 48.7391403, 9.3103345 48.7391903, 9.3111018 48.7392604, 9.3118922 48.7393488, 9.3119911 48.7393599, 9.3120638 48.7393722)",,,,
17096029,Ritterstraße,residential,,True,False,49.092999999999996,1,"LINESTRING (9.3095334 48.7392464, 9.3092663 48.7393014, 9.309152 48.7393383, 9.3090692 48.7393773, 9.3089773 48.7394642)",,,,
661603873,Kiesstraße,secondary,30,True,False,36.726,3,"LINESTRING (9.3095334 48.7392464, 9.309243 48.7392371, 9.3091632 48.7392345, 9.3090331 48.7392375)",,,,
10419529,Ritterstraße,residential,,True,False,17.213,1,"LINESTRING (9.3089773 48.7394642, 9.3088997 48.7396103)",,,,
10419531,Ritterstraße,residential,,True,False,34.211,2,"LINESTRING (9.30883 48.7395426, 9.3088777 48.7393591, 9.3088818 48.7393337, 9.3088922 48.739238)",,,,
17096030,Ritterstraße,residential,,True,False,43.744,1,"LINESTRING (9.30883 48.7395426, 9.3087851 48.7394782, 9.3087784 48.7393857, 9.3087272 48.7393294, 9.3086332 48.7392735, 9.3085349 48.7392253)",,,,
156260255,Kiesstraße,secondary,50,True,False,17.274,3,"LINESTRING (9.3085349 48.7392253, 9.3084142 48.7392061, 9.3083087 48.7391825)",,,,
220151058,Kiesstraße,secondary,50,True,False,26.241,1,"LINESTRING (9.3082257 48.7390419, 9.308378 48.7391171, 9.3083943 48.7391393, 9.3083933 48.739163, 9.3083656 48.7391793, 9.3083087 48.7391825)",,,,
1250554952,Kiesstraße,secondary,50,True,False,50.259,3,"LINESTRING (9.3082257 48.7390419, 9.3084191 48.7390757, 9.3085657 48.7390935, 9.3087698 48.7391122, 9.3088993 48.7391208)",,,,
4807774,Roßmarkt,residential,20,False,False,166.98,,"LINESTRING (9.3058511 48.740666, 9.3055312 48.740502, 9.3054084 48.7405806, 9.3048827 48.7408593, 9.3043737 48.7411276, 9.30406 48.7412627)",,,,
31626938,Wehrneckarstraße,residential,,False,False,52.792,,"LINESTRING (9.3058511 48.740666, 9.3059911 48.7405537, 9.3060348 48.7405274, 9.3062505 48.7403894, 9.3062903 48.7403584, 9.3063379 48.7403175)",,,,
31626938,Wehrneckarstraße,residential,,False,True,18.032,,"LINESTRING (9.3058511 48.740666, 9.3057904 48.7407155, 9.3057877 48.7407624, 9.3057797 48.7408137)",,,,
"[23192896, 23174412, 23174413, 23174414, 23192895]",Kesselwasen,residential,,False,True,128.12199999999999,,"LINESTRING (9.306262 48.7416637, 9.3060984 48.7416217, 9.3059804 48.741594, 9.3059582 48.7415832, 9.3059451 48.7415663, 9.3059398 48.741545, 9.3059394 48.7415111, 9.3059574 48.7414417, 9.3059718 48.7413951, 9.3059868 48.7413582, 9.3060427 48.7412903, 9.3061094 48.7412243, 9.306185 48.7411706, 9.3062076 48.7411454, 9.3062044 48.7411166, 9.306121 48.741043, 9.3060344 48.7409741, 9.3059933 48.740958, 9.3059023 48.7409069, 9.3057832 48.7408262, 9.3057797 48.7408137)",yes,,,
