osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,access,width
32301397,2,L 3247,Bahnhofstraße,secondary,False,False,72.219,"LINESTRING (10.6716692 50.6536139, 10.6714705 50.653501, 10.6709061 50.6531806)",,,,
314960154,3,L 3247,Oberhofer Straße,secondary,False,True,48.286,"LINESTRING (10.6716692 50.6536139, 10.6718609 50.6537195, 10.6721899 50.653896)",,,,
23294277,,,Hauptstraße,residential,False,True,135.826,"LINESTRING (10.6682516 50.6552978, 10.6686095 50.6552094, 10.669127 50.6551338, 10.6694771 50.6550862, 10.669982 50.6550173, 10.6701139 50.6549938)",,,,
27223092,,,Friedhofsweg,residential,False,False,83.32000000000001,"LINESTRING (10.6682516 50.6552978, 10.6682801 50.6553507, 10.6681621 50.6553985, 10.6678944 50.6554814, 10.6676127 50.6555509, 10.6672725 50.6556118)",,,,
117241459,,,Dürerstraße,residential,False,False,41.27,"LINESTRING (10.6712453 50.6575799, 10.6718059 50.6574729)",,,,
23221313,,,Blasiusstraße,residential,False,True,151.93099999999998,"LINESTRING (10.6712453 50.6575799, 10.671451 50.6579323, 10.6716077 50.6581537, 10.6718389 50.6584411, 10.6720204 50.6586883, 10.6721253 50.6588257)",,,,
117241459,,,Dürerstraße,residential,False,True,73.878,"LINESTRING (10.6712453 50.6575799, 10.6706015 50.6577596, 10.6702953 50.6578598)",,,,
232975705,,,Lerchenbergstraße,residential,False,False,247.223,"LINESTRING (10.6712453 50.6575799, 10.6711329 50.6570591, 10.6710603 50.6568504, 10.6714305 50.6567127, 10.6718613 50.6565169, 10.6720831 50.6564379, 10.6721777 50.6563392, 10.6722429 50.6563055, 10.6724528 50.6562298, 10.6725636 50.6561665, 10.6726187 50.6560839, 10.6729296 50.6560163)",,,,
232975705,,,Lerchenbergstraße,residential,False,True,247.223,"LINESTRING (10.6729296 50.6560163, 10.6726187 50.6560839, 10.6725636 50.6561665, 10.6724528 50.6562298, 10.6722429 50.6563055, 10.6721777 50.6563392, 10.6720831 50.6564379, 10.6718613 50.6565169, 10.6714305 50.6567127, 10.6710603 50.6568504, 10.6711329 50.6570591, 10.6712453 50.6575799)",,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,False,8.306000000000001,"LINESTRING (10.6702105 50.657808, 10.6702439 50.6578268, 10.6702953 50.6578598)",,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,True,45.266000000000005,"LINESTRING (10.6702105 50.657808, 10.6701429 50.6577699, 10.669915 50.6576777, 10.6696521 50.6576142)",,,,
628228128,,,Am Denkmal,residential,False,True,134.031,"LINESTRING (10.6702105 50.657808, 10.6699672 50.657899, 10.6697927 50.6579457, 10.6695996 50.657985, 10.6692751 50.6580435, 10.6692269 50.6581018, 10.6692623 50.6582206, 10.6692428 50.6582619, 10.6690969 50.6583313, 10.6688133 50.6584551)",,,,
23221313,,,Blasiusstraße,residential,False,False,151.93099999999998,"LINESTRING (10.6721253 50.6588257, 10.6720204 50.6586883, 10.6718389 50.6584411, 10.6716077 50.6581537, 10.671451 50.6579323, 10.6712453 50.6575799)",,,,
23221388,,,Carl-Reuß-Straße,residential,False,False,54.08,"LINESTRING (10.6721253 50.6588257, 10.6717101 50.6589405, 10.6714323 50.6590336)",,,,
23221388,,,Carl-Reuß-Straße,residential,False,True,56.093999999999994,"LINESTRING (10.6721253 50.6588257, 10.6725306 50.6587621, 10.6729025 50.6587184)",,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,True,10.563,"LINESTRING (10.6696521 50.6576142, 10.6695083 50.6575875)",,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,False,45.266,"LINESTRING (10.6696521 50.6576142, 10.669915 50.6576777, 10.6701429 50.6577699, 10.6702105 50.657808)",,,,
28002484,,,,living_street,False,False,136.959,"LINESTRING (10.6696521 50.6576142, 10.6695678 50.6577152, 10.6693495 50.657809, 10.66804 50.6582714)",,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,False,153.179,"LINESTRING (10.6702953 50.6578598, 10.670484 50.6580434, 10.671076 50.6586686, 10.6714323 50.6590336)",,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,True,8.306000000000001,"LINESTRING (10.6702953 50.6578598, 10.6702439 50.6578268, 10.6702105 50.657808)",,,,
117241459,,,Dürerstraße,residential,False,False,73.878,"LINESTRING (10.6702953 50.6578598, 10.6706015 50.6577596, 10.6712453 50.6575799)",,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,True,109.59100000000001,"LINESTRING (10.6722184 50.6598839, 10.6719992 50.6596431, 10.6714323 50.6590336)",,,,
23233901,,,Rodebachstraße,residential,False,True,118.71099999999998,"LINESTRING (10.6722184 50.6598839, 10.6718885 50.6599768, 10.6716107 50.660047, 10.6710822 50.6601804, 10.6706593 50.6602872)",,,,
1242840539,,,Rodebachstraße,residential,False,False,73.426,"LINESTRING (10.6722184 50.6598839, 10.6729569 50.6596854, 10.6731888 50.6596474)",,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,False,109.59100000000001,"LINESTRING (10.6714323 50.6590336, 10.6719992 50.6596431, 10.6722184 50.6598839)",,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,True,153.179,"LINESTRING (10.6714323 50.6590336, 10.671076 50.6586686, 10.670484 50.6580434, 10.6702953 50.6578598)",,,,
23221382,,,Straße der Freundschaft,residential,True,False,252.27100000000004,"LINESTRING (10.6714323 50.6590336, 10.6704922 50.6593376, 10.6703582 50.6593813, 10.6696739 50.6596042, 10.669461 50.6596736, 10.6693134 50.6597217, 10.6690125 50.6598179, 10.6689492 50.6598381, 10.6687994 50.6598863, 10.6686327 50.6599535, 10.6685842 50.6599755, 10.6685039 50.6600119, 10.6684208 50.6600564, 10.6683599 50.660094, 10.6683121 50.6601286)",,,,
23221388,,,Carl-Reuß-Straße,residential,False,True,54.08,"LINESTRING (10.6714323 50.6590336, 10.6717101 50.6589405, 10.6721253 50.6588257)",,,,
23221388,,,Carl-Reuß-Straße,residential,False,False,56.093999999999994,"LINESTRING (10.6729025 50.6587184, 10.6725306 50.6587621, 10.6721253 50.6588257)",,,,
23234097,,,Waldfriedenstraße,residential,False,False,105.25299999999999,"LINESTRING (10.6729025 50.6587184, 10.6729954 50.6590223, 10.6731888 50.6596474)",,,,
"[417042785, 23242222]",,,Böchershügel,residential,False,True,92.475,"LINESTRING (10.6729025 50.6587184, 10.6732194 50.6585622, 10.6737107 50.6582136, 10.673788 50.6582123, 10.6738774 50.658234)",,,yes,
23220614,,,Ernststraße,residential,True,False,79.899,"LINESTRING (10.6735287 50.6546524, 10.6734725 50.6546885, 10.673373 50.6547343, 10.6731379 50.6548203, 10.6725996 50.6550613)",,,,
32301040,3,L 3247,Oberhofer Straße,secondary,False,False,89.56899999999999,"LINESTRING (10.6735287 50.6546524, 10.6733519 50.6545419, 10.6725876 50.6541115)",,,,
314960159,2,L 3247,Oberhofer Straße,secondary,False,True,18.658,"LINESTRING (10.6735287 50.6546524, 10.6736575 50.6547264, 10.673699 50.6547498, 10.6737237 50.6547658)",50,,,
23210332,,,Amtsstraße,residential,False,False,66.948,"LINESTRING (10.6757967 50.6550911, 10.6757954 50.65514, 10.6758467 50.6551856, 10.6760871 50.6552646, 10.6762306 50.6553409, 10.6763269 50.6553931, 10.6763596 50.6554168, 10.6763833 50.6554434, 10.6763979 50.6554723, 10.6764007 50.6555063)",,,,
32137822,,,Amtsstraße,residential,False,False,159.15000000000003,"LINESTRING (10.6757967 50.6550911, 10.6755219 50.6550435, 10.6750647 50.655048, 10.6744692 50.6550384, 10.6740702 50.6548436, 10.6738393 50.6547332, 10.6737819 50.6547458, 10.6737237 50.6547658)",,,,
1242845610,,,Lange Wiese,residential,False,False,23.756,"LINESTRING (10.6757967 50.6550911, 10.6758644 50.655058, 10.6759386 50.655038, 10.6761026 50.6550076)",,,,
23234097,,,Waldfriedenstraße,residential,False,True,105.25299999999999,"LINESTRING (10.6731888 50.6596474, 10.6729954 50.6590223, 10.6729025 50.6587184)",,,,
1242840539,,,Rodebachstraße,residential,False,False,104.801,"LINESTRING (10.6731888 50.6596474, 10.6735693 50.659726, 10.6739287 50.6598428, 10.6740929 50.659909, 10.6741721 50.6599632, 10.6742742 50.6600331, 10.6743806 50.6601561)",,,,
1242840539,,,Rodebachstraße,residential,False,True,73.426,"LINESTRING (10.6731888 50.6596474, 10.6729569 50.6596854, 10.6722184 50.6598839)",,,,
23221047,,,Kleintiegel,residential,False,False,24.540999999999997,"LINESTRING (10.6768228 50.6556933, 10.6766251 50.6555776, 10.6765592 50.6555499)",,,,
23221047,,,Kleintiegel,residential,False,True,152.473,"LINESTRING (10.6768228 50.6556933, 10.6770481 50.6557901, 10.677761 50.6561637, 10.678494 50.6565624)",,,,
23242002,,,Gartenstraße,residential,False,True,173.964,"LINESTRING (10.6768228 50.6556933, 10.6768185 50.6558559, 10.6768402 50.6559425, 10.6768693 50.6560036, 10.6769442 50.6561161, 10.6770848 50.6561947, 10.6777709 50.6565247, 10.6783313 50.6565775, 10.678494 50.6565624)",,,destination,
"[760024185, 760024186, 23242022]",,,Klettswiese,residential,False,True,72.771,"LINESTRING (10.6752757 50.6578203, 10.6753386 50.6577756, 10.6754039 50.6577293, 10.6759632 50.6573321)",,yes,,
23220707,,,Heinrich-Ehrhardt-Straße,residential,True,False,101.382,"LINESTRING (10.6747424 50.6564898, 10.6747037 50.6564401, 10.6745442 50.6562399, 10.6745089 50.6562089, 10.6743633 50.6560808, 10.6740684 50.6559017, 10.6738293 50.6558103)",,,,
23242037,,,Oberzella,living_street,False,False,78.342,"LINESTRING (10.6747424 50.6564898, 10.6746464 50.656537, 10.6745762 50.6568468, 10.6743414 50.6571239)",,,,
"[314960141, 304376101, 304376102]",2,,Heinrich-Ehrhardt-Straße,residential,False,True,128.24,"LINESTRING (10.6747424 50.6564898, 10.6748347 50.6566141, 10.6749886 50.6567359, 10.6750446 50.6567797, 10.6752232 50.6569072, 10.6753229 50.6569637, 10.6759632 50.6573321)",,yes,,
23242037,,,Oberzella,living_street,False,False,98.734,"LINESTRING (10.6743414 50.6571239, 10.6741871 50.6573052, 10.6740842 50.6576678, 10.6740105 50.6579778)",,,,
23242037,,,Oberzella,living_street,False,True,78.34199999999998,"LINESTRING (10.6743414 50.6571239, 10.6745762 50.6568468, 10.6746464 50.656537, 10.6747424 50.6564898)",,,,
23242256,,,Gießereiweg,residential,False,False,109.63,"LINESTRING (10.6743414 50.6571239, 10.6744086 50.6571651, 10.6744777 50.6572289, 10.6744724 50.6573478, 10.6744661 50.6574192, 10.674467 50.6574804, 10.6745044 50.657573, 10.6745812 50.6576436, 10.6746273 50.65768, 10.6746841 50.6577169, 10.6748066 50.6577727, 10.6749182 50.6578168, 10.6750992 50.6578953)",,,,
23242037,,,Oberzella,living_street,False,False,29.993,"LINESTRING (10.6740105 50.6579778, 10.6738774 50.658234)",,,,
23242037,,,Oberzella,living_street,False,True,98.734,"LINESTRING (10.6740105 50.6579778, 10.6740842 50.6576678, 10.6741871 50.6573052, 10.6743414 50.6571239)",,,,
327309932,,,Hammerweg,residential,False,True,208.11399999999998,"LINESTRING (10.6740105 50.6579778, 10.6741705 50.6579912, 10.6747148 50.6579677, 10.6749105 50.6580816, 10.6751963 50.6582151, 10.6753822 50.6582783, 10.6755736 50.6583323, 10.675828 50.6583833, 10.6760797 50.6584229, 10.6765673 50.6585, 10.6767353 50.6585323)",,,,
23242037,,,Oberzella,living_street,False,True,29.993,"LINESTRING (10.6738774 50.658234, 10.6740105 50.6579778)",,,,
"[23242037, 23242278]",,,Oberzella,living_street,False,False,214.549,"LINESTRING (10.6738774 50.658234, 10.6738264 50.6584008, 10.6739121 50.658726, 10.6739036 50.6589851, 10.6740124 50.6592251, 10.6740924 50.6595929, 10.674138 50.6597264, 10.6742263 50.6598588, 10.6742753 50.6599032, 10.6742839 50.659911, 10.6743979 50.6599573, 10.6744853 50.6599699, 10.6745291 50.6599795, 10.6745703 50.6600007)",,,,
"[417042785, 23242222]",,,Böchershügel,residential,False,False,92.475,"LINESTRING (10.6738774 50.658234, 10.673788 50.6582123, 10.6737107 50.6582136, 10.6732194 50.6585622, 10.6729025 50.6587184)",,,yes,
23242275,,,Felsengasse,residential,False,False,124.194,"LINESTRING (10.6738774 50.658234, 10.6742759 50.6583385, 10.6744296 50.6583917, 10.6747717 50.6585242, 10.6749466 50.6585831, 10.6752146 50.6586319, 10.6754879 50.6586631)",,,,
23242275,,,Felsengasse,residential,False,True,124.194,"LINESTRING (10.6754879 50.6586631, 10.6752146 50.6586319, 10.6749466 50.6585831, 10.6747717 50.6585242, 10.6744296 50.6583917, 10.6742759 50.6583385, 10.6738774 50.658234)",,,,
23242315,,,Jägerstraße,residential,False,False,176.525,"LINESTRING (10.6761417 50.6601771, 10.6761167 50.6602668, 10.6760892 50.6605017, 10.6761441 50.6606291, 10.6762701 50.6607784, 10.6764739 50.6609783, 10.6768232 50.661301, 10.6771174 50.6615734)",30,,,
176364345,,,Friedensstraße,residential,False,False,174.11399999999998,"LINESTRING (10.6761417 50.6601771, 10.6768712 50.6603547, 10.6772531 50.6605039, 10.6776224 50.6607346, 10.6779822 50.6611311)",30,,,
176364345,,,Friedensstraße,residential,False,True,113.53000000000002,"LINESTRING (10.6761417 50.6601771, 10.6757128 50.6601006, 10.6754382 50.660053, 10.67486 50.6599962, 10.674747 50.6599861, 10.6746708 50.6599835, 10.6746099 50.6599899, 10.6745703 50.6600007)",30,,,
23242331,,,Waldweg,residential,False,False,78.324,"LINESTRING (10.6779822 50.6611311, 10.6771174 50.6615734)",30,,,
176364345,,,Friedensstraße,residential,False,True,174.11399999999998,"LINESTRING (10.6779822 50.6611311, 10.6776224 50.6607346, 10.6772531 50.6605039, 10.6768712 50.6603547, 10.6761417 50.6601771)",30,,,
23242331,,,Waldweg,residential,False,True,78.324,"LINESTRING (10.6771174 50.6615734, 10.6779822 50.6611311)",30,,,
23242315,,,Jägerstraße,residential,False,True,176.525,"LINESTRING (10.6771174 50.6615734, 10.6768232 50.661301, 10.6764739 50.6609783, 10.6762701 50.6607784, 10.6761441 50.6606291, 10.6760892 50.6605017, 10.6761167 50.6602668, 10.6761417 50.6601771)",30,,,
27223431,,,Dr.-Theodor-Neubauer-Straße,residential,False,True,36.824,"LINESTRING (10.6662109 50.6574036, 10.6665939 50.6571784)",30,,,
23221363,,,Ernst-Haeckel-Straße,residential,False,False,65.166,"LINESTRING (10.6662109 50.6574036, 10.6664707 50.6575343, 10.666769 50.6576694, 10.6669789 50.6577228)",,,,
25504522,,,Forstgasse,residential,False,False,60.205999999999996,"LINESTRING (10.668376 50.6539246, 10.6680251 50.6538806, 10.6678889 50.6538613, 10.6675407 50.6538121)",30,,,
25504523,,,Forstgasse,residential,True,False,175.862,"LINESTRING (10.668376 50.6539246, 10.668533 50.6539738, 10.6688371 50.6540746, 10.6692359 50.6541869, 10.6695718 50.6543038, 10.6697744 50.6544773, 10.6698367 50.6545146, 10.6699352 50.6545502, 10.6700683 50.6545825, 10.6704034 50.6546644, 10.6704369 50.6546763, 10.6704963 50.6547075)",30,,,
25504893,,,Forstgasse,residential,False,True,53.743,"LINESTRING (10.668376 50.6539246, 10.6685068 50.6538103, 10.6685773 50.6537672, 10.6686198 50.6537303, 10.668786 50.653521)",30,,,
25504522,,,Forstgasse,residential,False,True,60.205999999999996,"LINESTRING (10.6675407 50.6538121, 10.6678889 50.6538613, 10.6680251 50.6538806, 10.668376 50.6539246)",30,,,
25504898,,,Karl-Liebknecht-Platz,residential,False,False,18.035,"LINESTRING (10.668786 50.653521, 10.6685349 50.65349)",30,,,
25504893,,,Forstgasse,residential,False,False,53.742999999999995,"LINESTRING (10.668786 50.653521, 10.6686198 50.6537303, 10.6685773 50.6537672, 10.6685068 50.6538103, 10.668376 50.6539246)",30,,,
25504896,,,Schulgasse,residential,True,False,70.854,"LINESTRING (10.6697547 50.6536908, 10.668786 50.653521)",30,,,
25504505,,,Schulgasse,residential,True,False,126.05599999999998,"LINESTRING (10.6697547 50.6536908, 10.6700378 50.6541235, 10.6705235 50.6544204, 10.6707557 50.6546067)",,,,
462172107,,,Malzhügel,residential,False,False,41.426,"LINESTRING (10.6703316 50.6532773, 10.6699524 50.6535619)",30,,,
462172107,,,Malzhügel,residential,False,True,41.426,"LINESTRING (10.6699524 50.6535619, 10.6703316 50.6532773)",30,,,
308268938,,,Malzhügel,residential,True,False,19.992,"LINESTRING (10.6699524 50.6535619, 10.6699206 50.6535826, 10.6697547 50.6536908)",30,,,
25504891,,,Sommerauweg,residential,True,False,66.314,"LINESTRING (10.6694894 50.6530452, 10.6696944 50.6531163, 10.6702306 50.6532151, 10.6702976 50.6532354, 10.6703316 50.6532773)",,,,
25504898,,,Karl-Liebknecht-Platz,residential,False,True,18.035,"LINESTRING (10.6685349 50.65349, 10.668786 50.653521)",30,,,
23220706,,,Zellaer Markt,residential,True,False,27.579,"LINESTRING (10.6725264 50.6552117, 10.6724524 50.6553641, 10.6724318 50.6554092, 10.6723852 50.6554385)",,,,
25504928,,,Bohnengasse,residential,False,False,54.026,"LINESTRING (10.6725264 50.6552117, 10.6725482 50.6552155, 10.6728784 50.6552734, 10.6732793 50.6552824)",,,,
25504928,,,Bohnengasse,residential,False,False,20.203,"LINESTRING (10.6732793 50.6552824, 10.6735632 50.6553072)",,,,
25504929,,,Katzenbuckel,residential,False,False,96.151,"LINESTRING (10.6732793 50.6552824, 10.6734027 50.6550858, 10.6735178 50.6549498, 10.673555 50.6549264, 10.6736261 50.6549443, 10.6737153 50.6549736, 10.6737306 50.6550055, 10.6735734 50.655279, 10.6735632 50.6553072)",,,,
