osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,tunnel,maxspeed,bridge
159810388,,,Scheunenstraße,residential,False,True,173.509,"LINESTRING (11.6770825 51.702748, 11.6766971 51.7030931, 11.6758052 51.7037597, 11.6755061 51.7039625)",,,
"[479581293, 159813102]",,,"['Neue Torstraße', 'Markt']",residential,False,True,116.119,"LINESTRING (11.6770825 51.702748, 11.6771705 51.7028314, 11.6776298 51.703154, 11.6776475 51.7031927, 11.6773432 51.7034634, 11.6772655 51.7035994)",,,
159810273,,,Wörthe,residential,False,True,34.575,"LINESTRING (11.6785552 51.7021623, 11.6785038 51.7024716)",,,
133219270,,,Grabenstraße,residential,False,False,71.743,"LINESTRING (11.6785552 51.7021623, 11.6793063 51.7023458, 11.6794269 51.7023528, 11.6795372 51.7023388)",,,
159814196,,,Grabenstraße,residential,False,False,93.24,"LINESTRING (11.6785552 51.7021623, 11.6786733 51.7020207, 11.6787498 51.7019833, 11.678821 51.7019779, 11.6792235 51.7022044, 11.6794994 51.7023133, 11.6795372 51.7023388)",,,
133219270,,,Grabenstraße,residential,False,True,59.672000000000004,"LINESTRING (11.6785552 51.7021623, 11.6784084 51.7021466, 11.678154 51.7021177, 11.677696 51.7021077)",,,
133219270,,,Grabenstraße,residential,False,False,38.373,"LINESTRING (11.6795372 51.7023388, 11.6800039 51.7024386, 11.6800597 51.7024569)",,,
133219270,,,Grabenstraße,residential,False,True,71.743,"LINESTRING (11.6795372 51.7023388, 11.6794269 51.7023528, 11.6793063 51.7023458, 11.6785552 51.7021623)",,,
159814196,,,Grabenstraße,residential,False,True,93.24000000000001,"LINESTRING (11.6795372 51.7023388, 11.6794994 51.7023133, 11.6792235 51.7022044, 11.678821 51.7019779, 11.6787498 51.7019833, 11.6786733 51.7020207, 11.6785552 51.7021623)",,,
159810273,,,Wörthe,residential,False,False,21.64,"LINESTRING (11.6784257 51.7026601, 11.6785038 51.7024716)",,,
159810271,,,Wörthe,residential,False,True,75.698,"LINESTRING (11.6784257 51.7026601, 11.6782192 51.7026293, 11.6779081 51.7025762, 11.6773635 51.7024868)",,,
159810273,,,Wörthe,residential,False,True,67.14099999999999,"LINESTRING (11.6784257 51.7026601, 11.6782728 51.7028729, 11.6784928 51.7032178)",,,
159810273,,,Wörthe,residential,False,False,67.14099999999999,"LINESTRING (11.6784928 51.7032178, 11.6782728 51.7028729, 11.6784257 51.7026601)",,,
159810277,,,Burgstraße,residential,True,False,95.415,"LINESTRING (11.6784928 51.7032178, 11.6775005 51.7035606, 11.6774097 51.7035918, 11.6772655 51.7035994)",,,
479581293,,,Neue Torstraße,residential,False,False,47.979,"LINESTRING (11.6773635 51.7024868, 11.677696 51.7021077)",,,
479581293,,,Neue Torstraße,residential,False,True,34.908,"LINESTRING (11.6773635 51.7024868, 11.6770825 51.702748)",,,
159810271,,,Wörthe,residential,False,False,75.698,"LINESTRING (11.6773635 51.7024868, 11.6779081 51.7025762, 11.6782192 51.7026293, 11.6784257 51.7026601)",,,
"[479581293, 159813102]",,,"['Markt', 'Neue Torstraße']",residential,False,False,116.119,"LINESTRING (11.6772655 51.7035994, 11.6773432 51.7034634, 11.6776475 51.7031927, 11.6776298 51.703154, 11.6771705 51.7028314, 11.6770825 51.702748)",,,
159813102,,,Markt,residential,False,True,81.398,"LINESTRING (11.6772655 51.7035994, 11.6767832 51.7041042, 11.6767667 51.7041813, 11.6767896 51.7042474)",,,
133219270,,,Grabenstraße,residential,False,True,38.373,"LINESTRING (11.6800597 51.7024569, 11.6800039 51.7024386, 11.6795372 51.7023388)",,,
159810277,,,Burgstraße,residential,True,False,49.465,"LINESTRING (11.6800597 51.7024569, 11.6797867 51.7025973, 11.6794776 51.7027153)",,,
416560920,,,An der Kirche,residential,False,False,40.249,"LINESTRING (11.6757005 51.7044663, 11.6756483 51.7043905, 11.6756161 51.7043448, 11.6755977 51.7042587, 11.6756054 51.7041961, 11.6756543 51.704122)",,,
159810384,,,,residential,False,False,47.848,"LINESTRING (11.6755061 51.7039625, 11.6753015 51.7039425, 11.675048 51.7039068, 11.6748288 51.7038696)",,,
159810388,,,Scheunenstraße,residential,False,False,173.50900000000001,"LINESTRING (11.6755061 51.7039625, 11.6758052 51.7037597, 11.6766971 51.7030931, 11.6770825 51.702748)",,,
416560920,,,An der Kirche,residential,False,True,20.598,"LINESTRING (11.6755061 51.7039625, 11.6756101 51.7040539, 11.6756543 51.704122)",,,
"[159810274, 159810387]",,,Markt,residential,False,"[False, True]",67.529,"LINESTRING (11.6764609 51.7041178, 11.6761659 51.704272, 11.6760002 51.7042292, 11.6758165 51.704122, 11.6756543 51.704122)",,,
136116598,,,Gartenstraße,residential,False,False,272.376,"LINESTRING (11.6748288 51.7038696, 11.6751873 51.703684, 11.6755427 51.7034554, 11.6758659 51.7032019, 11.6761659 51.7029651, 11.6763808 51.7027431, 11.6767563 51.7023242, 11.6771382 51.7019062)",,,
136116598,,,Gartenstraße,residential,False,True,40.807,"LINESTRING (11.6748288 51.7038696, 11.6746872 51.7039369, 11.6743383 51.7040747)",,,
159810384,,,,residential,False,True,47.848,"LINESTRING (11.6748288 51.7038696, 11.675048 51.7039068, 11.6753015 51.7039425, 11.6755061 51.7039625)",,,
159814192,,,Mukrena,residential,False,False,108.29400000000001,"LINESTRING (11.6852705 51.7028957, 11.6853266 51.7028546, 11.6853618 51.7028121, 11.6854208 51.7026592, 11.6854691 51.702458, 11.6854463 51.702296, 11.6853832 51.7021638, 11.6852608 51.7019667)",,,
699162735,2,L 85,Mukrena,secondary,False,False,72.654,"LINESTRING (11.6852705 51.7028957, 11.6850851 51.7028122, 11.6847242 51.7027146, 11.6845456 51.7026446, 11.6843536 51.702578)",,,
187873281,,,Seilerweg,residential,False,False,120.492,"LINESTRING (11.6754148 51.7025818, 11.6761199 51.7018279, 11.6762264 51.7016262)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,False,20.141,"LINESTRING (11.6716637 51.6994234, 11.6713752 51.6993945)",,,
184067149,,,Neue Siedlung,residential,False,True,119.39,"LINESTRING (11.6716637 51.6994234, 11.6713125 51.7004748)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,True,134.36599999999999,"LINESTRING (11.6716637 51.6994234, 11.6727174 51.6995867, 11.6735569 51.6997121)",,,
184067149,,,Neue Siedlung,residential,False,False,119.39,"LINESTRING (11.6713125 51.7004748, 11.6716637 51.6994234)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,False,42.95,"LINESTRING (11.6778905 51.7003157, 11.6772834 51.7002284)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,True,32.713,"LINESTRING (11.6778905 51.7003157, 11.6783503 51.7003888)",,,
184068613,,,Pulverhofstraße,residential,False,False,84.789,"LINESTRING (11.6778905 51.7003157, 11.6782001 51.6996905, 11.6782613 51.6995888)",,,
136116594,,,Sonnenstraße,residential,True,False,127.739,"LINESTRING (11.6798138 51.6995692, 11.679663 51.6997552, 11.679514 51.7000231, 11.6795153 51.7001003, 11.6795414 51.7001758, 11.6796098 51.7003267, 11.6796047 51.700497, 11.6795297 51.7006665)",,,
424281161,,,Pulverhofstraße,residential,False,True,70.09100000000001,"LINESTRING (11.6798138 51.6995692, 11.6797066 51.6995552, 11.6794704 51.6995439, 11.6788027 51.6995823)",,,
187873287,,,Pulverhof,residential,False,False,64.703,"LINESTRING (11.6782613 51.6995888, 11.6773337 51.699499)",,,
424281161,,,Pulverhofstraße,residential,False,False,37.319,"LINESTRING (11.6782613 51.6995888, 11.6788027 51.6995823)",,,
184068613,,,Pulverhofstraße,residential,False,True,84.789,"LINESTRING (11.6782613 51.6995888, 11.6782001 51.6996905, 11.6778905 51.7003157)",,,
187873292,,,Pulverhof,residential,False,True,89.857,"LINESTRING (11.6782613 51.6995888, 11.6783008 51.6993706, 11.6773647 51.6992718)",,,
184068612,,,Kleine Gartenstraße,residential,False,False,94.799,"LINESTRING (11.6788027 51.6995823, 11.6784691 51.7004094)",,,
424281161,,,Pulverhofstraße,residential,False,True,37.319,"LINESTRING (11.6788027 51.6995823, 11.6782613 51.6995888)",,,
424281161,,,Pulverhofstraße,residential,False,False,70.091,"LINESTRING (11.6788027 51.6995823, 11.6794704 51.6995439, 11.6797066 51.6995552, 11.6798138 51.6995692)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,True,234.675,"LINESTRING (11.6735569 51.6997121, 11.6768801 51.7001725)",,,
100875804,,,Alte Siedlung,residential,False,True,93.117,"LINESTRING (11.6735569 51.6997121, 11.672986 51.7004711)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,False,134.36599999999999,"LINESTRING (11.6735569 51.6997121, 11.6727174 51.6995867, 11.6716637 51.6994234)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,False,8.502,"LINESTRING (11.6784691 51.7004094, 11.6783503 51.7003888)",,,
184068612,,,Kleine Gartenstraße,residential,False,True,94.799,"LINESTRING (11.6784691 51.7004094, 11.6788027 51.6995823)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,True,78.52799999999999,"LINESTRING (11.6784691 51.7004094, 11.6787512 51.7004666, 11.6795297 51.7006665)",,,
159810277,,,Burgstraße,residential,True,False,88.43100000000001,"LINESTRING (11.6794776 51.7027153, 11.6789546 51.7030375, 11.6784928 51.7032178)",,,
184252623,,,Wörthe,residential,False,True,72.465,"LINESTRING (11.6794776 51.7027153, 11.6786828 51.7025028, 11.6785038 51.7024716)",,,
159810273,,,Wörthe,residential,False,False,34.575,"LINESTRING (11.6785038 51.7024716, 11.6785552 51.7021623)",,,
159810273,,,Wörthe,residential,False,True,21.64,"LINESTRING (11.6785038 51.7024716, 11.6784257 51.7026601)",,,
184252623,,,Wörthe,residential,False,False,72.465,"LINESTRING (11.6785038 51.7024716, 11.6786828 51.7025028, 11.6794776 51.7027153)",,,
100875804,,,Alte Siedlung,residential,False,False,180.04500000000002,"LINESTRING (11.6711673 51.702937, 11.6712691 51.7028019, 11.6722895 51.7014748)",,,
141690644,,,Feldstraße,residential,False,False,196.803,"LINESTRING (11.6711673 51.702937, 11.6734772 51.7037611, 11.6736359 51.7038265)",,,
136098246,,,Breite,residential,False,True,28.879,"LINESTRING (11.6781462 51.6971189, 11.6782344 51.6973728)",,,
187873282,,,,residential,False,True,29.075,"LINESTRING (11.680138 51.6975674, 11.679736 51.6976467)",,,
187873282,,,,residential,False,False,29.075,"LINESTRING (11.679736 51.6976467, 11.680138 51.6975674)",,,
187873301,,,Gutstraße,residential,False,False,30.653,"LINESTRING (11.679736 51.6976467, 11.6793968 51.697825)",,,
187873290,,,Bachstraße,residential,False,False,23.499,"LINESTRING (11.6790928 51.6976816, 11.679362 51.6978113)",,,
187873290,,,Bachstraße,residential,False,True,68.741,"LINESTRING (11.6790928 51.6976816, 11.678507 51.6974387, 11.6782344 51.6973728)",,,
187873294,,,Finkenstraße,residential,False,True,60.041,"LINESTRING (11.6790928 51.6976816, 11.6789932 51.6977355, 11.6784363 51.6978366, 11.6782781 51.697844)",,,
187873290,,,Bachstraße,residential,False,True,23.499,"LINESTRING (11.679362 51.6978113, 11.6790928 51.6976816)",,,
362376577,,,Bergstraße,residential,False,True,2.841,"LINESTRING (11.679362 51.6978113, 11.6793968 51.697825)",,,
329518923,,,Bachstraße,residential,False,False,50.016,"LINESTRING (11.679362 51.6978113, 11.6793093 51.698005, 11.6789872 51.698161)",,,
136098246,,,Breite,residential,False,True,22.408,"LINESTRING (11.6782781 51.697844, 11.6782357 51.6980438)",,,
136098246,,,Breite,residential,False,False,52.650999999999996,"LINESTRING (11.6782781 51.697844, 11.6782912 51.6977117, 11.6782843 51.6976169, 11.6782344 51.6973728)",,,
187873294,,,Finkenstraße,residential,False,False,60.041,"LINESTRING (11.6782781 51.697844, 11.6784363 51.6978366, 11.6789932 51.6977355, 11.6790928 51.6976816)",,,
187873285,,,Georgenstraße,residential,False,True,55.673,"LINESTRING (11.6831708 51.6987826, 11.6832685 51.6982856)",,,
187873287,,,Pulverhof,residential,False,True,64.703,"LINESTRING (11.6773337 51.699499, 11.6782613 51.6995888)",,,
136116600,,,Karl-Trimpler-Straße,residential,False,False,25.354,"LINESTRING (11.6773337 51.699499, 11.6773602 51.6993048, 11.6773647 51.6992718)",,,
136116600,,,Karl-Trimpler-Straße,residential,False,True,81.334,"LINESTRING (11.6773337 51.699499, 11.6772725 51.6999467, 11.6772665 51.7000925, 11.6772834 51.7002284)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,False,234.675,"LINESTRING (11.6768801 51.7001725, 11.6735569 51.6997121)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,True,28.48,"LINESTRING (11.6768801 51.7001725, 11.6772834 51.7002284)",,,
187873281,,,Seilerweg,residential,False,True,112.672,"LINESTRING (11.6768801 51.7001725, 11.6764536 51.7011507)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,False,32.713,"LINESTRING (11.6783503 51.7003888, 11.6778905 51.7003157)",,,
26185180,2,L 85,Sanderslebener Straße,secondary,False,True,8.502,"LINESTRING (11.6783503 51.7003888, 11.6784691 51.7004094)",,,
187873302,,,Kleine Gartenstraße,residential,False,False,139.391,"LINESTRING (11.6783503 51.7003888, 11.6781768 51.7008762, 11.6781905 51.7009677, 11.6782616 51.7010541, 11.6787866 51.7015167)",,,
187873302,,,Kleine Gartenstraße,residential,False,False,51.037,"LINESTRING (11.6787866 51.7015167, 11.6788839 51.7015927, 11.678908 51.7016476, 11.6788745 51.7016908, 11.6788007 51.7016974, 11.6787283 51.701665, 11.6787283 51.7016027, 11.6787866 51.7015167)",,,
187873302,,,Kleine Gartenstraße,residential,False,True,51.03699999999999,"LINESTRING (11.6787866 51.7015167, 11.6787283 51.7016027, 11.6787283 51.701665, 11.6788007 51.7016974, 11.6788745 51.7016908, 11.678908 51.7016476, 11.6788839 51.7015927, 11.6787866 51.7015167)",,,
187873302,,,Kleine Gartenstraße,residential,False,True,139.39100000000002,"LINESTRING (11.6787866 51.7015167, 11.6782616 51.7010541, 11.6781905 51.7009677, 11.6781768 51.7008762, 11.6783503 51.7003888)",,,
"[159810272, 479581297]",,,"['Markt', 'Fischerstraße']",residential,False,False,361.019,"LINESTRING (11.6767896 51.7042474, 11.6769089 51.7041857, 11.6774514 51.7040191, 11.6776172 51.7039727, 11.6778311 51.7038884, 11.6783113 51.7036671, 11.6785644 51.7035413, 11.6788533 51.7034624, 11.6792802 51.7033781, 11.6797 51.7031231, 11.6799412 51.7029661, 11.6801324 51.7028208, 11.6801577 51.7028016, 11.6802267 51.7027492, 11.68034 51.7026648, 11.6805845 51.7024826, 11.6806519 51.7024214, 11.6807315 51.702307, 11.6807613 51.7022566)",,,
"[159810272, 54166538]",,,"['Markt', 'Mühlstraße']",residential,False,True,227.836,"LINESTRING (11.6767896 51.7042474, 11.6767676 51.7042619, 11.6764348 51.7044491, 11.6763668 51.7044906, 11.6759974 51.704712, 11.6757901 51.7048426, 11.6755553 51.7049907, 11.6753033 51.7051111, 11.675087 51.7052001, 11.6749626 51.7052494, 11.6745731 51.7053909, 11.6742392 51.705536)",,,
159813102,,,Markt,residential,False,False,81.398,"LINESTRING (11.6767896 51.7042474, 11.6767667 51.7041813, 11.6767832 51.7041042, 11.6772655 51.7035994)",,,
330696749,,,,residential,False,False,47.72,"LINESTRING (11.6768701 51.7017844, 11.6762264 51.7016262)",,,
330696749,,,,residential,False,True,22.548,"LINESTRING (11.6768701 51.7017844, 11.6771702 51.7018652)",,,
330697046,,,,residential,False,False,58.47,"LINESTRING (11.6768701 51.7017844, 11.6768615 51.7016359, 11.6762891 51.7015076)",,,
187873281,,,Seilerweg,residential,False,False,13.878,"LINESTRING (11.6762264 51.7016262, 11.6762891 51.7015076)",,,
330696749,,,,residential,False,True,47.72,"LINESTRING (11.6762264 51.7016262, 11.6768701 51.7017844)",,,
187873281,,,Seilerweg,residential,False,True,120.492,"LINESTRING (11.6762264 51.7016262, 11.6761199 51.7018279, 11.6754148 51.7025818)",,,
187873281,,,Seilerweg,residential,False,False,41.273,"LINESTRING (11.6762891 51.7015076, 11.6764536 51.7011507)",,,
187873281,,,Seilerweg,residential,False,True,13.878,"LINESTRING (11.6762891 51.7015076, 11.6762264 51.7016262)",,,
330697046,,,,residential,False,True,58.47,"LINESTRING (11.6762891 51.7015076, 11.6768615 51.7016359, 11.6768701 51.7017844)",,,
136116597,,,Poststraße,residential,False,True,5.064,"LINESTRING (11.6771702 51.7018652, 11.6771382 51.7019062)",,,
330696749,,,,residential,False,False,22.548,"LINESTRING (11.6771702 51.7018652, 11.6768701 51.7017844)",,,
136116597,,,Poststraße,residential,False,False,184.911,"LINESTRING (11.6771702 51.7018652, 11.6771726 51.701857, 11.6771758 51.7018463, 11.6774538 51.7009124, 11.6774523 51.7008358, 11.6773837 51.700482, 11.6772834 51.7002284)",,,
187873301,,,Gutstraße,residential,False,True,30.653,"LINESTRING (11.6793968 51.697825, 11.679736 51.6976467)",,,
362376577,,,Bergstraße,residential,False,False,2.841,"LINESTRING (11.6793968 51.697825, 11.679362 51.6978113)",,,
"[362376576, 362376577]",,,Bergstraße,residential,False,True,8.879,"LINESTRING (11.6793968 51.697825, 11.6794424 51.697843, 11.6794944 51.6978763)",,,yes
"[362376576, 362376577]",,,Bergstraße,residential,False,False,8.879,"LINESTRING (11.6794944 51.6978763, 11.6794424 51.697843, 11.6793968 51.697825)",,,yes
187873275,,,Schäferberg,residential,False,True,166.11,"LINESTRING (11.6810738 51.7006751, 11.681067 51.7005709, 11.6811235 51.7003692, 11.6811497 51.700341, 11.6811839 51.7003268, 11.6814112 51.7003035, 11.6816091 51.7002476, 11.6816588 51.7002196, 11.6816749 51.7001397, 11.6816485 51.7000257, 11.6816091 51.6999849, 11.6810429 51.6997767, 11.6809627 51.6997011, 11.6809841 51.6996366)",,,
128681172,,,Lehmstraße,residential,False,False,134.018,"LINESTRING (11.6737091 51.7051443, 11.6736976 51.7049754, 11.6736673 51.7047829, 11.6737291 51.7046568, 11.6738394 51.704545, 11.6743255 51.7041848, 11.6743383 51.7040747)",,,
128681172,,,Lehmstraße,residential,False,True,59.169,"LINESTRING (11.6737091 51.7051443, 11.6738373 51.7053311, 11.6739258 51.7054325, 11.6740049 51.7055164, 11.6741243 51.7056066)",,,
564217645,,,Lehmstraße,residential,False,False,56.111000000000004,"LINESTRING (11.6737091 51.7051443, 11.6734935 51.7049937, 11.6732747 51.7047224)",,,
564217645,,,Lehmstraße,residential,False,True,56.111000000000004,"LINESTRING (11.6732747 51.7047224, 11.6734935 51.7049937, 11.6737091 51.7051443)",,,
141690646,,,Schulplatz,residential,False,False,14.976,"LINESTRING (11.6741443 51.704014, 11.6743383 51.7040747)",,,
141690646,,,Schulplatz,residential,False,True,40.768,"LINESTRING (11.6741443 51.704014, 11.6736359 51.7038265)",,,
691639868,,,Schulplatz,residential,False,True,59.9,"LINESTRING (11.6741443 51.704014, 11.6745345 51.7035971, 11.6746166 51.7036222)",,,
691639868,,,Schulplatz,residential,False,False,59.9,"LINESTRING (11.6746166 51.7036222, 11.6745345 51.7035971, 11.6741443 51.704014)",,,
117406698,,,Mukrena,residential,False,True,107.50000000000001,"LINESTRING (11.6856106 51.7031786, 11.6855532 51.7032118, 11.6854258 51.7033132, 11.6853601 51.7033772, 11.6852595 51.7035376, 11.685183 51.7035783, 11.6850664 51.7035866, 11.6849698 51.7035708, 11.6847961 51.7035275, 11.6846184 51.7034478, 11.6844975 51.7033935)",,,
699162483,,,Mukrena,residential,False,False,74.615,"LINESTRING (11.6856106 51.7031786, 11.6854446 51.7031503, 11.6852561 51.7031402, 11.6850181 51.7031361, 11.6848545 51.7031469, 11.684719 51.7031744, 11.6845601 51.7032216)",,,
