osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,width,bridge
849899432,Markt,residential,False,False,273.212,"LINESTRING (13.0446495 51.7322358, 13.0447905 51.7321819, 13.0449523 51.7321482, 13.0454206 51.732027, 13.0457872 51.7319147, 13.0460063 51.7318205, 13.0461665 51.7317347, 13.0463357 51.7316285, 13.0466613 51.7314241, 13.0473128 51.7309935, 13.0477073 51.7307315)",,,50,yes,8,
27708929,Züllsdorfer Straße,residential,False,True,167.55,"LINESTRING (13.0418938 51.7299241, 13.0419291 51.7298926, 13.0420299 51.7297959, 13.0431417 51.7288194, 13.0433103 51.7287002)",,,,,,
442854916,Torgauer Straße,secondary,False,False,201.704,"LINESTRING (13.0418938 51.7299241, 13.0424212 51.7301395, 13.0427248 51.7302758, 13.0429414 51.7304224, 13.0431667 51.7305985, 13.0433486 51.7308868, 13.0435928 51.7313186)",2,L 113,50,,,
23234801,Baderei,residential,False,False,168.022,"LINESTRING (13.0477073 51.7307315, 13.0478172 51.7306765, 13.0479377 51.7306422, 13.0480702 51.7306403, 13.0483465 51.7306925, 13.0487408 51.730744, 13.0489095 51.7307459, 13.049358 51.7307199, 13.049523 51.730685, 13.0498226 51.7305199, 13.0499493 51.7304739)",,,,,,
"[23235011, 357252580, 1160402838]",Schloßstraße,residential,False,False,237.269,"LINESTRING (13.0477073 51.7307315, 13.0476377 51.7306551, 13.0475673 51.7305846, 13.0474905 51.7305152, 13.047424 51.7304486, 13.047315 51.7303839, 13.0472411 51.730348, 13.0471294 51.7303018, 13.0469864 51.7302495, 13.0466849 51.7301109, 13.0460329 51.7298221, 13.0460017 51.7298072, 13.0459231 51.7297697, 13.0457198 51.7296857, 13.045028 51.7294343)",2,,30,,5,yes
24806478,Holzdorfer Straße,residential,False,False,175.10600000000002,"LINESTRING (13.0477073 51.7307315, 13.0480805 51.7310063, 13.0481845 51.7311187, 13.0484402 51.7313372, 13.0485877 51.7314171, 13.0487182 51.7314564, 13.0489769 51.7314893, 13.04945 51.7315332, 13.0496844 51.7315314)",2,,,,,
849899432,Markt,residential,False,True,273.21200000000005,"LINESTRING (13.0477073 51.7307315, 13.0473128 51.7309935, 13.0466613 51.7314241, 13.0463357 51.7316285, 13.0461665 51.7317347, 13.0460063 51.7318205, 13.0457872 51.7319147, 13.0454206 51.732027, 13.0449523 51.7321482, 13.0447905 51.7321819, 13.0446495 51.7322358)",,,50,yes,8,
24806477,Jahnstraße,residential,False,True,119.50800000000001,"LINESTRING (13.0496844 51.7315314, 13.0497004 51.7314338, 13.0498382 51.7310047, 13.0499111 51.7308089, 13.0499678 51.730563, 13.0499493 51.7304739)",,,,,,
24806478,Holzdorfer Straße,residential,False,False,133.03,"LINESTRING (13.0496844 51.7315314, 13.0498787 51.7318704, 13.050138 51.7324851, 13.0502056 51.732682)",2,,,,,
24806478,Holzdorfer Straße,residential,False,True,175.106,"LINESTRING (13.0496844 51.7315314, 13.04945 51.7315332, 13.0489769 51.7314893, 13.0487182 51.7314564, 13.0485877 51.7314171, 13.0484402 51.7313372, 13.0481845 51.7311187, 13.0480805 51.7310063, 13.0477073 51.7307315)",2,,,,,
23234801,Baderei,residential,False,True,168.02200000000002,"LINESTRING (13.0499493 51.7304739, 13.0498226 51.7305199, 13.049523 51.730685, 13.049358 51.7307199, 13.0489095 51.7307459, 13.0487408 51.730744, 13.0483465 51.7306925, 13.0480702 51.7306403, 13.0479377 51.7306422, 13.0478172 51.7306765, 13.0477073 51.7307315)",,,,,,
24806477,Jahnstraße,residential,False,False,119.508,"LINESTRING (13.0499493 51.7304739, 13.0499678 51.730563, 13.0499111 51.7308089, 13.0498382 51.7310047, 13.0497004 51.7314338, 13.0496844 51.7315314)",,,,,,
357252579,Schloßstraße,residential,False,False,144.367,"LINESTRING (13.045028 51.7294343, 13.0442645 51.7291327, 13.0435115 51.7288377, 13.0433103 51.7287002)",2,,30,,,
"[23235011, 357252580, 1160402838]",Schloßstraße,residential,False,True,237.26899999999998,"LINESTRING (13.045028 51.7294343, 13.0457198 51.7296857, 13.0459231 51.7297697, 13.0460017 51.7298072, 13.0460329 51.7298221, 13.0466849 51.7301109, 13.0469864 51.7302495, 13.0471294 51.7303018, 13.0472411 51.730348, 13.047315 51.7303839, 13.047424 51.7304486, 13.0474905 51.7305152, 13.0475673 51.7305846, 13.0476377 51.7306551, 13.0477073 51.7307315)",2,,30,,5,yes
442854916,Torgauer Straße,secondary,False,False,21.314,"LINESTRING (13.0435928 51.7313186, 13.043706 51.731497)",2,L 113,50,,,
28365759,Torgauer Straße,residential,False,False,96.88700000000001,"LINESTRING (13.0435928 51.7313186, 13.0440749 51.7311461, 13.0446264 51.7309449, 13.0448057 51.7308772)",,,,,,
442854916,Torgauer Straße,secondary,False,True,201.70400000000004,"LINESTRING (13.0435928 51.7313186, 13.0433486 51.7308868, 13.0431667 51.7305985, 13.0429414 51.7304224, 13.0427248 51.7302758, 13.0424212 51.7301395, 13.0418938 51.7299241)",2,L 113,50,,,
28365759,Torgauer Straße,residential,False,True,96.887,"LINESTRING (13.0448057 51.7308772, 13.0446264 51.7309449, 13.0440749 51.7311461, 13.0435928 51.7313186)",,,,,,
28365762,Hinterstraße,residential,False,True,323.12700000000007,"LINESTRING (13.0490575 51.733705, 13.0487446 51.7337409, 13.0483559 51.7338307, 13.0471353 51.7341696, 13.046469 51.7343431, 13.0454994 51.7345477, 13.0453516 51.7345675, 13.0452131 51.7345861, 13.0450831 51.7345841, 13.0449365 51.7345439, 13.0448493 51.7344961, 13.0447256 51.7344198)",,,,,,
54369607,Gasse,residential,False,False,69.191,"LINESTRING (13.0490575 51.733705, 13.0490331 51.7336701, 13.0486804 51.7331748, 13.048648 51.7331369)",,,,,,
943540699,Mühlenstraße,secondary,False,False,34.019,"LINESTRING (13.0426672 51.7360367, 13.0424159 51.7363001)",2,L 113,50,,,
943540699,Mühlenstraße,secondary,False,True,100.243,"LINESTRING (13.0426672 51.7360367, 13.0431158 51.7356088, 13.0434749 51.7352868)",2,L 113,50,,,
442854916,Torgauer Straße,secondary,False,True,21.314,"LINESTRING (13.043706 51.731497, 13.0435928 51.7313186)",2,L 113,50,,,
28366037,Friedensstraße,residential,False,False,224.063,"LINESTRING (13.043706 51.731497, 13.0435192 51.7315613, 13.042958 51.7316846, 13.0425609 51.7317793, 13.0422124 51.7319012, 13.0415672 51.7321661, 13.0408691 51.7324604)",,,,,,
442854916,Torgauer Straße,secondary,False,False,105.865,"LINESTRING (13.043706 51.731497, 13.0438013 51.7316441, 13.0439743 51.731787, 13.0440413 51.7318385, 13.0444346 51.7320771, 13.044538 51.7321401, 13.0446495 51.7322358)",2,L 113,50,,,
28366037,Friedensstraße,residential,False,False,41.209,"LINESTRING (13.0408691 51.7324604, 13.0403935 51.7326853)",,,,,,
28366037,Friedensstraße,residential,False,True,224.06300000000002,"LINESTRING (13.0408691 51.7324604, 13.0415672 51.7321661, 13.0422124 51.7319012, 13.0425609 51.7317793, 13.042958 51.7316846, 13.0435192 51.7315613, 13.043706 51.731497)",,,,,,
28366042,Ackerstraße,residential,False,True,299.79,"LINESTRING (13.0408691 51.7324604, 13.0419676 51.7331569, 13.0420806 51.7332286, 13.0424945 51.73358, 13.0425543 51.73365, 13.0425942 51.7337199, 13.0426074 51.7337981, 13.0426074 51.7338721, 13.0425809 51.7339338, 13.042541 51.7339832, 13.0424879 51.7340367, 13.0415844 51.7344564)",,,,,,
28366047,Weg zum Schlößchen,residential,False,True,41.374,"LINESTRING (13.0398653 51.7328626, 13.0403935 51.7326853)",,,,,,
28366049,Ulmenstraße,residential,False,True,14.516,"LINESTRING (13.0398653 51.7328626, 13.0400027 51.7329616)",,,,,,
28366047,Weg zum Schlößchen,residential,False,False,111.37899999999999,"LINESTRING (13.0398653 51.7328626, 13.0395078 51.7329919, 13.0389824 51.7330962, 13.0383619 51.7332194)",,,,,,
28366040,Otto-Heintze-Straße,residential,False,False,141.835,"LINESTRING (13.0432519 51.7333907, 13.0439029 51.7331645, 13.0444676 51.7330122, 13.0451184 51.7328573)",,,,,,
28366372,Rosenweg,residential,False,False,95.455,"LINESTRING (13.0379583 51.7361073, 13.0383283 51.7369346)",,,,,,
"[28366041, 28366053]",Hofbreite,residential,False,False,105.955,"LINESTRING (13.0379583 51.7361073, 13.0367274 51.7365086, 13.0366001 51.7365549)",,,,,,
28366041,Hofbreite,residential,False,True,80.157,"LINESTRING (13.0379583 51.7361073, 13.0384013 51.7359625, 13.0389302 51.7357148)",,,,,,
28366041,Hofbreite,residential,False,True,36.184,"LINESTRING (13.0389302 51.7357148, 13.039341 51.7355119)",,,,,,
28366051,Betgestraße,residential,False,False,203.491,"LINESTRING (13.0389302 51.7357148, 13.0379855 51.7339808)",,,,,,
28366041,Hofbreite,residential,False,False,80.157,"LINESTRING (13.0389302 51.7357148, 13.0384013 51.7359625, 13.0379583 51.7361073)",,,,,,
28366041,Hofbreite,residential,False,False,36.184,"LINESTRING (13.039341 51.7355119, 13.0389302 51.7357148)",,,,,,
28366041,Hofbreite,residential,False,True,93.372,"LINESTRING (13.039341 51.7355119, 13.0404177 51.7350015)",,,,,,
28366061,Verler Weg,residential,False,False,148.281,"LINESTRING (13.039341 51.7355119, 13.0398652 51.7359903, 13.0398409 51.7360857, 13.0397654 51.736196, 13.0398178 51.7363222, 13.0400365 51.7367078)",,,,,,
28366041,Hofbreite,residential,False,False,93.372,"LINESTRING (13.0404177 51.7350015, 13.039341 51.7355119)",,,,,,
28366042,Ackerstraße,residential,False,False,100.642,"LINESTRING (13.0404177 51.7350015, 13.0415844 51.7344564)",,,,,,
28366044,Feldstraße,residential,False,False,195.693,"LINESTRING (13.0404177 51.7350015, 13.0387669 51.733569)",,,,,,
28366044,Feldstraße,residential,False,True,204.554,"LINESTRING (13.0404177 51.7350015, 13.0414734 51.7359477, 13.0415445 51.7360115, 13.0424159 51.7363001)",,,,,,
28366042,Ackerstraße,residential,False,True,100.642,"LINESTRING (13.0415844 51.7344564, 13.0404177 51.7350015)",,,,,,
28366049,Ulmenstraße,residential,False,False,198.725,"LINESTRING (13.0415844 51.7344564, 13.0400027 51.7329616)",,,,,,
28366042,Ackerstraße,residential,False,False,299.78999999999996,"LINESTRING (13.0415844 51.7344564, 13.0424879 51.7340367, 13.042541 51.7339832, 13.0425809 51.7339338, 13.0426074 51.7338721, 13.0426074 51.7337981, 13.0425942 51.7337199, 13.0425543 51.73365, 13.0424945 51.73358, 13.0420806 51.7332286, 13.0419676 51.7331569, 13.0408691 51.7324604)",,,,,,
943540699,Mühlenstraße,secondary,False,True,34.019,"LINESTRING (13.0424159 51.7363001, 13.0426672 51.7360367)",2,L 113,50,,,
28366044,Feldstraße,residential,False,False,204.554,"LINESTRING (13.0424159 51.7363001, 13.0415445 51.7360115, 13.0414734 51.7359477, 13.0404177 51.7350015)",,,,,,
28366044,Feldstraße,residential,False,True,195.693,"LINESTRING (13.0387669 51.733569, 13.0404177 51.7350015)",,,,,,
28366046,Lochauer Straße,residential,False,False,108.648,"LINESTRING (13.0387669 51.733569, 13.0400027 51.7329616)",,,,,,
28366046,Lochauer Straße,residential,False,True,70.657,"LINESTRING (13.0387669 51.733569, 13.0379855 51.7339808)",,,,,,
28366052,Feldstraße,residential,False,False,47.844,"LINESTRING (13.0387669 51.733569, 13.0383619 51.7332194)",,,,,,
28366052,Feldstraße,residential,False,True,47.844,"LINESTRING (13.0383619 51.7332194, 13.0387669 51.733569)",,,,,,
"[28366048, 28366047]",Weg zum Schlößchen,residential,False,False,367.936,"LINESTRING (13.0383619 51.7332194, 13.038002 51.7332908, 13.0372978 51.7334307, 13.0357997 51.7337281, 13.0357522 51.7337762, 13.0357528 51.7338364, 13.0358896 51.7341596, 13.0363908 51.7352059, 13.0364494 51.7352359, 13.0365356 51.7352346)",,,,,,
28366047,Weg zum Schlößchen,residential,False,True,111.379,"LINESTRING (13.0383619 51.7332194, 13.0389824 51.7330962, 13.0395078 51.7329919, 13.0398653 51.7328626)",,,,,,
28366046,Lochauer Straße,residential,False,False,173.881,"LINESTRING (13.0365356 51.7352346, 13.0370137 51.7346374, 13.037094 51.7345488, 13.0371931 51.7344605, 13.0372928 51.7343782, 13.0376346 51.7341679, 13.0379855 51.7339808)",,,,,,
"[28366048, 28366047]",Weg zum Schlößchen,residential,False,True,367.9359999999999,"LINESTRING (13.0365356 51.7352346, 13.0364494 51.7352359, 13.0363908 51.7352059, 13.0358896 51.7341596, 13.0357528 51.7338364, 13.0357522 51.7337762, 13.0357997 51.7337281, 13.0372978 51.7334307, 13.038002 51.7332908, 13.0383619 51.7332194)",,,,,,
28366037,Friedensstraße,residential,False,True,41.209,"LINESTRING (13.0403935 51.7326853, 13.0408691 51.7324604)",,,,,,
28366047,Weg zum Schlößchen,residential,False,False,41.374,"LINESTRING (13.0403935 51.7326853, 13.0398653 51.7328626)",,,,,,
28366046,Lochauer Straße,residential,False,True,40.976,"LINESTRING (13.0403935 51.7326853, 13.0400963 51.7329135, 13.0400027 51.7329616)",,,,,,
28366046,Lochauer Straße,residential,False,True,108.648,"LINESTRING (13.0400027 51.7329616, 13.0387669 51.733569)",,,,,,
28366049,Ulmenstraße,residential,False,False,14.516,"LINESTRING (13.0400027 51.7329616, 13.0398653 51.7328626)",,,,,,
28366049,Ulmenstraße,residential,False,True,198.725,"LINESTRING (13.0400027 51.7329616, 13.0415844 51.7344564)",,,,,,
28366046,Lochauer Straße,residential,False,False,40.976,"LINESTRING (13.0400027 51.7329616, 13.0400963 51.7329135, 13.0403935 51.7326853)",,,,,,
28366046,Lochauer Straße,residential,False,False,70.657,"LINESTRING (13.0379855 51.7339808, 13.0387669 51.733569)",,,,,,
28366051,Betgestraße,residential,False,True,203.491,"LINESTRING (13.0379855 51.7339808, 13.0389302 51.7357148)",,,,,,
28366046,Lochauer Straße,residential,False,True,173.881,"LINESTRING (13.0379855 51.7339808, 13.0376346 51.7341679, 13.0372928 51.7343782, 13.0371931 51.7344605, 13.037094 51.7345488, 13.0370137 51.7346374, 13.0365356 51.7352346)",,,,,,
28366058,Verler Weg,residential,False,True,58.294,"LINESTRING (13.0400365 51.7367078, 13.0408503 51.7365634)",,,,,,
28366061,Verler Weg,residential,False,True,148.281,"LINESTRING (13.0400365 51.7367078, 13.0398178 51.7363222, 13.0397654 51.736196, 13.0398409 51.7360857, 13.0398652 51.7359903, 13.039341 51.7355119)",,,,,,
28366058,Verler Weg,residential,False,False,58.294,"LINESTRING (13.0408503 51.7365634, 13.0400365 51.7367078)",,,,,,
28366372,Rosenweg,residential,False,True,95.455,"LINESTRING (13.0383283 51.7369346, 13.0379583 51.7361073)",,,,,,
28366373,Kiebitzweg,residential,False,False,72.07600000000001,"LINESTRING (13.0383283 51.7369346, 13.0375091 51.7370803, 13.0373581 51.7371561)",,,,,,
54369563,Mittelstraße,residential,False,True,118.594,"LINESTRING (13.0502056 51.732682, 13.048648 51.7331369)",,,,,,
24806478,Holzdorfer Straße,residential,False,True,133.03,"LINESTRING (13.0502056 51.732682, 13.050138 51.7324851, 13.0498787 51.7318704, 13.0496844 51.7315314)",2,,,,,
54369563,Mittelstraße,residential,False,False,118.594,"LINESTRING (13.048648 51.7331369, 13.0502056 51.732682)",,,,,,
54369563,Mittelstraße,residential,False,True,237.19100000000003,"LINESTRING (13.048648 51.7331369, 13.0473704 51.73348, 13.0467498 51.7336499, 13.0460996 51.7338289, 13.0459133 51.7338689, 13.0457527 51.7338722, 13.0454581 51.7338263)",,,,,,
54369607,Gasse,residential,False,True,69.191,"LINESTRING (13.048648 51.7331369, 13.0486804 51.7331748, 13.0490331 51.7336701, 13.0490575 51.733705)",,,,,,
54499994,Mühlenstraße,residential,False,True,114.292,"LINESTRING (13.0434749 51.7352868, 13.0436785 51.735372, 13.0442586 51.735637, 13.0446662 51.7359842)",,,,,,
943540699,Mühlenstraße,secondary,False,False,100.243,"LINESTRING (13.0434749 51.7352868, 13.0431158 51.7356088, 13.0426672 51.7360367)",2,L 113,50,,,
943540699,Mühlenstraße,secondary,False,True,129.785,"LINESTRING (13.0434749 51.7352868, 13.0437441 51.7350393, 13.0441257 51.7347713, 13.0447256 51.7344198)",2,L 113,50,,,
28366053,Hofbreite,residential,False,True,3.73,"LINESTRING (13.0365534 51.7365719, 13.0366001 51.7365549)",,,,,,
27708929,Züllsdorfer Straße,residential,False,False,167.55000000000004,"LINESTRING (13.0433103 51.7287002, 13.0431417 51.7288194, 13.0420299 51.7297959, 13.0419291 51.7298926, 13.0418938 51.7299241)",,,,,,
357252579,Schloßstraße,residential,False,True,144.367,"LINESTRING (13.0433103 51.7287002, 13.0435115 51.7288377, 13.0442645 51.7291327, 13.045028 51.7294343)",2,,30,,,
54499994,Mühlenstraße,residential,False,False,114.292,"LINESTRING (13.0446662 51.7359842, 13.0442586 51.735637, 13.0436785 51.735372, 13.0434749 51.7352868)",,,,,,
28366373,Kiebitzweg,residential,False,True,72.07600000000001,"LINESTRING (13.0373581 51.7371561, 13.0375091 51.7370803, 13.0383283 51.7369346)",,,,,,
28366053,Hofbreite,residential,False,False,3.73,"LINESTRING (13.0366001 51.7365549, 13.0365534 51.7365719)",,,,,,
"[28366041, 28366053]",Hofbreite,residential,False,True,105.955,"LINESTRING (13.0366001 51.7365549, 13.0367274 51.7365086, 13.0379583 51.7361073)",,,,,,
