osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,ref,tunnel
"[26636184, 1187667739, 1187667741, 1187667742]","['Rathenower Straße', 'Schadewachten']",residential,"['50', '30']",,False,False,236.41800000000003,"LINESTRING (11.8633255 52.6031857, 11.8633474 52.6032935, 11.8634029 52.6033989, 11.863534 52.6034565, 11.8637034 52.6035025, 11.8639663 52.6035646, 11.8640749 52.6035878, 11.8644932 52.6036752, 11.8658601 52.6039792, 11.8661296 52.6040463, 11.8661418 52.6040494, 11.8663263 52.6040832)",2,,
28289747,Frommhagenstraße,residential,50,,False,False,153.767,"LINESTRING (11.8552464 52.6012101, 11.8552981 52.6012328, 11.8553455 52.6012718, 11.8554052 52.6013381, 11.8554161 52.6013741, 11.8554121 52.6014006, 11.8553955 52.6014335, 11.8549842 52.6025278)",,,
"[1184893762, 26554357]",Moltkestraße,residential,50,,False,False,255.788,"LINESTRING (11.8552464 52.6012101, 11.8547161 52.6016314, 11.8534554 52.6026067, 11.8532182 52.6027902, 11.8531215 52.6028639, 11.8530304 52.6029264, 11.8528939 52.6030119)",,,
35727638,Westwall,residential,50,,False,False,60.199,"LINESTRING (11.8534309 52.6045956, 11.853525 52.6044656, 11.8537897 52.6041)",2,,
"[26586391, 1002090116, 1184893758, 563017367]","['Knochenstraße', 'Westwall']",residential,"['50', '30']",8,False,True,140.268,"LINESTRING (11.8534309 52.6045956, 11.8533804 52.6046637, 11.85336 52.6046923, 11.8533267 52.6047376, 11.8532561 52.6048332, 11.8529473 52.6052515, 11.8529277 52.6052898, 11.8529269 52.6053283, 11.8529505 52.6053566, 11.8530136 52.6053987, 11.8533161 52.6055795, 11.8534301 52.6056748)",,,
26557756,Jacobikirchhof,residential,20,,False,True,91.564,"LINESTRING (11.8582869 52.6088468, 11.8572414 52.6084661, 11.8571276 52.6084198)",,,
26557758,Jacobikirchhof,residential,20,,False,False,85.685,"LINESTRING (11.8585798 52.6084976, 11.8576445 52.6081329, 11.8575881 52.6081109, 11.8575161 52.6080777)",,,
26544360,Breite Straße,residential,20,8,False,False,52.910999999999994,"LINESTRING (11.8575161 52.6080777, 11.8576538 52.6079575, 11.8579162 52.6077543, 11.8579978 52.6077032)",,,
26544360,Breite Straße,residential,20,8,False,True,46.283,"LINESTRING (11.8575161 52.6080777, 11.8573775 52.6082201, 11.8571276 52.6084198)",,,
26557758,Jacobikirchhof,residential,20,,False,True,85.685,"LINESTRING (11.8575161 52.6080777, 11.8575881 52.6081109, 11.8576445 52.6081329, 11.8585798 52.6084976)",,,
"[8612140, 363024478]",Parkstraße,secondary,50,,False,True,199.39799999999997,"LINESTRING (11.8631771 52.6093701, 11.8632478 52.6092858, 11.8633548 52.6091449, 11.8634636 52.6089823, 11.8635359 52.6088623, 11.8635997 52.6087352, 11.8636579 52.6086033, 11.8636977 52.6084927, 11.863727 52.608387, 11.8638024 52.6079122, 11.8638349 52.6077366, 11.8638519 52.6076405)","['2', '3']",L 32,
26582038,Mönchskirchhof,residential,30,,True,False,187.54799999999997,"LINESTRING (11.8562193 52.6034513, 11.8561684 52.6035048, 11.8556849 52.604031, 11.855653 52.6040653, 11.8545645 52.6036043, 11.8543248 52.6035037)",,,
26721587,Brüderstraße,residential,30,,False,True,46.531000000000006,"LINESTRING (11.8562193 52.6034513, 11.8565708 52.6035619, 11.8568282 52.6036471)",,,
"[1184893755, 26721588]",Mönchskirchhof,residential,"['50', '30']",,False,False,104.96900000000001,"LINESTRING (11.8562193 52.6034513, 11.8561059 52.6034205, 11.8557722 52.6033228, 11.855439 52.6032116, 11.8550255 52.6030674, 11.8548395 52.6030185)",,,
1215933668,Westwall,residential,50,,False,False,64.997,"LINESTRING (11.8543248 52.6035037, 11.8547879 52.6031248, 11.8548194 52.6030907, 11.8548328 52.6030626, 11.8548395 52.6030185)",2,,
"[1215933668, 35727638]",Westwall,residential,50,,False,True,75.981,"LINESTRING (11.8543248 52.6035037, 11.8541456 52.6036609, 11.8540299 52.603766, 11.8539275 52.6038759, 11.8538987 52.6039125, 11.8538793 52.6039456, 11.8537897 52.6041)",2,,
"[563017367, 1002090116, 1184893758, 26586391]","['Knochenstraße', 'Westwall']",residential,"['50', '30']",8,False,False,140.268,"LINESTRING (11.8534301 52.6056748, 11.8533161 52.6055795, 11.8530136 52.6053987, 11.8529505 52.6053566, 11.8529269 52.6053283, 11.8529277 52.6052898, 11.8529473 52.6052515, 11.8532561 52.6048332, 11.8533267 52.6047376, 11.85336 52.6046923, 11.8533804 52.6046637, 11.8534309 52.6045956)",,,
26632398,Petrikirchstraße,residential,30,4,False,False,276.35099999999994,"LINESTRING (11.8534301 52.6056748, 11.8532798 52.6057622, 11.8531784 52.6058461, 11.8531018 52.6059269, 11.8530431 52.6060081, 11.85288 52.6062483, 11.8526575 52.6065717, 11.8524013 52.6069512, 11.8520995 52.6074336, 11.8520712 52.6075141, 11.8520624 52.6075893, 11.852116 52.6078342, 11.8521394 52.6079127, 11.8521443 52.6079645)",,,
1184893757,Petrikirchstraße,residential,30,4,False,True,96.32300000000001,"LINESTRING (11.8534301 52.6056748, 11.8535609 52.6056281, 11.8537082 52.6055802, 11.8538716 52.6055486, 11.8540535 52.6055422, 11.8548054 52.6055756)",,,
26632398,Petrikirchstraße,residential,30,4,False,True,276.351,"LINESTRING (11.8521443 52.6079645, 11.8521394 52.6079127, 11.852116 52.6078342, 11.8520624 52.6075893, 11.8520712 52.6075141, 11.8520995 52.6074336, 11.8524013 52.6069512, 11.8526575 52.6065717, 11.85288 52.6062483, 11.8530431 52.6060081, 11.8531018 52.6059269, 11.8531784 52.6058461, 11.8532798 52.6057622, 11.8534301 52.6056748)",,,
"[363129090, 563017365]",Altes Dorf,secondary,50,,False,True,59.707,"LINESTRING (11.8521443 52.6079645, 11.8523214 52.6079736, 11.8525654 52.6079882, 11.8530236 52.6080207)",2,L 15,
26586393,Westwall,residential,30,,True,False,238.60200000000003,"LINESTRING (11.8549842 52.6025278, 11.8550843 52.6025143, 11.8552283 52.6024949, 11.8553008 52.6024635, 11.8555559 52.6022468, 11.855825 52.6020178, 11.8569037 52.6010881, 11.8571798 52.6008963)",,,
28289747,Frommhagenstraße,residential,50,,False,False,55.540000000000006,"LINESTRING (11.8549842 52.6025278, 11.8548911 52.6027669, 11.8548629 52.6028663, 11.8548493 52.6029344, 11.8548442 52.6029702, 11.8548395 52.6030185)",,,
28289747,Frommhagenstraße,residential,50,,False,True,153.76699999999997,"LINESTRING (11.8549842 52.6025278, 11.8553955 52.6014335, 11.8554121 52.6014006, 11.8554161 52.6013741, 11.8554052 52.6013381, 11.8553455 52.6012718, 11.8552981 52.6012328, 11.8552464 52.6012101)",,,
38889463,Hallstraße,residential,30,5,True,False,15.398,"LINESTRING (11.8611077 52.6018817, 11.8610639 52.6020176)",,,
26495336,Weberstraße,residential,30,,False,False,240.09,"LINESTRING (11.8573062 52.6027536, 11.8578989 52.6021267, 11.8582224 52.6017712, 11.8584339 52.6015484, 11.8585735 52.6013805, 11.8586453 52.6012934, 11.8587783 52.6011664, 11.8590393 52.6009588, 11.859112 52.6008973)",,,
26495336,Weberstraße,residential,30,,False,True,106.458,"LINESTRING (11.8573062 52.6027536, 11.8569941 52.6030841, 11.8569343 52.603164, 11.8568978 52.6032448, 11.8568725 52.6033275, 11.8568282 52.6036471)",,,
26632382,Vogelstraße,residential,30,,False,False,108.36699999999999,"LINESTRING (11.8649541 52.6058813, 11.8648817 52.6058595, 11.8648095 52.6058303, 11.8647992 52.6058258, 11.8639469 52.6053395, 11.8637573 52.6052359)",,,
363024483,Ostwall,secondary,50,,False,False,124.542,"LINESTRING (11.8649541 52.6058813, 11.8657155 52.6048959, 11.8657377 52.6048674)",2,L 32,
363024483,Ostwall,secondary,50,,False,True,121.856,"LINESTRING (11.8649541 52.6058813, 11.8642599 52.6067891, 11.8641936 52.6068751)",2,L 32,
26632382,Vogelstraße,residential,30,,False,True,78.228,"LINESTRING (11.8628717 52.6047824, 11.8634236 52.6050677, 11.8637573 52.6052359)",,,
26632382,Vogelstraße,residential,30,,False,False,78.228,"LINESTRING (11.8637573 52.6052359, 11.8634236 52.6050677, 11.8628717 52.6047824)",,,
26632382,Vogelstraße,residential,30,,False,True,108.36699999999999,"LINESTRING (11.8637573 52.6052359, 11.8639469 52.6053395, 11.8647992 52.6058258, 11.8648095 52.6058303, 11.8648817 52.6058595, 11.8649541 52.6058813)",,,
"[26632384, 583330488, 583330487]",Binnhoff,living_street,,,False,False,178.16200000000006,"LINESTRING (11.8637573 52.6052359, 11.8634382 52.6054489, 11.8631518 52.6056388, 11.8629895 52.6057464, 11.8629548 52.6057694, 11.8629176 52.6057916, 11.862881 52.6058055, 11.862827 52.6058133, 11.8627701 52.6058094, 11.8626198 52.6057828, 11.8623882 52.6057418, 11.8622775 52.6057222, 11.862207 52.6057179, 11.8621597 52.6057278, 11.8621096 52.605753, 11.8620788 52.605777, 11.8619528 52.6059187, 11.8618817 52.6059987, 11.8618454 52.6060395)",,,building_passage
26478878,Priesterstraße,residential,30,,True,False,186.518,"LINESTRING (11.8618454 52.6060395, 11.8624677 52.6061792, 11.862748 52.6062508, 11.8630351 52.6063308, 11.8631731 52.6063722, 11.863266 52.6064046, 11.8633448 52.606443, 11.8633992 52.6064777, 11.8634701 52.6065266, 11.8635439 52.6065775, 11.8636874 52.6066601, 11.8638517 52.6067456, 11.8640436 52.6068308, 11.8640495 52.6068331, 11.8641105 52.6068527, 11.8641936 52.6068751)",,,
"[583330488, 26632384, 583330487]",Binnhoff,living_street,,,False,True,178.16200000000003,"LINESTRING (11.8618454 52.6060395, 11.8618817 52.6059987, 11.8619528 52.6059187, 11.8620788 52.605777, 11.8621096 52.605753, 11.8621597 52.6057278, 11.862207 52.6057179, 11.8622775 52.6057222, 11.8623882 52.6057418, 11.8626198 52.6057828, 11.8627701 52.6058094, 11.862827 52.6058133, 11.862881 52.6058055, 11.8629176 52.6057916, 11.8629548 52.6057694, 11.8629895 52.6057464, 11.8631518 52.6056388, 11.8634382 52.6054489, 11.8637573 52.6052359)",,,building_passage
26632390,Poststraße,residential,30,,False,True,141.59900000000002,"LINESTRING (11.8620628 52.6043779, 11.8616898 52.6043117, 11.8611593 52.6041959, 11.8607345 52.6041005, 11.8601845 52.6039653, 11.8600925 52.6039444)",,,
26632391,Wüste Worth,residential,30,4,False,True,77.613,"LINESTRING (11.8561349 52.6054601, 11.8561789 52.6053956, 11.856643 52.6048342)",,,
"[26781315, 563017363]","['Uchtstraße', 'Petrikirchstraße']",residential,30,4,False,False,37.536,"LINESTRING (11.8561349 52.6054601, 11.8560012 52.605437, 11.8559231 52.605425, 11.8558378 52.6054301, 11.8556054 52.605487)",,,
26781315,Uchtstraße,residential,30,,False,True,128.726,"LINESTRING (11.8561349 52.6054601, 11.8564917 52.6055276, 11.8579369 52.6058373)",,,
26632391,Wüste Worth,residential,30,4,False,False,77.613,"LINESTRING (11.856643 52.6048342, 11.8561789 52.6053956, 11.8561349 52.6054601)",,,
"[26495333, 26632391]",Wüste Worth,residential,30,4,False,True,38.545,"LINESTRING (11.856643 52.6048342, 11.856708 52.6047547, 11.8567925 52.6046489, 11.8568364 52.6045987, 11.8568871 52.6045425, 11.8569024 52.6045255)",,,
"[1187715816, 86388517]",Mittelstraße,residential,"['20', '30']",2,True,False,135.39000000000001,"LINESTRING (11.856643 52.6048342, 11.856721 52.6048573, 11.8570671 52.6050014, 11.857582 52.6052621, 11.8582565 52.6055539)",,,
26632395,Winckelmannstraße,residential,30,5,False,False,183.046,"LINESTRING (11.854127 52.6065177, 11.8540783 52.6065764, 11.8536445 52.6071475, 11.8530788 52.607922, 11.8530236 52.6080207)",,,
26632395,Winckelmannstraße,residential,30,5,False,True,114.842,"LINESTRING (11.854127 52.6065177, 11.8542526 52.6063515, 11.8544011 52.6061745, 11.8546544 52.6058583, 11.8547349 52.6057483, 11.8547946 52.6056431, 11.8548046 52.6056058, 11.8548054 52.6055756)",,,
26632395,Winckelmannstraße,residential,30,5,False,False,114.842,"LINESTRING (11.8548054 52.6055756, 11.8548046 52.6056058, 11.8547946 52.6056431, 11.8547349 52.6057483, 11.8546544 52.6058583, 11.8544011 52.6061745, 11.8542526 52.6063515, 11.854127 52.6065177)",,,
563017363,Petrikirchstraße,residential,30,4,False,True,55.135,"LINESTRING (11.8548054 52.6055756, 11.8551036 52.6055605, 11.8553505 52.6055338, 11.8555358 52.6055024, 11.8556054 52.605487)",,,
1184893757,Petrikirchstraße,residential,30,4,False,False,96.323,"LINESTRING (11.8548054 52.6055756, 11.8540535 52.6055422, 11.8538716 52.6055486, 11.8537082 52.6055802, 11.8535609 52.6056281, 11.8534301 52.6056748)",,,
26781319,Altes Dorf,residential,20,,True,False,243.16099999999997,"LINESTRING (11.8534367 52.6081016, 11.853552 52.6080799, 11.8538218 52.6080594, 11.8539954 52.6080533, 11.8541418 52.6080623, 11.8562177 52.6084578, 11.8564921 52.6085499, 11.8567432 52.6086281, 11.8567673 52.6086354, 11.8568378 52.6086685)",,,
363129089,Altes Dorf,secondary,50,,False,False,29.387,"LINESTRING (11.8534367 52.6081016, 11.853222 52.60805, 11.8531302 52.6080344, 11.8530236 52.6080207)",3,L 15,
"[363129088, 363129089, 27431971, 1187667729, 1187667679]",Altes Dorf,secondary,50,,False,True,232.43200000000002,"LINESTRING (11.8534367 52.6081016, 11.8534972 52.6081166, 11.8536036 52.6081423, 11.8537046 52.6081681, 11.8538124 52.6081966, 11.8540722 52.6082493, 11.8545038 52.6083356, 11.8547211 52.608378, 11.8561476 52.6086471, 11.8562718 52.6086737, 11.8563984 52.6087085, 11.8564602 52.6087274, 11.8566738 52.6088003)","['2', '3']",L 15,
"[26544360, 1187715820]",Breite Straße,residential,"['50', '20']",8,False,False,33.879,"LINESTRING (11.8568378 52.6086685, 11.8568914 52.6086232, 11.8570664 52.6084713, 11.8571276 52.6084198)",,,
1187715820,Breite Straße,residential,50,8,False,True,18.389,"LINESTRING (11.8568378 52.6086685, 11.8567961 52.6087061, 11.856767 52.6087317, 11.8567342 52.6087559, 11.8566738 52.6088003)",,,
26632396,Rohrstraße,residential,30,3,True,False,128.10399999999998,"LINESTRING (11.8558689 52.6069732, 11.8549052 52.6067061, 11.854127 52.6065177)",,,
"[1187715818, 26721586, 26632399]","['Karnipp', 'Hoock']",residential,30,3,False,True,197.654,"LINESTRING (11.8558689 52.6069732, 11.8558975 52.6069357, 11.8559147 52.6069155, 11.8561785 52.6066064, 11.8566846 52.6060029, 11.8567378 52.6059612, 11.8568069 52.6059398, 11.8568745 52.605942, 11.8573041 52.606045, 11.8577167 52.6061361)",,,
26544360,Breite Straße,residential,20,8,False,False,150.812,"LINESTRING (11.8579978 52.6077032, 11.8580587 52.6076555, 11.8582083 52.6074794, 11.8582942 52.607391, 11.8583955 52.6073086, 11.858512 52.6072232, 11.858654 52.6071544, 11.858846 52.6070343, 11.8590096 52.6069447, 11.8594011 52.6066613)",,,
26544360,Breite Straße,residential,20,8,False,True,52.911,"LINESTRING (11.8579978 52.6077032, 11.8579162 52.6077543, 11.8576538 52.6079575, 11.8575161 52.6080777)",,,
"[1187715819, 26781316]",Rohrstraße,residential,"['20', '30']",3,True,False,165.74,"LINESTRING (11.8579978 52.6077032, 11.8578972 52.6076789, 11.8574962 52.6074916, 11.8572295 52.6073849, 11.8570966 52.6073365, 11.8569973 52.6073023, 11.8568948 52.6072715, 11.856766 52.6072339, 11.8558689 52.6069732)",,,
26544360,Breite Straße,residential,20,8,False,False,89.34400000000001,"LINESTRING (11.8594011 52.6066613, 11.8596768 52.6064634, 11.8600262 52.6062163, 11.8601382 52.6061389, 11.8602781 52.6060606)",,,
26544360,Breite Straße,residential,20,8,False,True,150.812,"LINESTRING (11.8594011 52.6066613, 11.8590096 52.6069447, 11.858846 52.6070343, 11.858654 52.6071544, 11.858512 52.6072232, 11.8583955 52.6073086, 11.8582942 52.607391, 11.8582083 52.6074794, 11.8580587 52.6076555, 11.8579978 52.6077032)",,,
"[1187716217, 1214979262, 1214979261, 26781318]",Hoock,residential,"['20', '30']",3,False,True,128.18099999999998,"LINESTRING (11.8594011 52.6066613, 11.8593469 52.606634, 11.8592876 52.6066087, 11.8588212 52.6064518, 11.8585954 52.6063758, 11.8584513 52.6063273, 11.8577167 52.6061361)",,,
"[1187715818, 26721586, 26632399]","['Karnipp', 'Hoock']",residential,30,3,False,False,197.65400000000002,"LINESTRING (11.8577167 52.6061361, 11.8573041 52.606045, 11.8568745 52.605942, 11.8568069 52.6059398, 11.8567378 52.6059612, 11.8566846 52.6060029, 11.8561785 52.6066064, 11.8559147 52.6069155, 11.8558975 52.6069357, 11.8558689 52.6069732)",,,
857521186,Hohe Bude,residential,30,3,False,True,36.422,"LINESTRING (11.8577167 52.6061361, 11.8578798 52.6059031, 11.8579369 52.6058373)",,,
"[1187716217, 26781318, 1214979261, 1214979262]",Hoock,residential,"['20', '30']",3,False,False,128.18099999999998,"LINESTRING (11.8577167 52.6061361, 11.8584513 52.6063273, 11.8585954 52.6063758, 11.8588212 52.6064518, 11.8592876 52.6066087, 11.8593469 52.606634, 11.8594011 52.6066613)",,,
26781315,Uchtstraße,residential,30,,False,False,128.726,"LINESTRING (11.8579369 52.6058373, 11.8564917 52.6055276, 11.8561349 52.6054601)",,,
857521186,Hohe Bude,residential,30,3,False,False,36.422,"LINESTRING (11.8579369 52.6058373, 11.8578798 52.6059031, 11.8577167 52.6061361)",,,
"[26781312, 345270917]",Hallstraße,residential,"['20', '30']",4,False,True,110.588,"LINESTRING (11.8594412 52.6048465, 11.8594926 52.6047987, 11.8596009 52.6046979, 11.8596293 52.6046698, 11.8597929 52.6044959, 11.8599036 52.6043571, 11.8599725 52.6042493, 11.8600396 52.6041096, 11.8600821 52.6039955, 11.8600925 52.6039444)",,,
"[1214259176, 26495328, 579645286, 582993975]","['Markt', 'Breite Straße', 'Marienkirchstraße']",residential,20,"['4', '8']",True,False,141.619,"LINESTRING (11.8594412 52.6048465, 11.8597745 52.6049878, 11.8599243 52.6050365, 11.8600235 52.605076, 11.8602343 52.6051808, 11.8604614 52.6053012, 11.8605834 52.6053773, 11.8609027 52.6055405, 11.8609288 52.6055573, 11.8609477 52.6055783, 11.8609614 52.6056023, 11.8609633 52.6056277, 11.8609495 52.605649, 11.8609293 52.605668)",,,
26632395,Winckelmannstraße,residential,30,5,False,True,183.046,"LINESTRING (11.8530236 52.6080207, 11.8530788 52.607922, 11.8536445 52.6071475, 11.8540783 52.6065764, 11.854127 52.6065177)",,,
363129089,Altes Dorf,secondary,50,,False,True,29.387,"LINESTRING (11.8530236 52.6080207, 11.8531302 52.6080344, 11.853222 52.60805, 11.8534367 52.6081016)",3,L 15,
"[363129090, 563017365]",Altes Dorf,secondary,50,,False,False,59.707,"LINESTRING (11.8530236 52.6080207, 11.8525654 52.6079882, 11.8523214 52.6079736, 11.8521443 52.6079645)",2,L 15,
"[1187667736, 1187667737, 26478877]",Bruchstraße,residential,"['50', '30']",,False,False,68.395,"LINESTRING (11.8636107 52.607526, 11.8634871 52.6074671, 11.8631755 52.6073211, 11.8630103 52.6072438, 11.8628095 52.6071497)",3,,
1187667737,Bruchstraße,residential,50,,False,True,20.673,"LINESTRING (11.8636107 52.607526, 11.8636919 52.607564, 11.8638519 52.6076405)",3,,
"[1184893755, 26721588]",Mönchskirchhof,residential,"['50', '30']",,False,True,104.969,"LINESTRING (11.8548395 52.6030185, 11.8550255 52.6030674, 11.855439 52.6032116, 11.8557722 52.6033228, 11.8561059 52.6034205, 11.8562193 52.6034513)",,,
28289747,Frommhagenstraße,residential,50,,False,True,55.54,"LINESTRING (11.8548395 52.6030185, 11.8548442 52.6029702, 11.8548493 52.6029344, 11.8548629 52.6028663, 11.8548911 52.6027669, 11.8549842 52.6025278)",,,
38956522,Westwall,residential,50,,False,False,294.568,"LINESTRING (11.8548395 52.6030185, 11.8549442 52.6029755, 11.8552378 52.6027459, 11.8556366 52.6024136, 11.8566058 52.6015656, 11.8570843 52.6011559, 11.8572916 52.6010032, 11.8572958 52.60097, 11.8572789 52.6009444, 11.8571798 52.6008963)",,,
1215933668,Westwall,residential,50,,False,True,64.997,"LINESTRING (11.8548395 52.6030185, 11.8548328 52.6030626, 11.8548194 52.6030907, 11.8547879 52.6031248, 11.8543248 52.6035037)",2,,
"[1184893762, 26554357]",Moltkestraße,residential,50,,False,True,255.788,"LINESTRING (11.8528939 52.6030119, 11.8530304 52.6029264, 11.8531215 52.6028639, 11.8532182 52.6027902, 11.8534554 52.6026067, 11.8547161 52.6016314, 11.8552464 52.6012101)",,,
579633999,Uppstall,residential,30,3,False,False,33.297,"LINESTRING (11.861006 52.6086636, 11.8614611 52.6087789)",,,
579633999,Uppstall,residential,30,3,False,True,143.607,"LINESTRING (11.861006 52.6086636, 11.8606274 52.6085507, 11.8593115 52.6081564, 11.8590916 52.6081018)",,,
27227812,Ostwall,residential,50,,True,False,187.476,"LINESTRING (11.8621743 52.6089679, 11.8622011 52.6089431, 11.8632053 52.607966, 11.8634749 52.6076607, 11.8634927 52.6076394, 11.8634944 52.6076373, 11.8635513 52.6075779, 11.8636107 52.607526)",,,
579633999,Uppstall,residential,30,3,False,True,52.595,"LINESTRING (11.8621743 52.6089679, 11.8621123 52.6089449, 11.8617146 52.6088443, 11.8614611 52.6087789)",,,
579633999,Uppstall,residential,30,3,False,True,33.297,"LINESTRING (11.8614611 52.6087789, 11.861006 52.6086636)",,,
579633999,Uppstall,residential,30,3,False,False,52.595,"LINESTRING (11.8614611 52.6087789, 11.8617146 52.6088443, 11.8621123 52.6089449, 11.8621743 52.6089679)",,,
"[562285928, 26478877]",Bruchstraße,residential,"['20', '30']",,False,False,211.166,"LINESTRING (11.8628095 52.6071497, 11.8624961 52.606991, 11.8615748 52.6065148, 11.8614726 52.606462, 11.8613413 52.6064023, 11.8612164 52.6063636, 11.8610071 52.6063061, 11.8604915 52.6061643, 11.8604071 52.6061344, 11.860342 52.6061002, 11.8602781 52.6060606)",,,
"[1187667736, 1187667737, 26478877]",Bruchstraße,residential,"['50', '30']",,False,True,68.395,"LINESTRING (11.8628095 52.6071497, 11.8630103 52.6072438, 11.8631755 52.6073211, 11.8634871 52.6074671, 11.8636107 52.607526)",3,,
"[28580838, 1187667735]",Neustraße,residential,30,,True,False,203.558,"LINESTRING (11.8628095 52.6071497, 11.8627232 52.6072155, 11.8626058 52.6073275, 11.8623563 52.6075676, 11.8622055 52.607716, 11.8621532 52.6077722, 11.8621058 52.6078394, 11.8615017 52.6087197, 11.8614611 52.6087789)",,,
109387531,Stavenstraße,residential,30,,False,True,145.368,"LINESTRING (11.8657377 52.6048674, 11.8656515 52.6048447, 11.865636 52.6048412, 11.8656071 52.6048346, 11.8654845 52.6048068, 11.8642192 52.6045066, 11.8640224 52.6044582, 11.8637354 52.6043876)",,,
"[363024482, 363024483]",Ostwall,secondary,50,,False,False,95.956,"LINESTRING (11.8657377 52.6048674, 11.8658472 52.6047317, 11.8659659 52.6045885, 11.866037 52.6045034, 11.8662061 52.6042808, 11.866265 52.604198, 11.8663019 52.6041349, 11.8663263 52.6040832)","['4', '2']",L 32,
363024483,Ostwall,secondary,50,,False,True,124.542,"LINESTRING (11.8657377 52.6048674, 11.8657155 52.6048959, 11.8649541 52.6058813)",2,L 32,
26632390,Poststraße,residential,30,,False,False,141.59900000000002,"LINESTRING (11.8600925 52.6039444, 11.8601845 52.6039653, 11.8607345 52.6041005, 11.8611593 52.6041959, 11.8616898 52.6043117, 11.8620628 52.6043779)",,,
"[26781312, 345270917]",Hallstraße,residential,"['20', '30']",4,False,False,110.588,"LINESTRING (11.8600925 52.6039444, 11.8600821 52.6039955, 11.8600396 52.6041096, 11.8599725 52.6042493, 11.8599036 52.6043571, 11.8597929 52.6044959, 11.8596293 52.6046698, 11.8596009 52.6046979, 11.8594926 52.6047987, 11.8594412 52.6048465)",,,
