osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,width,tunnel
24813802,False,2,L 641,Prosperstraße,secondary,50,True,159.47800000000004,"LINESTRING (6.9351235 51.5199068, 6.934758 51.5198714, 6.9346286 51.5198588, 6.9340505 51.5198078, 6.933802 51.5197859, 6.9335453 51.5197639, 6.9331452 51.5197265, 6.9329519 51.5197115, 6.9328421 51.5197029)",,,
702689519,False,2,L 633,Horster Straße,secondary,50,False,206.42799999999997,"LINESTRING (6.9342612 51.5247635, 6.9339049 51.5246568, 6.9334728 51.5245073, 6.9330593 51.5243624, 6.9329882 51.5243386, 6.932789 51.5242726, 6.9324973 51.524176, 6.9324676 51.5241661, 6.9323263 51.5241192, 6.9320198 51.5240228, 6.9316225 51.5238978)",,,
"[702689520, 42359282, 653126898]",False,"['2', '3']",L 633,Horster Straße,secondary,50,True,164.95700000000002,"LINESTRING (6.9342612 51.5247635, 6.9346407 51.5249084, 6.9351043 51.5252186, 6.9352456 51.5253484, 6.9355356 51.5256392, 6.9358017 51.5258698)",,,
"[462389346, 48652060]",False,,,"['Wortmannstraße', 'Karl-Englert-Straße']",residential,30,"[False, True]",182.386,"LINESTRING (6.9342693 51.5175085, 6.9340091 51.518113, 6.9338986 51.5181692, 6.9337613 51.5181918, 6.9334849 51.5182072, 6.9333106 51.5182169, 6.933051 51.5182076, 6.9324191 51.5181849)",,6,
"[24575729, 719317228, 368586292]",True,,,Gladbecker Straße,residential,10,False,86.805,"LINESTRING (6.9287954 51.5250898, 6.928687 51.5250285, 6.9285997 51.5248982, 6.9286012 51.5248722, 6.9287438 51.5246862, 6.9288366 51.5245835, 6.9288669 51.5245671, 6.9289324 51.5245856, 6.9289947 51.5246132, 6.9291126 51.5246478)",,,
"[463119625, 463119627]",True,2,L 511,Gladbecker Straße,primary,50,False,54.12199999999999,"LINESTRING (6.9287954 51.5250898, 6.9288155 51.5250409, 6.928848 51.5249698, 6.9289125 51.5248711, 6.9289337 51.5248417, 6.9289678 51.5248061, 6.9291126 51.5246478)",,,
32718619,False,,,Paßstraße,residential,,False,15.667,"LINESTRING (6.9306329 51.5226029, 6.930422 51.5225516)",,,
"[32718618, 462390732]",True,"['4', '3']",L 631,Friedrich-Ebert-Straße,primary,50,False,104.703,"LINESTRING (6.9306329 51.5226029, 6.9305779 51.5227404, 6.9305262 51.5228697, 6.9304195 51.5231405, 6.9303542 51.5233284, 6.9303397 51.52337, 6.9302877 51.5235196)",,,
"[702689522, 318374165]",False,,,Paßstraße,residential,30,True,232.34200000000004,"LINESTRING (6.9306329 51.5226029, 6.9308128 51.5226442, 6.9308903 51.522662, 6.931223 51.5227383, 6.9314194 51.5227723, 6.9317599 51.5228312, 6.9320399 51.5228756, 6.9331746 51.5230776, 6.9334591 51.5231135, 6.9335636 51.5231159, 6.9336664 51.5231109, 6.9338681 51.5230886)",,,
25831126,True,4,L 511,Friedrich-Ebert-Straße,primary,50,False,16.933,"LINESTRING (6.9302877 51.5235196, 6.9302275 51.5236672)",,,
275267552,True,1,L 633,Horster Straße,secondary,,False,101.506,"LINESTRING (6.9302877 51.5235196, 6.9305376 51.5235868, 6.9311394 51.5237485, 6.9316225 51.5238978)",,,
24606301,True,2,L 511,Gladbecker Straße,primary,50,False,64.732,"LINESTRING (6.9290097 51.5254369, 6.928853 51.5256986, 6.9287964 51.5257791, 6.9287033 51.5258597, 6.9286696 51.525888, 6.9285925 51.5259527)",,,
932004343,False,,,Brauerstraße,residential,20,False,4.586,"LINESTRING (6.9276128 51.5217598, 6.9275832 51.5217967)",,,
75100190,True,,,Berliner Platz,residential,20,False,81.74100000000001,"LINESTRING (6.9276128 51.5217598, 6.9276949 51.5217852, 6.9280773 51.5219111, 6.9284577 51.5220296, 6.9286694 51.5220882)",,,
"[463323946, 932004343]",False,,,Brauerstraße,residential,"['20', '30']",True,88.262,"LINESTRING (6.9276128 51.5217598, 6.9279202 51.5213815, 6.9279816 51.5213063, 6.9281465 51.5211029, 6.9281682 51.5210762, 6.9281883 51.5210514)",,,
24776346,False,,,Hochstraße,residential,,False,47.158,"LINESTRING (6.9242232 51.5207355, 6.9238648 51.5206467, 6.9236125 51.5205506)",,,
"[21915720, 463331046]",False,3,,Schützenstraße,residential,,False,93.746,"LINESTRING (6.9236125 51.5205506, 6.9236967 51.5204721, 6.9237706 51.5203456, 6.9237546 51.5202566, 6.9237496 51.520233, 6.9236518 51.5201277, 6.9236447 51.5201195, 6.9235369 51.5199949, 6.9234405 51.5198895, 6.9234006 51.5198492, 6.923347 51.5197997)",,,
24776346,False,,,Hochstraße,residential,,True,47.158,"LINESTRING (6.9236125 51.5205506, 6.9238648 51.5206467, 6.9242232 51.5207355)",,,
24800727,True,,,,primary_link,,False,61.796,"LINESTRING (6.9320662 51.5190507, 6.9320911 51.5192633, 6.9321362 51.5193765, 6.9323542 51.5195572)",,,
462389349,True,4,L 631,Friedrich-Ebert-Straße,primary,50,False,44.742,"LINESTRING (6.9320662 51.5190507, 6.9319658 51.5193032, 6.9319129 51.5194416)",,,
"[463118198, 32801383]",True,"['2', '3']",L 631,Friedrich-Ebert-Straße,primary,50,False,102.127,"LINESTRING (6.9318259 51.5190462, 6.9319829 51.5186635, 6.9321866 51.5181556)",,,
463118203,True,2,L 641,Prosperstraße,secondary,,False,37.468,"LINESTRING (6.9323542 51.5195572, 6.9325368 51.5196181, 6.9328421 51.5197029)",,,
24776051,False,,,Karl-Englert-Straße,residential,30,True,61.049,"LINESTRING (6.9307398 51.5181658, 6.9298579 51.5181822)",,,
24776051,False,,,Karl-Englert-Straße,residential,30,False,100.154,"LINESTRING (6.9307398 51.5181658, 6.9311661 51.5181513, 6.9321866 51.5181556)",,,
463118195,False,,,Karl-Englert-Straße,residential,,False,16.414,"LINESTRING (6.9321866 51.5181556, 6.9324191 51.5181849)",,,
24776051,False,,,Karl-Englert-Straße,residential,30,True,100.154,"LINESTRING (6.9321866 51.5181556, 6.9311661 51.5181513, 6.9307398 51.5181658)",,,
24987854,False,,,Kastanienweg,residential,10,False,116.04,"LINESTRING (6.9227983 51.5198589, 6.9227241 51.5197563, 6.9227207 51.5194456, 6.9227211 51.5194335, 6.9227248 51.5194228, 6.9227419 51.5194087, 6.9231214 51.5192572, 6.9233292 51.5192244, 6.9234728 51.5192205, 6.9235779 51.5192597)",,,
463331042,True,3,L 641,Peterstraße,secondary,,False,34.986999999999995,"LINESTRING (6.9227983 51.5198589, 6.9230537 51.5197748, 6.9232468 51.5197136)",,,
"[24813841, 44116897, 661018217]",True,"['2', '3']",L 641,Essener Straße,secondary,,False,72.78500000000001,"LINESTRING (6.9259744 51.5188732, 6.9260424 51.5188666, 6.9262315 51.5188508, 6.9265366 51.5188323, 6.9267806 51.5188274, 6.9268417 51.5188262, 6.9270222 51.5188259)",,,
44737199,True,1,,Kapitän-Lehmann-Straße,residential,50,False,8.873,"LINESTRING (6.9252747 51.5189873, 6.9252977 51.5190658)",,,
24813841,True,2,L 641,Essener Straße,secondary,,False,50.073,"LINESTRING (6.9252747 51.5189873, 6.9255435 51.5189363, 6.9259744 51.5188732)",,,
463331039,False,,,Schützenstraße,residential,,True,11.821,"LINESTRING (6.9232468 51.5197136, 6.923347 51.5197997)",,,
"[463331035, 463331044]",True,2,L 641,Peterstraße,secondary,,False,154.83899999999997,"LINESTRING (6.9232468 51.5197136, 6.9234353 51.5196389, 6.9244964 51.519218, 6.9247072 51.5191457, 6.9249235 51.5190744, 6.9250526 51.5190394, 6.9251739 51.5190108)",,,
22370015,False,2,,Essener Straße,residential,,True,9.518,"LINESTRING (6.9270222 51.5188259, 6.9269966 51.51891)",,,
44116897,True,3,L 641,Essener Straße,secondary,,False,6.23,"LINESTRING (6.9270222 51.5188259, 6.9271122 51.5188241)",,,
44952100,True,2,,Essener Straße,residential,,False,38.137,"LINESTRING (6.9270222 51.5188259, 6.9270362 51.5187736, 6.9270614 51.5187117, 6.9270939 51.5186683, 6.9271347 51.518631, 6.9272121 51.5185925, 6.9273121 51.5185574)",,,
463323945,False,3,,Brauerstraße,residential,30,False,9.17,"LINESTRING (6.9298113 51.5189883, 6.9297958 51.5190702)",,,
24776056,False,,,Brauerstraße,residential,30,True,89.765,"LINESTRING (6.9298113 51.5189883, 6.9298188 51.5184375, 6.9298579 51.5181822)",,,
"[122748513, 463118214]",True,"['5', '2']",L 641,Prosperstraße,secondary,,False,104.152,"LINESTRING (6.9298113 51.5189883, 6.9304716 51.5190468, 6.9309032 51.5191237, 6.9312507 51.519233)",,,
24813802,False,2,L 641,Prosperstraße,secondary,50,False,159.47799999999998,"LINESTRING (6.9328421 51.5197029, 6.9329519 51.5197115, 6.9331452 51.5197265, 6.9335453 51.5197639, 6.933802 51.5197859, 6.9340505 51.5198078, 6.9346286 51.5198588, 6.934758 51.5198714, 6.9351235 51.5199068)",,,
"[32801400, 462389350]",True,"['3', '1']",L 641,Prosperstraße,secondary,,False,69.67999999999999,"LINESTRING (6.9328421 51.5197029, 6.9325877 51.5196818, 6.932539 51.5196763, 6.9320678 51.5195981, 6.9318673 51.5195529)",,,
24800729,True,2,,,primary_link,,False,46.667,"LINESTRING (6.9312507 51.519233, 6.9314251 51.5192014, 6.9316226 51.5191672, 6.9317396 51.5191237, 6.9318259 51.5190462)",,,
463118210,True,3,L 641,Prosperstraße,secondary,,False,34.59,"LINESTRING (6.9312507 51.519233, 6.9315388 51.5193268, 6.9316944 51.5193763)",,,
110259469,False,,,Moltkestraße,residential,,False,136.465,"LINESTRING (6.9252391 51.525755, 6.9251643 51.5257391, 6.925131 51.5257347, 6.9250718 51.525727, 6.9236286 51.5255377, 6.9234326 51.525512, 6.92334 51.5254609)",,,
24867113,True,,,Moltkestraße,residential,,False,38.998,"LINESTRING (6.926018 51.5260361, 6.9255393 51.5258509)",,,
702689514,False,,,Gerichtsstraße,residential,,False,92.042,"LINESTRING (6.926018 51.5260361, 6.9262169 51.5258436, 6.9263187 51.5257716, 6.9266676 51.525525, 6.9268388 51.5253868)",,,
24867113,True,,,Moltkestraße,residential,,False,23.346,"LINESTRING (6.9255393 51.5258509, 6.9252391 51.525755)",,,
463331039,False,,,Schützenstraße,residential,,False,11.821,"LINESTRING (6.923347 51.5197997, 6.9232468 51.5197136)",,,
"[21915720, 463331046]",False,3,,Schützenstraße,residential,,True,93.746,"LINESTRING (6.923347 51.5197997, 6.9234006 51.5198492, 6.9234405 51.5198895, 6.9235369 51.5199949, 6.9236447 51.5201195, 6.9236518 51.5201277, 6.9237496 51.520233, 6.9237546 51.5202566, 6.9237706 51.5203456, 6.9236967 51.5204721, 6.9236125 51.5205506)",,,
"[22370874, 190036997]",True,,,Pfarrstraße,residential,30,False,115.679,"LINESTRING (6.9281883 51.5210514, 6.9277968 51.5209098, 6.9267464 51.5205248)",,,
"[463323946, 932004343]",False,,,Brauerstraße,residential,"['20', '30']",False,88.262,"LINESTRING (6.9281883 51.5210514, 6.9281682 51.5210762, 6.9281465 51.5211029, 6.9279816 51.5213063, 6.9279202 51.5213815, 6.9276128 51.5217598)",,,
463323946,False,,,Brauerstraße,residential,30,True,121.77199999999999,"LINESTRING (6.9281883 51.5210514, 6.9283471 51.5208627, 6.9284464 51.5207447, 6.9285211 51.5206559, 6.9289584 51.5201357, 6.9290043 51.5200811)",,,
463323946,False,,,Brauerstraße,residential,30,True,19.509,"LINESTRING (6.9290043 51.5200811, 6.9291379 51.5199266)",,,
22370871,False,,,Ehrenplatz,living_street,,True,164.613,"LINESTRING (6.9290043 51.5200811, 6.9291383 51.5201203, 6.9293447 51.5201806, 6.929779 51.5203075, 6.9298692 51.5203338, 6.9300284 51.5203802, 6.9304671 51.5205018, 6.9308437 51.5206062, 6.9311673 51.5206975)",,,
463323946,False,,,Brauerstraße,residential,30,False,121.77199999999999,"LINESTRING (6.9290043 51.5200811, 6.9289584 51.5201357, 6.9285211 51.5206559, 6.9284464 51.5207447, 6.9283471 51.5208627, 6.9281883 51.5210514)",,,
463323945,False,3,,Brauerstraße,residential,30,True,9.17,"LINESTRING (6.9297958 51.5190702, 6.9298113 51.5189883)",,,
"[463331028, 122748517]",True,"['2', '3']",L 641,Prosperstraße,secondary,,False,187.22199999999998,"LINESTRING (6.9297958 51.5190702, 6.9280708 51.5189632, 6.9278294 51.5189463, 6.9275893 51.5189288, 6.9272963 51.5189129, 6.9272467 51.5189121, 6.9271028 51.5189122)",,,
"[463331024, 463323946]",False,3,,Brauerstraße,residential,30,False,105.55199999999999,"LINESTRING (6.9297958 51.5190702, 6.9295071 51.5194366, 6.9291379 51.5199266)",,,
22428771,False,,,Böckenhoffstraße,residential,,False,198.77800000000002,"LINESTRING (6.9234224 51.5241219, 6.9234218 51.5240877, 6.9234397 51.5240537, 6.923765 51.5237605, 6.923798 51.5237292, 6.9238287 51.5236976, 6.9241516 51.523358, 6.9244279 51.5230533, 6.9236901 51.522764)",,,
37115428,False,,,Böckenhoffstraße,residential,30,False,50.54,"LINESTRING (6.9234224 51.5241219, 6.9233599 51.524125, 6.9232874 51.5241156, 6.9231776 51.5240779, 6.9227897 51.5239146)",,,
37115428,False,,,Böckenhoffstraße,residential,30,True,89.27000000000001,"LINESTRING (6.9234224 51.5241219, 6.923438 51.5241498, 6.9234881 51.5241764, 6.9235976 51.5242214, 6.9244621 51.5245875)",,,
35966535,True,,,Scharnhölzstraße,residential,,False,25.118000000000002,"LINESTRING (6.9292683 51.5248514, 6.9291879 51.5247621, 6.9291126 51.5246478)",,,
44677608,True,3,L 511,Friedrich-Ebert-Straße,primary,,False,67.83099999999999,"LINESTRING (6.9292683 51.5248514, 6.9291955 51.5249563, 6.929094 51.5251398, 6.9290097 51.5254369)",,,
22529784,False,,,Auf der Bette,residential,30,True,149.313,"LINESTRING (6.9344527 51.521796, 6.9338681 51.5230886)",,,
702689523,True,,,Auf der Bette,residential,30,False,215.65,"LINESTRING (6.9344527 51.521796, 6.9345618 51.5215158, 6.9349349 51.5207357, 6.9351235 51.5199068)",,,
702689521,False,,,Paßstraße,residential,30,False,129.375,"LINESTRING (6.9357127 51.5228977, 6.9342314 51.5230486, 6.9338681 51.5230886)",,,
155457722,False,,,Paßstraße,residential,,True,69.83200000000001,"LINESTRING (6.9297068 51.5217355, 6.9295577 51.5218171, 6.9294531 51.5220037, 6.9293514 51.5221628, 6.9292817 51.5222913)",,,
932004343,False,,,Brauerstraße,residential,20,True,4.586,"LINESTRING (6.9275832 51.5217967, 6.9276128 51.5217598)",,,
123291526,False,,,Poststraße,residential,20,True,74.717,"LINESTRING (6.9275832 51.5217967, 6.9273585 51.5216371, 6.9268907 51.5212812)",,,
133550514,True,2,L 511,Gladbecker Straße,secondary_link,,False,11.451,"LINESTRING (6.9284934 51.5260242, 6.9284502 51.5259817, 6.9284365 51.5259297)",,,
32801399,True,3,L 641,Prosperstraße,secondary,,False,17.188,"LINESTRING (6.9318673 51.5195529, 6.9316426 51.519487)",,,
"[462390731, 24610979, 32801382]",True,"['4', '2', '3']",L 631,Friedrich-Ebert-Straße,primary,50,False,349.7420000000001,"LINESTRING (6.9318673 51.5195529, 6.9316927 51.5199916, 6.931399 51.5207293, 6.9311879 51.5212564, 6.9310914 51.5214861, 6.9310564 51.5215695, 6.9308923 51.5219899, 6.9308907 51.5219947, 6.9308623 51.522064, 6.9307056 51.5224322, 6.9306876 51.5224744, 6.9306329 51.5226029)",,,
32801383,True,2,L 631,Friedrich-Ebert-Straße,primary,50,False,37.816,"LINESTRING (6.9316944 51.5193763, 6.9318259 51.5190462)",,,
32801384,True,3,L 641,Prosperstraße,secondary,,False,16.772,"LINESTRING (6.9316944 51.5193763, 6.9319129 51.5194416)",,,
133550520,True,2,L 511,Hans-Sachs-Straße,primary,,False,10.498,"LINESTRING (6.9285925 51.5259527, 6.9284934 51.5260242)",,,
285296129,True,4,L 631,Friedrich-Ebert-Straße,primary,50,False,12.772,"LINESTRING (6.9319129 51.5194416, 6.9318673 51.5195529)",,,
463118203,True,2,L 641,Prosperstraße,secondary,,False,33.129,"LINESTRING (6.9319129 51.5194416, 6.9323542 51.5195572)",,,
463118195,False,,,Karl-Englert-Straße,residential,,True,16.414,"LINESTRING (6.9324191 51.5181849, 6.9321866 51.5181556)",,,
"[462389346, 48652060]",False,,,"['Wortmannstraße', 'Karl-Englert-Straße']",residential,30,"[False, True]",182.38600000000002,"LINESTRING (6.9324191 51.5181849, 6.933051 51.5182076, 6.9333106 51.5182169, 6.9334849 51.5182072, 6.9337613 51.5181918, 6.9338986 51.5181692, 6.9340091 51.518113, 6.9342693 51.5175085)",,6,
