osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,bridge,width
173057404,Bernauer Straße,secondary,50,,False,True,50.621,"LINESTRING (12.3446695 47.8529113, 12.3447235 47.8533651)",2,St 2092,,
36892490,Hochriesstraße,residential,30,,False,False,44.478,"LINESTRING (12.3465676 47.8539731, 12.346673 47.8535794)",2,,,
"[461941683, 461941678]",Hochriesstraße,residential,30,,False,True,91.747,"LINESTRING (12.3465676 47.8539731, 12.3465444 47.8540599, 12.3465267 47.8541176, 12.3463657 47.8544556, 12.3462113 47.8547617)",2,,,
"[176222920, 569718250]",Bahnhofplatz,residential,,,False,True,29.276,"LINESTRING (12.3465676 47.8539731, 12.3467974 47.8540438, 12.3469228 47.8540849)",,,,
9956840,Staufenstraße,residential,,,False,True,189.66299999999998,"LINESTRING (12.3481473 47.850701, 12.347934 47.8506643, 12.347465 47.8505837, 12.3471906 47.8505363, 12.3471564 47.85053, 12.3470109 47.8505082, 12.3465111 47.8504045, 12.346442 47.8503905, 12.346155 47.8503323, 12.346014 47.8503037, 12.3457009 47.8502402)",1,,,
"[123371121, 537208609]",Hochriesstraße,residential,50,,False,False,89.08000000000001,"LINESTRING (12.3481473 47.850701, 12.3483088 47.8503523, 12.3483402 47.8502846, 12.348426 47.850088, 12.3484869 47.8499331)",2,,,6
"[36892490, 537208611]",Hochriesstraße,residential,"['50', '30']",,False,True,105.402,"LINESTRING (12.3481473 47.850701, 12.3480296 47.8509827, 12.3479714 47.8511161, 12.3479023 47.8512868, 12.3478878 47.8513268, 12.3477832 47.8516167)",2,,,6
"[537208609, 123371121]",Hochriesstraße,residential,50,,False,True,89.08000000000001,"LINESTRING (12.3484869 47.8499331, 12.348426 47.850088, 12.3483402 47.8502846, 12.3483088 47.8503523, 12.3481473 47.850701)",2,,,6
"[545317907, 9956843]",Spitzsteinstraße,residential,50,,False,True,124.148,"LINESTRING (12.3484869 47.8499331, 12.3491755 47.850091, 12.3497024 47.8502141, 12.3500612 47.8502942)","['2', '3']",,,
"[9078589, 533852871]",Seestraße,residential,50,,False,True,78.356,"LINESTRING (12.3479696 47.8564179, 12.3477546 47.8563559, 12.3475125 47.8562849, 12.3474278 47.8562586, 12.3471412 47.8561606, 12.3470295 47.8561074)",2,,,
"[929578314, 459036886]",Seestraße,residential,"['50', '30']",,False,False,79.235,"LINESTRING (12.3479696 47.8564179, 12.3485205 47.8565958, 12.3486079 47.856624, 12.348775 47.8566912, 12.3488817 47.8567459, 12.3488998 47.856757)",2,,,
"[9632488, 1093737923, 332715861]",Franziska-Hager-Straße,residential,30,,False,False,267.431,"LINESTRING (12.3479696 47.8564179, 12.3479939 47.8563637, 12.3480083 47.8563265, 12.3480478 47.8562049, 12.3480915 47.85606, 12.3481427 47.8558732, 12.3481895 47.85563, 12.3482065 47.8555384, 12.3482056 47.8554511, 12.3482044 47.8554423, 12.3481584 47.8553175, 12.3481149 47.8552373, 12.3479989 47.8551282, 12.3479089 47.8550391, 12.3478867 47.8550109, 12.3478738 47.8549716, 12.347877 47.8549035, 12.3478945 47.8548466, 12.3479317 47.8547404, 12.3479752 47.8546695, 12.3480559 47.8545601, 12.3480963 47.8544997, 12.3481597 47.8544197, 12.3482926 47.8542476, 12.3483609 47.8541568)",,,,
9953140,Jensenstraße,residential,30,,False,True,185.016,"LINESTRING (12.3483609 47.8541568, 12.3484765 47.8541906, 12.3485598 47.8542045, 12.3487619 47.8542318, 12.349479 47.8543412, 12.3495866 47.8543595, 12.3496761 47.854389, 12.3497459 47.8544216, 12.349794 47.8544524, 12.34983 47.8544809, 12.3498929 47.8545452, 12.3500724 47.8547286, 12.3501728 47.8548, 12.3502731 47.8548522, 12.350442 47.8549154)",,,,
"[9632488, 1093737923, 332715861]",Franziska-Hager-Straße,residential,30,,False,True,267.431,"LINESTRING (12.3483609 47.8541568, 12.3482926 47.8542476, 12.3481597 47.8544197, 12.3480963 47.8544997, 12.3480559 47.8545601, 12.3479752 47.8546695, 12.3479317 47.8547404, 12.3478945 47.8548466, 12.347877 47.8549035, 12.3478738 47.8549716, 12.3478867 47.8550109, 12.3479089 47.8550391, 12.3479989 47.8551282, 12.3481149 47.8552373, 12.3481584 47.8553175, 12.3482044 47.8554423, 12.3482056 47.8554511, 12.3482065 47.8555384, 12.3481895 47.85563, 12.3481427 47.8558732, 12.3480915 47.85606, 12.3480478 47.8562049, 12.3480083 47.8563265, 12.3479939 47.8563637, 12.3479696 47.8564179)",,,,
332715865,Jensenstraße,residential,50,,False,True,55.309999999999995,"LINESTRING (12.3483609 47.8541568, 12.3484029 47.85407, 12.3484299 47.8539559, 12.3484458 47.8538017, 12.34844 47.8536657)",,,,
123371175,Spitzsteinstraße,residential,50,,True,False,24.248,"LINESTRING (12.3500988 47.8505064, 12.3501112 47.8503926, 12.3500612 47.8502942)",1,,,
332715866,Jensenstraße,residential,50,,False,False,26.678,"LINESTRING (12.3500988 47.8505064, 12.3502345 47.8504234, 12.3502955 47.8503799, 12.3503505 47.8503365)",,,,
332715866,Jensenstraße,residential,50,,False,True,71.694,"LINESTRING (12.3500988 47.8505064, 12.350058 47.8505337, 12.3499353 47.8506141, 12.3498099 47.8507192, 12.3496663 47.8508585, 12.3495319 47.8510223)",,,,
9632892,Ernsdorfer Straße,residential,50,,False,False,11.711,"LINESTRING (12.3503505 47.8503365, 12.350432 47.8502465)",,,,
9956843,Spitzsteinstraße,residential,50,,False,False,22.094,"LINESTRING (12.3503505 47.8503365, 12.3500612 47.8502942)",2,,,
9950782,Lommelweg,residential,,,False,True,86.79599999999999,"LINESTRING (12.3503505 47.8503365, 12.3504926 47.8503433, 12.3509634 47.8504087, 12.3514793 47.8505156)",,,,
332715866,Jensenstraße,residential,50,,False,True,26.678,"LINESTRING (12.3503505 47.8503365, 12.3502955 47.8503799, 12.3502345 47.8504234, 12.3500988 47.8505064)",,,,
9395776,Beilhackstraße,residential,50,,False,False,30.517,"LINESTRING (12.3419972 47.8532197, 12.3421141 47.8529567)",,,,
"[9395013, 461941653]",Beilhackstraße,residential,50,,False,True,243.432,"LINESTRING (12.3419972 47.8532197, 12.3418 47.8535305, 12.3417592 47.8536105, 12.3416558 47.8538019, 12.3414043 47.8542673, 12.3412897 47.8544876, 12.3412163 47.8546192, 12.3410986 47.8548313, 12.3409856 47.8550348, 12.3409475 47.8552844)",,,,
940790683,Seestraße,residential,50,,False,True,10.382,"LINESTRING (12.3506655 47.8579596, 12.3505386 47.8579213)",,,,
521070378,Stauden,residential,50,,False,True,39.166,"LINESTRING (12.3506655 47.8579596, 12.35062 47.8580764, 12.3505867 47.8582273, 12.3505771 47.858306)",,,,
521070378,Stauden,residential,50,,False,False,39.166,"LINESTRING (12.3505771 47.858306, 12.3505867 47.8582273, 12.35062 47.8580764, 12.3506655 47.8579596)",,,,
36892490,Hochriesstraße,residential,30,,False,False,52.314,"LINESTRING (12.346673 47.8535794, 12.3469936 47.853161)",2,,,
36892490,Hochriesstraße,residential,30,,False,True,44.478,"LINESTRING (12.346673 47.8535794, 12.3465676 47.8539731)",2,,,
9950084,Wendelsteinstraße,residential,50,,False,True,144.02499999999998,"LINESTRING (12.346673 47.8535794, 12.3465589 47.8536105, 12.3460569 47.8537117, 12.3456789 47.8537918, 12.3453069 47.8538682, 12.3451566 47.8539007, 12.3450226 47.8539249, 12.3448283 47.853959)",,,,
173057404,Bernauer Straße,secondary,50,,False,True,23.021,"LINESTRING (12.3446496 47.8527047, 12.3446695 47.8529113)",2,St 2092,,
9950086,Hochplattenstraße,residential,50,,True,False,202.06900000000002,"LINESTRING (12.3446496 47.8527047, 12.3448917 47.8526989, 12.3450626 47.8526948, 12.3454345 47.8526859, 12.345675 47.8526802, 12.3458396 47.8526731, 12.3463361 47.8526519, 12.3465813 47.852643, 12.347022 47.8526352, 12.3473551 47.8526293)",,,,
173057404,Bernauer Straße,secondary,50,,False,False,88.306,"LINESTRING (12.3446496 47.8527047, 12.3446515 47.8526266, 12.3446677 47.8519657, 12.3446713 47.8519107)",2,St 2092,,
36892490,Hochriesstraße,residential,30,,False,False,92.116,"LINESTRING (12.3473551 47.8526293, 12.3475382 47.8523775, 12.3476789 47.8520414, 12.3476797 47.8520387, 12.3477346 47.8518458)",2,,,
36892490,Hochriesstraße,residential,30,,False,True,64.987,"LINESTRING (12.3473551 47.8526293, 12.3470982 47.8530029, 12.3469936 47.853161)",2,,,
9950087,Hochfellnstraße,residential,,,True,False,228.69,"LINESTRING (12.3477346 47.8518458, 12.347006 47.8518612, 12.3469435 47.8518625, 12.3466256 47.8518693, 12.3465521 47.8518708, 12.3461801 47.8518787, 12.3455746 47.8518916, 12.3450624 47.8519024, 12.3446713 47.8519107)",,,,
36892490,Hochriesstraße,residential,30,,False,False,25.75,"LINESTRING (12.3477346 47.8518458, 12.3477578 47.851715, 12.3477662 47.851671, 12.3477832 47.8516167)",2,,,
36892490,Hochriesstraße,residential,30,,False,True,92.116,"LINESTRING (12.3477346 47.8518458, 12.3476797 47.8520387, 12.3476789 47.8520414, 12.3475382 47.8523775, 12.3473551 47.8526293)",2,,,
9950088,Hochgernstraße,residential,,,False,False,17.972,"LINESTRING (12.344764 47.8510248, 12.3449501 47.8511274)",,,,
173057404,Bernauer Straße,secondary,50,,False,True,98.768,"LINESTRING (12.344764 47.8510248, 12.3447493 47.85117, 12.3447389 47.8512854, 12.344725 47.8513809, 12.3447143 47.8514464, 12.3447007 47.8515471, 12.3446954 47.8516085, 12.3446713 47.8519107)",2,St 2092,,
"[427426976, 176917531, 176917532]",Alte Bernauer Straße,residential,30,,True,False,99.597,"LINESTRING (12.344764 47.8510248, 12.3446753 47.8508882, 12.3445669 47.8508049, 12.3442747 47.8505985, 12.3442123 47.8505302, 12.3441166 47.8504254, 12.3440725 47.85028)",,,yes,
"[36892490, 537208611]",Hochriesstraße,residential,"['50', '30']",,False,False,105.402,"LINESTRING (12.3477832 47.8516167, 12.3478878 47.8513268, 12.3479023 47.8512868, 12.3479714 47.8511161, 12.3480296 47.8509827, 12.3481473 47.850701)",2,,,6
36892490,Hochriesstraße,residential,30,,False,True,25.75,"LINESTRING (12.3477832 47.8516167, 12.3477662 47.851671, 12.3477578 47.851715, 12.3477346 47.8518458)",2,,,
9956838,Kampenwandstraße,residential,,,False,True,114.091,"LINESTRING (12.3457009 47.8502402, 12.3456812 47.8502634, 12.3455869 47.8503664, 12.3451395 47.8508548, 12.3451082 47.8509173, 12.3450932 47.850975, 12.345027 47.8510583, 12.3449501 47.8511274)",1,,,
9956840,Staufenstraße,residential,,,False,False,189.663,"LINESTRING (12.3457009 47.8502402, 12.346014 47.8503037, 12.346155 47.8503323, 12.346442 47.8503905, 12.3465111 47.8504045, 12.3470109 47.8505082, 12.3471564 47.85053, 12.3471906 47.8505363, 12.347465 47.8505837, 12.347934 47.8506643, 12.3481473 47.850701)",1,,,
9950088,Hochgernstraße,residential,,,False,True,17.972,"LINESTRING (12.3449501 47.8511274, 12.344764 47.8510248)",,,,
9956838,Kampenwandstraße,residential,,,False,False,114.09100000000001,"LINESTRING (12.3449501 47.8511274, 12.345027 47.8510583, 12.3450932 47.850975, 12.3451082 47.8509173, 12.3451395 47.8508548, 12.3455869 47.8503664, 12.3456812 47.8502634, 12.3457009 47.8502402)",1,,,
55972718,Hochgernstraße,residential,,,True,False,218.324,"LINESTRING (12.3449501 47.8511274, 12.3450859 47.8511583, 12.3454655 47.8512213, 12.3454899 47.8512254, 12.3455335 47.8512327, 12.3458635 47.8512879, 12.3461888 47.8513436, 12.3466839 47.8514284, 12.3477832 47.8516167)",1,,,
"[9950784, 9950781]","['Lechlweg', 'Dr.-Otto-Eyrich-Straße']",residential,,,False,False,219.245,"LINESTRING (12.3514793 47.8505156, 12.3513411 47.850818, 12.3512902 47.8509433, 12.3512936 47.851043, 12.3512417 47.8512885, 12.3508063 47.851219, 12.3495319 47.8510223)",,,,
9950782,Lommelweg,residential,,,False,False,86.79599999999999,"LINESTRING (12.3514793 47.8505156, 12.3509634 47.8504087, 12.3504926 47.8503433, 12.3503505 47.8503365)",,,,
332715866,Jensenstraße,residential,50,,False,True,38.052,"LINESTRING (12.3495319 47.8510223, 12.3492614 47.8513124)",,,,
"[9950784, 9950781]","['Lechlweg', 'Dr.-Otto-Eyrich-Straße']",residential,,,False,True,219.245,"LINESTRING (12.3495319 47.8510223, 12.3508063 47.851219, 12.3512417 47.8512885, 12.3512936 47.851043, 12.3512902 47.8509433, 12.3513411 47.850818, 12.3514793 47.8505156)",,,,
332715866,Jensenstraße,residential,50,,False,False,71.694,"LINESTRING (12.3495319 47.8510223, 12.3496663 47.8508585, 12.3498099 47.8507192, 12.3499353 47.8506141, 12.350058 47.8505337, 12.3500988 47.8505064)",,,,
9950785,Weitlahner Straße,residential,,,False,False,109.20499999999998,"LINESTRING (12.3506725 47.8515729, 12.3502969 47.8515036, 12.3494658 47.8513504, 12.3492614 47.8513124)",,,,
332715866,Jensenstraße,residential,50,,False,False,38.052,"LINESTRING (12.3492614 47.8513124, 12.3495319 47.8510223)",,,,
9950785,Weitlahner Straße,residential,,,False,True,109.20500000000001,"LINESTRING (12.3492614 47.8513124, 12.3494658 47.8513504, 12.3502969 47.8515036, 12.3506725 47.8515729)",,,,
332715866,Jensenstraße,residential,50,,False,True,69.262,"LINESTRING (12.3492614 47.8513124, 12.3490033 47.8515907, 12.3488342 47.8518631)",,,,
"[332715868, 9951334, 9951335]","['Kirchenweg', 'Martin-Luther-Straße']",residential,,,False,True,309.037,"LINESTRING (12.3486028 47.8523732, 12.3503765 47.8524772, 12.3504899 47.8520218, 12.3504088 47.8520072, 12.3488342 47.8518631)",,,,
332715865,Jensenstraße,residential,50,,False,True,59.31999999999999,"LINESTRING (12.3486028 47.8523732, 12.3487192 47.8520881, 12.3488342 47.8518631)",,,,
332715865,Jensenstraße,residential,50,,False,False,145.54700000000003,"LINESTRING (12.3486028 47.8523732, 12.3485363 47.8525235, 12.3484364 47.8528158, 12.3484061 47.8529787, 12.3483954 47.8531069, 12.3484031 47.8532928, 12.34844 47.8536657)",,,,
"[332715868, 9951334, 9951335]","['Kirchenweg', 'Martin-Luther-Straße']",residential,,,False,False,309.03700000000003,"LINESTRING (12.3488342 47.8518631, 12.3504088 47.8520072, 12.3504899 47.8520218, 12.3503765 47.8524772, 12.3486028 47.8523732)",,,,
332715865,Jensenstraße,residential,50,,False,False,59.31999999999999,"LINESTRING (12.3488342 47.8518631, 12.3487192 47.8520881, 12.3486028 47.8523732)",,,,
332715866,Jensenstraße,residential,50,,False,False,69.262,"LINESTRING (12.3488342 47.8518631, 12.3490033 47.8515907, 12.3492614 47.8513124)",,,,
9953140,Jensenstraße,residential,30,,False,False,185.016,"LINESTRING (12.350442 47.8549154, 12.3502731 47.8548522, 12.3501728 47.8548, 12.3500724 47.8547286, 12.3498929 47.8545452, 12.34983 47.8544809, 12.349794 47.8544524, 12.3497459 47.8544216, 12.3496761 47.854389, 12.3495866 47.8543595, 12.349479 47.8543412, 12.3487619 47.8542318, 12.3485598 47.8542045, 12.3484765 47.8541906, 12.3483609 47.8541568)",,,,
9953140,Jensenstraße,residential,30,,False,True,23.131,"LINESTRING (12.350442 47.8549154, 12.3505039 47.8549588, 12.3505408 47.855006, 12.3505635 47.855055, 12.3505657 47.8550983)",,,,
9953140,Jensenstraße,residential,30,,False,False,23.131,"LINESTRING (12.3505657 47.8550983, 12.3505635 47.855055, 12.3505408 47.855006, 12.3505039 47.8549588, 12.350442 47.8549154)",,,,
9953140,Jensenstraße,residential,30,,False,True,45.495000000000005,"LINESTRING (12.3505657 47.8550983, 12.3505408 47.8552734, 12.3505392 47.8552855, 12.3505096 47.8555057)",,,,
56077798,Wopfnerstraße,residential,30,,False,False,110.534,"LINESTRING (12.3505657 47.8550983, 12.3511861 47.8550775, 12.3516087 47.8550634, 12.3520455 47.8550519)",,,,2
9953140,Jensenstraße,residential,30,,False,False,45.495000000000005,"LINESTRING (12.3505096 47.8555057, 12.3505392 47.8552855, 12.3505408 47.8552734, 12.3505657 47.8550983)",,,,
9953140,Jensenstraße,residential,30,,False,True,94.286,"LINESTRING (12.3505096 47.8555057, 12.3504727 47.8556161, 12.350465 47.8556331, 12.3504444 47.8556789, 12.3504366 47.8556907, 12.3504117 47.8557284, 12.350338 47.855795, 12.3502155 47.8558833, 12.3501108 47.8559587, 12.3497976 47.8561844)",,,,
9953140,Jensenstraße,residential,30,,False,False,94.28600000000002,"LINESTRING (12.3497976 47.8561844, 12.3501108 47.8559587, 12.3502155 47.8558833, 12.350338 47.855795, 12.3504117 47.8557284, 12.3504366 47.8556907, 12.3504444 47.8556789, 12.350465 47.8556331, 12.3504727 47.8556161, 12.3505096 47.8555057)",,,,
"[459034002, 459034003]",Jensenstraße,residential,30,,False,True,92.87599999999999,"LINESTRING (12.3497976 47.8561844, 12.3497787 47.8561984, 12.3496482 47.8562951, 12.3492855 47.8565638, 12.349234 47.8565888, 12.3489855 47.8567096, 12.3489643 47.8567177, 12.3488998 47.856757)",,,,
5081736,Seestraße,residential,30,,False,False,184.679,"LINESTRING (12.3488998 47.856757, 12.3490975 47.8569445, 12.3492526 47.857125, 12.3496671 47.8575875, 12.3497279 47.8576444, 12.3498061 47.8576885, 12.349937 47.8577424, 12.3501808 47.8578163, 12.3505386 47.8579213)",,,,
"[459034002, 459034003]",Jensenstraße,residential,30,,False,False,92.87599999999999,"LINESTRING (12.3488998 47.856757, 12.3489643 47.8567177, 12.3489855 47.8567096, 12.349234 47.8565888, 12.3492855 47.8565638, 12.3496482 47.8562951, 12.3497787 47.8561984, 12.3497976 47.8561844)",,,,
"[929578314, 459036886]",Seestraße,residential,"['50', '30']",,False,True,79.235,"LINESTRING (12.3488998 47.856757, 12.3488817 47.8567459, 12.348775 47.8566912, 12.3486079 47.856624, 12.3485205 47.8565958, 12.3479696 47.8564179)",2,,,
940790683,Seestraße,residential,50,,False,False,10.382,"LINESTRING (12.3505386 47.8579213, 12.3506655 47.8579596)",,,,
5081736,Seestraße,residential,30,,False,True,184.67899999999997,"LINESTRING (12.3505386 47.8579213, 12.3501808 47.8578163, 12.349937 47.8577424, 12.3498061 47.8576885, 12.3497279 47.8576444, 12.3496671 47.8575875, 12.3492526 47.857125, 12.3490975 47.8569445, 12.3488998 47.856757)",,,,
"[177021222, 40272981, 40272966]",Am Gries,residential,,,False,True,60.925,"LINESTRING (12.3434475 47.8563679, 12.343105 47.8565291, 12.3428857 47.8566299, 12.3427719 47.8566753)",,,yes,
313985926,Höhenbergstraße,residential,,,False,False,96.525,"LINESTRING (12.3434475 47.8563679, 12.3435247 47.8564654, 12.3435914 47.8565472, 12.343733 47.8566165, 12.3439247 47.8566622, 12.3439815 47.8566686, 12.3441373 47.8566863, 12.3442858 47.8567079, 12.3445268 47.8567332)",,,,
"[1159213929, 10058189]",Marktplatz,residential,,,False,True,95.084,"LINESTRING (12.3434475 47.8563679, 12.3435098 47.8562726, 12.3435269 47.8561933, 12.34354 47.856124, 12.3435413 47.8560767, 12.343509 47.8560166, 12.3434522 47.8559451, 12.3434278 47.8559144, 12.3433987 47.8558812, 12.3433621 47.8558242, 12.3433563 47.8557963, 12.3433478 47.8557557, 12.3433544 47.8557153, 12.3433808 47.8555526)",2,,,
10058190,Friedhofweg,residential,,,False,False,133.218,"LINESTRING (12.3445268 47.8567332, 12.3445053 47.8568377, 12.3444269 47.857929)",,,,
313985926,Höhenbergstraße,residential,,,False,True,96.52499999999999,"LINESTRING (12.3445268 47.8567332, 12.3442858 47.8567079, 12.3441373 47.8566863, 12.3439815 47.8566686, 12.3439247 47.8566622, 12.343733 47.8566165, 12.3435914 47.8565472, 12.3435247 47.8564654, 12.3434475 47.8563679)",,,,
461941689,Höhenbergstraße,residential,,,False,False,68.86500000000001,"LINESTRING (12.3445268 47.8567332, 12.3448027 47.856762, 12.3450858 47.8567584, 12.3454406 47.8567151)",,,,
"[68416530, 176797515]",Schulstraße,residential,30,,False,False,114.614,"LINESTRING (12.3454406 47.8567151, 12.3453116 47.8564405, 12.3451453 47.8562379, 12.3450268 47.8561482, 12.344929 47.8560639, 12.3447845 47.8559378, 12.3446877 47.8558301)",2,,,
"[68416530, 9956835]",Schulstraße,residential,30,,False,True,146.337,"LINESTRING (12.3454406 47.8567151, 12.3454572 47.8568371, 12.3454928 47.8572923, 12.3454883 47.8574794, 12.3453615 47.85785, 12.3452945 47.8580143)",2,,,
461941689,Höhenbergstraße,residential,,,False,True,68.865,"LINESTRING (12.3454406 47.8567151, 12.3450858 47.8567584, 12.3448027 47.856762, 12.3445268 47.8567332)",,,,
10058190,Friedhofweg,residential,,,False,True,133.218,"LINESTRING (12.3444269 47.857929, 12.3445053 47.8568377, 12.3445268 47.8567332)",,,,
165738496,Neugartenstraße,residential,,,False,False,65.49600000000001,"LINESTRING (12.3444269 47.857929, 12.3449736 47.8579692, 12.3452008 47.8579998, 12.3452945 47.8580143)",,,,
