osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge,access,junction
"[735174824, 735174825, 735174823]",Bayrischzeller Straße,primary,False,True,106.707,,B 472,50,"LINESTRING (11.8387935 47.7886648, 11.8386241 47.788223, 11.838577 47.7881134, 11.8385048 47.7879491, 11.838416 47.7877394)",,,
44522459,Rosenheimer Straße,secondary,False,True,28.44,3,St 2010,50,"LINESTRING (11.8392204 47.7887656, 11.8390674 47.7887915, 11.83897 47.7888084, 11.8388529 47.7888321)",,,
144777324,,secondary_link,True,False,34.01,1,,50,"LINESTRING (11.8392204 47.7887656, 11.8391034 47.7888345, 11.8390366 47.7888958, 11.8389115 47.7889888)",,,
735174815,Rosenheimer Straße,tertiary,False,True,21.36,4,,50,"LINESTRING (11.8385918 47.7888798, 11.8383137 47.7889244)",,,
352618067,,tertiary_link,True,False,28.345,1,,50,"LINESTRING (11.8385918 47.7888798, 11.8386712 47.7887767, 11.8387935 47.7886648)",,,
352618069,Rosenheimer Straße,tertiary,False,False,20.259,3,,50,"LINESTRING (11.8385918 47.7888798, 11.838686 47.788862, 11.8387301 47.7888497, 11.8388529 47.7888321)",,,
61723125,Bayrischzeller Straße,primary,False,True,17.967,4,B 472,50,"LINESTRING (11.8389115 47.7889888, 11.8388851 47.7889164, 11.8388753 47.7888906, 11.8388529 47.7888321)",,,
352618066,,tertiary_link,True,False,26.797,1,,50,"LINESTRING (11.8389115 47.7889888, 11.8387484 47.7889375, 11.8385918 47.7888798)",,,
"[352618068, 353604773, 735174822, 735174821]",Bayrischzeller Straße,primary,False,False,227.63,3,B 472,50,"LINESTRING (11.8389115 47.7889888, 11.8391477 47.789607, 11.8392894 47.7900197, 11.8394503 47.7904684, 11.8396287 47.7909783)",,,
735174831,Bayrischzeller Straße,primary,False,False,14.257,,B 472,50,"LINESTRING (11.8371212 47.7861954, 11.8371495 47.7862239, 11.837227 47.7863021)",,,
"[735174827, 62359813]",Carl-Fohr-Straße,residential,False,False,192.406,2,,,"LINESTRING (11.8370219 47.786351, 11.836634 47.7864605, 11.8363047 47.7865469, 11.8362521 47.7865612, 11.8359785 47.7866344, 11.8358652 47.7866669, 11.8351618 47.7868443, 11.8347649 47.7869332, 11.8346105 47.7869521)",,,
735174828,,primary_link,True,False,18.9,1,,,"LINESTRING (11.8370219 47.786351, 11.8370437 47.7863249, 11.8370718 47.7862889, 11.8370987 47.7862469, 11.8371212 47.7861954)",,,
735174829,Carl-Fohr-Straße,residential,False,True,16.259999999999998,2,,,"LINESTRING (11.8370219 47.786351, 11.8370752 47.7863385, 11.837227 47.7863021)",,,
295264730,Münchner Straße,tertiary,False,True,53.547999999999995,,,30,"LINESTRING (11.8367281 47.7909692, 11.836748 47.7909807, 11.8371504 47.7912194, 11.83727 47.7912843)",,,
1159212122,Münchner Straße,tertiary,False,False,26.843000000000004,,,30,"LINESTRING (11.8367281 47.7909692, 11.8366339 47.7909145, 11.836482 47.7907942)",,,
446499978,,tertiary,True,False,32.936,,,,"LINESTRING (11.8317095 47.7904847, 11.8316625 47.7904884, 11.8316345 47.7904859, 11.8315971 47.790475, 11.8315664 47.790457, 11.8315548 47.7904437, 11.8315425 47.7904292, 11.8315347 47.7903975, 11.8315439 47.790366, 11.8315689 47.7903387, 11.8316065 47.7903189, 11.8316499 47.7903111)",,,roundabout
"[106183596, 1131852852, 1131852853]",Wallenburger Straße,residential,False,True,252.17600000000002,,,30,"LINESTRING (11.8317095 47.7904847, 11.8317568 47.7905733, 11.8318273 47.790679, 11.8318965 47.7907593, 11.8319508 47.7908203, 11.8320251 47.7909168, 11.8320722 47.7910047, 11.8320927 47.7911017, 11.8321201 47.7912312, 11.8321728 47.7915514, 11.8322294 47.7918772, 11.8322826 47.7921879, 11.8322972 47.7922987, 11.8323652 47.7924751, 11.8324301 47.7926773)",,,
30118333,Frühlingstraße,tertiary,False,False,26.654,,,50,"LINESTRING (11.8318053 47.7903925, 11.8319672 47.7903913, 11.8320403 47.7904016, 11.8321269 47.790415, 11.8321577 47.7904188)",,,
446499978,,tertiary,True,False,13.626,,,,"LINESTRING (11.8318053 47.7903925, 11.8318037 47.7904263, 11.8317834 47.7904513, 11.8317502 47.7904705, 11.8317095 47.7904847)",,,roundabout
10929721,Frühlingstraße,tertiary,False,False,81.495,,,50,"LINESTRING (11.8316499 47.7903111, 11.8316137 47.7902285, 11.8315695 47.7901542, 11.8315556 47.7901286, 11.8315055 47.7900661, 11.8314527 47.7900168, 11.8313729 47.7899607, 11.8313129 47.7899239, 11.8312537 47.789893, 11.8311886 47.789867, 11.8311024 47.789834, 11.8310932 47.789832, 11.8310217 47.7898084, 11.8309599 47.7897849)",,,
446499978,,tertiary,True,False,16.443,,,,"LINESTRING (11.8316499 47.7903111, 11.8316979 47.7903107, 11.8317403 47.7903224, 11.8317744 47.790343, 11.8317962 47.7903701, 11.8318053 47.7903925)",,,roundabout
15227304,Pfarrgasse,residential,False,True,12.504000000000001,,,,"LINESTRING (11.8321577 47.7904188, 11.8321718 47.7903915, 11.8322077 47.7903115)",,,
30118333,Frühlingstraße,tertiary,False,False,134.18099999999998,,,50,"LINESTRING (11.8321577 47.7904188, 11.8322987 47.7904365, 11.8323939 47.7904431, 11.8324972 47.7904332, 11.8325938 47.7903953, 11.8326903 47.7903412, 11.8328492 47.790281, 11.8329949 47.7902606, 11.833113 47.7902716, 11.8332864 47.7903005, 11.8335486 47.79034, 11.8338055 47.7903616, 11.8338624 47.790353)",,,
30118333,Frühlingstraße,tertiary,False,True,26.654,,,50,"LINESTRING (11.8321577 47.7904188, 11.8321269 47.790415, 11.8320403 47.7904016, 11.8319672 47.7903913, 11.8318053 47.7903925)",,,
11952977,Am Ries,residential,False,False,51.637,,,,"LINESTRING (11.8294413 47.7903492, 11.8294021 47.7902785, 11.829421 47.7900545, 11.8293289 47.789902)",,,
1155995618,Riezlerstraße,residential,False,False,46.235,,,30,"LINESTRING (11.8369425 47.7905164, 11.836482 47.7907942)",,,
22575746,Riezlerstraße,residential,False,False,143.108,,,30,"LINESTRING (11.8369425 47.7905164, 11.8370172 47.790575, 11.8378073 47.7904064, 11.8381592 47.790343, 11.8387569 47.7902702)",,,
22575746,Riezlerstraße,residential,False,True,65.328,,,30,"LINESTRING (11.8369425 47.7905164, 11.8369203 47.7904961, 11.8368294 47.7904221, 11.8366527 47.7902468, 11.8364697 47.7900238)",,,
1155995618,Riezlerstraße,residential,False,True,46.235,,,30,"LINESTRING (11.836482 47.7907942, 11.8369425 47.7905164)",,,
"[1159212122, 61723130]",Münchner Straße,tertiary,False,False,76.807,,,30,"LINESTRING (11.836482 47.7907942, 11.8360763 47.7904728, 11.8358553 47.7902481)",,,
1159212122,Münchner Straße,tertiary,False,True,26.843000000000004,,,30,"LINESTRING (11.836482 47.7907942, 11.8366339 47.7909145, 11.8367281 47.7909692)",,,
