osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge,access,junction
53664415,Am Windfeld,residential,False,False,137.613,,,50,"LINESTRING (11.8384404 47.7933107, 11.8384196 47.7931997, 11.8383327 47.7929446, 11.8382984 47.7928178, 11.838264 47.7927024, 11.83824 47.7925961, 11.8383043 47.7924336, 11.8383499 47.7923507, 11.8384954 47.7921169)",,,
30118334,Wallenburger Straße,residential,False,True,81.456,,,30,"LINESTRING (11.8324301 47.7926773, 11.8325592 47.7928635, 11.8326921 47.7930885, 11.8327918 47.7933656)",,,
"[52285236, 52285237, 106183599]",Schützenstraße,residential,False,True,99.85600000000001,,,,"LINESTRING (11.8324301 47.7926773, 11.83222 47.7928002, 11.8321256 47.7928578, 11.8320226 47.7928866, 11.8319036 47.7929068, 11.831704 47.7929385, 11.831227 47.7930173)",,,
"[106183596, 1131852853, 1131852852]",Wallenburger Straße,residential,False,False,252.176,,,30,"LINESTRING (11.8324301 47.7926773, 11.8323652 47.7924751, 11.8322972 47.7922987, 11.8322826 47.7921879, 11.8322294 47.7918772, 11.8321728 47.7915514, 11.8321201 47.7912312, 11.8320927 47.7911017, 11.8320722 47.7910047, 11.8320251 47.7909168, 11.8319508 47.7908203, 11.8318965 47.7907593, 11.8318273 47.790679, 11.8317568 47.7905733, 11.8317095 47.7904847)",,,
"[1159053419, 52442677, 1159053420, 1159053421]",Bahnhofplatz,residential,False,False,91.24,,,,"LINESTRING (11.8312258 47.7905216, 11.8311562 47.7905356, 11.8310796 47.7903827, 11.8310135 47.7902155, 11.8309906 47.7901439, 11.8309759 47.7900953, 11.8309549 47.7900266, 11.830933 47.7898947, 11.8309373 47.7898471, 11.8309599 47.7897849)",,,
11294322,Bahnhofstraße,residential,False,False,21.104,,,,"LINESTRING (11.8309599 47.7897849, 11.8309975 47.7895968)",,,
10929721,Frühlingstraße,tertiary,False,True,81.495,,,50,"LINESTRING (11.8309599 47.7897849, 11.8310217 47.7898084, 11.8310932 47.789832, 11.8311024 47.789834, 11.8311886 47.789867, 11.8312537 47.789893, 11.8313129 47.7899239, 11.8313729 47.7899607, 11.8314527 47.7900168, 11.8315055 47.7900661, 11.8315556 47.7901286, 11.8315695 47.7901542, 11.8316137 47.7902285, 11.8316499 47.7903111)",,,
1080233983,Frühlingstraße,tertiary,False,False,54.44,,,50,"LINESTRING (11.8309599 47.7897849, 11.8308166 47.7897075, 11.8306697 47.7896104, 11.8305689 47.7895361, 11.8305011 47.7894819, 11.8304403 47.7894432)",,,
"[1159053421, 1159053419, 1159053420, 52442677]",Bahnhofplatz,residential,False,True,91.24000000000001,,,,"LINESTRING (11.8309599 47.7897849, 11.8309373 47.7898471, 11.830933 47.7898947, 11.8309549 47.7900266, 11.8309759 47.7900953, 11.8309906 47.7901439, 11.8310135 47.7902155, 11.8310796 47.7903827, 11.8311562 47.7905356, 11.8312258 47.7905216)",,,
"[13994121, 16570163, 299081433, 295264727]","['Susanna-Waitzinger-Straße', 'Habererplatz']",residential,False,False,344.015,,,,"LINESTRING (11.834358 47.788256, 11.8339841 47.7882498, 11.8339458 47.788246, 11.8338338 47.7882131, 11.8337498 47.7881849, 11.833592 47.7881639, 11.8335625 47.7881548, 11.8335487 47.7881362, 11.833531 47.7877071, 11.8333569 47.7876498, 11.8333043 47.7873246, 11.8332981 47.7872204, 11.8334184 47.7871734, 11.8334521 47.7871386, 11.8334798 47.7871004, 11.8334888 47.78706, 11.8335009 47.7870038, 11.8335053 47.7869297, 11.8335078 47.7868885, 11.8335239 47.7868412, 11.8335539 47.7867965, 11.8336002 47.7867505, 11.8336395 47.786707, 11.8336649 47.7866641, 11.8337022 47.7865844, 11.8337216 47.7865387, 11.8337514 47.786488, 11.8337948 47.7864402, 11.833863 47.7863853, 11.8339464 47.7863398, 11.8340183 47.7863151, 11.8341059 47.7863024, 11.8346842 47.7862786)",,,
295264733,Schlierseer Straße,residential,False,True,42.913,2,,,"LINESTRING (11.834358 47.788256, 11.8343527 47.7885646, 11.8343514 47.7886419)",,,
295264734,Schlierseer Straße,residential,False,False,146.964,2,,30,"LINESTRING (11.834358 47.788256, 11.8344069 47.7881121, 11.834593 47.7874948, 11.8346106 47.7874231, 11.8346199 47.7873676, 11.8346251 47.7872898, 11.8346105 47.7869521)",,,
11532945,Marktwinkl,residential,False,True,38.981,,,,"LINESTRING (11.8316107 47.7870813, 11.8318666 47.7873868)",,,
284473246,Haidmühlstraße,residential,False,True,30.31,,,,"LINESTRING (11.8316107 47.7870813, 11.8313211 47.7872722)",,,
315038016,Haidmühlstraße,residential,False,False,21.636,,,,"LINESTRING (11.8316107 47.7870813, 11.8317026 47.7870028, 11.831771 47.78692)",,,
11532945,Marktwinkl,residential,False,False,17.387999999999998,,,,"LINESTRING (11.831771 47.78692, 11.8318656 47.7869714, 11.831923 47.7870353)",,,
315038016,Haidmühlstraße,residential,False,False,56.083,,,,"LINESTRING (11.831771 47.78692, 11.8318432 47.7866505, 11.8318705 47.7864207)",,,
315038016,Haidmühlstraße,residential,False,True,21.636,,,,"LINESTRING (11.831771 47.78692, 11.8317026 47.7870028, 11.8316107 47.7870813)",,,
315038016,Haidmühlstraße,residential,False,False,10.733,,,,"LINESTRING (11.8318705 47.7864207, 11.8318736 47.7863242)",,,
"[14388612, 52102430]","['Schmiedgasse', 'Marktwinkl']",residential,False,False,91.689,,,,"LINESTRING (11.8318705 47.7864207, 11.8320138 47.7864829, 11.8320497 47.7865184, 11.8321381 47.7868072, 11.8322223 47.7869503, 11.831923 47.7870353)",,,
315038016,Haidmühlstraße,residential,False,True,56.083,,,,"LINESTRING (11.8318705 47.7864207, 11.8318432 47.7866505, 11.831771 47.78692)",,,
11532945,Marktwinkl,residential,False,False,42.590999999999994,,,,"LINESTRING (11.831923 47.7870353, 11.832005 47.7872112, 11.8318666 47.7873868)",,,
11532945,Marktwinkl,residential,False,True,17.387999999999998,,,,"LINESTRING (11.831923 47.7870353, 11.8318656 47.7869714, 11.831771 47.78692)",,,
"[14388612, 52102430]","['Schmiedgasse', 'Marktwinkl']",residential,False,True,91.689,,,,"LINESTRING (11.831923 47.7870353, 11.8322223 47.7869503, 11.8321381 47.7868072, 11.8320497 47.7865184, 11.8320138 47.7864829, 11.8318705 47.7864207)",,,
11532945,Marktwinkl,residential,False,False,38.981,,,,"LINESTRING (11.8318666 47.7873868, 11.8316107 47.7870813)",,,
11532945,Marktwinkl,residential,False,True,42.590999999999994,,,,"LINESTRING (11.8318666 47.7873868, 11.832005 47.7872112, 11.831923 47.7870353)",,,
14387286,Marktwinkl,residential,False,False,41.948,,,,"LINESTRING (11.8318666 47.7873868, 11.8319182 47.7875771, 11.8316531 47.7876225)",,,
14387286,Marktwinkl,residential,False,False,48.076,,,,"LINESTRING (11.8316531 47.7876225, 11.8316104 47.7874705, 11.8313211 47.7872722)",,,
14387286,Marktwinkl,residential,False,True,41.948,,,,"LINESTRING (11.8316531 47.7876225, 11.8319182 47.7875771, 11.8318666 47.7873868)",,,
"[51821920, 801030549]","['Marktplatz', 'Marktwinkl']",residential,False,"[False, True]",68.03999999999999,,,,"LINESTRING (11.8316531 47.7876225, 11.8316506 47.7877315, 11.8316502 47.7877483, 11.8316966 47.7879119, 11.831794 47.788075, 11.8315812 47.7880904)",,,
22575627,Schinharlstraße,residential,False,True,118.765,,,,"LINESTRING (11.831227 47.7930173, 11.8307138 47.7920064)",,,
23031497,Schützenstraße,residential,False,True,166.291,,,,"LINESTRING (11.831227 47.7930173, 11.8310805 47.7930581, 11.8309736 47.7931204, 11.8309068 47.7931923, 11.8308467 47.7932787, 11.830554 47.7937425, 11.83034 47.7940816, 11.8301996 47.7943041)",,,
"[52285236, 52285237, 106183599]",Schützenstraße,residential,False,False,99.856,,,,"LINESTRING (11.831227 47.7930173, 11.831704 47.7929385, 11.8319036 47.7929068, 11.8320226 47.7928866, 11.8321256 47.7928578, 11.83222 47.7928002, 11.8324301 47.7926773)",,,
11951735,Waldeckerhöhe,residential,False,True,80.235,,,,"LINESTRING (11.8282831 47.7903917, 11.8281144 47.790021, 11.8278714 47.7897297)",,,
1131852847,Albert-Schweitzer-Straße,residential,False,False,48.749,,,30,"LINESTRING (11.8282831 47.7903917, 11.8284863 47.7903583, 11.8286019 47.7903094, 11.8287108 47.7902533, 11.8288346 47.7901755)",,,
11952977,Am Ries,residential,False,True,51.637,,,,"LINESTRING (11.8293289 47.789902, 11.829421 47.7900545, 11.8294021 47.7902785, 11.8294413 47.7903492)",,,
"[60739794, 1131852844]",Albert-Schweitzer-Straße,residential,False,False,47.079,,,50,"LINESTRING (11.8293289 47.789902, 11.8294995 47.7897238, 11.8295692 47.7896504, 11.8296298 47.7895328)",,,
60739794,Albert-Schweitzer-Straße,residential,False,True,47.883,,,50,"LINESTRING (11.8293289 47.789902, 11.8289841 47.7900816, 11.8288346 47.7901755)",,,
11951735,Waldeckerhöhe,residential,False,False,87.355,,,,"LINESTRING (11.8271382 47.7891179, 11.8277339 47.7896059, 11.8278714 47.7897297)",,,
11951735,Waldeckerhöhe,residential,False,False,80.235,,,,"LINESTRING (11.8278714 47.7897297, 11.8281144 47.790021, 11.8282831 47.7903917)",,,
11951735,Waldeckerhöhe,residential,False,True,87.355,,,,"LINESTRING (11.8278714 47.7897297, 11.8277339 47.7896059, 11.8271382 47.7891179)",,,
"[99042841, 60739783]",Waldeckerhöhe,residential,False,"[False, True]",82.108,,,,"LINESTRING (11.8278714 47.7897297, 11.8274475 47.7897744, 11.8272499 47.7895619, 11.8270082 47.7894459)",,,
"[1131852845, 11952774]",Bergwerkstraße,residential,False,False,500.469,,,,"LINESTRING (11.8290863 47.7938562, 11.8295473 47.793001, 11.8300886 47.7919599, 11.8301873 47.7917421, 11.8302341 47.7915861, 11.8302205 47.7914316, 11.8301866 47.7912845, 11.8301365 47.7911251, 11.8300914 47.7909492, 11.8299207 47.7902694, 11.8298101 47.7898327, 11.8297243 47.7896594, 11.8296298 47.7895328)",,,
60739794,Albert-Schweitzer-Straße,residential,False,False,47.883,,,50,"LINESTRING (11.8288346 47.7901755, 11.8289841 47.7900816, 11.8293289 47.789902)",,,
1131852847,Albert-Schweitzer-Straße,residential,False,True,48.749,,,30,"LINESTRING (11.8288346 47.7901755, 11.8287108 47.7902533, 11.8286019 47.7903094, 11.8284863 47.7903583, 11.8282831 47.7903917)",,,
1131852849,Frauenschulstraße,residential,False,True,391.76,,,,"LINESTRING (11.8288346 47.7901755, 11.8288497 47.790298, 11.8288816 47.7904171, 11.8290339 47.7906069, 11.8291595 47.7906932, 11.8292755 47.7907935, 11.8293272 47.7908516, 11.8293385 47.7909228, 11.8293537 47.7910995, 11.8293364 47.7912428, 11.8293024 47.7915243, 11.8292895 47.7915849, 11.8292258 47.7918838, 11.8292129 47.7919444, 11.8291888 47.7921786, 11.8291709 47.7923202, 11.8290597 47.7925718, 11.8289869 47.7927361, 11.8289482 47.7928177, 11.8288019 47.7931189, 11.8286882 47.7933729, 11.82859 47.7935302)",,,
61723132,Frauenschulstraße,residential,False,False,35.127,,,,"LINESTRING (11.828357 47.7938046, 11.82859 47.7935302)",,,
11953529,Frauenschulstraße,residential,False,False,150.98,,,,"LINESTRING (11.828357 47.7938046, 11.8276504 47.7936987, 11.827593 47.7936569, 11.8275989 47.7935834, 11.8276889 47.7934886, 11.8277793 47.7934417, 11.82859 47.7935302)",,,
61723132,Frauenschulstraße,residential,False,True,84.77000000000001,,,,"LINESTRING (11.828357 47.7938046, 11.8281964 47.7940035, 11.8279371 47.79436, 11.8278516 47.7944869)",,,
61723132,Frauenschulstraße,residential,False,True,35.127,,,,"LINESTRING (11.82859 47.7935302, 11.828357 47.7938046)",,,
11953529,Frauenschulstraße,residential,False,True,150.98000000000002,,,,"LINESTRING (11.82859 47.7935302, 11.8277793 47.7934417, 11.8276889 47.7934886, 11.8275989 47.7935834, 11.827593 47.7936569, 11.8276504 47.7936987, 11.828357 47.7938046)",,,
1131852849,Frauenschulstraße,residential,False,False,391.76000000000005,,,,"LINESTRING (11.82859 47.7935302, 11.8286882 47.7933729, 11.8288019 47.7931189, 11.8289482 47.7928177, 11.8289869 47.7927361, 11.8290597 47.7925718, 11.8291709 47.7923202, 11.8291888 47.7921786, 11.8292129 47.7919444, 11.8292258 47.7918838, 11.8292895 47.7915849, 11.8293024 47.7915243, 11.8293364 47.7912428, 11.8293537 47.7910995, 11.8293385 47.7909228, 11.8293272 47.7908516, 11.8292755 47.7907935, 11.8291595 47.7906932, 11.8290339 47.7906069, 11.8288816 47.7904171, 11.8288497 47.790298, 11.8288346 47.7901755)",,,
284473246,Haidmühlstraße,residential,False,False,30.31,,,,"LINESTRING (11.8313211 47.7872722, 11.8316107 47.7870813)",,,
14387286,Marktwinkl,residential,False,True,48.076,,,,"LINESTRING (11.8313211 47.7872722, 11.8316104 47.7874705, 11.8316531 47.7876225)",,,
284473246,Haidmühlstraße,residential,False,True,69.946,,,,"LINESTRING (11.8313211 47.7872722, 11.8311019 47.7874163, 11.8310549 47.7874716, 11.8309591 47.7875959, 11.8308165 47.7877932)",,,
"[437941508, 15225238]",Kreuzberg,residential,False,False,260.49699999999996,,,30,"LINESTRING (11.829145 47.7878505, 11.8288501 47.7874841, 11.8284415 47.7870172, 11.8280368 47.7865585, 11.827366 47.7858363)",,,
44597885,Lindenplatz,residential,False,False,98.73600000000002,,,,"LINESTRING (11.829145 47.7878505, 11.8292709 47.7878014, 11.8293568 47.7877782, 11.8295487 47.7877212, 11.8300036 47.7875194, 11.8301817 47.7873926, 11.8302291 47.7873589)",,,
"[459818237, 44601564, 44601565, 15225222]",Schlierachweg,residential,False,True,219.46700000000004,,,,"LINESTRING (11.829145 47.7878505, 11.8290048 47.7879584, 11.8288589 47.788091, 11.8286647 47.7882864, 11.8285459 47.78844, 11.8285133 47.7885015, 11.828507 47.7885466, 11.8285207 47.7886195, 11.8285788 47.7887016, 11.8286737 47.7888227, 11.8288093 47.7889489, 11.828985 47.7890684, 11.8290533 47.7891405, 11.8291012 47.7891911, 11.8292631 47.789352, 11.8293606 47.7894526, 11.8294009 47.7895088)",yes,,
29359700,Kreuzberg,residential,False,False,182.775,,,30,"LINESTRING (11.827366 47.7858363, 11.8278489 47.7865217, 11.828186 47.7870561, 11.8283694 47.7873351)",,,
"[437941508, 15225238]",Kreuzberg,residential,False,True,260.497,,,30,"LINESTRING (11.827366 47.7858363, 11.8280368 47.7865585, 11.8284415 47.7870172, 11.8288501 47.7874841, 11.829145 47.7878505)",,,
38181418,Haidmühlstraße,residential,False,True,22.266000000000002,,,,"LINESTRING (11.8308165 47.7877932, 11.8307711 47.7879348, 11.8307714 47.7879902)",,,
"[44572152, 44649440, 44572151]",Badstraße,residential,False,True,66.148,,,30,"LINESTRING (11.8308165 47.7877932, 11.8306888 47.7877494, 11.8304724 47.7875544, 11.8303843 47.7874887, 11.8303554 47.7874571, 11.8302291 47.7873589)",yes,,
284473246,Haidmühlstraße,residential,False,False,69.946,,,,"LINESTRING (11.8308165 47.7877932, 11.8309591 47.7875959, 11.8310549 47.7874716, 11.8311019 47.7874163, 11.8313211 47.7872722)",,,
15225408,Waagstraße,residential,False,True,107.892,,,,"LINESTRING (11.8304403 47.7894432, 11.830432 47.7893195, 11.8304121 47.7892174, 11.8303722 47.7890324, 11.8303025 47.7888676, 11.8302992 47.7888081, 11.83034 47.7887579, 11.8304001 47.7887233, 11.8304258 47.7886714, 11.8305117 47.7885215)",,,
"[30665175, 106183611, 1131852846, 1080233983]","['Frühlingstraße', 'Johannisbrücke', 'Tölzer Straße']",tertiary,False,"[False, True]",63.25,,,50,"LINESTRING (11.8304403 47.7894432, 11.8303133 47.7894114, 11.8302948 47.7894112, 11.8302667 47.7894114, 11.8300984 47.789439, 11.8300723 47.7894444, 11.829922 47.7894818, 11.829703 47.7895298, 11.8296298 47.7895328)",yes,,
1080233983,Frühlingstraße,tertiary,False,True,54.44,,,50,"LINESTRING (11.8304403 47.7894432, 11.8305011 47.7894819, 11.8305689 47.7895361, 11.8306697 47.7896104, 11.8308166 47.7897075, 11.8309599 47.7897849)",,,
43898735,Schlachthofstraße,residential,False,True,22.601,,,,"LINESTRING (11.8305117 47.7885215, 11.8308108 47.788491)",,,
15225408,Waagstraße,residential,False,False,107.89200000000001,,,,"LINESTRING (11.8305117 47.7885215, 11.8304258 47.7886714, 11.8304001 47.7887233, 11.83034 47.7887579, 11.8302992 47.7888081, 11.8303025 47.7888676, 11.8303722 47.7890324, 11.8304121 47.7892174, 11.830432 47.7893195, 11.8304403 47.7894432)",,,
43898735,Schlachthofstraße,residential,False,False,73.129,,,,"LINESTRING (11.8305117 47.7885215, 11.8304001 47.7884927, 11.8302971 47.7884581, 11.8297465 47.7883823, 11.829677 47.7883822, 11.8295644 47.7883837)",,,
11294322,Bahnhofstraße,residential,False,True,25.83,,,,"LINESTRING (11.8309599 47.7891059, 11.8309847 47.7893376)",,,
43899625,Rathausstraße,residential,False,False,69.324,,,,"LINESTRING (11.8309599 47.7891059, 11.8309319 47.7889807, 11.8308664 47.7887551, 11.8308278 47.7885391, 11.8308108 47.788491)",,,
383413669,Fraunhoferstraße,residential,False,False,21.937,,,,"LINESTRING (11.8322165 47.788837, 11.8325074 47.7888101)",,,
15227015,Heimbucherwinkl,residential,False,False,32.862,,,,"LINESTRING (11.8322165 47.788837, 11.8322411 47.7888773, 11.8321478 47.7890759, 11.8321082 47.7891106)",,,
446499977,Fraunhoferstraße,residential,True,False,28.289,,,,"LINESTRING (11.8322165 47.788837, 11.8319457 47.7888545, 11.8318618 47.7888987)",,,
15226845,Kirchgasse,residential,False,False,113.68,,,,"LINESTRING (11.8322093 47.7894526, 11.8324328 47.7894546, 11.8325508 47.7894763, 11.8326689 47.7895267, 11.8328207 47.789599, 11.8329182 47.7896198, 11.8330013 47.7896113, 11.833082 47.7895763, 11.833172 47.7895369, 11.8332484 47.7895014, 11.833404 47.7894343, 11.8334716 47.78941, 11.8335626 47.7893741)",,,
38663302,Heimbucherwinkl,residential,False,False,16.758,,,,"LINESTRING (11.8322093 47.7894526, 11.8321737 47.7895108, 11.8321383 47.7895953)",,,
38663302,Heimbucherwinkl,residential,False,True,40.339999999999996,,,,"LINESTRING (11.8322093 47.7894526, 11.8321893 47.7892759, 11.8321103 47.7892165, 11.8321082 47.7891106)",,,
15227304,Pfarrgasse,residential,False,False,75.302,,,,"LINESTRING (11.833008 47.7899419, 11.8329278 47.790017, 11.8328694 47.790084, 11.8328059 47.7901354, 11.8327244 47.7901722, 11.8325954 47.7902062, 11.8323897 47.7902554, 11.832295 47.7902861, 11.8322077 47.7903115)",,,
"[352618068, 735174821, 735174822, 353604773]",Bayrischzeller Straße,primary,False,True,227.63,3,B 472,50,"LINESTRING (11.8396287 47.7909783, 11.8394503 47.7904684, 11.8392894 47.7900197, 11.8391477 47.789607, 11.8389115 47.7889888)",,,
48226391,Bayrischzeller Straße,primary,False,True,21.425,2,B 472,50,"LINESTRING (11.838416 47.7877394, 11.8383434 47.787553)",,,
112859706,Harzberg,residential,False,True,22.205,,,,"LINESTRING (11.838416 47.7877394, 11.8385728 47.7877112, 11.8387011 47.7876832)",,,
"[735174824, 735174825, 735174823]",Bayrischzeller Straße,primary,False,False,106.707,,B 472,50,"LINESTRING (11.838416 47.7877394, 11.8385048 47.7879491, 11.838577 47.7881134, 11.8386241 47.788223, 11.8387935 47.7886648)",,,
112859706,Harzberg,residential,False,False,18.683,,,,"LINESTRING (11.839485 47.7877693, 11.8392717 47.7876816)",,,
43266619,Kerndlweg,residential,False,False,58.297,,,,"LINESTRING (11.8387011 47.7876832, 11.8388769 47.788194)",,,
112859706,Harzberg,residential,False,False,22.205,,,,"LINESTRING (11.8387011 47.7876832, 11.8385728 47.7877112, 11.838416 47.7877394)",,,
112859706,Harzberg,residential,False,True,42.985,,,,"LINESTRING (11.8387011 47.7876832, 11.8388678 47.7876635, 11.8390384 47.7876603, 11.8392717 47.7876816)",,,
735174829,Carl-Fohr-Straße,residential,False,False,16.259999999999998,2,,,"LINESTRING (11.837227 47.7863021, 11.8370752 47.7863385, 11.8370219 47.786351)",,,
"[735174830, 48226391]",Bayrischzeller Straße,primary,False,False,147.918,2,B 472,50,"LINESTRING (11.837227 47.7863021, 11.8373264 47.7863898, 11.8374651 47.7865128, 11.8377359 47.7867344, 11.8377783 47.7867767, 11.8379934 47.7869912, 11.838141 47.7871772, 11.8382874 47.7874163)",,,
735174831,Bayrischzeller Straße,primary,False,True,14.257,,B 472,50,"LINESTRING (11.837227 47.7863021, 11.8371495 47.7862239, 11.8371212 47.7861954)",,,
"[735174827, 62359813]",Carl-Fohr-Straße,residential,False,True,192.40600000000003,2,,,"LINESTRING (11.8346105 47.7869521, 11.8347649 47.7869332, 11.8351618 47.7868443, 11.8358652 47.7866669, 11.8359785 47.7866344, 11.8362521 47.7865612, 11.8363047 47.7865469, 11.836634 47.7864605, 11.8370219 47.786351)",,,
295264734,Schlierseer Straße,residential,False,False,75.108,2,,30,"LINESTRING (11.8346105 47.7869521, 11.8346277 47.7867676, 11.8346398 47.7866084, 11.8346679 47.7863708, 11.8346842 47.7862786)",,,
295264734,Schlierseer Straße,residential,False,True,146.964,2,,30,"LINESTRING (11.8346105 47.7869521, 11.8346251 47.7872898, 11.8346199 47.7873676, 11.8346106 47.7874231, 11.834593 47.7874948, 11.8344069 47.7881121, 11.834358 47.788256)",,,
295264734,Schlierseer Straße,residential,False,True,75.108,2,,30,"LINESTRING (11.8346842 47.7862786, 11.8346679 47.7863708, 11.8346398 47.7866084, 11.8346277 47.7867676, 11.8346105 47.7869521)",,,
