osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,junction,bridge,access
"[314686784, 23187472, 25332075, 25332072]","['An der Schütt', 'Steggasse']",residential,"['50', '30']",False,"[False, True]",108.51299999999999,"LINESTRING (10.8784916 49.5680334, 10.8786995 49.5681134, 10.8788007 49.5681482, 10.8789578 49.5682108, 10.8790762 49.5682951, 10.8792441 49.5684702, 10.8793096 49.5685291, 10.8793986 49.5686038, 10.8794385 49.5686348, 10.8795475 49.5687021)",3,,,,yes,
314686785,Steggasse,residential,50,False,False,36.573,"LINESTRING (10.8784916 49.5680334, 10.8782109 49.567924, 10.878072 49.5678501)",3,,,,,
146456510,Hintere Gasse,residential,30,True,False,153.411,"LINESTRING (10.8799862 49.5707202, 10.8793248 49.5707864, 10.8791444 49.5708, 10.8788499 49.5708103, 10.8785544 49.570815, 10.8784203 49.5708098, 10.878357 49.5707728, 10.8782127 49.5704851)",,,,,,
146456511,Hintere Gasse,residential,30,False,True,160.28900000000002,"LINESTRING (10.8799862 49.5707202, 10.8804201 49.5707036, 10.8807191 49.5706793, 10.8809369 49.5706575, 10.8818141 49.5705203, 10.8819301 49.5704968, 10.8820173 49.5704791, 10.8821527 49.5704355)",,,,,,
146456475,Bergstraße,residential,30,False,True,46.373,"LINESTRING (10.8778591 49.5731783, 10.8784881 49.5730914)",,,,,,
25332262,Am Stiegelein,residential,30,False,True,175.901,"LINESTRING (10.8778591 49.5731783, 10.8779882 49.5737437, 10.8780372 49.5739581, 10.8783678 49.5747222)",,,,,,
146456475,Bergstraße,residential,30,False,False,88.434,"LINESTRING (10.8778591 49.5731783, 10.8776427 49.573207, 10.8774721 49.5732508, 10.8773889 49.5732858, 10.8771982 49.5733375, 10.8766854 49.5733758)",,,,,,
146456509,Heinestraße,residential,30,False,False,108.686,"LINESTRING (10.8766854 49.5733758, 10.8764135 49.5724144)",,,,,,
146456475,Bergstraße,residential,30,False,True,88.434,"LINESTRING (10.8766854 49.5733758, 10.8771982 49.5733375, 10.8773889 49.5732858, 10.8774721 49.5732508, 10.8776427 49.573207, 10.8778591 49.5731783)",,,,,,
146456505,Goethestraße,residential,30,False,True,14.713,"LINESTRING (10.876211 49.5724306, 10.8764135 49.5724144)",,,6,,,
146456505,Goethestraße,residential,30,False,False,35.251,"LINESTRING (10.876211 49.5724306, 10.8758076 49.572464, 10.875726 49.5724703)",,,6,,,
146456533,Schürrstraße,residential,,False,False,62.269,"LINESTRING (10.876211 49.5724306, 10.8761212 49.57203, 10.8760803 49.5718771)",,,,,,
23815064,Cyprianstraße,residential,30,False,False,57.574,"LINESTRING (10.8874985 49.5682394, 10.8873892 49.5682558, 10.8867207 49.5683562)",,,,,,
24869095,Glockengasse,residential,30,False,False,83.742,"LINESTRING (10.8874985 49.5682394, 10.8873334 49.5677532, 10.8872384 49.5675869, 10.8871914 49.5675152)",,,,,,
329597825,Erlanger Straße,residential,30,False,True,4.53,"LINESTRING (10.8852126 49.5675887, 10.8852668 49.5676093)",,,,,,
329597825,Erlanger Straße,residential,30,False,False,12.036,"LINESTRING (10.8852126 49.5675887, 10.8851289 49.5675608, 10.8850665 49.5675365)",,,,,,
146456497,Dieselstraße,residential,50,False,False,16.406,"LINESTRING (10.885064 49.574476, 10.8848427 49.5745103)",,,,,,
329336433,Dieselstraße,living_street,,False,True,29.375,"LINESTRING (10.8834472 49.5746686, 10.883462 49.5749326)",,,,,,
146456497,Dieselstraße,residential,50,False,False,95.13300000000001,"LINESTRING (10.8834472 49.5746686, 10.8831179 49.5746692, 10.8828043 49.5746596, 10.8821317 49.5746149)",,,,,,
146456497,Dieselstraße,residential,50,False,True,102.35300000000001,"LINESTRING (10.8834472 49.5746686, 10.8837546 49.574653, 10.8841046 49.5746208, 10.8845334 49.5745522, 10.8848427 49.5745103)",,,,,,
146456497,Dieselstraße,residential,50,False,True,16.406,"LINESTRING (10.8848427 49.5745103, 10.885064 49.574476)",,,,,,
146456497,Dieselstraße,residential,50,False,False,102.353,"LINESTRING (10.8848427 49.5745103, 10.8845334 49.5745522, 10.8841046 49.5746208, 10.8837546 49.574653, 10.8834472 49.5746686)",,,,,,
23493839,Dieselstraße,residential,,False,False,46.035999999999994,"LINESTRING (10.8828246 49.5749565, 10.8832733 49.5749397, 10.883462 49.5749326)",,,,,,
23493839,Dieselstraße,residential,,False,True,37.109,"LINESTRING (10.8839758 49.5749134, 10.883462 49.5749326)",,,,,,
23717675,Steinweg,residential,30,False,False,91.426,"LINESTRING (10.8827101 49.5700887, 10.8826055 49.5700045, 10.8825289 49.5699172, 10.8825371 49.5697585, 10.8825521 49.5695423, 10.8824947 49.5693068)",,,,,,
42805933,Hintere Gasse,tertiary,30,False,False,70.226,"LINESTRING (10.8827101 49.5700887, 10.8829068 49.5700008, 10.8834165 49.5698023, 10.8835298 49.5697485)",2,ERH 14,,,,
"[108576329, 29316517]",Hintere Gasse,tertiary,30,False,True,55.824,"LINESTRING (10.8827101 49.5700887, 10.8823843 49.5702686, 10.8821527 49.5704355)",2,ERH 14,,,,
23717675,Steinweg,residential,30,False,True,91.42599999999999,"LINESTRING (10.8824947 49.5693068, 10.8825521 49.5695423, 10.8825371 49.5697585, 10.8825289 49.5699172, 10.8826055 49.5700045, 10.8827101 49.5700887)",,,,,,
"[35661276, 351440452]",Marktplatz,living_street,,False,False,43.328,"LINESTRING (10.8824947 49.5693068, 10.8824295 49.5692354, 10.8823457 49.5691432, 10.8822431 49.5690682, 10.8821451 49.5689918)",,,,,,
44213164,Kirchenplatz,living_street,,False,False,38.148,"LINESTRING (10.8824947 49.5693068, 10.8825306 49.5692923, 10.8826594 49.5692402, 10.8828574 49.56916, 10.8829504 49.5691337)",,,,,,
23815063,Störcher Straße,residential,30,False,True,42.007999999999996,"LINESTRING (10.8860686 49.5687778, 10.8859585 49.5687631, 10.8858832 49.5687354, 10.8857425 49.568504)",,,,,,
23815064,Cyprianstraße,residential,30,False,True,72.431,"LINESTRING (10.8857425 49.568504, 10.8867207 49.5683562)",,,,,,
23815063,Störcher Straße,residential,30,False,False,42.008,"LINESTRING (10.8857425 49.568504, 10.8858832 49.5687354, 10.8859585 49.5687631, 10.8860686 49.5687778)",,,,,,
23815063,Störcher Straße,residential,30,False,True,106.147,"LINESTRING (10.8857425 49.568504, 10.8856664 49.5683598, 10.8852496 49.5676619, 10.8852668 49.5676093)",,,,,,
23815064,Cyprianstraße,residential,30,False,False,66.27799999999999,"LINESTRING (10.8857425 49.568504, 10.8852766 49.5685699, 10.8848906 49.568614, 10.8848411 49.5686197)",,,,,,
23815064,Cyprianstraße,residential,30,False,True,66.27799999999999,"LINESTRING (10.8848411 49.5686197, 10.8848906 49.568614, 10.8852766 49.5685699, 10.8857425 49.568504)",,,,,,
"[4743474, 314737932]",Zum Flughafen,tertiary,50,False,True,74.641,"LINESTRING (10.8848411 49.5686197, 10.8847758 49.5683782, 10.884725 49.5682361, 10.8846548 49.568148, 10.8846166 49.5680893, 10.8845919 49.5680298, 10.8845922 49.5679741)",2,ERH 3,,,,
545009096,Zum Flughafen,tertiary,50,False,False,47.677,"LINESTRING (10.8848411 49.5686197, 10.8848893 49.5688563, 10.8849349 49.5690441)",2,ERH 3,,,,
23815065,Am Hallertürlein,residential,30,False,False,47.524,"LINESTRING (10.8849349 49.5690441, 10.8849026 49.5690709, 10.8847552 49.569193, 10.8846671 49.5692738, 10.8846404 49.5692925, 10.8845973 49.5693227, 10.8844951 49.5693526)",,,,,,
545009096,Zum Flughafen,tertiary,50,False,False,64.46600000000001,"LINESTRING (10.8849349 49.5690441, 10.8850342 49.5691363, 10.8851609 49.569222, 10.8852899 49.5692932, 10.8853214 49.5693078, 10.8853919 49.5693377, 10.8854696 49.5693582, 10.8856228 49.5693908)",2,ERH 3,,,,
545009096,Zum Flughafen,tertiary,50,False,True,47.677,"LINESTRING (10.8849349 49.5690441, 10.8848893 49.5688563, 10.8848411 49.5686197)",2,ERH 3,,,,
23815065,Am Hallertürlein,residential,30,False,True,47.524,"LINESTRING (10.8844951 49.5693526, 10.8845973 49.5693227, 10.8846404 49.5692925, 10.8846671 49.5692738, 10.8847552 49.569193, 10.8849026 49.5690709, 10.8849349 49.5690441)",,,,,,
24840166,Am Rahmberg,residential,30,False,False,86.45400000000001,"LINESTRING (10.8844951 49.5693526, 10.8844644 49.5694097, 10.884265 49.5698918, 10.8841208 49.5700886)",,,,,,
"[30582848, 1083842287]",Am Hallertürlein,residential,30,True,False,40.874,"LINESTRING (10.8844951 49.5693526, 10.8843816 49.5693078, 10.8839987 49.5694402)",,,2,,,
30626561,Am Rahmberg,residential,30,False,True,68.831,"LINESTRING (10.8838081 49.5706669, 10.8838929 49.5703783, 10.8839282 49.5703335, 10.8839707 49.5702794, 10.8841208 49.5700886)",,,,,,
30626563,Am Rahmberg,residential,30,False,True,105.239,"LINESTRING (10.883531 49.5710152, 10.882618 49.5709707, 10.8820749 49.5709524)",,,,,,
24869119,Adlerstraße,residential,30,False,False,36.749,"LINESTRING (10.8827618 49.5721604, 10.8822523 49.5721679)",,,6,,,
23815067,Hirtenbuckstraße,residential,30,False,False,167.07299999999998,"LINESTRING (10.8827618 49.5721604, 10.8827368 49.5724149, 10.8826907 49.5727703, 10.8826349 49.5731132, 10.8825811 49.5732878, 10.8825206 49.5734319, 10.8821892 49.5733916)",1,,,,,
24869119,Adlerstraße,residential,30,False,True,78.02099999999999,"LINESTRING (10.8827618 49.5721604, 10.8830985 49.5721605, 10.8831727 49.5721605, 10.8832014 49.5721605, 10.8834083 49.5721604, 10.8838438 49.5721601)",,,6,,,
23815067,Hirtenbuckstraße,residential,30,False,True,167.073,"LINESTRING (10.8821892 49.5733916, 10.8825206 49.5734319, 10.8825811 49.5732878, 10.8826349 49.5731132, 10.8826907 49.5727703, 10.8827368 49.5724149, 10.8827618 49.5721604)",1,,,,,
25332339,Höchstadter Weg,residential,30,False,False,128.40699999999998,"LINESTRING (10.8821892 49.5733916, 10.8820884 49.5733916, 10.8820019 49.5734173, 10.8818286 49.5735449, 10.8816684 49.5736311, 10.8814122 49.573749, 10.8810834 49.5738965, 10.880732 49.5740211)",,,,,,
146456473,Bamberger Straße,tertiary,50,False,False,138.936,"LINESTRING (10.8821892 49.5733916, 10.8822266 49.5731794, 10.8823068 49.5729689, 10.8823813 49.5728134, 10.8824025 49.5727341, 10.8824024 49.5726724, 10.8823599 49.5724882, 10.8822523 49.5721679)",2,ERH 14,,,,
146456473,Bamberger Straße,tertiary,50,False,True,51.306,"LINESTRING (10.8821892 49.5733916, 10.8821728 49.5737473, 10.8821679 49.5738528)",2,ERH 14,,,,
25332416,Breslauer Straße,residential,30,False,False,82.367,"LINESTRING (10.880732 49.5740211, 10.8809588 49.5747471)",,,,,,
146456522,Noppengasse,residential,30,False,True,48.014,"LINESTRING (10.880732 49.5740211, 10.8806915 49.5735901)",,,,,,
25332339,Höchstadter Weg,residential,30,False,False,131.26,"LINESTRING (10.880732 49.5740211, 10.8804249 49.5741831, 10.8800386 49.5744224, 10.8796696 49.5745449, 10.8792112 49.5746274)",,,,,,
25332339,Höchstadter Weg,residential,30,False,True,128.40699999999998,"LINESTRING (10.880732 49.5740211, 10.8810834 49.5738965, 10.8814122 49.573749, 10.8816684 49.5736311, 10.8818286 49.5735449, 10.8820019 49.5734173, 10.8820884 49.5733916, 10.8821892 49.5733916)",,,,,,
25332416,Breslauer Straße,residential,30,False,False,44.929,"LINESTRING (10.8809588 49.5747471, 10.8810469 49.5751471)",,,,,,
25332416,Breslauer Straße,residential,30,False,True,82.367,"LINESTRING (10.8809588 49.5747471, 10.880732 49.5740211)",,,,,,
47805975,Lindenweg,residential,30,False,False,86.012,"LINESTRING (10.8809588 49.5747471, 10.8817971 49.5746306, 10.8819409 49.5746219, 10.8821317 49.5746149)",,,,,,
30094380,Erlanger Straße,residential,50,False,False,87.394,"LINESTRING (10.888276 49.567166, 10.8880916 49.5672317, 10.8877649 49.567348, 10.8871914 49.5675152)",2,,,,,
24840165,Reytherstraße,living_street,7,True,False,134.673,"LINESTRING (10.8839987 49.5694402, 10.8839792 49.5693806, 10.8839437 49.5692296, 10.8839315 49.568806, 10.8839392 49.5687333, 10.8839821 49.5686833, 10.8840898 49.5684757, 10.8841094 49.568413, 10.8840975 49.5683636, 10.884035 49.5682606)",1,ERH 14,,,,
42805933,Hintere Gasse,tertiary,30,False,True,48.821999999999996,"LINESTRING (10.8839987 49.5694402, 10.8839491 49.5695063, 10.883803 49.5696116, 10.8835298 49.5697485)",2,ERH 14,,,,
4743495,Erlanger Straße,living_street,7,False,True,51.833000000000006,"LINESTRING (10.884035 49.5682606, 10.8841446 49.5682285, 10.8842358 49.568189, 10.8842598 49.5681786, 10.8843576 49.5681292, 10.8845122 49.5680386, 10.8845922 49.5679741)",,ERH 14,,,,
25332262,Am Stiegelein,residential,30,False,False,175.901,"LINESTRING (10.8783678 49.5747222, 10.8780372 49.5739581, 10.8779882 49.5737437, 10.8778591 49.5731783)",,,,,,
25332339,Höchstadter Weg,residential,30,False,True,61.721000000000004,"LINESTRING (10.8783678 49.5747222, 10.8787953 49.5746725, 10.8792112 49.5746274)",,,,,,
146456505,Goethestraße,residential,30,False,False,112.317,"LINESTRING (10.8806611 49.5720389, 10.8791118 49.572143)",,,6,,,
146456522,Noppengasse,residential,30,False,False,46.768,"LINESTRING (10.8806611 49.5720389, 10.8806473 49.5724594)",,,,,,
146456505,Goethestraße,residential,30,False,True,107.97799999999998,"LINESTRING (10.8806611 49.5720389, 10.881692 49.5719593, 10.8818905 49.5719463, 10.8820646 49.5719367, 10.882148 49.571926)",,,6,,,
"[146456522, 146456469]","['Am Hirtengraben', 'Noppengasse']",residential,30,False,"[False, True]",193.666,"LINESTRING (10.8806611 49.5720389, 10.880618 49.5715201, 10.8805709 49.5712797, 10.8805954 49.5712488, 10.8816972 49.5712083, 10.8820508 49.5712134)",,,6,,,yes
58811891,Uhlandstraße,residential,30,False,False,161.038,"LINESTRING (10.8750228 49.5725209, 10.8752487 49.5730947, 10.8754356 49.5735117, 10.8756029 49.5739193)",,,,,,
146456505,Goethestraße,residential,30,False,True,51.018,"LINESTRING (10.8750228 49.5725209, 10.8750597 49.5725182, 10.875726 49.5724703)",,,6,,,
146456475,Bergstraße,residential,30,False,False,96.412,"LINESTRING (10.8806426 49.5729098, 10.8793142 49.5730083)",,,,,,
146456522,Noppengasse,residential,30,False,False,39.218,"LINESTRING (10.8806426 49.5729098, 10.8806606 49.5732623)",,,,,,
146456522,Noppengasse,residential,30,False,True,50.083,"LINESTRING (10.8806426 49.5729098, 10.8806473 49.5724594)",,,,,,
146456453,Albrecht-Dürer-Straße,residential,30,False,True,97.318,"LINESTRING (10.8793142 49.5730083, 10.8791118 49.572143)",,,,,,
146456475,Bergstraße,residential,30,False,True,96.412,"LINESTRING (10.8793142 49.5730083, 10.8806426 49.5729098)",,,,,,
146456475,Bergstraße,residential,30,False,False,60.284,"LINESTRING (10.8793142 49.5730083, 10.8789572 49.5730415, 10.8784881 49.5730914)",,,,,,
44421621,Gartenstraße,residential,30,False,True,98.967,"LINESTRING (10.8784881 49.5730914, 10.8783286 49.5722074)",,,,,,
146456475,Bergstraße,residential,30,False,False,46.373,"LINESTRING (10.8784881 49.5730914, 10.8778591 49.5731783)",,,,,,
146456475,Bergstraße,residential,30,False,True,60.284,"LINESTRING (10.8784881 49.5730914, 10.8789572 49.5730415, 10.8793142 49.5730083)",,,,,,
25332339,Höchstadter Weg,residential,30,False,False,61.721000000000004,"LINESTRING (10.8792112 49.5746274, 10.8787953 49.5746725, 10.8783678 49.5747222)",,,,,,
25332339,Höchstadter Weg,residential,30,False,True,131.26,"LINESTRING (10.8792112 49.5746274, 10.8796696 49.5745449, 10.8800386 49.5744224, 10.8804249 49.5741831, 10.880732 49.5740211)",,,,,,
25332374,Glatzer Straße,residential,30,False,False,189.19899999999998,"LINESTRING (10.8792112 49.5746274, 10.8791893 49.5744153, 10.8791664 49.5742563, 10.8791524 49.5741026, 10.8791797 49.5740253, 10.8792636 49.5739501, 10.8794052 49.5738816, 10.8797699 49.5737643, 10.8801416 49.5736729, 10.8803828 49.5736252, 10.8805239 49.5736064, 10.8806915 49.5735901)",,,,,,
25332380,Görlitzer Straße,residential,30,False,False,160.33800000000002,"LINESTRING (10.8792112 49.5746274, 10.8793118 49.5748177, 10.8794183 49.5749313, 10.8794934 49.5749748, 10.8796099 49.575026, 10.8797738 49.5750721, 10.8804213 49.575155, 10.8806547 49.57517, 10.8810469 49.5751471)",,,,,,
146456522,Noppengasse,residential,30,False,False,48.014,"LINESTRING (10.8806915 49.5735901, 10.880732 49.5740211)",,,,,,
146456522,Noppengasse,residential,30,False,True,36.518,"LINESTRING (10.8806915 49.5735901, 10.8806606 49.5732623)",,,,,,
25332374,Glatzer Straße,residential,30,False,True,189.199,"LINESTRING (10.8806915 49.5735901, 10.8805239 49.5736064, 10.8803828 49.5736252, 10.8801416 49.5736729, 10.8797699 49.5737643, 10.8794052 49.5738816, 10.8792636 49.5739501, 10.8791797 49.5740253, 10.8791524 49.5741026, 10.8791664 49.5742563, 10.8791893 49.5744153, 10.8792112 49.5746274)",,,,,,
25332416,Breslauer Straße,residential,30,False,True,44.929,"LINESTRING (10.8810469 49.5751471, 10.8809588 49.5747471)",,,,,,
25332380,Görlitzer Straße,residential,30,False,True,160.338,"LINESTRING (10.8810469 49.5751471, 10.8806547 49.57517, 10.8804213 49.575155, 10.8797738 49.5750721, 10.8796099 49.575026, 10.8794934 49.5749748, 10.8794183 49.5749313, 10.8793118 49.5748177, 10.8792112 49.5746274)",,,,,,
146456522,Noppengasse,residential,30,False,False,50.083,"LINESTRING (10.8806473 49.5724594, 10.8806426 49.5729098)",,,,,,
146456522,Noppengasse,residential,30,False,True,46.768,"LINESTRING (10.8806473 49.5724594, 10.8806611 49.5720389)",,,,,,
294898630,Noppenplatz,residential,30,False,False,47.019999999999996,"LINESTRING (10.8806473 49.5724594, 10.8801367 49.5725023, 10.8801475 49.572591)",,,,,,
25332488,Kleiststraße,residential,30,False,True,123.105,"LINESTRING (10.8747698 49.5744098, 10.8752062 49.5746097, 10.8756733 49.5748234, 10.8761301 49.575077)",,,,,,
25332488,Kleiststraße,residential,30,False,False,123.10500000000002,"LINESTRING (10.8761301 49.575077, 10.8756733 49.5748234, 10.8752062 49.5746097, 10.8747698 49.5744098)",,,,,,
25332488,Kleiststraße,residential,30,False,True,60.827999999999996,"LINESTRING (10.8761301 49.575077, 10.8765479 49.5752841, 10.8766486 49.5753299, 10.8768325 49.5753714)",,,,,,
47805975,Lindenweg,residential,30,False,True,86.012,"LINESTRING (10.8821317 49.5746149, 10.8819409 49.5746219, 10.8817971 49.5746306, 10.8809588 49.5747471)",,,,,,
146456473,Bamberger Straße,tertiary,50,False,False,84.787,"LINESTRING (10.8821317 49.5746149, 10.8821615 49.5741176, 10.8821679 49.5738528)",2,ERH 14,,,,
146456497,Dieselstraße,residential,50,False,True,95.13300000000001,"LINESTRING (10.8821317 49.5746149, 10.8828043 49.5746596, 10.8831179 49.5746692, 10.8834472 49.5746686)",,,,,,
24869119,Adlerstraße,residential,30,False,True,36.749,"LINESTRING (10.8822523 49.5721679, 10.8827618 49.5721604)",,,6,,,
146456473,Bamberger Straße,tertiary,50,False,False,27.991,"LINESTRING (10.8822523 49.5721679, 10.8821961 49.5720681, 10.882148 49.571926)",2,ERH 14,,,,
146456473,Bamberger Straße,tertiary,50,False,True,138.936,"LINESTRING (10.8822523 49.5721679, 10.8823599 49.5724882, 10.8824024 49.5726724, 10.8824025 49.5727341, 10.8823813 49.5728134, 10.8823068 49.5729689, 10.8822266 49.5731794, 10.8821892 49.5733916)",2,ERH 14,,,,
