osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width
"[865100195, 13898551]",,,Am Buchenhang,residential,30,False,False,226.32699999999997,"LINESTRING (7.2115448 51.1407482, 7.2114921 51.1407086, 7.2113885 51.140587, 7.211306 51.1404419, 7.2112837 51.1403086, 7.2112673 51.1402529, 7.2112362 51.1401473, 7.2111995 51.1400911, 7.2111355 51.1400691, 7.2110444 51.1400962, 7.210798 51.1402553, 7.2107695 51.1402737, 7.2104987 51.1404391, 7.2104051 51.1404963, 7.2102654 51.14057, 7.2102436 51.1405815, 7.210079 51.1405956, 7.209908 51.1405635, 7.2098837 51.1405561, 7.2097318 51.1405099, 7.209615 51.1404718, 7.2094892 51.140405)",,,
"[220410592, 35797678, 107441839]","['4', '3']",L 157,Dabringhauser Straße,secondary,"['50', '100']",False,False,79.40599999999999,"LINESTRING (7.2103871 51.1378919, 7.2104785 51.1378368, 7.2106047 51.1377369, 7.2107051 51.1376446, 7.210882 51.1374557, 7.210897 51.1374397, 7.2109389 51.1373959, 7.2110185 51.1373017)",,,
220410591,2,L 157,Dabringhauser Straße,secondary,100,True,False,34.657,"LINESTRING (7.2103871 51.1378919, 7.2103398 51.1379502, 7.2102921 51.137983, 7.2102009 51.1380305, 7.2100432 51.1381109)",,,
55936703,1,,,secondary_link,70,True,False,23.01,"LINESTRING (7.2098382 51.1379185, 7.2099706 51.1379537, 7.2100136 51.137961, 7.2100718 51.1379663, 7.2101542 51.1379622)",,,
119039222,2,B 51,Dellmannstraße,primary,70,False,False,20.243000000000002,"LINESTRING (7.2098382 51.1379185, 7.2099416 51.1380159, 7.2100005 51.1380694)",,,
119046743,2,L 157,Dabringhauser Straße,secondary,50,False,True,11.422,"LINESTRING (7.2117558 51.1363865, 7.2116675 51.136473)",,,
688050506,,,Obere Remscheider Straße,residential,30,True,False,22.095,"LINESTRING (7.2156463 51.1421999, 7.215597 51.1421266, 7.2155592 51.1420669, 7.2155321 51.1420147)",,,
693762853,,,Obere Remscheider Straße,tertiary,30,True,False,7.914,"LINESTRING (7.2156463 51.1421999, 7.215669 51.1421889, 7.2157087 51.1421807, 7.2157514 51.1421837)",,,
37747115,,,,residential,30,True,False,18.96,"LINESTRING (7.2138667 51.1372118, 7.2138463 51.1371979, 7.2138319 51.1371812, 7.2138243 51.1371629, 7.213824 51.1371439, 7.2138311 51.1371255, 7.2138451 51.1371087, 7.2138651 51.1370945, 7.21389 51.1370838, 7.2139183 51.1370772)",,roundabout,
"[154126379, 99561917, 1076202639]",2,,Jörgensgasse,residential,"['50', '30']",False,False,153.958,"LINESTRING (7.2138667 51.1372118, 7.2137866 51.1372649, 7.213596 51.1373784, 7.2133227 51.1375304, 7.2131236 51.1376264, 7.2129987 51.1376748, 7.2127644 51.1377478, 7.2125334 51.1378073, 7.2123839 51.1378413, 7.2122571 51.1378827, 7.2121918 51.1379152, 7.2120684 51.1379864)",,,
688050504,,,Telegrafenstraße,tertiary,30,True,False,20.755,"LINESTRING (7.2153595 51.142151, 7.2154562 51.1421656, 7.2155274 51.1421816, 7.2155739 51.1421885, 7.2156463 51.1421999)",,,
688050507,2,,Telegrafenstraße,tertiary,30,False,False,22.156000000000002,"LINESTRING (7.2153595 51.142151, 7.2152728 51.1421159, 7.2152193 51.1420946, 7.2151762 51.1420801, 7.2151257 51.1420684, 7.2150777 51.142065)",,,
"[688050498, 1190812991]",,,Remscheider Straße,tertiary,50,True,False,31.887,"LINESTRING (7.2161775 51.1424923, 7.2161848 51.1425455, 7.2162146 51.1425802, 7.2162831 51.14266, 7.2163542 51.1427532)",,,
697900491,,,Remscheider Straße,tertiary,30,True,False,10.57,"LINESTRING (7.2161775 51.1424923, 7.2161568 51.1425048, 7.2161233 51.1425151, 7.2160995 51.1425177, 7.2160686 51.1425164, 7.2160393 51.1425114)",,,
19139791,3,,Remscheider Straße,tertiary,50,False,True,8.831,"LINESTRING (7.2172084 51.1440324, 7.2172471 51.144013, 7.2172978 51.1439766)",,,
99653000,,,Hagenstraße,residential,30,True,False,33.71,"LINESTRING (7.2172084 51.1440324, 7.2172979 51.1440923, 7.2174667 51.144175, 7.2175722 51.144231)",,,
"[99652997, 136143440, 881858805, 794919322, 794919323]","['2', '3']",,Remscheider Straße,tertiary,50,False,False,285.56600000000003,"LINESTRING (7.2172084 51.1440324, 7.217105 51.1440757, 7.2170052 51.1441131, 7.2169032 51.1441512, 7.2164212 51.1443248, 7.2162147 51.1443981, 7.2160871 51.1444421, 7.2159858 51.1444682, 7.2158692 51.1444858, 7.2157216 51.1444993, 7.2155463 51.1445107, 7.2154225 51.1445128, 7.2152931 51.1445073, 7.2151167 51.1444906, 7.2147838 51.144453, 7.2144279 51.1444071, 7.2142134 51.1443795, 7.2139433 51.1443769, 7.2138184 51.1443838, 7.2137114 51.144396, 7.2135142 51.1444277, 7.213344 51.1444654)",,,
520988962,2,L 409,Wolfhagener Straße,secondary,50,False,True,5.409,"LINESTRING (7.2131433 51.143888, 7.2131593 51.1439356)",,,
98864080,2,L 409,Wolfhagener Straße,secondary,50,False,False,139.233,"LINESTRING (7.2131433 51.143888, 7.2129731 51.1434224, 7.2129272 51.1432758, 7.2128662 51.143102, 7.2127901 51.1428823, 7.2127674 51.1427656, 7.21276 51.142661)",,,
98997275,,,Wolfhagener Straße,residential,30,False,False,97.489,"LINESTRING (7.2131433 51.143888, 7.2130538 51.1439011, 7.2129536 51.1439188, 7.2128467 51.1439414, 7.2127457 51.1439747, 7.2126598 51.1440139, 7.2125747 51.1440605, 7.2124374 51.1441594, 7.21228 51.1442923, 7.2121085 51.1444331)",,,
98997272,2,L 409,Wolfhagener Straße,secondary,50,False,False,3.583,"LINESTRING (7.213344 51.1444654, 7.2133318 51.1444341)",,,
"[99652997, 136143440, 881858805, 794919322, 794919323]","['2', '3']",,Remscheider Straße,tertiary,50,False,True,285.5660000000001,"LINESTRING (7.213344 51.1444654, 7.2135142 51.1444277, 7.2137114 51.144396, 7.2138184 51.1443838, 7.2139433 51.1443769, 7.2142134 51.1443795, 7.2144279 51.1444071, 7.2147838 51.144453, 7.2151167 51.1444906, 7.2152931 51.1445073, 7.2154225 51.1445128, 7.2155463 51.1445107, 7.2157216 51.1444993, 7.2158692 51.1444858, 7.2159858 51.1444682, 7.2160871 51.1444421, 7.2162147 51.1443981, 7.2164212 51.1443248, 7.2169032 51.1441512, 7.2170052 51.1441131, 7.217105 51.1440757, 7.2172084 51.1440324)",,,
520733019,2,L 409,Dhünner Straße,secondary,50,False,False,30.243,"LINESTRING (7.221564 51.1387853, 7.2215357 51.1388475, 7.2215076 51.1389014, 7.2214858 51.1389338, 7.2214549 51.1389686, 7.2214198 51.1390027, 7.2213866 51.1390308)",,,
"[100009345, 278577808, 802259346, 864489528, 864489529]",,,Thomas-Mann-Straße,tertiary,50,False,False,61.714,"LINESTRING (7.2196541 51.1433776, 7.2195986 51.1433636, 7.2195554 51.1433526, 7.2195434 51.1433496, 7.2195018 51.1433391, 7.21944 51.1433229, 7.2194077 51.1433145, 7.2188345 51.1431687)",,,
"[100009348, 99945279, 278577806, 278577799]",2,,Bahnhofstraße,residential,50,False,"[False, True]",136.247,"LINESTRING (7.2196541 51.1433776, 7.2196289 51.1434165, 7.2195177 51.1435783, 7.2194788 51.1436349, 7.2193643 51.1438043, 7.219319 51.1438822, 7.219238 51.1438664, 7.2191762 51.1438566, 7.2191534 51.1438528, 7.2188746 51.1438152, 7.2186195 51.1437875, 7.2182571 51.1437584)",,,
"[100008225, 34037410, 37747117, 802259344, 802259345, 278577810, 864489530]",2,,Thomas-Mann-Straße,tertiary,50,False,True,92.177,"LINESTRING (7.2196541 51.1433776, 7.2198143 51.143417, 7.2199871 51.1434594, 7.2200388 51.1434721, 7.2200742 51.1434808, 7.2202258 51.1435155, 7.2203316 51.1435412, 7.2204308 51.1435634, 7.2204497 51.1435676, 7.2205084 51.1435807, 7.2205817 51.1435969, 7.2208925 51.1436664)",,,
125469580,,,Zenshäuschen,residential,30,False,True,67.37,"LINESTRING (7.2225542 51.1443192, 7.2224371 51.1442424, 7.2222996 51.1441785, 7.2220322 51.1440694, 7.2219365 51.1440245, 7.2219104 51.1440122, 7.2218731 51.1439184)",,,
27115389,2,,Remscheider Straße,tertiary,50,False,True,137.851,"LINESTRING (7.2163542 51.1427532, 7.2167525 51.1431014, 7.2167866 51.1431312, 7.2169336 51.1432657, 7.216969 51.1433047, 7.2170318 51.1433738, 7.2170592 51.1434026, 7.2171864 51.1435365, 7.2172996 51.1436556, 7.2173536 51.1436999, 7.2174627 51.143777)",,,
688050501,,,Remscheider Straße,tertiary,50,True,False,35.015,"LINESTRING (7.2163542 51.1427532, 7.216235 51.1426867, 7.2161338 51.1426122, 7.2160393 51.1425114)",,,
113469122,,,Bergstraße,residential,30,False,False,48.873000000000005,"LINESTRING (7.2183423 51.1425674, 7.2183097 51.1426935, 7.2183036 51.1427197, 7.2182879 51.1427869, 7.2182762 51.1428321, 7.2182547 51.1428813, 7.2182295 51.1429214, 7.2181794 51.1429922)",,,
792353232,2,,Brückenweg,unclassified,30,False,True,37.904999999999994,"LINESTRING (7.2121926 51.1409392, 7.2121061 51.1407943, 7.2120442 51.1406924, 7.2120037 51.1406196)",,,
"[864489537, 864489532, 688058225, 688058226, 113482748, 864489533, 113482751]",1,,Brückenweg,unclassified,30,True,False,232.93499999999997,"LINESTRING (7.2121926 51.1409392, 7.2122187 51.1409661, 7.2122986 51.1410482, 7.2123381 51.1411067, 7.2123777 51.1411679, 7.2124655 51.1412929, 7.2125347 51.1413808, 7.2125838 51.1414382, 7.2126493 51.1415106, 7.2126775 51.1415419, 7.2128141 51.1416739, 7.2129006 51.1417539, 7.2129802 51.1418214, 7.213068 51.1418942, 7.2131148 51.1419306, 7.2131772 51.1419762, 7.2132574 51.1420325, 7.2133684 51.142111, 7.2134493 51.1421718, 7.2135142 51.1422252, 7.2135721 51.1422754, 7.21365 51.1423509, 7.2137147 51.1424179, 7.2137587 51.1424559, 7.2138011 51.1424898, 7.2138496 51.1425256, 7.2138777 51.1425447, 7.2138965 51.1425574, 7.2139943 51.1426122, 7.2140443 51.1426665)",,,2.8
"[220345570, 33869132, 53041039]",2,,Vorm Eickerberg,tertiary,30,False,True,35.330999999999996,"LINESTRING (7.2120037 51.1406196, 7.2119621 51.1406247, 7.2118931 51.1406384, 7.2118233 51.1406548, 7.2117571 51.1406711, 7.2117079 51.1406846, 7.211658 51.1407008, 7.2116014 51.1407232, 7.2115448 51.1407482)",yes,,
"[864489531, 520733020, 113482749, 162925501]",2,,Brückenweg,tertiary,30,False,"[False, True]",238.89700000000002,"LINESTRING (7.2120037 51.1406196, 7.2119869 51.1405673, 7.2119838 51.1405247, 7.2119753 51.1404825, 7.2119632 51.1404442, 7.211941 51.140396, 7.2119055 51.1403315, 7.2118521 51.1402345, 7.2118001 51.1401344, 7.2117889 51.1401056, 7.2117852 51.1400752, 7.211781 51.1400223, 7.2117833 51.1399492, 7.2117838 51.1398702, 7.2117807 51.1397777, 7.211775 51.1396621, 7.2117803 51.1396098, 7.2117837 51.1395356, 7.2117885 51.1395008, 7.2117966 51.1394655, 7.2118107 51.1394275, 7.2118335 51.1393825, 7.2118794 51.1393215, 7.2119557 51.139235, 7.2119912 51.1391948, 7.2121029 51.1390724, 7.2121871 51.138977, 7.2122729 51.1388714, 7.212309 51.1388269, 7.2123761 51.1387337, 7.2124235 51.138677, 7.2124553 51.1386376, 7.2124868 51.1385956)",,,
792353232,2,,Brückenweg,unclassified,30,False,False,37.905,"LINESTRING (7.2120037 51.1406196, 7.2120442 51.1406924, 7.2121061 51.1407943, 7.2121926 51.1409392)",,,
13535765,,,Steinergarten,residential,,False,True,113.437,"LINESTRING (7.2213866 51.1390308, 7.2214598 51.1390728, 7.2219492 51.1393535, 7.2222603 51.1395227, 7.2225107 51.1395632, 7.2226397 51.1395943, 7.2226831 51.1396157)",,,
520733019,2,L 409,Dhünner Straße,secondary,50,False,True,30.243000000000002,"LINESTRING (7.2213866 51.1390308, 7.2214198 51.1390027, 7.2214549 51.1389686, 7.2214858 51.1389338, 7.2215076 51.1389014, 7.2215357 51.1388475, 7.221564 51.1387853)",,,
"[301920906, 301920907, 795373773, 795373775, 750076604]","['2', '3']",L 409,Dhünner Straße,secondary,50,False,False,363.41499999999996,"LINESTRING (7.2213866 51.1390308, 7.2213158 51.139088, 7.2210613 51.1392678, 7.2206667 51.1395253, 7.2204677 51.1396558, 7.2203633 51.1397243, 7.2201108 51.1398899, 7.219319 51.1404081, 7.2192903 51.140427, 7.2188833 51.1406924, 7.2186856 51.1408173, 7.2186006 51.140871, 7.2185857 51.1408804, 7.2184967 51.1409396, 7.2181103 51.1411908, 7.2179864 51.1412739, 7.2179673 51.1412898, 7.2178394 51.1414191)",,,
"[158659876, 37178440, 142487021, 33106355, 99701307, 99701309]","['2', '3']",B 51,Dellmannstraße,primary,70,False,"[False, True]",642.496,"LINESTRING (7.2213345 51.1446469, 7.2209861 51.1445827, 7.2206106 51.1445136, 7.2201049 51.1444162, 7.2195882 51.1443104, 7.2191827 51.1442266, 7.219086 51.1442066, 7.2184163 51.144075, 7.2175681 51.143908, 7.217196 51.1438378, 7.2167215 51.1437498, 7.2163953 51.143684, 7.2161242 51.1436238, 7.2159162 51.1435719, 7.2156482 51.1434964, 7.2155022 51.1434538, 7.2153558 51.1434066, 7.215153 51.1433365, 7.2148995 51.1432419, 7.2146756 51.1431507, 7.2144789 51.1430635, 7.2143016 51.1429791, 7.2141035 51.1428786, 7.2139764 51.1428097, 7.2138553 51.1427403, 7.2136178 51.142598, 7.2133427 51.1424039, 7.2131371 51.1422495)",yes,,
"[563686145, 158660964, 158660965, 563686150, 301945644]","['4', '5', '3']",L 409,,secondary,50,False,True,56.961999999999996,"LINESTRING (7.2213345 51.1446469, 7.2213856 51.1445461, 7.2213963 51.1445249, 7.2214455 51.1444512, 7.2215446 51.1442969, 7.2215899 51.1442362, 7.2216404 51.1441727)",,,
19139670,2,,Thomas-Mann-Straße,tertiary,50,False,True,27.002,"LINESTRING (7.2215272 51.1438096, 7.2217346 51.1438714, 7.2218731 51.1439184)",,,
"[301945647, 802259343]",2,,Thomas-Mann-Straße,tertiary,50,False,False,47.056,"LINESTRING (7.2215272 51.1438096, 7.2211709 51.1437267, 7.2208925 51.1436664)",,,
"[154126379, 99561917, 1076202639]",2,,Jörgensgasse,residential,"['50', '30']",False,True,153.958,"LINESTRING (7.2120684 51.1379864, 7.2121918 51.1379152, 7.2122571 51.1378827, 7.2123839 51.1378413, 7.2125334 51.1378073, 7.2127644 51.1377478, 7.2129987 51.1376748, 7.2131236 51.1376264, 7.2133227 51.1375304, 7.213596 51.1373784, 7.2137866 51.1372649, 7.2138667 51.1372118)",,,
"[247025856, 39519025]",2,,Eich,tertiary,30,False,True,63.87200000000001,"LINESTRING (7.2120684 51.1379864, 7.2121394 51.1380781, 7.2122236 51.1381559, 7.2123774 51.1382733, 7.2124213 51.1383101, 7.2124382 51.1383255, 7.2124574 51.138348, 7.2124846 51.1383873, 7.2125071 51.1384402, 7.212511 51.1384616, 7.2125129 51.1384787)",,,
"[220410594, 107441813, 505777559]","['2', '3']",,Eich,tertiary,30,False,False,105.98400000000001,"LINESTRING (7.2120684 51.1379864, 7.211927 51.1379272, 7.2118558 51.1378847, 7.2118114 51.1378537, 7.2117473 51.1378068, 7.2115806 51.1376916, 7.2112333 51.1374526, 7.2111835 51.1374168, 7.2110185 51.1373017)",,,
33645945,3,L 409,,secondary,50,False,True,32.61,"LINESTRING (7.2216404 51.1441727, 7.2217605 51.1440368, 7.2218731 51.1439184)",,,
301945645,1,L 409,,tertiary_link,50,True,False,41.361,"LINESTRING (7.2216404 51.1441727, 7.2216307 51.1440552, 7.2216053 51.1439735, 7.2215272 51.1438096)",,,
"[563686145, 158660964, 158660965, 563686150, 301945644]","['4', '5', '3']",L 409,,secondary,50,False,False,56.961999999999996,"LINESTRING (7.2216404 51.1441727, 7.2215899 51.1442362, 7.2215446 51.1442969, 7.2214455 51.1444512, 7.2213963 51.1445249, 7.2213856 51.1445461, 7.2213345 51.1446469)",,,
53499766,,,Thomas-Mann-Straße,tertiary,30,False,True,127.40200000000002,"LINESTRING (7.2165135 51.1425229, 7.2165655 51.142536, 7.2167244 51.1425822, 7.2172011 51.1427207, 7.2172539 51.1427353, 7.2181794 51.1429922)",,,
"[1190812992, 688050492]",,,Thomas-Mann-Straße,tertiary,30,True,False,23.742,"LINESTRING (7.2165135 51.1425229, 7.2163954 51.1425192, 7.2162966 51.142507, 7.2161775 51.1424923)",,,
34405752,,,Obere Remscheider Straße,residential,30,False,True,35.105,"LINESTRING (7.2155321 51.1420147, 7.2154783 51.141976, 7.2153771 51.1418862, 7.2153135 51.1418258, 7.2152838 51.1417916, 7.2152615 51.1417509)",,,
688050510,,,Obere Remscheider Straße,residential,30,True,False,24.983,"LINESTRING (7.2155321 51.1420147, 7.2156147 51.142045, 7.2156821 51.1420937, 7.2157221 51.1421384, 7.2157514 51.1421837)",,,
693048072,1,L 157,Dabringhauser Straße,secondary,100,True,False,18.108,"LINESTRING (7.2101542 51.1379622, 7.2102425 51.1379274, 7.2103871 51.1378919)",,,
741208922,3,B 51,Dellmannstraße,primary,70,False,True,5.493,"LINESTRING (7.2100432 51.1381109, 7.2100005 51.1380694)",,,
"[220410593, 792523674, 792523675]","['2', '3']",B 51,Dellmannstraße,primary,70,False,True,510.15100000000007,"LINESTRING (7.2100432 51.1381109, 7.2101671 51.1382368, 7.2102553 51.1383285, 7.210488 51.1386115, 7.2105235 51.1386594, 7.2108279 51.1391252, 7.2111186 51.1395855, 7.2115534 51.1402862, 7.2118841 51.14082, 7.2120851 51.1411258, 7.212164 51.141238, 7.2122823 51.1413979, 7.2123697 51.1415094, 7.212454 51.1416116, 7.2126925 51.1418621, 7.2130363 51.1421706, 7.2131371 51.1422495)",,,
