osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width
11410085,1,,Jahnstraße,residential,30,True,False,36.652,"LINESTRING (7.2116675 51.136473, 7.2116023 51.1364427, 7.2114557 51.1363541, 7.2113834 51.1363002, 7.2113141 51.1362324)",,,
"[119046744, 35797683, 119046743]","['2', '3']",L 157,Dabringhauser Straße,secondary,50,False,"[False, True]",103.16099999999999,"LINESTRING (7.2116675 51.136473, 7.2115579 51.1365834, 7.2114013 51.1367453, 7.2113438 51.1368042, 7.211281 51.1368775, 7.2112552 51.1369086, 7.2112329 51.1369362, 7.2112111 51.1369686, 7.21119 51.1370014, 7.2111733 51.1370317, 7.2110992 51.1371841, 7.2110795 51.137215, 7.2110469 51.1372624, 7.2110185 51.1373017)",,,
"[98329035, 98329037]","['2', '1']",,Jahnstraße,residential,30,True,False,35.292,"LINESTRING (7.2113141 51.1362324, 7.2114741 51.1362884, 7.2115704 51.1363266, 7.2116983 51.1363654, 7.2117558 51.1363865)",,,
37747115,,,,residential,30,True,False,13.75,"LINESTRING (7.2139183 51.1370772, 7.2139463 51.1370751, 7.2139743 51.137077, 7.2140009 51.1370829, 7.2140246 51.1370923, 7.2140444 51.1371049, 7.2140591 51.13712, 7.214068 51.1371367)",,roundabout,
"[137170963, 27114588, 154126382, 41599847]",,,Schillerstraße,residential,30,False,False,161.33699999999996,"LINESTRING (7.2140342 51.1372077, 7.2141272 51.1372619, 7.2142087 51.1373233, 7.2145756 51.1375506, 7.2146411 51.1375956, 7.2147119 51.1376505, 7.2148328 51.1377423, 7.2150317 51.1379117, 7.2150708 51.1379539, 7.215097 51.1379826, 7.215168 51.1380657, 7.2151967 51.1380995, 7.2152353 51.1381514, 7.2152614 51.1381865, 7.2153107 51.1382633, 7.2153473 51.1383265, 7.2153702 51.1383705)",,,
37747115,,,,residential,30,True,False,12.823,"LINESTRING (7.2140342 51.1372077, 7.21401 51.1372195, 7.213982 51.1372272, 7.2139517 51.1372303, 7.2139212 51.1372287, 7.2138923 51.1372224, 7.2138667 51.1372118)",,roundabout,
12662794,,,Kattwinkelstraße,residential,30,False,False,136.62199999999999,"LINESTRING (7.2153702 51.1383705, 7.2154849 51.1383364, 7.2157437 51.1382577, 7.2162271 51.1381009, 7.2162779 51.1380868, 7.2168907 51.1378905, 7.2169916 51.1378534, 7.2171027 51.137801)",,,
41599847,,,Schillerstraße,residential,30,False,False,84.1,"LINESTRING (7.2153702 51.1383705, 7.2154155 51.1384809, 7.2155371 51.1388836, 7.2155545 51.1389736, 7.2155445 51.1390585, 7.2155068 51.13911)",,,
"[137170963, 27114588, 154126382, 41599847]",,,Schillerstraße,residential,30,False,True,161.337,"LINESTRING (7.2153702 51.1383705, 7.2153473 51.1383265, 7.2153107 51.1382633, 7.2152614 51.1381865, 7.2152353 51.1381514, 7.2151967 51.1380995, 7.215168 51.1380657, 7.215097 51.1379826, 7.2150708 51.1379539, 7.2150317 51.1379117, 7.2148328 51.1377423, 7.2147119 51.1376505, 7.2146411 51.1375956, 7.2145756 51.1375506, 7.2142087 51.1373233, 7.2141272 51.1372619, 7.2140342 51.1372077)",,,
12662794,,,Kattwinkelstraße,residential,30,False,True,136.62199999999999,"LINESTRING (7.2171027 51.137801, 7.2169916 51.1378534, 7.2168907 51.1378905, 7.2162779 51.1380868, 7.2162271 51.1381009, 7.2157437 51.1382577, 7.2154849 51.1383364, 7.2153702 51.1383705)",,,
13113984,,,Berufsschulstraße,residential,30,False,True,141.274,"LINESTRING (7.2171027 51.137801, 7.2170297 51.1377728, 7.2169413 51.1376788, 7.2165853 51.137243, 7.2162361 51.1368427, 7.2161227 51.1366977)",,,
220345567,,,Berufsschulstraße,residential,30,False,False,137.677,"LINESTRING (7.2171027 51.137801, 7.2171962 51.1378197, 7.2172451 51.137842, 7.2172766 51.1378702, 7.2173001 51.1379001, 7.2173859 51.1380081, 7.217537 51.1381963, 7.2176432 51.1383276, 7.2176658 51.1383581, 7.2177059 51.1384123, 7.2177279 51.1384464, 7.2177625 51.1385008, 7.2177861 51.1385551, 7.2177913 51.1385795, 7.2177957 51.1386, 7.2177984 51.1386451, 7.2177953 51.1386884, 7.2177204 51.1388966)",,,
220345568,,,Kattwinkelstraße,residential,30,False,False,103.11500000000001,"LINESTRING (7.2171027 51.137801, 7.2171933 51.1377555, 7.2172382 51.137734, 7.2173347 51.1377029, 7.2174255 51.1376922, 7.2176151 51.1376944, 7.2178291 51.1377035, 7.2178835 51.1377015, 7.2179255 51.1376921, 7.2179527 51.1376681, 7.2180417 51.1375437, 7.218082 51.1374974, 7.2181249 51.1374558, 7.2182343 51.1373709)",,,
53546182,2,L 409,Berliner Straße,secondary,50,False,True,46.726,"LINESTRING (7.2194522 51.1418509, 7.2188338 51.1416895)",,,
12663017,,,Friedhofstraße,residential,30,False,False,336.48,"LINESTRING (7.2194522 51.1418509, 7.2194926 51.141786, 7.2195496 51.141721, 7.2196365 51.1416482, 7.2197236 51.1415808, 7.2198695 51.1414821, 7.2200754 51.1413598, 7.220398 51.1411613, 7.2204848 51.1411055, 7.2207508 51.1409356, 7.2210032 51.1407745, 7.2219543 51.1401213, 7.2226831 51.1396157)",,,
53546181,2,L 409,Berliner Straße,secondary,50,False,False,173.851,"LINESTRING (7.2194522 51.1418509, 7.220102 51.142024, 7.2201867 51.1420473, 7.2204293 51.1421141, 7.2207134 51.1421923, 7.2208556 51.1422315, 7.2210645 51.1422922, 7.22131 51.1423651, 7.2217204 51.1424972)",,,
12663017,,,Friedhofstraße,residential,30,False,True,336.4800000000001,"LINESTRING (7.2226831 51.1396157, 7.2219543 51.1401213, 7.2210032 51.1407745, 7.2207508 51.1409356, 7.2204848 51.1411055, 7.220398 51.1411613, 7.2200754 51.1413598, 7.2198695 51.1414821, 7.2197236 51.1415808, 7.2196365 51.1416482, 7.2195496 51.141721, 7.2194926 51.141786, 7.2194522 51.1418509)",,,
13535765,,,Steinergarten,residential,,False,False,113.437,"LINESTRING (7.2226831 51.1396157, 7.2226397 51.1395943, 7.2225107 51.1395632, 7.2222603 51.1395227, 7.2219492 51.1393535, 7.2214598 51.1390728, 7.2213866 51.1390308)",,,
13113984,,,Berufsschulstraße,residential,30,False,False,141.274,"LINESTRING (7.2161227 51.1366977, 7.2162361 51.1368427, 7.2165853 51.137243, 7.2169413 51.1376788, 7.2170297 51.1377728, 7.2171027 51.137801)",,,
35797693,,,Jörgensgasse,residential,30,False,True,65.286,"LINESTRING (7.2161227 51.1366977, 7.2162614 51.1366572, 7.2164064 51.1366269, 7.2165424 51.1366097, 7.2170326 51.1365904)",,,
"[109437466, 154126378]",,,Jörgensgasse,residential,30,True,False,161.76600000000005,"LINESTRING (7.2161227 51.1366977, 7.2160327 51.1367083, 7.2159113 51.1366969, 7.2157689 51.1366778, 7.2155814 51.1366637, 7.2154418 51.1366568, 7.2153239 51.136657, 7.2152381 51.1366602, 7.2151568 51.1366662, 7.2150833 51.1366763, 7.2149998 51.1366898, 7.214911 51.1367082, 7.2148402 51.1367319, 7.2147474 51.1367668, 7.214634 51.1368205, 7.2145501 51.1368662, 7.2142984 51.136999, 7.2142189 51.1370524, 7.2141002 51.1371194, 7.214068 51.1371367)",,,
13114293,,,Stockhauser Straße,residential,30,False,True,245.12300000000005,"LINESTRING (7.219565 51.1380711, 7.2197468 51.1378058, 7.2198782 51.137616, 7.2199891 51.1374487, 7.2200069 51.1374078, 7.2200128 51.1373717, 7.2200157 51.1373387, 7.220014 51.1373029, 7.2200095 51.137273, 7.219997 51.1372426, 7.2199801 51.1372115, 7.2199532 51.1371825, 7.2199232 51.137155, 7.2198846 51.1371271, 7.2198452 51.1371044, 7.2197898 51.1370812, 7.21972 51.1370617, 7.219631 51.1370435, 7.2195327 51.1370284, 7.2194195 51.1370183, 7.2192411 51.1370005, 7.219045 51.1369805, 7.2189182 51.1369684, 7.2188538 51.1369578, 7.2187911 51.136944, 7.2187523 51.1369278, 7.2187139 51.1369094, 7.2186796 51.1368862, 7.2186491 51.1368536, 7.2186305 51.1368188, 7.2186244 51.1367827, 7.2185895 51.136523)",,,
"[43400806, 27116926]",,,Quellenweg,residential,30,False,False,295.0900000000001,"LINESTRING (7.219565 51.1380711, 7.2196807 51.13805, 7.2197451 51.1380217, 7.2197758 51.138001, 7.2198462 51.137906, 7.2199445 51.1377736, 7.22004 51.1376502, 7.2201285 51.1375185, 7.2203032 51.1372552, 7.220425 51.1370938, 7.2205127 51.1370073, 7.220556 51.1369445, 7.220573 51.1369079, 7.2205751 51.1368634, 7.220573 51.1367896, 7.2205953 51.1365912, 7.2205914 51.1365392, 7.2205724 51.136515, 7.2205615 51.1365028, 7.2205452 51.1364887, 7.2205188 51.1364741, 7.2200808 51.1363473, 7.2200349 51.1363338, 7.2199835 51.1363219, 7.2199259 51.1363147, 7.2198575 51.1363151, 7.2197986 51.1363169, 7.2197336 51.136326, 7.2192427 51.1364113)",,,
43400804,,,Stockhauser Straße,residential,30,False,False,43.961,"LINESTRING (7.219565 51.1380711, 7.2193409 51.1384044, 7.2193191 51.1384351)",,,
43400804,,,Stockhauser Straße,residential,30,False,True,137.558,"LINESTRING (7.2177204 51.1388966, 7.2179074 51.1389226, 7.217968 51.1389237, 7.2180276 51.1389225, 7.2181214 51.1389162, 7.218354 51.1388881, 7.2187733 51.1388425, 7.2188378 51.1388345, 7.2189114 51.1388202, 7.2189597 51.1388082, 7.2190012 51.1387917, 7.2190486 51.1387683, 7.2190851 51.1387422, 7.2191287 51.1387012, 7.21918 51.1386359, 7.2192536 51.1385338, 7.2193191 51.1384351)",,,
"[301951396, 119048936, 753492494, 310713647, 688054423, 138220922]",,,"['Markt', 'Stockhauser Straße']",residential,"['20', '30']",False,False,180.466,"LINESTRING (7.2177204 51.1388966, 7.2175919 51.1390201, 7.2171764 51.1393127, 7.2167773 51.1396154, 7.2166364 51.1397247, 7.216548 51.1397844, 7.2164737 51.139827, 7.2164249 51.1398584, 7.2163967 51.1398853, 7.2163617 51.1399227, 7.2163408 51.1399485, 7.2163063 51.139984, 7.2162798 51.14001, 7.216257 51.1400506, 7.216242 51.1400839, 7.2162369 51.1401119, 7.2162363 51.140151, 7.2162403 51.1401907)",,,
220345567,,,Berufsschulstraße,residential,30,False,True,137.677,"LINESTRING (7.2177204 51.1388966, 7.2177953 51.1386884, 7.2177984 51.1386451, 7.2177957 51.1386, 7.2177913 51.1385795, 7.2177861 51.1385551, 7.2177625 51.1385008, 7.2177279 51.1384464, 7.2177059 51.1384123, 7.2176658 51.1383581, 7.2176432 51.1383276, 7.217537 51.1381963, 7.2173859 51.1380081, 7.2173001 51.1379001, 7.2172766 51.1378702, 7.2172451 51.137842, 7.2171962 51.1378197, 7.2171027 51.137801)",,,
37747116,2,L 409,Berliner Straße,secondary,50,False,True,31.484,"LINESTRING (7.2221103 51.1426395, 7.2219456 51.1425845, 7.2217908 51.1425245, 7.2217204 51.1424972)",,,
"[749452322, 301945643]",3,L 409,Berliner Straße,secondary,50,False,False,54.11300000000001,"LINESTRING (7.2221103 51.1426395, 7.2222753 51.1426948, 7.2226309 51.1428152, 7.2227932 51.1428703)",,,
"[301945648, 864768493, 864768492, 19139661]","['2', '3']",L 409,Thomas-Mann-Straße,secondary,50,False,False,133.121,"LINESTRING (7.2227932 51.1428703, 7.2226726 51.1429882, 7.2224423 51.1432538, 7.2222754 51.143442, 7.2221777 51.1435659, 7.2221116 51.1436479, 7.2220421 51.1437342, 7.2219501 51.1438374, 7.2218731 51.1439184)",,,
"[749452322, 301945643]",3,L 409,Berliner Straße,secondary,50,False,True,54.113,"LINESTRING (7.2227932 51.1428703, 7.2226309 51.1428152, 7.2222753 51.1426948, 7.2221103 51.1426395)",,,
"[301920905, 43681349]",3,L 409,Berliner Straße,secondary,50,False,False,75.611,"LINESTRING (7.2178394 51.1414191, 7.2181289 51.1414989, 7.2185503 51.1416128, 7.2186268 51.1416323, 7.2187953 51.1416786, 7.2188338 51.1416895)",,,
"[27852170, 750076603]",2,,Berliner Straße,tertiary,50,False,True,59.190999999999995,"LINESTRING (7.2178394 51.1414191, 7.2176136 51.1413505, 7.2175095 51.1413097, 7.2174657 51.1412894, 7.2174293 51.1412692, 7.2173783 51.1412363, 7.2172709 51.1411539, 7.2172025 51.1410853)",,,
"[301920906, 301920907, 795373773, 795373775, 750076604]","['2', '3']",L 409,Dhünner Straße,secondary,50,False,True,363.415,"LINESTRING (7.2178394 51.1414191, 7.2179673 51.1412898, 7.2179864 51.1412739, 7.2181103 51.1411908, 7.2184967 51.1409396, 7.2185857 51.1408804, 7.2186006 51.140871, 7.2186856 51.1408173, 7.2188833 51.1406924, 7.2192903 51.140427, 7.219319 51.1404081, 7.2201108 51.1398899, 7.2203633 51.1397243, 7.2204677 51.1396558, 7.2206667 51.1395253, 7.2210613 51.1392678, 7.2213158 51.139088, 7.2213866 51.1390308)",,,
"[27115008, 688056274, 158187875, 1183773592]",2,,Taubengasse,residential,"['50', '30']",False,False,69.495,"LINESTRING (7.2172025 51.1410853, 7.2171271 51.141106, 7.2170851 51.141118, 7.2170336 51.1411305, 7.2169574 51.1411437, 7.2169103 51.1411502, 7.2168486 51.1411538, 7.2167994 51.1411529, 7.2167658 51.1411501, 7.2167278 51.1411435, 7.2167018 51.1411365, 7.2166839 51.1411317, 7.2166564 51.1411222, 7.2166161 51.1411036, 7.2165466 51.1410704, 7.2164939 51.1410453, 7.2164523 51.1410237, 7.2164248 51.1410102, 7.2163897 51.1410003, 7.2163008 51.1409894)",,,
"[27852170, 750076603]",2,,Berliner Straße,tertiary,50,False,False,59.191,"LINESTRING (7.2172025 51.1410853, 7.2172709 51.1411539, 7.2173783 51.1412363, 7.2174293 51.1412692, 7.2174657 51.1412894, 7.2175095 51.1413097, 7.2176136 51.1413505, 7.2178394 51.1414191)",,,
"[26490304, 301951395, 220345620, 301920903]",2,,Berliner Straße,tertiary,"['50', '20']",False,True,135.58600000000004,"LINESTRING (7.2172025 51.1410853, 7.2171561 51.1410199, 7.2171306 51.1409785, 7.2171069 51.1409364, 7.2170918 51.1409063, 7.2170808 51.1408817, 7.2170151 51.1407097, 7.2169587 51.1405629, 7.2169407 51.1405155, 7.2169208 51.1404687, 7.2168977 51.1404197, 7.2168723 51.1403766, 7.2168498 51.1403424, 7.2168206 51.140308, 7.2167974 51.1402883, 7.216771 51.1402696, 7.2167253 51.140243, 7.2166948 51.1402289, 7.2166516 51.1402135, 7.2165856 51.1402027, 7.2165173 51.1401964, 7.2164646 51.1401945, 7.2164131 51.1401943, 7.2163566 51.1401935, 7.2163136 51.1401922, 7.2162403 51.1401907)",,,
520733021,,,Nordstraße,residential,30,False,True,91.52099999999999,"LINESTRING (7.2110388 51.1421353, 7.2105939 51.1419125, 7.2104116 51.1418198, 7.2102993 51.1417411, 7.2101653 51.1416372, 7.2101013 51.1415687)",,,
"[13897107, 791379453]",,,"['Nordstraße', 'Mannesmannstraße']",residential,30,False,"[False, True]",252.557,"LINESTRING (7.2110388 51.1421353, 7.2114079 51.1423071, 7.212062 51.142625, 7.2121703 51.1426886, 7.211924 51.1428798, 7.2107219 51.1437145)",,,
37178437,,,Vorm Eickerberg,residential,30,False,False,79.678,"LINESTRING (7.2101013 51.1415687, 7.2102244 51.1415068, 7.2103331 51.1414558, 7.210469 51.1413915, 7.2105129 51.1413722, 7.2107611 51.141259, 7.2108175 51.1412382, 7.2108761 51.14122, 7.2109406 51.1412125, 7.2110615 51.1412047)",,,
520733021,,,Nordstraße,residential,30,False,False,91.52100000000002,"LINESTRING (7.2101013 51.1415687, 7.2101653 51.1416372, 7.2102993 51.1417411, 7.2104116 51.1418198, 7.2105939 51.1419125, 7.2110388 51.1421353)",,,
"[13897107, 791379453]",,,"['Nordstraße', 'Mannesmannstraße']",residential,30,False,"[False, True]",252.55699999999996,"LINESTRING (7.2107219 51.1437145, 7.211924 51.1428798, 7.2121703 51.1426886, 7.212062 51.142625, 7.2114079 51.1423071, 7.2110388 51.1421353)",,,
13898416,,,Mannesmannstraße,residential,30,False,False,125.52000000000001,"LINESTRING (7.2107219 51.1437145, 7.2113492 51.1440592, 7.2117499 51.1442633, 7.2121085 51.1444331)",,,
37190139,,,Telegrafenstraße,residential,20,True,False,125.461,"LINESTRING (7.2150777 51.142065, 7.2150506 51.1420443, 7.2150252 51.1420259, 7.2149583 51.1419675, 7.2148559 51.1418783, 7.2147164 51.1417308, 7.214587 51.1415956, 7.2144684 51.1414748, 7.214448 51.1414545, 7.2143437 51.1413471, 7.2143193 51.1413219, 7.2142802 51.1412784, 7.2141188 51.1411117)",,,
"[864489536, 45024820, 865112269, 688360661]",2,,Brückenweg,unclassified,30,False,False,102.91399999999997,"LINESTRING (7.2150777 51.142065, 7.2150509 51.1420687, 7.2150265 51.1420766, 7.2149973 51.142093, 7.2149687 51.1421173, 7.2149425 51.1421385, 7.2148879 51.1421885, 7.2148633 51.142211, 7.2147736 51.1422876, 7.2147092 51.1423395, 7.2146339 51.1423976, 7.2144557 51.1425225, 7.214401 51.1425586, 7.2143121 51.1426135, 7.2142685 51.1426365, 7.2142456 51.1426471, 7.2142112 51.142663, 7.214181 51.1426726, 7.2141467 51.1426781, 7.2141152 51.1426792, 7.2140809 51.1426756, 7.2140443 51.1426665)",,,
688050507,2,,Telegrafenstraße,tertiary,30,False,True,22.156,"LINESTRING (7.2150777 51.142065, 7.2151257 51.1420684, 7.2151762 51.1420801, 7.2152193 51.1420946, 7.2152728 51.1421159, 7.2153595 51.142151)",,,
"[113482737, 688058222, 688058223]",1,,Brückenweg,unclassified,30,True,False,235.45099999999994,"LINESTRING (7.2140443 51.1426665, 7.2139519 51.1426472, 7.2138989 51.1426182, 7.2138243 51.1425721, 7.2137961 51.1425536, 7.213744 51.1425152, 7.2136981 51.1424791, 7.2136482 51.1424361, 7.2135848 51.1423698, 7.21351 51.1422984, 7.2134613 51.1422541, 7.2133942 51.142199, 7.2133152 51.1421397, 7.2132108 51.1420645, 7.2131207 51.1420018, 7.2130533 51.1419523, 7.2130125 51.1419219, 7.2129389 51.141862, 7.2128369 51.141775, 7.2127394 51.1416834, 7.2126183 51.1415637, 7.2125888 51.1415329, 7.2125216 51.1414576, 7.2124738 51.1414033, 7.2123984 51.1413065, 7.2123255 51.141205, 7.2122712 51.1411241, 7.2122327 51.1410676, 7.2121926 51.1409392)",,,
"[865112269, 864489536, 45024820, 688360661]",2,,Brückenweg,unclassified,30,False,True,102.914,"LINESTRING (7.2140443 51.1426665, 7.2140809 51.1426756, 7.2141152 51.1426792, 7.2141467 51.1426781, 7.214181 51.1426726, 7.2142112 51.142663, 7.2142456 51.1426471, 7.2142685 51.1426365, 7.2143121 51.1426135, 7.214401 51.1425586, 7.2144557 51.1425225, 7.2146339 51.1423976, 7.2147092 51.1423395, 7.2147736 51.1422876, 7.2148633 51.142211, 7.2148879 51.1421885, 7.2149425 51.1421385, 7.2149687 51.1421173, 7.2149973 51.142093, 7.2150265 51.1420766, 7.2150509 51.1420687, 7.2150777 51.142065)",,,
13898429,,,Friedenstraße,residential,30,False,False,64.827,"LINESTRING (7.2124261 51.1451295, 7.2120923 51.1449451, 7.2117315 51.1447422)",,,
116079432,,,Friedenstraße,residential,30,False,True,75.025,"LINESTRING (7.2124261 51.1451295, 7.2127418 51.1449166, 7.2128307 51.1448517, 7.2130538 51.1446888, 7.2130906 51.1446701, 7.2131675 51.1446461)",,,
520988962,2,L 409,Wolfhagener Straße,secondary,50,False,False,5.409,"LINESTRING (7.2131593 51.1439356, 7.2131433 51.143888)",,,
37178434,1,L 409,Wolfhagener Straße,secondary,50,True,False,57.82699999999999,"LINESTRING (7.2131593 51.1439356, 7.213219 51.1439875, 7.2133358 51.1443213, 7.2133483 51.1443612, 7.2133318 51.1444341)",,,
13898416,,,Mannesmannstraße,residential,30,False,True,125.52000000000001,"LINESTRING (7.2121085 51.1444331, 7.2117499 51.1442633, 7.2113492 51.1440592, 7.2107219 51.1437145)",,,
98997275,,,Wolfhagener Straße,residential,30,False,False,43.284,"LINESTRING (7.2121085 51.1444331, 7.211944 51.1445634, 7.21186 51.1446319, 7.2117315 51.1447422)",,,
98997275,,,Wolfhagener Straße,residential,30,False,True,97.489,"LINESTRING (7.2121085 51.1444331, 7.21228 51.1442923, 7.2124374 51.1441594, 7.2125747 51.1440605, 7.2126598 51.1440139, 7.2127457 51.1439747, 7.2128467 51.1439414, 7.2129536 51.1439188, 7.2130538 51.1439011, 7.2131433 51.143888)",,,
13898429,,,Friedenstraße,residential,30,False,True,64.827,"LINESTRING (7.2117315 51.1447422, 7.2120923 51.1449451, 7.2124261 51.1451295)",,,
98997275,,,Wolfhagener Straße,residential,30,False,True,43.284000000000006,"LINESTRING (7.2117315 51.1447422, 7.21186 51.1446319, 7.211944 51.1445634, 7.2121085 51.1444331)",,,
37178437,,,Vorm Eickerberg,residential,30,False,True,79.678,"LINESTRING (7.2110615 51.1412047, 7.2109406 51.1412125, 7.2108761 51.14122, 7.2108175 51.1412382, 7.2107611 51.141259, 7.2105129 51.1413722, 7.210469 51.1413915, 7.2103331 51.1414558, 7.2102244 51.1415068, 7.2101013 51.1415687)",,,
"[865100192, 54926801, 865100194, 688056276]",2,,Am Bahndamm,tertiary,"['50', '30']",False,False,209.522,"LINESTRING (7.2110615 51.1412047, 7.2110648 51.1412395, 7.2110804 51.1412844, 7.211107 51.1413226, 7.2111664 51.1413844, 7.2113514 51.1415858, 7.2115179 51.1417735, 7.2116311 51.1418997, 7.2117465 51.1420255, 7.2119484 51.142248, 7.2120674 51.1423761, 7.2121093 51.1424161, 7.2121588 51.1424583, 7.2122068 51.1424945, 7.2122584 51.1425306, 7.2123214 51.1425674, 7.2123612 51.1425862, 7.2124024 51.1426039, 7.2124673 51.1426249, 7.2125149 51.142639, 7.2125813 51.1426541, 7.2126254 51.1426578, 7.2126662 51.1426603, 7.2126963 51.1426613, 7.21276 51.142661)",,,
"[865100193, 53041039]",2,,Vorm Eickerberg,tertiary,30,False,False,62.03,"LINESTRING (7.2110615 51.1412047, 7.2110675 51.1411713, 7.2110796 51.1411369, 7.2111019 51.1410963, 7.2111264 51.1410707, 7.2111563 51.1410451, 7.2112632 51.1409598, 7.2113392 51.1408993, 7.2114 51.1408505, 7.211461 51.1408022, 7.2115448 51.1407482)",,,
"[865100195, 13898551]",,,Am Buchenhang,residential,30,False,True,226.32699999999997,"LINESTRING (7.2094892 51.140405, 7.209615 51.1404718, 7.2097318 51.1405099, 7.2098837 51.1405561, 7.209908 51.1405635, 7.210079 51.1405956, 7.2102436 51.1405815, 7.2102654 51.14057, 7.2104051 51.1404963, 7.2104987 51.1404391, 7.2107695 51.1402737, 7.210798 51.1402553, 7.2110444 51.1400962, 7.2111355 51.1400691, 7.2111995 51.1400911, 7.2112362 51.1401473, 7.2112673 51.1402529, 7.2112837 51.1403086, 7.211306 51.1404419, 7.2113885 51.140587, 7.2114921 51.1407086, 7.2115448 51.1407482)",,,
118931835,,,Am Buchenhang,residential,30,False,False,90.02999999999999,"LINESTRING (7.2094892 51.140405, 7.2097002 51.1403038, 7.2097607 51.1402631, 7.2098568 51.1401985, 7.2099479 51.1400761, 7.2100023 51.1399477, 7.2100029 51.1399237, 7.2100061 51.139806, 7.210003 51.1397833, 7.2099991 51.1397555, 7.2099966 51.139738, 7.2099937 51.139717)",,,
118931835,,,Am Buchenhang,residential,30,False,True,90.03,"LINESTRING (7.2099937 51.139717, 7.2099966 51.139738, 7.2099991 51.1397555, 7.210003 51.1397833, 7.2100061 51.139806, 7.2100029 51.1399237, 7.2100023 51.1399477, 7.2099479 51.1400761, 7.2098568 51.1401985, 7.2097607 51.1402631, 7.2097002 51.1403038, 7.2094892 51.140405)",,,
