osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,ref
45190165,Lohmannsgasse,living_street,,False,False,112.54099999999997,"LINESTRING (7.2954904 51.2841808, 7.2956055 51.2840146, 7.2957043 51.2838504, 7.2956087 51.2837239, 7.2953821 51.28349, 7.2953466 51.2834413, 7.2952277 51.2833086, 7.2951964 51.2832778)",6,,
45190165,Lohmannsgasse,living_street,,False,True,50.519999999999996,"LINESTRING (7.2954904 51.2841808, 7.2954763 51.2841892, 7.294966 51.2844952)",6,,
43601536,Leistraße,residential,,False,True,78.33,"LINESTRING (7.2937461 51.2826598, 7.2935388 51.2825718, 7.2933297 51.2824881, 7.2931622 51.2824442, 7.2928999 51.2824324, 7.292848 51.2824554, 7.2927289 51.2824517)",,,
43601520,Marienweg,residential,,False,False,32.826,"LINESTRING (7.2904476 51.2845799, 7.2908408 51.2847432)",,,
43601517,Grütergasse,residential,,False,False,82.98299999999999,"LINESTRING (7.2904476 51.2845799, 7.2909649 51.2840976, 7.291111 51.2839596)",,,
43601520,Marienweg,residential,,False,True,74.78,"LINESTRING (7.2904476 51.2845799, 7.2901581 51.284411, 7.2900141 51.2843494, 7.2898943 51.2842982, 7.2897926 51.2842671, 7.289692 51.2842603, 7.2895466 51.2842601)",,,
302750310,Bahnhofstraße,primary,50,False,True,18.945,"LINESTRING (7.2906276 51.2851161, 7.2905795 51.2852838)",,3,B 483
43601518,Gerichtstraße,residential,,False,False,78.01200000000001,"LINESTRING (7.2906276 51.2851161, 7.2907228 51.285129, 7.2909048 51.2851564, 7.2913096 51.2851821, 7.2914161 51.2851889, 7.2915652 51.2852047, 7.2916299 51.2852178, 7.2917318 51.2852307)",,,
302750311,Bahnhofstraße,primary,50,False,False,44.245,"LINESTRING (7.2906276 51.2851161, 7.2906427 51.2850676, 7.290665 51.2850195, 7.2907328 51.2848793, 7.2908408 51.2847432)",,2,B 483
43601518,Gerichtstraße,residential,,False,True,78.012,"LINESTRING (7.2917318 51.2852307, 7.2916299 51.2852178, 7.2915652 51.2852047, 7.2914161 51.2851889, 7.2913096 51.2851821, 7.2909048 51.2851564, 7.2907228 51.285129, 7.2906276 51.2851161)",,,
45189348,Südstraße,residential,,False,False,19.093,"LINESTRING (7.2951964 51.2832778, 7.2952063 51.2832226, 7.2952616 51.2831871, 7.2953117 51.2831774, 7.2953657 51.2831761)",,,
"[44908939, 45189348, 43153277, 25034475]","['Südstraße', 'Altmarkt', 'Kirchplatz', 'Kirchstraße']","['residential', 'living_street']",,False,True,197.626,"LINESTRING (7.2951964 51.2832778, 7.2949741 51.2833216, 7.2949164 51.2833338, 7.2945506 51.2834113, 7.2940383 51.2835635, 7.2938139 51.2836283, 7.2936252 51.2835603, 7.2934174 51.2834705, 7.2930905 51.2833595, 7.2928755 51.2833181, 7.2927091 51.28329, 7.292605 51.2832735)","['4', '3.4', '3.7']",,
45190165,Lohmannsgasse,living_street,,False,True,112.541,"LINESTRING (7.2951964 51.2832778, 7.2952277 51.2833086, 7.2953466 51.2834413, 7.2953821 51.28349, 7.2956087 51.2837239, 7.2957043 51.2838504, 7.2956055 51.2840146, 7.2954904 51.2841808)",6,,
45189348,Südstraße,residential,,False,True,19.093000000000004,"LINESTRING (7.2953657 51.2831761, 7.2953117 51.2831774, 7.2952616 51.2831871, 7.2952063 51.2832226, 7.2951964 51.2832778)",,,
45189500,Westfalendamm,residential,30,False,False,66.896,"LINESTRING (7.2953657 51.2831761, 7.2955322 51.2832213, 7.29554 51.2832232, 7.2956882 51.2832661, 7.2957042 51.2832702, 7.2957096 51.2832718, 7.2958381 51.2833107, 7.2962366 51.2834312)",,,
"[332677696, 43153278]","['Bergstraße', 'Westfalendamm']",residential,,False,True,141.87,"LINESTRING (7.2953657 51.2831761, 7.2950361 51.2830727, 7.2947007 51.2828804, 7.2944297 51.2826967, 7.2941084 51.2824602, 7.293895 51.2823108)",,,
"[45189554, 44908819]","['Untermauerstraße', 'Schulstraße']",living_street,,False,False,37.071,"LINESTRING (7.2933981 51.2843889, 7.2933354 51.28458, 7.2933189 51.2846302, 7.2932896 51.2847153)",5,,
"[24730479, 430116124, 430116125, 475922078, 430116126]",Obermauerstraße,primary,50,False,False,108.386,"LINESTRING (7.2908916 51.2830952, 7.2910271 51.2829478, 7.2911292 51.2828476, 7.2912931 51.2826702, 7.2914859 51.2824568, 7.2915845 51.2823608, 7.2916911 51.2822589)",,3,B 483
24730479,Obermauerstraße,primary,50,False,True,62.509,"LINESTRING (7.2908916 51.2830952, 7.2905743 51.2833936, 7.2905414 51.2834187, 7.2903782 51.2835563)",,3,B 483
45189833,Hofgasse,residential,,False,True,114.21399999999998,"LINESTRING (7.2908916 51.2830952, 7.2911681 51.2831826, 7.2912413 51.2831919, 7.2913139 51.2831782, 7.2915532 51.2831181, 7.2915719 51.2831142, 7.2920666 51.2829822, 7.2922622 51.282927, 7.2923081 51.2829672, 7.2923528 51.2830032)",,,
45189833,Hofgasse,residential,,False,False,114.214,"LINESTRING (7.2923528 51.2830032, 7.2923081 51.2829672, 7.2922622 51.282927, 7.2920666 51.2829822, 7.2915719 51.2831142, 7.2915532 51.2831181, 7.2913139 51.2831782, 7.2912413 51.2831919, 7.2911681 51.2831826, 7.2908916 51.2830952)",,,
45190165,Lohmannsgasse,living_street,,False,False,50.519999999999996,"LINESTRING (7.294966 51.2844952, 7.2954763 51.2841892, 7.2954904 51.2841808)",6,,
45397014,Jesinghauser Straße,residential,,False,True,47.933,"LINESTRING (7.2856873 51.2828716, 7.2863207 51.2830415)",,,
43601517,Grütergasse,residential,,False,True,82.98299999999999,"LINESTRING (7.291111 51.2839596, 7.2909649 51.2840976, 7.2904476 51.2845799)",,,
"[430116130, 475369806, 814079419, 814079420, 814079421]",Untermauerstraße,primary,50,False,False,68.11699999999999,"LINESTRING (7.291111 51.2839596, 7.2910429 51.2839291, 7.2908963 51.2838622, 7.2907338 51.2837821, 7.2905847 51.2836974, 7.2904955 51.2836386, 7.2904046 51.283574, 7.2903782 51.2835563)",,"['2', '3']",B 483
"[24730406, 814079422, 475369806]",Untermauerstraße,primary,50,False,True,29.709,"LINESTRING (7.291111 51.2839596, 7.2911455 51.2839727, 7.291278 51.284025, 7.2913739 51.2840665, 7.2914068 51.2840928, 7.2914169 51.284117, 7.2914225 51.2841291)",,2,B 483
43601520,Marienweg,residential,,False,True,32.826,"LINESTRING (7.2908408 51.2847432, 7.2904476 51.2845799)",,,
"[430116121, 475369805, 302750311]",Bahnhofstraße,primary,50,False,False,79.989,"LINESTRING (7.2908408 51.2847432, 7.2909986 51.2845885, 7.2912352 51.28437, 7.2913514 51.2842599, 7.291397 51.2842085, 7.2914135 51.2841737, 7.2914225 51.2841291)",,2,B 483
302750311,Bahnhofstraße,primary,50,False,True,44.245000000000005,"LINESTRING (7.2908408 51.2847432, 7.2907328 51.2848793, 7.290665 51.2850195, 7.2906427 51.2850676, 7.2906276 51.2851161)",,2,B 483
"[578189169, 25034039]",Wilhelmstraße,residential,50,False,False,225.407,"LINESTRING (7.2968357 51.2850077, 7.2968091 51.2850881, 7.2967897 51.2851381, 7.296769 51.2852185, 7.2967085 51.2854008, 7.2966661 51.2856221, 7.2966535 51.285701, 7.2966406 51.285782, 7.2966255 51.2858769, 7.2966153 51.285941, 7.2966063 51.2859977, 7.2965947 51.2862823, 7.296516 51.2869108, 7.2965234 51.2870212)",,,
"[94531603, 25034117]","['Hauptstraße', 'Drosselstraße']",residential,,False,"[False, True]",166.32100000000003,"LINESTRING (7.2968357 51.2850077, 7.2967069 51.2849525, 7.2966407 51.2849332, 7.2965749 51.2849105, 7.2965036 51.2848703, 7.2964899 51.2848499, 7.2966962 51.2845992, 7.2968468 51.2844041, 7.2969353 51.2842949, 7.2969702 51.2842503, 7.2970408 51.2841661, 7.2973758 51.2837594)",,,
"[578189168, 82237484]",Hauptstraße,residential,50,False,True,160.01999999999998,"LINESTRING (7.2968357 51.2850077, 7.296986 51.2850524, 7.2971964 51.2851177, 7.2977071 51.2852482, 7.2977491 51.285261, 7.2977791 51.285272, 7.2978955 51.2853148, 7.298036 51.2853776, 7.2980906 51.2854088, 7.2981703 51.2854588, 7.298254 51.28552, 7.2984362 51.2856831, 7.2986213 51.2858502)",,,
"[45189448, 43599138]",Fronhofstraße,living_street,,False,False,95.102,"LINESTRING (7.29515 51.2840892, 7.295237 51.2840024, 7.2952631 51.2839723, 7.2952686 51.2839447, 7.2952357 51.2839057, 7.2952118 51.2838806, 7.2951977 51.2838703, 7.295158 51.2838458, 7.2951227 51.2838271, 7.2950645 51.2838025, 7.2949959 51.2837811, 7.2948936 51.283763, 7.2948016 51.2837573, 7.2947036 51.2837664, 7.2946329 51.2837793, 7.2945603 51.283804, 7.2945248 51.2838239, 7.2944977 51.2838407, 7.2943971 51.2839315)",4,,
45189447,Herbergstraße,living_street,,False,False,25.775,"LINESTRING (7.29515 51.2840892, 7.2953428 51.2841392, 7.2954904 51.2841808)",5,,
"[1077855034, 45189447]",Herbergstraße,living_street,,False,True,40.71900000000001,"LINESTRING (7.29515 51.2840892, 7.2949344 51.2840444, 7.2949291 51.2840437, 7.294687 51.2840099, 7.2946063 51.2840151, 7.2945845 51.2840209)","['4', '5']",,
312268084,Haynauer Straße,residential,30,False,False,9.128,"LINESTRING (7.2904486 51.2852778, 7.2905168 51.2852813, 7.2905795 51.2852838)",,,
312268084,Haynauer Straße,residential,30,False,True,61.088,"LINESTRING (7.2904486 51.2852778, 7.2902443 51.2852724, 7.2900649 51.2852507, 7.2899206 51.2852168, 7.2897831 51.28517, 7.2897137 51.2851467, 7.2896123 51.2851417)",,,
327466095,Döinghauser Straße,residential,30,True,False,130.448,"LINESTRING (7.2904486 51.2852778, 7.2903777 51.2853647, 7.2902278 51.2854996, 7.2900645 51.2856101, 7.2896585 51.2858247, 7.2891396 51.2861043)",,,
"[475607464, 475607467]",Viktoriastraße,secondary,50,False,True,39.788,"LINESTRING (7.2858913 51.2878138, 7.2860737 51.2878291, 7.2861978 51.2878431, 7.2864532 51.2878797)",,2,L 726
475607468,Döinghauser Straße,residential,30,True,False,40.241,"LINESTRING (7.2858913 51.2878138, 7.2860787 51.2877881, 7.2862098 51.2877655, 7.286288 51.2877413, 7.2864306 51.2876912)",,1,
"[475607464, 475607467]",Viktoriastraße,secondary,50,False,False,39.788000000000004,"LINESTRING (7.2864532 51.2878797, 7.2861978 51.2878431, 7.2860737 51.2878291, 7.2858913 51.2878138)",,2,L 726
"[475435136, 24730992, 475607469]",Viktoriastraße,secondary,50,False,True,241.33199999999997,"LINESTRING (7.2864532 51.2878797, 7.2865227 51.2878913, 7.2872312 51.2880096, 7.2885583 51.2882217, 7.2890756 51.2883062, 7.2896274 51.2884004, 7.2898139 51.2884183)",,"['2', '3']",L 726
25299640,Döinghauser Straße,residential,30,False,True,258.63800000000003,"LINESTRING (7.2864306 51.2876912, 7.2868886 51.287436, 7.2872299 51.2872459, 7.2872527 51.2872332, 7.2873418 51.2871829, 7.287516 51.2870812, 7.2876123 51.287025, 7.2880527 51.286768, 7.2888793 51.286213, 7.2891396 51.2861043)",,,
475607470,Döinghauser Straße,residential,30,True,False,22.388,"LINESTRING (7.2864306 51.2876912, 7.286393 51.2877429, 7.286393 51.2877891, 7.286425 51.2878459, 7.2864532 51.2878797)",,1,
43601520,Marienweg,residential,,False,False,74.78,"LINESTRING (7.2895466 51.2842601, 7.289692 51.2842603, 7.2897926 51.2842671, 7.2898943 51.2842982, 7.2900141 51.2843494, 7.2901581 51.284411, 7.2904476 51.2845799)",,,
1077855035,Herbergstraße,living_street,,True,False,0.717,"LINESTRING (7.294575 51.2840234, 7.2945845 51.2840209)",4,,
1077855037,Fronhofstraße,living_street,,True,False,1.437,"LINESTRING (7.2943913 51.2839439, 7.2943971 51.2839315)",4,,
"[1077855034, 45189447]",Herbergstraße,living_street,,False,False,40.718999999999994,"LINESTRING (7.2945845 51.2840209, 7.2946063 51.2840151, 7.294687 51.2840099, 7.2949291 51.2840437, 7.2949344 51.2840444, 7.29515 51.2840892)","['4', '5']",,
"[45189448, 43599138]",Fronhofstraße,living_street,,False,True,95.102,"LINESTRING (7.2943971 51.2839315, 7.2944977 51.2838407, 7.2945248 51.2838239, 7.2945603 51.283804, 7.2946329 51.2837793, 7.2947036 51.2837664, 7.2948016 51.2837573, 7.2948936 51.283763, 7.2949959 51.2837811, 7.2950645 51.2838025, 7.2951227 51.2838271, 7.295158 51.2838458, 7.2951977 51.2838703, 7.2952118 51.2838806, 7.2952357 51.2839057, 7.2952686 51.2839447, 7.2952631 51.2839723, 7.295237 51.2840024, 7.29515 51.2840892)",4,,
"[332677696, 43153278]","['Bergstraße', 'Westfalendamm']",residential,,False,False,141.87,"LINESTRING (7.293895 51.2823108, 7.2941084 51.2824602, 7.2944297 51.2826967, 7.2947007 51.2828804, 7.2950361 51.2830727, 7.2953657 51.2831761)",,,
