osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,access,width,est_width
"[973111270, 23211111]",,,Am Brockerberg,residential,30,False,True,75.19999999999999,"LINESTRING (6.9053586 51.2241296, 6.9049456 51.2242763, 6.9044086 51.2244509)",,,,,
183586343,,,Am Brockerberg,residential,30,False,False,6.498,"LINESTRING (6.9012831 51.2250164, 6.9011978 51.2250401)",,,,,
973111269,,,Am Brockerberg,residential,30,False,False,125.495,"LINESTRING (6.9012831 51.2250164, 6.901465 51.2249714, 6.9020326 51.2248308, 6.9023817 51.2247743, 6.9030154 51.2247438)",,,,,
23211111,,,Am Brockerberg,residential,30,False,False,89.613,"LINESTRING (6.9032058 51.224722, 6.9037031 51.2246519, 6.9042969 51.2244973, 6.9044086 51.2244509)",,,,,
1178530537,,,,residential,30,False,False,10.354,"LINESTRING (6.9032058 51.224722, 6.9032065 51.2247406, 6.9031981 51.2247585, 6.9031815 51.2247739, 6.9031581 51.2247855, 6.9031303 51.224792)",,,,,
1178530537,,,,residential,30,False,True,10.378,"LINESTRING (6.9032058 51.224722, 6.9031961 51.2247043, 6.9031783 51.2246894, 6.9031541 51.2246785, 6.9031257 51.2246728, 6.9030959 51.2246728)",,,,,
"[354355628, 354355639]","['2', '3']",L 357,Neanderstraße,secondary,50,False,False,99.471,"LINESTRING (6.9048728 51.2254825, 6.9054442 51.2252375, 6.9054762 51.2252254, 6.9058222 51.2250952, 6.9058618 51.2250787, 6.9060752 51.2250004)",,,,,
168942556,,,Am Düsselufer,living_street,,False,False,114.58399999999999,"LINESTRING (6.9013204 51.223936, 6.9016011 51.2238655, 6.9016479 51.2238007, 6.9016126 51.223734, 6.9021185 51.2236173, 6.9021743 51.2235345, 6.9025856 51.2234466)",,,yes,,
168942556,,,Am Düsselufer,living_street,,False,True,105.173,"LINESTRING (6.9013204 51.223936, 6.9009779 51.2234403, 6.9009218 51.2233233, 6.9007917 51.2230517)",,,yes,,
168942557,,,Am Düsselufer,residential,,False,False,19.957,"LINESTRING (6.9013204 51.223936, 6.901266 51.2239626, 6.9010622 51.2240103)",,,yes,,
23211142,,,Düsselstraße,residential,30,False,True,46.179,"LINESTRING (6.9028009 51.2238394, 6.9025856 51.2234466)",,,,,
23211142,,,Düsselstraße,residential,30,False,False,46.179,"LINESTRING (6.9025856 51.2234466, 6.9028009 51.2238394)",,,,,
23211142,,,Düsselstraße,residential,30,False,True,70.884,"LINESTRING (6.9025856 51.2234466, 6.9023349 51.2229816, 6.9022778 51.2228734, 6.9022642 51.2228418)",,,,,
168942556,,,Am Düsselufer,living_street,,False,True,114.584,"LINESTRING (6.9025856 51.2234466, 6.9021743 51.2235345, 6.9021185 51.2236173, 6.9016126 51.223734, 6.9016479 51.2238007, 6.9016011 51.2238655, 6.9013204 51.223936)",,,yes,,
157030970,,,Ludenberger Straße,residential,50,False,True,169.47899999999998,"LINESTRING (6.901041 51.2215169, 6.9009206 51.2214809, 6.900816 51.2214534, 6.9007324 51.2214424, 6.9006901 51.2214419, 6.9001641 51.2214488, 6.8997505 51.2214542, 6.8992409 51.2214609, 6.8986316 51.2214689)",,,,,
157031010,2,,Morper Allee,tertiary,50,False,False,165.923,"LINESTRING (6.901041 51.2215169, 6.9001142 51.2223849, 6.899831 51.2226596, 6.8997251 51.2227608)",,,,,
"[30880778, 354355603]","['2', '3']",,Morper Allee,tertiary,50,False,True,51.108000000000004,"LINESTRING (6.901041 51.2215169, 6.9013166 51.2212843, 6.9014638 51.2211989, 6.90152 51.221172)",,,,,
23211146,,,Henschesgässchen,residential,,False,True,120.691,"LINESTRING (6.8992048 51.2248573, 6.898534 51.2238565)",,,,,
23211146,,,Henschesgässchen,residential,,False,False,120.691,"LINESTRING (6.898534 51.2238565, 6.8992048 51.2248573)",,,,,
157030982,2,,Morper Allee,tertiary,30,False,True,31.534,"LINESTRING (6.898534 51.2238565, 6.898655 51.2237498, 6.8987935 51.2236241)",,,,,
23211162,,,Friedenstraße,living_street,,False,False,80.559,"LINESTRING (6.8997251 51.2227608, 6.8992487 51.2225607, 6.898987 51.2225128, 6.8986779 51.2225314)",,,,,
157031010,2,,Morper Allee,tertiary,50,False,False,39.133,"LINESTRING (6.8997251 51.2227608, 6.8995693 51.2229069, 6.899419 51.2230559)",,,,,
157031010,2,,Morper Allee,tertiary,50,False,True,165.923,"LINESTRING (6.8997251 51.2227608, 6.899831 51.2226596, 6.9001142 51.2223849, 6.901041 51.2215169)",,,,,
23211163,,,Grabenstraße,living_street,,False,False,118.189,"LINESTRING (6.8986779 51.2225314, 6.8986316 51.2214689)",,,,,
23211162,,,Friedenstraße,living_street,,False,True,80.559,"LINESTRING (6.8986779 51.2225314, 6.898987 51.2225128, 6.8992487 51.2225607, 6.8997251 51.2227608)",,,,,
23211163,,,Grabenstraße,living_street,,False,True,118.189,"LINESTRING (6.8986316 51.2214689, 6.8986779 51.2225314)",,,,,
157030970,,,Ludenberger Straße,residential,50,False,False,169.479,"LINESTRING (6.8986316 51.2214689, 6.8992409 51.2214609, 6.8997505 51.2214542, 6.9001641 51.2214488, 6.9006901 51.2214419, 6.9007324 51.2214424, 6.900816 51.2214534, 6.9009206 51.2214809, 6.901041 51.2215169)",,,,,
55543971,2,,Morper Allee,tertiary,,False,True,6.778,"LINESTRING (6.90152 51.221172, 6.9016067 51.2211443)",,,,,
219823385,,,Düsselstraße,residential,30,True,False,18.379,"LINESTRING (6.90152 51.221172, 6.9015892 51.2213315)",,,,,
"[30880778, 354355603]","['2', '3']",,Morper Allee,tertiary,50,False,False,51.108,"LINESTRING (6.90152 51.221172, 6.9014638 51.2211989, 6.9013166 51.2212843, 6.901041 51.2215169)",,,,,
23892441,1,,,tertiary,50,True,False,15.872,"LINESTRING (6.9070076 51.2191875, 6.9069901 51.2192214, 6.9069555 51.2192498, 6.9069079 51.2192694, 6.9068526 51.2192781)",,roundabout,,,
92293087,,,Schlüterstraße,residential,,False,True,52.646,"LINESTRING (6.9070076 51.2191875, 6.9071189 51.2192106, 6.9072692 51.2192222, 6.9075205 51.2192413, 6.9076869 51.2192538, 6.907752 51.2192623)",,,,5,
23892429,2,,Schlüterstraße,tertiary,50,False,False,100.32900000000001,"LINESTRING (6.9068526 51.2192781, 6.9068749 51.2193534, 6.9069073 51.2195097, 6.9069636 51.2198445, 6.9069957 51.2200412, 6.9070175 51.2201742)",,,,,
157030957,1,,,tertiary,50,True,False,16.203,"LINESTRING (6.9068526 51.2192781, 6.9068011 51.2192756, 6.9067531 51.2192634, 6.9067049 51.2192365, 6.9066763 51.2192002)",,roundabout,,,
23892429,2,,Schlüterstraße,tertiary,50,False,True,100.32900000000001,"LINESTRING (6.9070175 51.2201742, 6.9069957 51.2200412, 6.9069636 51.2198445, 6.9069073 51.2195097, 6.9068749 51.2193534, 6.9068526 51.2192781)",,,,,
166549394,,,Am Bahneberg,residential,50,False,True,153.77800000000002,"LINESTRING (6.9070175 51.2201742, 6.9070855 51.2201722, 6.9092233 51.2201121)",,,,6,
"[172561225, 157030956, 730260133, 937949494]",2,,"['Schlüterstraße', 'Bahnstraße']",tertiary,50,False,False,183.934,"LINESTRING (6.9070175 51.2201742, 6.907022 51.2202072, 6.9070473 51.2203936, 6.9070811 51.2206422, 6.9070796 51.2206578, 6.9070775 51.2206786, 6.907054 51.2207134, 6.9070017 51.2207565, 6.9069268 51.2207702, 6.9068285 51.2207658, 6.9064046 51.220694, 6.9060851 51.2206441, 6.9058859 51.2206275, 6.9055137 51.2206199, 6.9053459 51.2206206)",,,,,
"[157030960, 23892485]",,,Steinhof,residential,50,False,False,77.815,"LINESTRING (6.9066763 51.2192002, 6.9065724 51.2192342, 6.9065185 51.2192444, 6.9063879 51.2192633, 6.9060476 51.2193029, 6.9058909 51.2193097, 6.9057793 51.2193145, 6.9055847 51.2193173)",,,,,
157030993,1,,,tertiary,50,True,False,23.194,"LINESTRING (6.9066763 51.2192002, 6.9066706 51.2191656, 6.9066831 51.2191317, 6.9067123 51.2191022, 6.9067553 51.2190801, 6.9068073 51.219068, 6.9068627 51.219067)",,roundabout,,,
29323621,,,Rathelbecker Weg,residential,30,False,True,199.482,"LINESTRING (6.9055847 51.2193173, 6.9056411 51.2196812, 6.9056716 51.2199235, 6.9057008 51.220156, 6.9056725 51.2202072, 6.9055914 51.2202343, 6.9054357 51.2202455, 6.9051297 51.2202511, 6.9049819 51.2202518, 6.9044791 51.2202396, 6.9043373 51.2202344, 6.9042516 51.2202317)",,,,5,
"[157030960, 23892485]",,,Steinhof,residential,50,False,True,77.815,"LINESTRING (6.9055847 51.2193173, 6.9057793 51.2193145, 6.9058909 51.2193097, 6.9060476 51.2193029, 6.9063879 51.2192633, 6.9065185 51.2192444, 6.9065724 51.2192342, 6.9066763 51.2192002)",,,,,
"[157030984, 1178408493, 806488175, 806488176, 608954366, 608954367]",,,Steinhof,"['residential', 'unclassified']",50,False,False,495.02899999999994,"LINESTRING (6.9055847 51.2193173, 6.9053595 51.219324, 6.9038067 51.2193649, 6.9036444 51.2193692, 6.9030863 51.2193768, 6.9027172 51.2193805, 6.9021739 51.219382, 6.9020364 51.2193824, 6.9013009 51.2193737, 6.9005922 51.2193596, 6.8994739 51.219337, 6.8991532 51.2193304, 6.8984805 51.2193165)",,,,,
"[157030966, 157031007]",2,,Schlüterstraße,tertiary,50,False,False,213.13199999999998,"LINESTRING (6.9096324 51.2165182, 6.9095056 51.2165787, 6.9093072 51.2167024, 6.9091188 51.216867, 6.9089847 51.2169977, 6.9089582 51.2170236, 6.9086211 51.2173567, 6.9083859 51.217593, 6.9082867 51.2176835, 6.9081152 51.2178509, 6.907874 51.2180763)",,,,,
"[23892520, 171469186]",,,Schinkelstraße,residential,"['50', '30']",False,False,222.73099999999997,"LINESTRING (6.9070415 51.2188171, 6.9069147 51.2187669, 6.9067933 51.2187188, 6.9066205 51.2186529, 6.9065338 51.2185985, 6.9064735 51.2185361, 6.9063641 51.2182891, 6.9062604 51.2180446, 6.9061741 51.2178411, 6.9061741 51.2177067, 6.906217 51.21761, 6.906344 51.2174953, 6.9064952 51.2173586, 6.9067319 51.2171186)",,,,,
354355653,2,,Schlüterstraße,tertiary,50,False,False,30.52,"LINESTRING (6.9070415 51.2188171, 6.9069116 51.2189771, 6.9068627 51.219067)",,,,,
"[354355657, 157031012]","['2', '3']",,Schlüterstraße,tertiary,50,False,True,100.771,"LINESTRING (6.9070415 51.2188171, 6.9072412 51.2186206, 6.907298 51.2185713, 6.9074601 51.2184308, 6.907874 51.2180763)",,,,,
"[23892520, 171469186]",,,Schinkelstraße,residential,"['50', '30']",False,True,222.731,"LINESTRING (6.9067319 51.2171186, 6.9064952 51.2173586, 6.906344 51.2174953, 6.906217 51.21761, 6.9061741 51.2177067, 6.9061741 51.2178411, 6.9062604 51.2180446, 6.9063641 51.2182891, 6.9064735 51.2185361, 6.9065338 51.2185985, 6.9066205 51.2186529, 6.9067933 51.2187188, 6.9069147 51.2187669, 6.9070415 51.2188171)",,,,,
"[157030987, 157030983]","['2', '3']","['K 21', 'K 7']",Kreuzstraße,secondary,30,False,True,48.054,"LINESTRING (6.9123889 51.2231736, 6.9122806 51.2233711, 6.9121856 51.2235515, 6.9121689 51.2235832)",,,,,
27645205,,,Gerberstraße,residential,30,False,False,46.164,"LINESTRING (6.907804 51.2229383, 6.9079154 51.2226081, 6.9079329 51.2225312)",,,,,
27801707,,,Gerberstraße,residential,30,False,True,38.657000000000004,"LINESTRING (6.907804 51.2229383, 6.9077663 51.2230363, 6.9077423 51.2231154, 6.9077314 51.2232237, 6.9077337 51.2232815)",,,,,
"[157031000, 37592455]",2,,Bongardstraße,residential,30,False,True,252.39200000000002,"LINESTRING (6.907804 51.2229383, 6.907969 51.2229574, 6.9086999 51.2230558, 6.9092269 51.2231306, 6.9104574 51.2232925, 6.9105428 51.223305, 6.9107349 51.223333, 6.9107871 51.2233406, 6.9113339 51.223447)",,,,,
27801651,,,Gerberstraße,residential,30,False,True,93.47,"LINESTRING (6.90828 51.2218653, 6.9083291 51.2218183, 6.9084573 51.2216905, 6.9087345 51.2213808, 6.9088382 51.2212358, 6.9089327 51.2211319)",,,,,
30159978,,,Gerberstraße,residential,30,False,False,85.083,"LINESTRING (6.90828 51.2218653, 6.9082009 51.2218491, 6.908119 51.221836, 6.9078866 51.2218113, 6.9078208 51.2218047, 6.9074878 51.2217685, 6.9072552 51.2217435, 6.907081 51.2217218)",,,,,
"[27645205, 157030981]",,,Gerberstraße,residential,30,False,True,78.61099999999999,"LINESTRING (6.90828 51.2218653, 6.9082049 51.2219428, 6.9081618 51.2219994, 6.9080854 51.2221139, 6.9080359 51.2221967, 6.9079881 51.2223154, 6.9079687 51.2223796, 6.9079499 51.2224418, 6.907939 51.222499, 6.9079329 51.2225312)",,,,,
30159978,,,Gerberstraße,residential,30,False,True,85.08300000000001,"LINESTRING (6.907081 51.2217218, 6.9072552 51.2217435, 6.9074878 51.2217685, 6.9078208 51.2218047, 6.9078866 51.2218113, 6.908119 51.221836, 6.9082009 51.2218491, 6.90828 51.2218653)",,,,,
27801707,,,Gerberstraße,residential,30,False,False,38.657,"LINESTRING (6.9077337 51.2232815, 6.9077314 51.2232237, 6.9077423 51.2231154, 6.9077663 51.2230363, 6.907804 51.2229383)",,,,,
301431250,,,Alte Gießerei,residential,,False,True,126.976,"LINESTRING (6.9077337 51.2232815, 6.9076563 51.2232886, 6.907609 51.2232877, 6.9075547 51.2232844, 6.9074664 51.2232736, 6.9073972 51.2232652, 6.9072537 51.2232769, 6.9072707 51.2232162, 6.9072787 51.2231443, 6.9072699 51.2231012, 6.9072353 51.2230448, 6.907229 51.2230261, 6.9072319 51.2230027, 6.9074035 51.2224553)",,,,,
631600314,,,Gerberstraße,residential,30,False,True,162.57999999999998,"LINESTRING (6.9077337 51.2232815, 6.9077699 51.2233432, 6.9078067 51.2233922, 6.9078558 51.2234365, 6.9083598 51.2237506, 6.9087024 51.2240093, 6.9088275 51.2241312, 6.9088598 51.2241819, 6.9089685 51.2243524, 6.9090418 51.2244674)",,,,,
29323621,,,Rathelbecker Weg,residential,30,False,False,199.482,"LINESTRING (6.9042516 51.2202317, 6.9043373 51.2202344, 6.9044791 51.2202396, 6.9049819 51.2202518, 6.9051297 51.2202511, 6.9054357 51.2202455, 6.9055914 51.2202343, 6.9056725 51.2202072, 6.9057008 51.220156, 6.9056716 51.2199235, 6.9056411 51.2196812, 6.9055847 51.2193173)",,,,5,
29388208,,,Steinhof,residential,,False,False,57.677,"LINESTRING (6.8984811 51.2198352, 6.8984805 51.2193165)",,,,4,
29388208,,,Steinhof,residential,,False,True,57.677,"LINESTRING (6.8984805 51.2193165, 6.8984811 51.2198352)",,,,4,
"[157030984, 1178408493, 806488175, 806488176, 608954366, 608954367]",,,Steinhof,"['unclassified', 'residential']",50,False,True,495.02900000000005,"LINESTRING (6.8984805 51.2193165, 6.8991532 51.2193304, 6.8994739 51.219337, 6.9005922 51.2193596, 6.9013009 51.2193737, 6.9020364 51.2193824, 6.9021739 51.219382, 6.9027172 51.2193805, 6.9030863 51.2193768, 6.9036444 51.2193692, 6.9038067 51.2193649, 6.9053595 51.219324, 6.9055847 51.2193173)",,,,,
92293087,,,Schlüterstraße,residential,,False,False,52.646,"LINESTRING (6.907752 51.2192623, 6.9076869 51.2192538, 6.9075205 51.2192413, 6.9072692 51.2192222, 6.9071189 51.2192106, 6.9070076 51.2191875)",,,,5,
29388224,,,Helena-Rubinstein-Straße,residential,50,False,False,93.21000000000001,"LINESTRING (6.9105399 51.2199685, 6.9103679 51.2199923, 6.9099079 51.2200556, 6.9095181 51.2200977, 6.9093573 51.2201056, 6.9092233 51.2201121)",,,,6,
29388225,,,Helena-Rubinstein-Straße,residential,50,False,False,139.281,"LINESTRING (6.9090238 51.2190631, 6.9094625 51.219164, 6.9092233 51.2201121)",,,,5,
29388224,,,Helena-Rubinstein-Straße,residential,50,False,True,93.21000000000001,"LINESTRING (6.9092233 51.2201121, 6.9093573 51.2201056, 6.9095181 51.2200977, 6.9099079 51.2200556, 6.9103679 51.2199923, 6.9105399 51.2199685)",,,,6,
29388225,,,Helena-Rubinstein-Straße,residential,50,False,True,139.281,"LINESTRING (6.9092233 51.2201121, 6.9094625 51.219164, 6.9090238 51.2190631)",,,,5,
166549394,,,Am Bahneberg,residential,50,False,False,153.77800000000002,"LINESTRING (6.9092233 51.2201121, 6.9070855 51.2201722, 6.9070175 51.2201742)",,,,6,
"[157030978, 29406477]",,,Am Wimmersberg,residential,30,False,False,122.97400000000002,"LINESTRING (6.907874 51.2180763, 6.9079349 51.2180943, 6.9081303 51.2181278, 6.9083254 51.2181307, 6.9086267 51.2181351, 6.9088274 51.2181381, 6.9090235 51.218141, 6.9091723 51.2181421, 6.9096257 51.2181471)",,,,6,
"[157030966, 157031007]",2,,Schlüterstraße,tertiary,50,False,True,213.13200000000003,"LINESTRING (6.907874 51.2180763, 6.9081152 51.2178509, 6.9082867 51.2176835, 6.9083859 51.217593, 6.9086211 51.2173567, 6.9089582 51.2170236, 6.9089847 51.2169977, 6.9091188 51.216867, 6.9093072 51.2167024, 6.9095056 51.2165787, 6.9096324 51.2165182)",,,,,
"[354355657, 157031012]","['2', '3']",,Schlüterstraße,tertiary,50,False,False,100.771,"LINESTRING (6.907874 51.2180763, 6.9074601 51.2184308, 6.907298 51.2185713, 6.9072412 51.2186206, 6.9070415 51.2188171)",,,,,
29406482,,,Am Wimmersberg,living_street,,False,False,47.022,"LINESTRING (6.9096257 51.2181471, 6.9096297 51.2179582, 6.9097142 51.2179063, 6.9097188 51.2177465)",,,,3,
157030978,,,Am Wimmersberg,residential,30,False,False,72.846,"LINESTRING (6.9096257 51.2181471, 6.9096872 51.2181473, 6.9106712 51.2181653)",,,,6,
"[157030978, 29406477]",,,Am Wimmersberg,residential,30,False,True,122.974,"LINESTRING (6.9096257 51.2181471, 6.9091723 51.2181421, 6.9090235 51.218141, 6.9088274 51.2181381, 6.9086267 51.2181351, 6.9083254 51.2181307, 6.9081303 51.2181278, 6.9079349 51.2180943, 6.907874 51.2180763)",,,,6,
29406478,,,Am Baviersacker,living_street,,False,False,95.60000000000001,"LINESTRING (6.9106712 51.2181653, 6.910631 51.2175257, 6.9106375 51.2173935, 6.9106375 51.2173061)",,,,5,
"[157030978, 157030991]",,,Am Wimmersberg,residential,30,False,False,263.37899999999996,"LINESTRING (6.9106712 51.2181653, 6.9111891 51.2182534, 6.9116075 51.2183246, 6.9117327 51.2180912, 6.9117894 51.2179816, 6.9118837 51.2178015, 6.9119458 51.2176579, 6.9119769 51.2175408, 6.9119755 51.2174488, 6.9119061 51.2172911, 6.9118923 51.2172568, 6.9118515 51.2171543, 6.911793 51.2170568, 6.911662 51.2169581, 6.9114901 51.216882, 6.9113432 51.216817, 6.9112534 51.2167773)",,,,6,
157030978,,,Am Wimmersberg,residential,30,False,True,72.846,"LINESTRING (6.9106712 51.2181653, 6.9096872 51.2181473, 6.9096257 51.2181471)",,,,6,
"[157030978, 157030991]",,,Am Wimmersberg,residential,30,False,True,263.379,"LINESTRING (6.9112534 51.2167773, 6.9113432 51.216817, 6.9114901 51.216882, 6.911662 51.2169581, 6.911793 51.2170568, 6.9118515 51.2171543, 6.9118923 51.2172568, 6.9119061 51.2172911, 6.9119755 51.2174488, 6.9119769 51.2175408, 6.9119458 51.2176579, 6.9118837 51.2178015, 6.9117894 51.2179816, 6.9117327 51.2180912, 6.9116075 51.2183246, 6.9111891 51.2182534, 6.9106712 51.2181653)",,,,6,
161709812,,,Am Baviersacker,living_street,,False,True,75.769,"LINESTRING (6.9112534 51.2167773, 6.9111276 51.2168417, 6.9109831 51.2169109, 6.9107496 51.2170605, 6.9106448 51.217257, 6.9106375 51.2173061)",,,,5,
29406479,,,Am Wimmersberg,living_street,,False,False,28.784,"LINESTRING (6.9100376 51.2170949, 6.9100325 51.2172717, 6.9101199 51.2173328)",,,,3,
163965356,,,Am Wimmersberg,living_street,,False,False,16.444,"LINESTRING (6.9101199 51.2173328, 6.9099776 51.2174508)",,,,2,
29406479,,,Am Wimmersberg,living_street,,False,True,28.784,"LINESTRING (6.9101199 51.2173328, 6.9100325 51.2172717, 6.9100376 51.2170949)",,,,3,
29406484,,,Am Wimmersberg,living_street,,False,True,37.178999999999995,"LINESTRING (6.9101199 51.2173328, 6.9101748 51.2173045, 6.9106375 51.2173061)",,,,3,
29406481,,,Am Wimmersberg,living_street,,False,False,12.733,"LINESTRING (6.9097188 51.2177465, 6.9097217 51.217632)",,,,3,
29406481,,,Am Wimmersberg,living_street,,False,True,35.079,"LINESTRING (6.9097188 51.2177465, 6.9095584 51.2177449, 6.9095613 51.2176304, 6.9097217 51.217632)",,,,3,
29406482,,,Am Wimmersberg,living_street,,False,True,47.022000000000006,"LINESTRING (6.9097188 51.2177465, 6.9097142 51.2179063, 6.9096297 51.2179582, 6.9096257 51.2181471)",,,,3,
29406481,,,Am Wimmersberg,living_street,,False,True,12.733,"LINESTRING (6.9097217 51.217632, 6.9097188 51.2177465)",,,,3,
29406481,,,Am Wimmersberg,living_street,,False,False,35.079,"LINESTRING (6.9097217 51.217632, 6.9095613 51.2176304, 6.9095584 51.2177449, 6.9097188 51.2177465)",,,,3,
29406486,,,Am Wimmersberg,living_street,,False,True,29.433999999999997,"LINESTRING (6.9097217 51.217632, 6.909869 51.217633, 6.909899 51.2176077, 6.9099054 51.2175011, 6.9099406 51.2174749)",,,,2,
29406486,,,Am Wimmersberg,living_street,,False,False,29.433999999999997,"LINESTRING (6.9099406 51.2174749, 6.9099054 51.2175011, 6.909899 51.2176077, 6.909869 51.217633, 6.9097217 51.217632)",,,,2,
41724222,,,Düsselstraße,residential,30,False,False,79.439,"LINESTRING (6.9030959 51.2246728, 6.9028866 51.2240165, 6.9028673 51.223973)",,,,,
1178530537,,,,residential,30,False,False,10.378,"LINESTRING (6.9030959 51.2246728, 6.9031257 51.2246728, 6.9031541 51.2246785, 6.9031783 51.2246894, 6.9031961 51.2247043, 6.9032058 51.224722)",,,,,
1178530537,,,,residential,30,False,True,10.759,"LINESTRING (6.9030959 51.2246728, 6.9030665 51.2246787, 6.9030416 51.2246902, 6.9030237 51.224706, 6.9030146 51.2247245, 6.9030154 51.2247438)",,,,,
30179433,,,Am Ort,residential,,False,False,213.43099999999998,"LINESTRING (6.9089895 51.2241487, 6.9091419 51.2241185, 6.9093805 51.2241016, 6.9096488 51.2241119, 6.9109234 51.2241005, 6.9109488 51.22406, 6.9113339 51.223447)",,,,4,
30179433,,,Am Ort,residential,,False,True,213.431,"LINESTRING (6.9113339 51.223447, 6.9109488 51.22406, 6.9109234 51.2241005, 6.9096488 51.2241119, 6.9093805 51.2241016, 6.9091419 51.2241185, 6.9089895 51.2241487)",,,,4,
"[157031000, 37592455]",2,,Bongardstraße,residential,30,False,False,252.392,"LINESTRING (6.9113339 51.223447, 6.9107871 51.2233406, 6.9107349 51.223333, 6.9105428 51.223305, 6.9104574 51.2232925, 6.9092269 51.2231306, 6.9086999 51.2230558, 6.907969 51.2229574, 6.907804 51.2229383)",,,,,
