osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,bridge,access
25370361,False,,,Auf dem Graben,living_street,,True,101.476,"LINESTRING (7.7304013 47.8822275, 7.730548 47.8818516, 7.7307456 47.8813446)",,,
"[225092381, 225092380, 27549677]",False,,,Meiergasse,living_street,,False,52.89099999999999,"LINESTRING (7.7304013 47.8822275, 7.7305543 47.8822588, 7.7306467 47.8822776, 7.7309619 47.8823426, 7.731084 47.8823523)",,,
27314071,False,,,Grünmatten,residential,30,True,101.82300000000001,"LINESTRING (7.7277586 47.8856608, 7.7270285 47.8854085, 7.7265421 47.8852449)",,,
"[744943560, 30198459, 549812983]",False,,,Grünmatten,residential,30,True,144.964,"LINESTRING (7.7277586 47.8856608, 7.7278047 47.8855996, 7.7278992 47.885456, 7.7280499 47.8852395, 7.7282208 47.8849941, 7.7283439 47.8848111, 7.7283861 47.8847594, 7.7284128 47.8847345, 7.7284382 47.884725, 7.7284821 47.884726, 7.7285539 47.8847334, 7.7286682 47.8847653, 7.728811 47.8847827)",,,
27470611,False,,,Meiergasse,living_street,30,False,45.922,"LINESTRING (7.731084 47.8823523, 7.7314339 47.8823712, 7.7316923 47.8824099)",,,
"[145108419, 33473243, 1263664318]",False,,,Hauptstraße,"['living_street', 'residential']",30,False,117.048,"LINESTRING (7.731084 47.8823523, 7.7312221 47.8827239, 7.7312341 47.8828252, 7.7312162 47.8829742, 7.7311899 47.8830434, 7.7310895 47.883222, 7.7310015 47.8833667)",5.7,,
"[97464168, 33473243]",False,,,Hauptstraße,living_street,,True,104.821,"LINESTRING (7.731084 47.8823523, 7.7310692 47.8822805, 7.731382 47.8816811, 7.7314408 47.8815922, 7.7314386 47.8815418, 7.7313194 47.8815063)",5.7,,
"[27549677, 225092380, 225092381]",False,,,Meiergasse,living_street,,True,52.891,"LINESTRING (7.731084 47.8823523, 7.7309619 47.8823426, 7.7306467 47.8822776, 7.7305543 47.8822588, 7.7304013 47.8822275)",,,
27510404,False,,,Rathausgasse,living_street,30,True,30.399,"LINESTRING (7.7316923 47.8824099, 7.7318609 47.882161)",,,
27470611,False,,,Meiergasse,living_street,30,False,54.869,"LINESTRING (7.7316923 47.8824099, 7.7320091 47.8824869, 7.7322086 47.8825558, 7.7323626 47.8826107)",,,
27470611,False,,,Meiergasse,living_street,30,True,45.922,"LINESTRING (7.7316923 47.8824099, 7.7314339 47.8823712, 7.731084 47.8823523)",,,
27470611,False,,,Meiergasse,living_street,30,True,54.869,"LINESTRING (7.7323626 47.8826107, 7.7322086 47.8825558, 7.7320091 47.8824869, 7.7316923 47.8824099)",,,
25370361,False,,,Auf dem Graben,living_street,,False,101.476,"LINESTRING (7.7307456 47.8813446, 7.730548 47.8818516, 7.7304013 47.8822275)",,,
"[27339345, 1135448530]",False,,,Mühlegasse,living_street,,False,108.958,"LINESTRING (7.7307456 47.8813446, 7.7310877 47.8810013, 7.7311903 47.8809221, 7.7313056 47.880833, 7.7315139 47.8807415, 7.7316843 47.8806791, 7.7317456 47.8806566)",,,
97464168,False,,,Hauptstraße,living_street,,False,46.416000000000004,"LINESTRING (7.7307456 47.8813446, 7.7312695 47.8814914, 7.7313194 47.8815063)",,,
27456267,False,,,Am Schießrain,residential,,False,165.20600000000002,"LINESTRING (7.7309972 47.8802237, 7.7311009 47.8799879, 7.7311491 47.879856, 7.7311898 47.879715, 7.7312301 47.8795751, 7.731274 47.8794226, 7.7313135 47.8792856, 7.7313558 47.8791388, 7.7313991 47.8789887, 7.7314616 47.878772)",,,
27796227,False,,,Prof. Kurt Lehmann Weg,residential,,False,86.93,"LINESTRING (7.7386169 47.8851469, 7.7386022 47.8852134, 7.7382118 47.8855382, 7.7378489 47.8857091)",,,
44782455,False,,,Bötzenstraße,residential,,False,80.456,"LINESTRING (7.7386169 47.8851469, 7.7385158 47.8851605, 7.7383555 47.8851707, 7.7381412 47.8851458, 7.7378986 47.8850649, 7.7376443 47.8849277)",,,
283233565,False,,,Auf dem Rempart,residential,30,False,8.809,"LINESTRING (7.7343865 47.882437, 7.734408 47.8823591)",,,
932024085,False,,,Bötzenstraße,residential,,True,130.571,"LINESTRING (7.7343865 47.882437, 7.7345321 47.8824776, 7.7347847 47.8826694, 7.734943 47.8829127, 7.7351169 47.8832609, 7.7352197 47.8834271)",,,
"[932524074, 27510412]",False,,,Auf dem Rempart,residential,30,True,164.466,"LINESTRING (7.7343865 47.882437, 7.7342592 47.8824865, 7.7341422 47.882602, 7.733679 47.8830889, 7.7336273 47.8831543, 7.7334951 47.8833078, 7.7333893 47.8833999, 7.7332221 47.8835098, 7.7331145 47.8836282)",,,
27456267,False,,,Am Schießrain,residential,,True,165.206,"LINESTRING (7.7314616 47.878772, 7.7313991 47.8789887, 7.7313558 47.8791388, 7.7313135 47.8792856, 7.731274 47.8794226, 7.7312301 47.8795751, 7.7311898 47.879715, 7.7311491 47.879856, 7.7311009 47.8799879, 7.7309972 47.8802237)",,,
"[27510416, 27510413, 27510415]",False,2,,"['St. Anna Brücke', 'Schladererstraße']",residential,"['50', '30']","[False, True]",101.44800000000001,"LINESTRING (7.7314616 47.878772, 7.7312878 47.8787835, 7.7311076 47.8788042, 7.7308633 47.8788421, 7.7305729 47.878901, 7.7301444 47.8789902)",,yes,
301645255,False,,,Schladererstraße,residential,30,False,190.452,"LINESTRING (7.7314616 47.878772, 7.7317119 47.8787622, 7.731906 47.8787817, 7.7321215 47.8788432, 7.7324436 47.8789662, 7.7326588 47.8791016, 7.7329089 47.8793345, 7.7330194 47.8794849, 7.7330783 47.8796059, 7.7331247 47.879701, 7.7331798 47.8798229)",,,
"[27510416, 27510413, 27510415]",False,2,,"['St. Anna Brücke', 'Schladererstraße']",residential,"['50', '30']","[False, True]",101.44800000000002,"LINESTRING (7.7301444 47.8789902, 7.7305729 47.878901, 7.7308633 47.8788421, 7.7311076 47.8788042, 7.7312878 47.8787835, 7.7314616 47.878772)",,yes,
"[319902920, 239452904]",False,"['2', '3']",L 123,Münstertäler Straße,secondary,50,True,157.477,"LINESTRING (7.7301444 47.8789902, 7.7301666 47.879172, 7.7301701 47.879374, 7.7301532 47.8794886, 7.7301408 47.8795528, 7.7301149 47.8796893, 7.7300791 47.8804032)",,,
27647805,False,,,Kirchstraße,residential,30,False,33.367999999999995,"LINESTRING (7.7331764 47.8814734, 7.7332226 47.8813975, 7.7332674 47.8813423, 7.7333723 47.8812039)",,,
"[27510426, 58842499]",False,,,Kirchstraße,residential,30,True,93.16199999999999,"LINESTRING (7.7331764 47.8814734, 7.7330346 47.881545, 7.73276 47.8816329, 7.732652 47.8816432, 7.7325886 47.8816374, 7.7321399 47.8814941, 7.7320426 47.8814974)",,,
27510426,False,,,Kirchstraße,residential,30,True,6.898,"LINESTRING (7.7320426 47.8814974, 7.7319502 47.8814946)",,,
27510404,False,,,Rathausgasse,living_street,30,False,75.072,"LINESTRING (7.7320426 47.8814974, 7.7319869 47.8816946, 7.7319231 47.8818748, 7.7318609 47.882161)",,,
"[27510426, 58842499]",False,,,Kirchstraße,residential,30,False,93.16199999999999,"LINESTRING (7.7320426 47.8814974, 7.7321399 47.8814941, 7.7325886 47.8816374, 7.732652 47.8816432, 7.73276 47.8816329, 7.7330346 47.881545, 7.7331764 47.8814734)",,,
283233566,False,,,Auf dem Rempart,residential,30,True,46.932,"LINESTRING (7.7334404 47.8805854, 7.733573 47.8807542, 7.7338022 47.880927)",,,
301645255,False,,,Schladererstraße,residential,30,True,87.036,"LINESTRING (7.7334404 47.8805854, 7.7332659 47.8801336, 7.7331798 47.8798229)",,,
301645256,False,,,Auf dem Rempart,residential,30,False,105.46300000000001,"LINESTRING (7.7334404 47.8805854, 7.7333397 47.8805923, 7.732999 47.8805383, 7.7327622 47.8805241, 7.7321823 47.880505, 7.7320537 47.8804608)",,,
283233566,False,,,Auf dem Rempart,residential,30,True,33.16,"LINESTRING (7.7344205 47.882061, 7.734408 47.8823591)",,,
27796250,False,,,Am Strenzleweg,residential,,False,49.248000000000005,"LINESTRING (7.7344205 47.882061, 7.7345238 47.882022, 7.7347882 47.8817048)",,,
283233566,False,,,Auf dem Rempart,residential,30,False,121.687,"LINESTRING (7.7344205 47.882061, 7.7342994 47.8817622, 7.7341085 47.8812631, 7.7339553 47.881014)",,,
27510426,False,,,Kirchstraße,residential,30,False,4.33,"LINESTRING (7.7318922 47.8814928, 7.7319502 47.8814946)",,,
"[897343196, 27311559]",False,,,Bahnhofstraße,residential,30,True,324.5539999999999,"LINESTRING (7.7289874 47.8870767, 7.7280832 47.8867386, 7.7277946 47.8866193, 7.7277505 47.8865737, 7.7277405 47.8865291, 7.7277473 47.8864905, 7.7280725 47.8859733, 7.7283543 47.8855193, 7.7284646 47.8854063, 7.7285123 47.8853377, 7.7286541 47.8851139, 7.7286679 47.8850922, 7.7286764 47.8850793, 7.7287737 47.884932, 7.7288126 47.8848441, 7.728811 47.8847827)",,,
"[30198469, 27549662]",False,,,Krozinger Straße,unclassified,"['40', '30']",True,307.399,"LINESTRING (7.7289874 47.8870767, 7.7291606 47.8867194, 7.7293635 47.8861204, 7.7293909 47.8860097, 7.7295589 47.8855893, 7.729599 47.8855158, 7.7297661 47.8853062, 7.730073 47.8849107, 7.7302236 47.8846908, 7.7303614 47.8844875)",,,
398825639,False,,,Krozinger Straße,unclassified,40,False,54.617,"LINESTRING (7.7289874 47.8870767, 7.7289055 47.8872337, 7.7287785 47.8874813, 7.7287455 47.8875403)",,,
27154284,False,,,Auf dem Rempart,residential,30,False,38.352999999999994,"LINESTRING (7.7326382 47.8837544, 7.7328947 47.8837035, 7.7331145 47.8836282)",,,
27154284,False,,,Auf dem Rempart,residential,30,True,131.869,"LINESTRING (7.7326382 47.8837544, 7.732537 47.8837713, 7.7323831 47.883773, 7.7321404 47.8837204, 7.7310015 47.8833667)",,,
"[27549666, 27154283]",False,,,"['Schloßgasse', 'Sixtgasse']","['residential', 'unclassified']",,False,383.56499999999994,"LINESTRING (7.7326382 47.8837544, 7.7328373 47.8839994, 7.7330716 47.884197, 7.7332401 47.8843914, 7.7333945 47.8845624, 7.733504 47.8846846, 7.7335041 47.8847476, 7.7318155 47.8845629, 7.7315941 47.8845786, 7.7313086 47.884623, 7.7311668 47.8846555, 7.7309089 47.8847714, 7.7308195 47.8847806, 7.730459 47.8845389, 7.7303614 47.8844875)",,,
119289258,False,,,Kaplaneiweg,residential,30,True,62.014,"LINESTRING (7.7331145 47.8836282, 7.7339431 47.8836756)",,,
27154284,False,,,Auf dem Rempart,residential,30,True,38.352999999999994,"LINESTRING (7.7331145 47.8836282, 7.7328947 47.8837035, 7.7326382 47.8837544)",,,
"[932524074, 27510412]",False,,,Auf dem Rempart,residential,30,False,164.466,"LINESTRING (7.7331145 47.8836282, 7.7332221 47.8835098, 7.7333893 47.8833999, 7.7334951 47.8833078, 7.7336273 47.8831543, 7.733679 47.8830889, 7.7341422 47.882602, 7.7342592 47.8824865, 7.7343865 47.882437)",,,
"[25370361, 1135448531]",False,,,Auf dem Graben,living_street,,False,130.79700000000003,"LINESTRING (7.730017 47.8830881, 7.7298887 47.8833705, 7.7298709 47.8834436, 7.7298738 47.8835088, 7.7299528 47.8836252, 7.730026 47.8836908, 7.730073 47.8837289, 7.7304282 47.8839821, 7.7304911 47.8840085, 7.7305986 47.8840537)",,,
25370361,False,,,Auf dem Graben,living_street,,True,99.897,"LINESTRING (7.730017 47.8830881, 7.7301147 47.8828588, 7.7304013 47.8822275)",,,
"[27549668, 27549669]",False,,,Frickstraße,"['living_street', 'residential']",30,False,79.727,"LINESTRING (7.730017 47.8830881, 7.7305365 47.8832474, 7.730767 47.8833048, 7.7310015 47.8833667)",,,
27510404,False,,,Rathausgasse,living_street,30,False,30.399,"LINESTRING (7.7318609 47.882161, 7.7316923 47.8824099)",,,
27510404,False,,,Rathausgasse,living_street,30,True,75.072,"LINESTRING (7.7318609 47.882161, 7.7319231 47.8818748, 7.7319869 47.8816946, 7.7320426 47.8814974)",,,
243299053,False,,,Rathausgasse,living_street,30,False,76.184,"LINESTRING (7.7318609 47.882161, 7.7320074 47.8821922, 7.7321169 47.8821868, 7.7322006 47.8821241, 7.7325031 47.8817515)",,,
27510426,False,,,Kirchstraße,residential,30,False,6.898,"LINESTRING (7.7319502 47.8814946, 7.7320426 47.8814974)",,,
27510426,False,,,Kirchstraße,residential,30,True,4.33,"LINESTRING (7.7319502 47.8814946, 7.7318922 47.8814928)",,,
27550216,False,,,Adlergasse,residential,30,False,65.926,"LINESTRING (7.7319502 47.8814946, 7.7320633 47.8811755, 7.7320856 47.8809782, 7.7320462 47.8809166)",,,
"[27471824, 1232381363]",False,,,Freihofgasse,living_street,,"[False, True]",90.83800000000001,"LINESTRING (7.7320462 47.8809166, 7.7319255 47.8809485, 7.7316866 47.8810386, 7.7315842 47.8810785, 7.7315204 47.8811331, 7.7313705 47.881384, 7.7313194 47.8815063)",,,
27550216,False,,,Adlergasse,residential,30,False,37.05,"LINESTRING (7.7320462 47.8809166, 7.7319784 47.8808891, 7.7317456 47.8806566)",,,
27550216,False,,,Adlergasse,residential,30,True,65.92599999999999,"LINESTRING (7.7320462 47.8809166, 7.7320856 47.8809782, 7.7320633 47.8811755, 7.7319502 47.8814946)",,,
27550217,False,,,Spitalstraße,residential,30,True,119.68300000000002,"LINESTRING (7.7320462 47.8809166, 7.7321459 47.8809105, 7.7322334 47.8808972, 7.7323694 47.8808876, 7.7324538 47.8808816, 7.7330473 47.88092, 7.7331734 47.8809411, 7.7332076 47.8809714, 7.7331969 47.8810492, 7.733214 47.8810802, 7.7333351 47.8811613, 7.7333723 47.8812039)",,,
27550216,False,,,Adlergasse,residential,30,True,37.05,"LINESTRING (7.7317456 47.8806566, 7.7319784 47.8808891, 7.7320462 47.8809166)",,,
28089234,False,,,Albert-Hugard-Straße,residential,,False,31.774,"LINESTRING (7.7317456 47.8806566, 7.7319288 47.8805572, 7.7320537 47.8804608)",,,
"[27339345, 1135448530]",False,,,Mühlegasse,living_street,,True,108.958,"LINESTRING (7.7317456 47.8806566, 7.7316843 47.8806791, 7.7315139 47.8807415, 7.7313056 47.880833, 7.7311903 47.8809221, 7.7310877 47.8810013, 7.7307456 47.8813446)",,,
27796250,False,,,Am Strenzleweg,residential,,False,35.573,"LINESTRING (7.7347882 47.8817048, 7.7350271 47.8814279)",,,
27647801,False,,,Im Weingarten,residential,,False,268.80300000000005,"LINESTRING (7.7347882 47.8817048, 7.7349233 47.8817517, 7.7354764 47.8821862, 7.7357426 47.8824448, 7.7359799 47.8827039, 7.736139 47.8829018, 7.7362896 47.8831754, 7.7363981 47.8834327, 7.7365083 47.8837665)",,,
27796250,False,,,Am Strenzleweg,residential,,True,49.248000000000005,"LINESTRING (7.7347882 47.8817048, 7.7345238 47.882022, 7.7344205 47.882061)",,,
27796250,False,,,Am Strenzleweg,residential,,True,35.573,"LINESTRING (7.7350271 47.8814279, 7.7347882 47.8817048)",,,
27647802,False,,,Mannwerk,residential,,False,102.437,"LINESTRING (7.7350271 47.8814279, 7.735042 47.8813535, 7.7350265 47.8812637, 7.7350209 47.8811894, 7.7350284 47.8808837, 7.7351266 47.8806837, 7.7352558 47.8805432)",,,
"[27796250, 28581725, 28581726]",False,,,Am Strenzleweg,residential,,False,157.829,"LINESTRING (7.7350271 47.8814279, 7.7353694 47.8816346, 7.7357325 47.8818632, 7.735865 47.8820017, 7.7359948 47.8821048, 7.7365015 47.8824395)",4,,
283233566,False,,,Auf dem Rempart,residential,30,True,14.965,"LINESTRING (7.7338022 47.880927, 7.7339553 47.881014)",,,
27647805,False,,,Kirchstraße,residential,30,True,44.513999999999996,"LINESTRING (7.7338022 47.880927, 7.7334691 47.8811535, 7.7333723 47.8812039)",,,
283233566,False,,,Auf dem Rempart,residential,30,False,46.932,"LINESTRING (7.7338022 47.880927, 7.733573 47.8807542, 7.7334404 47.8805854)",,,
27550217,False,,,Spitalstraße,residential,30,False,119.68299999999998,"LINESTRING (7.7333723 47.8812039, 7.7333351 47.8811613, 7.733214 47.8810802, 7.7331969 47.8810492, 7.7332076 47.8809714, 7.7331734 47.8809411, 7.7330473 47.88092, 7.7324538 47.8808816, 7.7323694 47.8808876, 7.7322334 47.8808972, 7.7321459 47.8809105, 7.7320462 47.8809166)",,,
27647805,False,,,Kirchstraße,residential,30,False,44.513999999999996,"LINESTRING (7.7333723 47.8812039, 7.7334691 47.8811535, 7.7338022 47.880927)",,,
27647805,False,,,Kirchstraße,residential,30,True,33.367999999999995,"LINESTRING (7.7333723 47.8812039, 7.7332674 47.8813423, 7.7332226 47.8813975, 7.7331764 47.8814734)",,,
28581723,False,,,Burghaldenweg,residential,,False,124.693,"LINESTRING (7.7339431 47.8836756, 7.7344411 47.8847461)",,,
119289258,False,,,Kaplaneiweg,residential,30,False,62.014,"LINESTRING (7.7339431 47.8836756, 7.7331145 47.8836282)",,,
119289258,False,,,Kaplaneiweg,residential,30,True,100.634,"LINESTRING (7.7339431 47.8836756, 7.7340266 47.8836766, 7.734215 47.8836789, 7.734442 47.883652, 7.7346895 47.883585, 7.7352197 47.8834271)",,,
27676586,False,,,Im Rondell,residential,,False,58.400000000000006,"LINESTRING (7.7352567 47.8845118, 7.7356235 47.884299, 7.735849 47.8841682)",,,
27676586,False,,,Im Rondell,residential,,True,56.565,"LINESTRING (7.7352567 47.8845118, 7.7348607 47.8846592, 7.7345709 47.8847243)",,,
27676656,False,,,Burgweg,residential,,True,69.678,"LINESTRING (7.7352567 47.8845118, 7.7354557 47.8849238, 7.735542 47.8851085)",,,destination
27676586,False,,,Im Rondell,residential,,True,58.400000000000006,"LINESTRING (7.735849 47.8841682, 7.7356235 47.884299, 7.7352567 47.8845118)",,,
44782455,False,,,Bötzenstraße,residential,,False,95.118,"LINESTRING (7.735849 47.8841682, 7.7356529 47.883982, 7.7355681 47.8839015, 7.7353139 47.8835469, 7.7352197 47.8834271)",,,
44782455,False,,,Bötzenstraße,residential,,True,126.12,"LINESTRING (7.735849 47.8841682, 7.7362134 47.8843829, 7.7367407 47.8846832, 7.7370654 47.8848562, 7.7371558 47.8848845)",,,
27796222,False,,,Prof. Kurt Lehmann Weg,residential,,False,11.456,"LINESTRING (7.7377189 47.885764, 7.7378489 47.8857091)",,,
27796222,False,,,Prof. Kurt Lehmann Weg,residential,,True,11.456,"LINESTRING (7.7378489 47.8857091, 7.7377189 47.885764)",,,
27796227,False,,,Prof. Kurt Lehmann Weg,residential,,True,86.92999999999999,"LINESTRING (7.7378489 47.8857091, 7.7382118 47.8855382, 7.7386022 47.8852134, 7.7386169 47.8851469)",,,
27796231,False,,,Prof. Kurt Lehmann Weg,residential,,False,105.445,"LINESTRING (7.7378489 47.8857091, 7.737705 47.8855769, 7.7376115 47.8854631, 7.7375196 47.8853544, 7.7374008 47.8852122, 7.7372982 47.8850865, 7.7371558 47.8848845)",,,
44782455,False,,,Bötzenstraße,residential,,False,36.743,"LINESTRING (7.7376443 47.8849277, 7.7371558 47.8848845)",,,
27796237,False,,,Alois-Schnorr-Straße,residential,,False,135.59699999999998,"LINESTRING (7.7376443 47.8849277, 7.7380725 47.8846621, 7.7386735 47.8842112, 7.7387698 47.8840849, 7.7387912 47.8840045)",,,
44782455,False,,,Bötzenstraße,residential,,True,80.45600000000002,"LINESTRING (7.7376443 47.8849277, 7.7378986 47.8850649, 7.7381412 47.8851458, 7.7383555 47.8851707, 7.7385158 47.8851605, 7.7386169 47.8851469)",,,
987117361,False,,,Schuppengasse,residential,,True,64.885,"LINESTRING (7.7393923 47.8835826, 7.7387912 47.8840045)",,,
27796242,False,,,Akazienweg,residential,,False,175.203,"LINESTRING (7.7393923 47.8835826, 7.7388435 47.8832099, 7.7382896 47.8827207, 7.7381943 47.8826058, 7.738036 47.8823187)",,,
27796241,False,,,Alois-Schnorr-Straße,residential,,True,30.855,"LINESTRING (7.7384983 47.8838085, 7.7387912 47.8840045)",,,
"[27796241, 28581725]",False,,,"['Am Strenzleweg', 'Alois-Schnorr-Straße']",residential,,"[False, True]",213.43699999999998,"LINESTRING (7.7384983 47.8838085, 7.7375863 47.8831174, 7.7373238 47.8829255, 7.7371247 47.8827839, 7.7365015 47.8824395)",,,
27796248,False,,,Burgblick,residential,,False,49.573,"LINESTRING (7.7384983 47.8838085, 7.7381806 47.8840026, 7.7380026 47.8841055)",,,
27824527,False,,,Im Hofacker,residential,30,False,15.826,"LINESTRING (7.7277013 47.8833513, 7.7278951 47.8834093)",,,
27824527,False,,,Im Hofacker,residential,30,True,120.481,"LINESTRING (7.7277013 47.8833513, 7.7275756 47.8828734, 7.727526 47.8827934, 7.7274309 47.8827077, 7.727153 47.8825062, 7.7270035 47.882423)",,,
32130798,False,,,St.-Martin-Allee,residential,30,True,106.744,"LINESTRING (7.7277013 47.8833513, 7.7265389 47.8836317, 7.7263585 47.8836833)",,,
