osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,width,access
"[498447418, 279038323, 154153615]",False,2,,Munnar-Devikulam Road,primary,"['70', '50']",False,170.53,yes,"LINESTRING (77.0628486 10.0845594, 77.0628152 10.0846157, 77.0628306 10.0848307, 77.0627972 10.0848718, 77.0624996 10.0849594, 77.0621771 10.0851702, 77.0620783 10.085265, 77.0620046 10.0853975, 77.061949 10.0856172)",,
498447421,False,2,NH85,,trunk,70,False,395.36800000000005,,"LINESTRING (77.0628486 10.0845594, 77.062719 10.0845786, 77.0619122 10.0846633, 77.0618315 10.0846718, 77.0616809 10.0846734, 77.0616238 10.0846525, 77.0615871 10.0845893, 77.0615489 10.0845289, 77.0615643 10.0844314, 77.0619377 10.0837056, 77.0621411 10.0831664, 77.062241 10.082739, 77.0623817 10.0825077)",,
798451990,False,2,NH85,Kochi - Dhanushkodi Road,trunk,60,True,189.73,,"LINESTRING (77.0628486 10.0845594, 77.0629229 10.084527, 77.0636618 10.084432, 77.0640735 10.0844, 77.0642087 10.0843748, 77.064545 10.0842597)",,
44133206,False,2,SH18,Munnar-Top Station Highway,primary,50,False,41.567,,"LINESTRING (77.0614541 10.0871967, 77.0616004 10.0872118, 77.0616637 10.0872069, 77.0617015 10.0871979, 77.0617416 10.087172, 77.0617731 10.087139, 77.0617802 10.087104)",,
44133206,False,2,SH18,Munnar-Top Station Highway,primary,50,True,195.638,,"LINESTRING (77.0614541 10.0871967, 77.0613341 10.0871774, 77.061183 10.0871642, 77.061093 10.0871497, 77.0609825 10.0871268, 77.0608664 10.08709, 77.0607695 10.0870341, 77.0607105 10.0870066, 77.0606721 10.0869729, 77.060632 10.0869058, 77.0606065 10.0868091, 77.0605995 10.0866301, 77.0606074 10.0865152, 77.0606333 10.086421, 77.060678 10.0863213, 77.0608771 10.0861427)",,
"[1135771209, 1135771210, 154328263]",False,,,,residential,,True,84.01100000000001,yes,"LINESTRING (77.0614541 10.0871967, 77.0616078 10.0875326, 77.0615906 10.0876436, 77.0615575 10.087764, 77.0615191 10.0878285, 77.0615155 10.0878346, 77.0614804 10.0878935)",,
"[1135771209, 1135771210, 154328263]",False,,,,residential,,False,84.011,yes,"LINESTRING (77.0614804 10.0878935, 77.0615155 10.0878346, 77.0615191 10.0878285, 77.0615575 10.087764, 77.0615906 10.0876436, 77.0616078 10.0875326, 77.0614541 10.0871967)",,
154328263,False,,,,residential,,True,209.543,yes,"LINESTRING (77.0614804 10.0878935, 77.0611746 10.0883416, 77.0610701 10.0885008, 77.0609947 10.0886091, 77.0609614 10.088692, 77.0609423 10.0887779, 77.0609189 10.088813, 77.0608923 10.088853, 77.0608195 10.0889073, 77.0607546 10.0889686, 77.0607405 10.0890111, 77.0607696 10.0890324, 77.0608071 10.089026, 77.0609034 10.0889993, 77.0609555 10.0889726, 77.0610005 10.0889496, 77.0610457 10.0889076, 77.0610883 10.0888517, 77.0610991 10.0888028, 77.0611154 10.0887664, 77.061144 10.0887485)",,
478989927,False,,,,residential,,False,124.411,,"LINESTRING (77.0614804 10.0878935, 77.0619001 10.0880157, 77.0622327 10.0880897, 77.0622971 10.0881742, 77.0621147 10.0883432)",,
154328263,False,,,,residential,,False,209.543,yes,"LINESTRING (77.061144 10.0887485, 77.0611154 10.0887664, 77.0610991 10.0888028, 77.0610883 10.0888517, 77.0610457 10.0889076, 77.0610005 10.0889496, 77.0609555 10.0889726, 77.0609034 10.0889993, 77.0608071 10.089026, 77.0607696 10.0890324, 77.0607405 10.0890111, 77.0607546 10.0889686, 77.0608195 10.0889073, 77.0608923 10.088853, 77.0609189 10.088813, 77.0609423 10.0887779, 77.0609614 10.088692, 77.0609947 10.0886091, 77.0610701 10.0885008, 77.0611746 10.0883416, 77.0614804 10.0878935)",,
154328263,False,,,,residential,,True,42.04899999999999,yes,"LINESTRING (77.061144 10.0887485, 77.0611676 10.0887618, 77.0611908 10.0888075, 77.0611774 10.0888831, 77.06116 10.0889587, 77.0611382 10.0890387, 77.0611171 10.0890984)",,
424537267,False,,,,residential,,True,295.354,,"LINESTRING (77.061144 10.0887485, 77.0613128 10.0887594, 77.0613705 10.0887647, 77.061412 10.0887581, 77.0614563 10.0887369, 77.0614804 10.0886907, 77.0615073 10.0886379, 77.0615327 10.0885983, 77.0615663 10.0885706, 77.0616078 10.0885613, 77.0616521 10.0885653, 77.0616964 10.0885772, 77.0617446 10.0886115, 77.061805 10.088663, 77.0618694 10.0886973, 77.0619243 10.0887132, 77.0620102 10.0887502, 77.0620652 10.0887145, 77.0620973 10.0887277, 77.0621403 10.0887541, 77.0621885 10.088762, 77.0622422 10.0887462, 77.0623483 10.0886831, 77.0624904 10.0885986, 77.0627345 10.0885589, 77.0628713 10.0885642, 77.0630161 10.0885986, 77.06311 10.0886487, 77.0634685 10.0889812)",,
154328263,False,,,,residential,,False,42.04899999999999,yes,"LINESTRING (77.0611171 10.0890984, 77.0611382 10.0890387, 77.06116 10.0889587, 77.0611774 10.0888831, 77.0611908 10.0888075, 77.0611676 10.0887618, 77.061144 10.0887485)",,
279038323,False,2,,Munnar-Devikulam Road,primary,70,False,156.637,,"LINESTRING (77.061949 10.0856172, 77.0619015 10.0857205, 77.0618362 10.0857975, 77.0614896 10.0860701, 77.0614023 10.0861595, 77.0613494 10.0862192, 77.061264 10.0862768, 77.061191 10.0862996, 77.0611376 10.0863073, 77.0610918 10.0863067, 77.0610461 10.0862788, 77.0610188 10.0862469, 77.0609564 10.0861721, 77.0609162 10.0861424, 77.0608771 10.0861427)",,
"[498447418, 279038323, 154153615]",False,2,,Munnar-Devikulam Road,primary,"['70', '50']",True,170.53,yes,"LINESTRING (77.061949 10.0856172, 77.0620046 10.0853975, 77.0620783 10.085265, 77.0621771 10.0851702, 77.0624996 10.0849594, 77.0627972 10.0848718, 77.0628306 10.0848307, 77.0628152 10.0846157, 77.0628486 10.0845594)",,
288800447,False,2,SH17,Northern Outlet Road,primary,50,False,13.698,,"LINESTRING (77.0600762 10.0872968, 77.0601128 10.0874146)",,
101573362,False,,,,residential,,True,174.56,,"LINESTRING (77.0600762 10.0872968, 77.0599828 10.0873347, 77.0596584 10.0872543, 77.0593821 10.0872675, 77.0592614 10.0872347, 77.0592287 10.0871554, 77.0590912 10.0870365, 77.0588743 10.0869767, 77.0588235 10.0869505, 77.0587804 10.0869359, 77.0587247 10.0869219, 77.0586597 10.0869099, 77.0586281 10.0868942)",2,
288800447,False,2,SH17,Northern Outlet Road,primary,50,True,184.619,,"LINESTRING (77.0600762 10.0872968, 77.0599829 10.0866417, 77.0599669 10.086544, 77.0599561 10.0863777, 77.0599537 10.0862385, 77.0599745 10.0860515, 77.0599986 10.0859316, 77.0600253 10.0858288, 77.0600723 10.0857565, 77.0601517 10.0857086)",,
"[288812489, 288800443]",False,2,SH17,Northern Outlet Road,primary,"['45', '50']",False,72.234,viaduct,"LINESTRING (77.0594625 10.0885653, 77.0596179 10.0890578, 77.0596929 10.0891695)",,
288800447,False,2,SH17,Northern Outlet Road,primary,50,True,231.69900000000004,,"LINESTRING (77.0594625 10.0885653, 77.0601712 10.0883462, 77.0603352 10.0882824, 77.0604561 10.0880062, 77.0605489 10.0877204, 77.0605533 10.0876386, 77.0605166 10.0876054, 77.0604679 10.0875818, 77.0604408 10.087574, 77.0602378 10.0875051, 77.060168 10.0874682, 77.0601128 10.0874146)",,
288800867,False,2,,Hospital Road,unclassified,30,True,167.749,,"LINESTRING (77.0594625 10.0885653, 77.0592308 10.0886108, 77.0592132 10.0886143, 77.0591242 10.0885862, 77.0588536 10.0884755, 77.0585372 10.0884109, 77.0584648 10.0884083, 77.058108 10.0885521, 77.0580412 10.0885931, 77.0580215 10.0886176)",,yes
288800447,False,2,SH17,Northern Outlet Road,primary,50,False,184.619,,"LINESTRING (77.0601517 10.0857086, 77.0600723 10.0857565, 77.0600253 10.0858288, 77.0599986 10.0859316, 77.0599745 10.0860515, 77.0599537 10.0862385, 77.0599561 10.0863777, 77.0599669 10.086544, 77.0599829 10.0866417, 77.0600762 10.0872968)",,
288800447,False,2,SH17,Northern Outlet Road,primary,50,True,63.753,,"LINESTRING (77.0601517 10.0857086, 77.0603255 10.0856652, 77.0603969 10.0856474, 77.0605185 10.0855962, 77.0607007 10.0855221)",,
288801708,False,,,Nadayar Road,unclassified,,True,273.741,,"LINESTRING (77.0601517 10.0857086, 77.0600232 10.0856995, 77.0598778 10.0857045, 77.0597818 10.0857175, 77.0597012 10.0857397, 77.059618 10.0857661, 77.0595349 10.0858242, 77.0594733 10.0859129, 77.059366 10.0860661, 77.0593042 10.0861173, 77.0592427 10.0861374, 77.0591676 10.0861374, 77.0590764 10.0861162, 77.0589503 10.0860713, 77.0587679 10.0859816, 77.0586901 10.0859657, 77.058607 10.0859816, 77.0584674 10.0860143, 77.058405 10.0860546, 77.0583218 10.0860825, 77.0581777 10.0860888, 77.0580489 10.0860659, 77.0579141 10.0859803)",,yes
288801708,False,,,Nadayar Road,unclassified,,False,273.741,,"LINESTRING (77.0579141 10.0859803, 77.0580489 10.0860659, 77.0581777 10.0860888, 77.0583218 10.0860825, 77.058405 10.0860546, 77.0584674 10.0860143, 77.058607 10.0859816, 77.0586901 10.0859657, 77.0587679 10.0859816, 77.0589503 10.0860713, 77.0590764 10.0861162, 77.0591676 10.0861374, 77.0592427 10.0861374, 77.0593042 10.0861173, 77.059366 10.0860661, 77.0594733 10.0859129, 77.0595349 10.0858242, 77.059618 10.0857661, 77.0597012 10.0857397, 77.0597818 10.0857175, 77.0598778 10.0857045, 77.0600232 10.0856995, 77.0601517 10.0857086)",,yes
"[880581848, 880581850]",False,,,,unclassified,,False,246.044,,"LINESTRING (77.0579141 10.0859803, 77.0575942 10.0865234, 77.0572333 10.0871735, 77.0570888 10.0871167, 77.0570245 10.0870368, 77.0569674 10.0869788, 77.0568667 10.0869425, 77.0567426 10.0868227, 77.0566243 10.086773, 77.056529 10.0867263)",,
44133206,False,2,SH18,Munnar-Top Station Highway,primary,50,True,41.567,,"LINESTRING (77.0617802 10.087104, 77.0617731 10.087139, 77.0617416 10.087172, 77.0617015 10.0871979, 77.0616637 10.0872069, 77.0616004 10.0872118, 77.0614541 10.0871967)",,
478989927,False,,,,residential,,True,124.411,,"LINESTRING (77.0621147 10.0883432, 77.0622971 10.0881742, 77.0622327 10.0880897, 77.0619001 10.0880157, 77.0614804 10.0878935)",,
498447421,False,2,NH85,,trunk,70,True,395.36800000000005,,"LINESTRING (77.0623817 10.0825077, 77.062241 10.082739, 77.0621411 10.0831664, 77.0619377 10.0837056, 77.0615643 10.0844314, 77.0615489 10.0845289, 77.0615871 10.0845893, 77.0616238 10.0846525, 77.0616809 10.0846734, 77.0618315 10.0846718, 77.0619122 10.0846633, 77.062719 10.0845786, 77.0628486 10.0845594)",,
623163607,False,,,,residential,,False,37.674,,"LINESTRING (77.0635313 10.0886491, 77.0635134 10.088694, 77.0634685 10.0889812)",,
424537267,False,,,,residential,,False,295.35399999999987,,"LINESTRING (77.0634685 10.0889812, 77.06311 10.0886487, 77.0630161 10.0885986, 77.0628713 10.0885642, 77.0627345 10.0885589, 77.0624904 10.0885986, 77.0623483 10.0886831, 77.0622422 10.0887462, 77.0621885 10.088762, 77.0621403 10.0887541, 77.0620973 10.0887277, 77.0620652 10.0887145, 77.0620102 10.0887502, 77.0619243 10.0887132, 77.0618694 10.0886973, 77.061805 10.088663, 77.0617446 10.0886115, 77.0616964 10.0885772, 77.0616521 10.0885653, 77.0616078 10.0885613, 77.0615663 10.0885706, 77.0615327 10.0885983, 77.0615073 10.0886379, 77.0614804 10.0886907, 77.0614563 10.0887369, 77.061412 10.0887581, 77.0613705 10.0887647, 77.0613128 10.0887594, 77.061144 10.0887485)",,
623163607,False,,,,residential,,True,37.674,,"LINESTRING (77.0634685 10.0889812, 77.0635134 10.088694, 77.0635313 10.0886491)",,
101573362,False,,,,residential,,False,178.982,,"LINESTRING (77.0588771 10.0878777, 77.0588651 10.0878761, 77.0587994 10.0878418, 77.0587472 10.0878054, 77.0585158 10.0875813, 77.0582372 10.0872854, 77.0581792 10.0872041, 77.0581971 10.0870172, 77.0583482 10.0869332, 77.0584953 10.086895, 77.0586281 10.0868942)",2,
101573362,False,,,,residential,,True,166.33999999999997,,"LINESTRING (77.0588771 10.0878777, 77.0589342 10.0878854, 77.0590548 10.087876, 77.0595563 10.0877889, 77.0596155 10.0877296, 77.0596906 10.0876953, 77.0598085 10.087707, 77.0598569 10.0876874, 77.0598944 10.0876108, 77.0598836 10.0874799, 77.0599964 10.0875157, 77.0601128 10.0874146)",2,
704619226,False,,,,residential,,True,134.713,,"LINESTRING (77.0588771 10.0878777, 77.0588243 10.0879114, 77.0586166 10.0879427, 77.0584535 10.08805, 77.0580584 10.0884885, 77.0579891 10.0885755, 77.0580215 10.0886176)",,
288800867,False,2,,Hospital Road,unclassified,30,False,167.749,,"LINESTRING (77.0580215 10.0886176, 77.0580412 10.0885931, 77.058108 10.0885521, 77.0584648 10.0884083, 77.0585372 10.0884109, 77.0588536 10.0884755, 77.0591242 10.0885862, 77.0592132 10.0886143, 77.0592308 10.0886108, 77.0594625 10.0885653)",,yes
623163614,False,,,,unclassified,,True,484.75899999999996,,"LINESTRING (77.0580215 10.0886176, 77.0579649 10.0888526, 77.0578529 10.0889446, 77.0577408 10.0889813, 77.0574209 10.0890043, 77.0573111 10.0889974, 77.0571827 10.0889492, 77.057143 10.0888963, 77.0571033 10.0888066, 77.0570496 10.0887584, 77.0569679 10.0887423, 77.0568613 10.0886969, 77.0567635 10.0885694, 77.056768 10.0885266, 77.0568309 10.0882631, 77.0569566 10.0880657, 77.0571002 10.08794, 77.0571361 10.0878727, 77.0571406 10.0877919, 77.0571226 10.0877515, 77.0570867 10.0877066, 77.0569566 10.0875854, 77.0568713 10.0875271, 77.0567591 10.0875226, 77.0566155 10.0875406, 77.0565751 10.0875271, 77.0565347 10.0874463, 77.0564853 10.0873611, 77.0563328 10.0872444, 77.0562744 10.0871142, 77.0562385 10.0870738, 77.0561757 10.0870469, 77.0559558 10.0870918, 77.0558301 10.0871771, 77.0557269 10.0871636, 77.0557033 10.0871695)",,
704619226,False,,,,residential,,False,134.713,,"LINESTRING (77.0580215 10.0886176, 77.0579891 10.0885755, 77.0580584 10.0884885, 77.0584535 10.08805, 77.0586166 10.0879427, 77.0588243 10.0879114, 77.0588771 10.0878777)",,
835668495,False,1,,,unclassified,30,False,44.505,,"LINESTRING (77.0583739 10.0871576, 77.0583829 10.0871067, 77.0583829 10.0870735, 77.0583784 10.0870491, 77.0586281 10.0868942)",,
101573362,False,,,,residential,,False,174.55999999999997,,"LINESTRING (77.0586281 10.0868942, 77.0586597 10.0869099, 77.0587247 10.0869219, 77.0587804 10.0869359, 77.0588235 10.0869505, 77.0588743 10.0869767, 77.0590912 10.0870365, 77.0592287 10.0871554, 77.0592614 10.0872347, 77.0593821 10.0872675, 77.0596584 10.0872543, 77.0599828 10.0873347, 77.0600762 10.0872968)",2,
101573362,False,,,,residential,,True,178.98199999999997,,"LINESTRING (77.0586281 10.0868942, 77.0584953 10.086895, 77.0583482 10.0869332, 77.0581971 10.0870172, 77.0581792 10.0872041, 77.0582372 10.0872854, 77.0585158 10.0875813, 77.0587472 10.0878054, 77.0587994 10.0878418, 77.0588651 10.0878761, 77.0588771 10.0878777)",2,
835668495,False,1,,,unclassified,30,True,44.505,,"LINESTRING (77.0586281 10.0868942, 77.0583784 10.0870491, 77.0583829 10.0870735, 77.0583829 10.0871067, 77.0583739 10.0871576)",,
77338455,False,,,,unclassified,,True,424.423,,"LINESTRING (77.0628444 10.0830889, 77.0628276 10.0830949, 77.0627285 10.0834721, 77.0624551 10.0836719, 77.0622978 10.0839025, 77.062191 10.0840215, 77.0621302 10.0841616, 77.0621462 10.0842398, 77.0622204 10.0842748, 77.0623252 10.0843001, 77.0624517 10.0843099, 77.0626586 10.0843331, 77.0629821 10.0843094, 77.0631629 10.0842961, 77.0634204 10.0842433, 77.0635451 10.0842476, 77.0636391 10.0842804, 77.0636736 10.0842924, 77.0637961 10.0842913, 77.0639089 10.0842846, 77.0639899 10.0842748, 77.0640967 10.0843001, 77.0641955 10.0843118, 77.0642885 10.0842962, 77.0643537 10.0842709, 77.064417 10.0842495, 77.0644901 10.0842437, 77.064545 10.0842597)",,
863180396,False,,,,living_street,,False,70.133,,"LINESTRING (77.0628444 10.0830889, 77.0630091 10.0831964, 77.0631032 10.0832601, 77.0631629 10.083277, 77.0631244 10.0833825, 77.0631089 10.0834799, 77.0631301 10.0835274)",,
863180397,False,,,,unclassified,,False,104.886,,"LINESTRING (77.0628444 10.0830889, 77.0628982 10.083161, 77.0628676 10.0832092, 77.0629159 10.0832605, 77.0629809 10.0833091, 77.0630271 10.0833789, 77.0629922 10.0834308, 77.0629954 10.0835482, 77.0629815 10.083426, 77.0628917 10.0833694, 77.0628789 10.0833091, 77.0628649 10.083216)",,
863180396,False,,,,living_street,,True,70.133,,"LINESTRING (77.0631301 10.0835274, 77.0631089 10.0834799, 77.0631244 10.0833825, 77.0631629 10.083277, 77.0631032 10.0832601, 77.0630091 10.0831964, 77.0628444 10.0830889)",,
863180397,False,,,,unclassified,,True,104.88600000000002,,"LINESTRING (77.0628649 10.083216, 77.0628789 10.0833091, 77.0628917 10.0833694, 77.0629815 10.083426, 77.0629954 10.0835482, 77.0629922 10.0834308, 77.0630271 10.0833789, 77.0629809 10.0833091, 77.0629159 10.0832605, 77.0628676 10.0832092, 77.0628982 10.083161, 77.0628444 10.0830889)",,
623163614,False,,,,unclassified,,False,484.7590000000001,,"LINESTRING (77.0557033 10.0871695, 77.0557269 10.0871636, 77.0558301 10.0871771, 77.0559558 10.0870918, 77.0561757 10.0870469, 77.0562385 10.0870738, 77.0562744 10.0871142, 77.0563328 10.0872444, 77.0564853 10.0873611, 77.0565347 10.0874463, 77.0565751 10.0875271, 77.0566155 10.0875406, 77.0567591 10.0875226, 77.0568713 10.0875271, 77.0569566 10.0875854, 77.0570867 10.0877066, 77.0571226 10.0877515, 77.0571406 10.0877919, 77.0571361 10.0878727, 77.0571002 10.08794, 77.0569566 10.0880657, 77.0568309 10.0882631, 77.056768 10.0885266, 77.0567635 10.0885694, 77.0568613 10.0886969, 77.0569679 10.0887423, 77.0570496 10.0887584, 77.0571033 10.0888066, 77.057143 10.0888963, 77.0571827 10.0889492, 77.0573111 10.0889974, 77.0574209 10.0890043, 77.0577408 10.0889813, 77.0578529 10.0889446, 77.0579649 10.0888526, 77.0580215 10.0886176)",,
880581849,False,,,,unclassified,,False,130.101,,"LINESTRING (77.0557033 10.0871695, 77.0556925 10.086894, 77.055809 10.0867803, 77.0562783 10.0867866, 77.0563304 10.0867782, 77.056378 10.0867343, 77.0564741 10.0867493, 77.056529 10.0867263)",,
880581849,False,,,,unclassified,,True,130.101,,"LINESTRING (77.056529 10.0867263, 77.0564741 10.0867493, 77.056378 10.0867343, 77.0563304 10.0867782, 77.0562783 10.0867866, 77.055809 10.0867803, 77.0556925 10.086894, 77.0557033 10.0871695)",,
"[880581848, 880581850]",False,,,,unclassified,,True,246.044,,"LINESTRING (77.056529 10.0867263, 77.0566243 10.086773, 77.0567426 10.0868227, 77.0568667 10.0869425, 77.0569674 10.0869788, 77.0570245 10.0870368, 77.0570888 10.0871167, 77.0572333 10.0871735, 77.0575942 10.0865234, 77.0579141 10.0859803)",,
44142209,False,2,,,primary,70,False,395.61299999999994,,"LINESTRING (77.0618574 10.0825981, 77.0617254 10.0829228, 77.0615482 10.0834729, 77.0615118 10.0836441, 77.0613712 10.0838737, 77.0611308 10.0841412, 77.061069 10.0841897, 77.0609781 10.0842394, 77.0605603 10.084372, 77.0605081 10.0844186, 77.060479 10.0844668, 77.0604585 10.0845231, 77.0604702 10.0846162, 77.0607015 10.0850259, 77.0607734 10.0851433, 77.0608136 10.0852454, 77.060816 10.0853736, 77.0608032 10.0854265, 77.0607867 10.0854646)",,
288800447,False,2,SH17,Northern Outlet Road,primary,50,False,63.753,,"LINESTRING (77.0607007 10.0855221, 77.0605185 10.0855962, 77.0603969 10.0856474, 77.0603255 10.0856652, 77.0601517 10.0857086)",,
"[44142209, 288800447]",False,2,SH17,Northern Outlet Road,primary,"['70', '50']",True,11.542,,"LINESTRING (77.0607007 10.0855221, 77.0607296 10.0855104, 77.0607648 10.0854877, 77.0607867 10.0854646)",,
"[930963944, 930963942, 930963943]",False,,,,primary,,False,72.10300000000001,yes,"LINESTRING (77.0607007 10.0855221, 77.0607195 10.0856202, 77.060802 10.0859925, 77.0608421 10.0860655, 77.0608564 10.0860981, 77.0608771 10.0861427)",,
"[44142209, 288800447]",False,2,SH17,Northern Outlet Road,primary,"['70', '50']",False,11.542,,"LINESTRING (77.0607867 10.0854646, 77.0607648 10.0854877, 77.0607296 10.0855104, 77.0607007 10.0855221)",,
44142209,False,2,,,primary,70,True,395.613,,"LINESTRING (77.0607867 10.0854646, 77.0608032 10.0854265, 77.060816 10.0853736, 77.0608136 10.0852454, 77.0607734 10.0851433, 77.0607015 10.0850259, 77.0604702 10.0846162, 77.0604585 10.0845231, 77.060479 10.0844668, 77.0605081 10.0844186, 77.0605603 10.084372, 77.0609781 10.0842394, 77.061069 10.0841897, 77.0611308 10.0841412, 77.0613712 10.0838737, 77.0615118 10.0836441, 77.0615482 10.0834729, 77.0617254 10.0829228, 77.0618574 10.0825981)",,
"[930963945, 930963946, 930963947]",False,,,,primary,,True,77.20299999999999,yes,"LINESTRING (77.0607867 10.0854646, 77.0607953 10.0855022, 77.0608245 10.0855754, 77.0609041 10.0860282, 77.060898 10.0860559, 77.0608858 10.0861113, 77.0608771 10.0861427)",,
