osmid,ref,highway,oneway,reversed,length,geometry,tunnel,name
730842892,,tertiary,False,True,217.92199999999997,"LINESTRING (77.2930994 26.9073602, 77.292618 26.9073787, 77.291978 26.9073897, 77.2917011 26.9075324, 77.2911609 26.908004)",,
755381504,,tertiary,False,False,483.225,"LINESTRING (77.2930994 26.9073602, 77.2934199 26.9059583, 77.2934303 26.9059165, 77.2935819 26.9054206, 77.2934014 26.9038814, 77.2939288 26.9032212)",,Station Road
755381504,,tertiary,False,True,125.917,"LINESTRING (77.2930994 26.9073602, 77.2928673 26.9084397, 77.2928561 26.9084714)",,Station Road
730842892,,tertiary,False,True,364.183,"LINESTRING (77.2962732 26.9060837, 77.2955286 26.9060837, 77.2950425 26.906177, 77.2947595 26.9064843, 77.2941626 26.9070221, 77.2933626 26.9073293, 77.2930994 26.9073602)",,
170014675,SH1;SH45,primary,False,False,509.23,"LINESTRING (77.2893822 26.9037682, 77.2893947 26.9039081, 77.2893844 26.9042562, 77.2894067 26.9046748, 77.2894491 26.9054731, 77.2894878 26.9057895, 77.2895504 26.9063005, 77.2895583 26.9066122, 77.2895677 26.9069817, 77.2895614 26.907642, 77.2894405 26.9083324)",,
755381452,,living_street,False,False,82.25099999999999,"LINESTRING (77.2893822 26.9037682, 77.2896848 26.9036471, 77.2900289 26.9035709, 77.290171 26.9035547)",,
755381451,,living_street,False,False,608.932,"LINESTRING (77.290171 26.9035547, 77.2902046 26.9034016, 77.2907079 26.9031995, 77.2910481 26.9036014, 77.2911983 26.9038102, 77.291269 26.9040072, 77.2913132 26.9043461, 77.2914324 26.9047913, 77.2915385 26.9050631, 77.2916026 26.9052134, 77.2912347 26.9053256, 77.2910116 26.9054081, 77.2909214 26.905406, 77.2908478 26.9051732, 77.2907861 26.9049763, 77.2906888 26.904752, 77.2905677 26.9044408, 77.2904657 26.9042355, 77.2903755 26.9040874, 77.2902853 26.9039434, 77.2902188 26.9037423, 77.2901642 26.9035857, 77.290171 26.9035547)",,
755381451,,living_street,False,True,608.932,"LINESTRING (77.290171 26.9035547, 77.2901642 26.9035857, 77.2902188 26.9037423, 77.2902853 26.9039434, 77.2903755 26.9040874, 77.2904657 26.9042355, 77.2905677 26.9044408, 77.2906888 26.904752, 77.2907861 26.9049763, 77.2908478 26.9051732, 77.2909214 26.905406, 77.2910116 26.9054081, 77.2912347 26.9053256, 77.2916026 26.9052134, 77.2915385 26.9050631, 77.2914324 26.9047913, 77.2913132 26.9043461, 77.291269 26.9040072, 77.2911983 26.9038102, 77.2910481 26.9036014, 77.2907079 26.9031995, 77.2902046 26.9034016, 77.290171 26.9035547)",,
755381452,,living_street,False,True,82.251,"LINESTRING (77.290171 26.9035547, 77.2900289 26.9035709, 77.2896848 26.9036471, 77.2893822 26.9037682)",,
170014675,SH1;SH45,primary,False,True,120.944,"LINESTRING (77.2890732 26.9100489, 77.2893018 26.9089805)",,
755381456,,living_street,False,True,83.505,"LINESTRING (77.2890732 26.9100489, 77.288399 26.910045, 77.2882344 26.9100748)",,
755381456,,living_street,False,True,44.05,"LINESTRING (77.2882344 26.9100748, 77.287799 26.9101535)",,
755381456,,living_street,False,False,83.505,"LINESTRING (77.2882344 26.9100748, 77.288399 26.910045, 77.2890732 26.9100489)",,
755381464,,living_street,False,True,143.471,"LINESTRING (77.2882344 26.9100748, 77.2879453 26.9094406, 77.2878004 26.9092296, 77.2874375 26.9093833)",,
755381456,,living_street,False,False,44.05,"LINESTRING (77.287799 26.9101535, 77.2882344 26.9100748)",,
755381466,,living_street,False,False,92.841,"LINESTRING (77.287799 26.9101535, 77.2874375 26.9093833)",,
755381466,,living_street,False,True,92.841,"LINESTRING (77.2874375 26.9093833, 77.287799 26.9101535)",,
755381464,,living_street,False,False,143.471,"LINESTRING (77.2874375 26.9093833, 77.2878004 26.9092296, 77.2879453 26.9094406, 77.2882344 26.9100748)",,
170014675,SH1;SH45,primary,False,False,120.944,"LINESTRING (77.2893018 26.9089805, 77.2890732 26.9100489)",,
170014675,SH1;SH45,primary,False,True,73.366,"LINESTRING (77.2893018 26.9089805, 77.2894405 26.9083324)",,
755381468,,living_street,False,False,167.832,"LINESTRING (77.2893018 26.9089805, 77.2909766 26.9087621)",,
755381468,,living_street,False,True,167.832,"LINESTRING (77.2909766 26.9087621, 77.2893018 26.9089805)",,
755381468,,living_street,False,False,86.939,"LINESTRING (77.2909766 26.9087621, 77.2910447 26.9086462, 77.2910943 26.9084473, 77.2911609 26.908004)",,
755381473,,living_street,False,False,191.015,"LINESTRING (77.2909766 26.9087621, 77.2911751 26.908737, 77.2914182 26.9086837, 77.2919088 26.9085582, 77.2921349 26.9085126, 77.2923311 26.9084821, 77.2925145 26.9084365, 77.2928561 26.9084714)",,
730842892,,tertiary,False,False,217.922,"LINESTRING (77.2911609 26.908004, 77.2917011 26.9075324, 77.291978 26.9073897, 77.292618 26.9073787, 77.2930994 26.9073602)",,
730842892,,tertiary,False,True,177.626,"LINESTRING (77.2911609 26.908004, 77.2911165 26.9080427, 77.2903166 26.9083061, 77.2894405 26.9083324)",,
755381468,,living_street,False,True,86.939,"LINESTRING (77.2911609 26.908004, 77.2910943 26.9084473, 77.2910447 26.9086462, 77.2909766 26.9087621)",,
755381473,,living_street,False,True,191.01500000000001,"LINESTRING (77.2928561 26.9084714, 77.2925145 26.9084365, 77.2923311 26.9084821, 77.2921349 26.9085126, 77.2919088 26.9085582, 77.2914182 26.9086837, 77.2911751 26.908737, 77.2909766 26.9087621)",,
755381504,,tertiary,False,False,125.917,"LINESTRING (77.2928561 26.9084714, 77.2928673 26.9084397, 77.2930994 26.9073602)",,Station Road
755381504,,tertiary,False,True,139.833,"LINESTRING (77.2928561 26.9084714, 77.2927869 26.9089537, 77.2928251 26.9093125, 77.2928851 26.9097199)",,Station Road
755381481,,living_street,False,True,68.143,"LINESTRING (77.2928851 26.9097199, 77.2935607 26.9096076)",,Cooperative Road
755381504,,tertiary,False,False,139.833,"LINESTRING (77.2928851 26.9097199, 77.2928251 26.9093125, 77.2927869 26.9089537, 77.2928561 26.9084714)",,Station Road
755381482,,living_street,False,True,100.501,"LINESTRING (77.2947181 26.910208, 77.2937233 26.9103812)",,Cooperative Road
755381481,,living_street,False,False,184.471,"LINESTRING (77.2947181 26.910208, 77.29453 26.9094465, 77.2935607 26.9096076)",,Cooperative Road
755381482,,living_street,False,False,100.501,"LINESTRING (77.2937233 26.9103812, 77.2947181 26.910208)",,Cooperative Road
755381483,,living_street,False,False,87.518,"LINESTRING (77.2937233 26.9103812, 77.2935607 26.9096076)",,
755381481,,living_street,False,False,68.143,"LINESTRING (77.2935607 26.9096076, 77.2928851 26.9097199)",,Cooperative Road
755381483,,living_street,False,True,87.518,"LINESTRING (77.2935607 26.9096076, 77.2937233 26.9103812)",,
755381481,,living_street,False,True,184.471,"LINESTRING (77.2935607 26.9096076, 77.29453 26.9094465, 77.2947181 26.910208)",,Cooperative Road
934332778,,residential,False,False,136.801,"LINESTRING (77.2949547 26.9014548, 77.2955356 26.9025707)",,
"[193140160, 934332777, 934332776]",,tertiary,False,True,319.97200000000004,"LINESTRING (77.2949547 26.9014548, 77.2946141 26.9008775, 77.2943285 26.9010351, 77.2940653 26.9011236, 77.2937367 26.9012187, 77.2932668 26.9013913, 77.2929093 26.9015918, 77.2927471 26.9017643, 77.2926512 26.9020642)",yes,
934332778,,residential,False,True,136.801,"LINESTRING (77.2955356 26.9025707, 77.2949547 26.9014548)",,
934332779,,residential,False,False,175.27800000000002,"LINESTRING (77.2964271 26.9029511, 77.296393 26.9037995, 77.296666 26.9043282, 77.2967076 26.9044687)",,
178614763,SH45,primary,False,True,113.028,"LINESTRING (77.2972388 26.9053068, 77.2972352 26.9052539, 77.2972205 26.9050733, 77.2971713 26.9049141, 77.2970392 26.9047164, 77.2969019 26.9045925, 77.2967076 26.9044687)",,
178614763,SH45,primary,False,False,398.94,"LINESTRING (77.288678 26.9015867, 77.29018 26.9018956, 77.2912451 26.9019976, 77.2918039 26.9019934, 77.292427 26.9020324, 77.2926512 26.9020642)",,
