osmid,name,highway,oneway,reversed,length,junction,geometry,ref,maxspeed,lanes,bridge
293540922,Rua Cruz Maia,primary,True,False,34.498,,"LINESTRING (-41.203463 -20.6019912, -41.2034927 -20.6023002)",ES-166,,,
1171737052,Praça Três Irmãos,residential,False,False,42.997,,"LINESTRING (-41.203463 -20.6019912, -41.2030553 -20.6020535)",,,,
1171737052,Praça Três Irmãos,residential,False,True,42.997,,"LINESTRING (-41.2030553 -20.6020535, -41.203463 -20.6019912)",,,,
375218207,Rua Antonio Santolin,residential,False,True,27.008,,"LINESTRING (-41.2051195 -20.6047331, -41.2048606 -20.6047494)",,,,
1172101499,Rua Ediones Ferrari,residential,False,False,55.062,,"LINESTRING (-41.2067398 -20.6040687, -41.2062181 -20.6041508)",,,,
1173794615,Rua Jornaleiro Waldemar Lacerda,residential,False,True,59.657000000000004,,"LINESTRING (-41.2076857 -20.6034953, -41.2076756 -20.6036642, -41.2076756 -20.6037081, -41.2076904 -20.6037696, -41.2077622 -20.603907, -41.2078208 -20.6039994)",,,,
466067811,Rua Moura,residential,False,True,28.128,,"LINESTRING (-41.2078208 -20.6039994, -41.2075802 -20.6041146)",,,,
1173794615,Rua Jornaleiro Waldemar Lacerda,residential,False,False,59.657,,"LINESTRING (-41.2078208 -20.6039994, -41.2077622 -20.603907, -41.2076904 -20.6037696, -41.2076756 -20.6037081, -41.2076756 -20.6036642, -41.2076857 -20.6034953)",,,,
"[544660636, 1174004575]","['Rua Santa Mônica', 'Rua Maria da Penha de Azevedo Lima']",residential,False,True,186.871,,"LINESTRING (-41.1984827 -20.6051514, -41.1986239 -20.6049166, -41.1987321 -20.6047323, -41.1987787 -20.6045228, -41.1988262 -20.6043203, -41.1989273 -20.6040908, -41.19896 -20.604073, -41.1990031 -20.6040714, -41.1994755 -20.6041807)",,20,2,
1174678742,Rua Silvio de Souza,residential,False,True,25.039,,"LINESTRING (-41.206805 -20.6028778, -41.2066491 -20.6030493)",,,,
