osmid,name,highway,oneway,reversed,length,junction,geometry,ref,maxspeed,lanes,bridge
"[392874777, 231238045, 293540951]","['Ponte Constantino José Vieira', 'Avenida Getúlio Vargas']",primary,False,True,89.654,,"LINESTRING (-41.2021462 -20.5996653, -41.2021945 -20.5998763, -41.20227 -20.6001532, -41.2023586 -20.6004464)",ES-166,,,yes
321563008,Rua Alcino Rangel,primary,False,False,306.947,,"LINESTRING (-41.2021462 -20.5996653, -41.2024829 -20.599359, -41.2029461 -20.5989449, -41.203026 -20.5988957, -41.2031068 -20.5988671, -41.2032084 -20.5988518, -41.2033318 -20.5988505, -41.2035249 -20.5988505, -41.2037435 -20.5988229, -41.2038977 -20.5987715, -41.204082 -20.5986908, -41.2041928 -20.5986296, -41.2042804 -20.5986077, -41.2044717 -20.5985656, -41.204697 -20.5985066)",ES-166,40,,
885328954,Rua Soares,secondary,False,False,154.815,,"LINESTRING (-41.2021462 -20.5996653, -41.2029107 -20.5995385, -41.2036094 -20.5994154)",ES-379,,,
885328954,Rua Soares,secondary,False,True,37.637,,"LINESTRING (-41.2067972 -20.598843, -41.2064432 -20.598912)",ES-379,,,
324348613,Rua Vereador Anísio Novaes,secondary,False,True,190.114,,"LINESTRING (-41.2067972 -20.598843, -41.2069557 -20.5994907, -41.2070077 -20.5996841, -41.2070546 -20.5998315, -41.2070976 -20.5999189, -41.207158 -20.600003, -41.2072612 -20.6001071, -41.2073484 -20.6001951, -41.2074249 -20.600254, -41.2075415 -20.6003412)",ES-379,,,
826786261,Rua Vereador Anísio Novaes,secondary,False,True,114.196,,"LINESTRING (-41.2067972 -20.598843, -41.2067181 -20.5986283, -41.2066597 -20.5985084, -41.2065772 -20.5983854, -41.2064727 -20.5982643, -41.2063922 -20.598172, -41.2062158 -20.5979869)",,,,
321562999,Rua Coronel Francisco Athayde,residential,False,True,61.6,,"LINESTRING (-41.2031427 -20.6035732, -41.2025647 -20.6036923)",,,,
356766804,Rua Antônio Machado,residential,True,False,29.489,,"LINESTRING (-41.2031427 -20.6035732, -41.2030937 -20.603312)",,,,
293540932,Rua Lidyo Machado,residential,False,False,60.824,,"LINESTRING (-41.2014618 -20.6055463, -41.202045 -20.6055114)",,,,
293540932,Rua Lidyo Machado,residential,False,True,61.097,,"LINESTRING (-41.2014618 -20.6055463, -41.2008769 -20.6055929)",,,,
321563087,Rua Aureo Machado,residential,False,False,181.131,,"LINESTRING (-41.2014618 -20.6055463, -41.2013236 -20.6039225)",,,,
293540933,Rua Scandar Nemer,residential,False,False,62.451,,"LINESTRING (-41.2036094 -20.5994154, -41.2037314 -20.5999653)",,,,
885328954,Rua Soares,secondary,False,False,130.03699999999998,,"LINESTRING (-41.2036094 -20.5994154, -41.2042186 -20.5993069, -41.2048365 -20.5991958)",ES-379,,,
885328954,Rua Soares,secondary,False,True,154.815,,"LINESTRING (-41.2036094 -20.5994154, -41.2029107 -20.5995385, -41.2021462 -20.5996653)",ES-379,,,
293540932,Rua Lidyo Machado,residential,False,False,70.751,,"LINESTRING (-41.2037186 -20.6054015, -41.2043959 -20.6053474)",,,,
293540932,Rua Lidyo Machado,residential,False,True,12.035,,"LINESTRING (-41.2037186 -20.6054015, -41.2036033 -20.6054097)",,,,
293540932,Rua Lidyo Machado,residential,False,False,111.154,,"LINESTRING (-41.1998107 -20.6056502, -41.2008769 -20.6055929)",,,,
293540933,Rua Scandar Nemer,residential,False,False,22.542,,"LINESTRING (-41.2074786 -20.6004939, -41.2076877 -20.6004411)",,,,
293540933,Rua Scandar Nemer,residential,False,True,74.384,,"LINESTRING (-41.2074786 -20.6004939, -41.20682 -20.6007536)",,,,
356766798,Rua Scandar Nemer,residential,False,False,18.198,,"LINESTRING (-41.2074786 -20.6004939, -41.2075415 -20.6003412)",,,,
324348613,Rua Vereador Anísio Novaes,secondary,False,False,4.691,,"LINESTRING (-41.2077266 -20.6004624, -41.2076877 -20.6004411)",ES-379,,,
293540947,Beco Oito,residential,False,True,48.985,,"LINESTRING (-41.1993467 -20.6056148, -41.1991221 -20.6055798, -41.1988813 -20.6055496)",,,,
293540933,Rua Scandar Nemer,residential,False,True,62.451,,"LINESTRING (-41.2037314 -20.5999653, -41.2036094 -20.5994154)",,,,
321563046,Rua Vereador Warley Costa,residential,False,True,164.773,,"LINESTRING (-41.2037314 -20.5999653, -41.2052887 -20.5996991)",,,,
293540933,Rua Scandar Nemer,residential,False,False,379.56499999999994,,"LINESTRING (-41.2037314 -20.5999653, -41.2037945 -20.6002151, -41.2038495 -20.6003181, -41.2039165 -20.6003884, -41.2041501 -20.6005681, -41.204575 -20.6008553, -41.2047131 -20.6009319, -41.204807 -20.6009608, -41.2051008 -20.6010412, -41.2052094 -20.6010525, -41.2053542 -20.6010587, -41.2054548 -20.60105, -41.2055701 -20.6010273, -41.2059429 -20.6009533, -41.2062534 -20.600878, -41.206582 -20.6008064, -41.20682 -20.6007536)",,,,
293540932,Rua Lidyo Machado,residential,False,True,60.616,,"LINESTRING (-41.2054787 -20.6052653, -41.2048982 -20.6053092)",,,,
321563054,Rua Bernardino Monteiro,residential,False,False,49.118,,"LINESTRING (-41.2054787 -20.6052653, -41.2055124 -20.6057059)",,,,
321563054,Rua Bernardino Monteiro,residential,False,True,11.529,,"LINESTRING (-41.2054787 -20.6052653, -41.2054651 -20.6051624)",,,,
321563011,Rua Pastor Farias,residential,False,False,94.53,,"LINESTRING (-41.2051678 -20.5982706, -41.2053528 -20.5991029)",,,,
321563082,Rua Antenor Pinheiro,residential,False,False,105.555,,"LINESTRING (-41.2062158 -20.5979869, -41.2064432 -20.598912)",,,,
826786261,Rua Vereador Anísio Novaes,secondary,False,False,114.19600000000001,,"LINESTRING (-41.2062158 -20.5979869, -41.2063922 -20.598172, -41.2064727 -20.5982643, -41.2065772 -20.5983854, -41.2066597 -20.5985084, -41.2067181 -20.5986283, -41.2067972 -20.598843)",,,,
321563015,Travessa Carlos Henrique Frauches,residential,False,False,77.999,,"LINESTRING (-41.204697 -20.5985066, -41.2048365 -20.5991958)",,,,
321563008,Rua Alcino Rangel,primary,False,True,306.947,,"LINESTRING (-41.204697 -20.5985066, -41.2044717 -20.5985656, -41.2042804 -20.5986077, -41.2041928 -20.5986296, -41.204082 -20.5986908, -41.2038977 -20.5987715, -41.2037435 -20.5988229, -41.2035249 -20.5988505, -41.2033318 -20.5988505, -41.2032084 -20.5988518, -41.2031068 -20.5988671, -41.203026 -20.5988957, -41.2029461 -20.5989449, -41.2024829 -20.599359, -41.2021462 -20.5996653)",ES-166,40,,
321563082,Rua Antenor Pinheiro,residential,False,False,61.002,,"LINESTRING (-41.2064432 -20.598912, -41.2065318 -20.5994543)",,,,
321563082,Rua Antenor Pinheiro,residential,False,True,105.555,,"LINESTRING (-41.2064432 -20.598912, -41.2062158 -20.5979869)",,,,
885328954,Rua Soares,secondary,False,False,37.637,,"LINESTRING (-41.2064432 -20.598912, -41.2067972 -20.598843)",ES-379,,,
885328954,Rua Soares,secondary,False,True,60.131,,"LINESTRING (-41.2064432 -20.598912, -41.2058758 -20.5990137)",ES-379,,,
885328954,Rua Soares,secondary,False,False,60.131,,"LINESTRING (-41.2058758 -20.5990137, -41.2064432 -20.598912)",ES-379,,,
885328954,Rua Soares,secondary,False,True,55.333,,"LINESTRING (-41.2058758 -20.5990137, -41.2053528 -20.5991029)",ES-379,,,
321563011,Rua Pastor Farias,residential,False,True,94.53,,"LINESTRING (-41.2053528 -20.5991029, -41.2051678 -20.5982706)",,,,
885328954,Rua Soares,secondary,False,False,55.333,,"LINESTRING (-41.2053528 -20.5991029, -41.2058758 -20.5990137)",ES-379,,,
885328954,Rua Soares,secondary,False,True,17.869,,"LINESTRING (-41.2053528 -20.5991029, -41.2051839 -20.5991317)",ES-379,,,
321563038,Travessa Paulo Scolforo Filho,residential,False,False,64.028,,"LINESTRING (-41.2051839 -20.5991317, -41.2052887 -20.5996991)",,,,
885328954,Rua Soares,secondary,False,False,17.869,,"LINESTRING (-41.2051839 -20.5991317, -41.2053528 -20.5991029)",ES-379,,,
885328954,Rua Soares,secondary,False,True,36.855,,"LINESTRING (-41.2051839 -20.5991317, -41.2048365 -20.5991958)",ES-379,,,
321563015,Travessa Carlos Henrique Frauches,residential,False,True,77.999,,"LINESTRING (-41.2048365 -20.5991958, -41.204697 -20.5985066)",,,,
885328954,Rua Soares,secondary,False,False,36.855,,"LINESTRING (-41.2048365 -20.5991958, -41.2051839 -20.5991317)",ES-379,,,
885328954,Rua Soares,secondary,False,True,130.03699999999998,,"LINESTRING (-41.2048365 -20.5991958, -41.2042186 -20.5993069, -41.2036094 -20.5994154)",ES-379,,,
321563046,Rua Vereador Warley Costa,residential,False,False,132.221,,"LINESTRING (-41.2065318 -20.5994543, -41.2052887 -20.5996991)",,,,
321563082,Rua Antenor Pinheiro,residential,False,False,46.074,,"LINESTRING (-41.2065318 -20.5994543, -41.2066053 -20.5998629)",,,,
321563082,Rua Antenor Pinheiro,residential,False,True,61.002,,"LINESTRING (-41.2065318 -20.5994543, -41.2064432 -20.598912)",,,,
321563038,Travessa Paulo Scolforo Filho,residential,False,True,64.028,,"LINESTRING (-41.2052887 -20.5996991, -41.2051839 -20.5991317)",,,,
321563046,Rua Vereador Warley Costa,residential,False,False,164.773,,"LINESTRING (-41.2052887 -20.5996991, -41.2037314 -20.5999653)",,,,
321563046,Rua Vereador Warley Costa,residential,False,True,132.221,,"LINESTRING (-41.2052887 -20.5996991, -41.2065318 -20.5994543)",,,,
321563019,Rua Maria Izabel M Gonçalves,residential,False,False,81.515,,"LINESTRING (-41.2066053 -20.5998629, -41.2058345 -20.5999926)",,,2,
321563082,Rua Antenor Pinheiro,residential,False,False,101.531,,"LINESTRING (-41.2066053 -20.5998629, -41.20682 -20.6007536)",,,,
321563082,Rua Antenor Pinheiro,residential,False,True,46.074,,"LINESTRING (-41.2066053 -20.5998629, -41.2065318 -20.5994543)",,,,
321563019,Rua Maria Izabel M Gonçalves,residential,False,True,81.515,,"LINESTRING (-41.2058345 -20.5999926, -41.2066053 -20.5998629)",,,2,
321563070,Rua Muniz Freire,residential,False,False,57.559,,"LINESTRING (-41.2023586 -20.6004464, -41.2018324 -20.6006056)",,,,
392874777,Avenida Getúlio Vargas,primary,False,True,36.622,,"LINESTRING (-41.2023586 -20.6004464, -41.2024574 -20.6007625)",ES-166,,,
"[392874777, 231238045, 293540951]","['Ponte Constantino José Vieira', 'Avenida Getúlio Vargas']",primary,False,False,89.654,,"LINESTRING (-41.2023586 -20.6004464, -41.20227 -20.6001532, -41.2021945 -20.5998763, -41.2021462 -20.5996653)",ES-166,,,yes
321563002,Rua Ministro Eurico Salles,residential,False,False,152.196,,"LINESTRING (-41.2018324 -20.6006056, -41.2021395 -20.6019438)",,,,
321563070,Rua Muniz Freire,residential,False,False,54.864,,"LINESTRING (-41.2018324 -20.6006056, -41.2013296 -20.6007537)",,,,
321563070,Rua Muniz Freire,residential,False,True,57.559,,"LINESTRING (-41.2018324 -20.6006056, -41.2023586 -20.6004464)",,,,
321563059,Rua Carlos Albuquerque,residential,False,False,149.021,,"LINESTRING (-41.2013296 -20.6007537, -41.2016031 -20.6020692)",,,,
321563070,Rua Muniz Freire,residential,False,False,22.442,,"LINESTRING (-41.2013296 -20.6007537, -41.201124 -20.6008145)",,,,
321563070,Rua Muniz Freire,residential,False,True,54.864,,"LINESTRING (-41.2013296 -20.6007537, -41.2018324 -20.6006056)",,,,
321563070,Rua Muniz Freire,residential,False,True,22.442,,"LINESTRING (-41.201124 -20.6008145, -41.2013296 -20.6007537)",,,,
321563077,Rua Frei Manoel,tertiary,False,False,10.192,,"LINESTRING (-41.2058162 -20.6018951, -41.2058296 -20.6019859)",,,,
356766802,Avenida Ministro Araripe,secondary,True,False,94.306,,"LINESTRING (-41.2058162 -20.6018951, -41.2056989 -20.6019362, -41.2051329 -20.6020316, -41.2049304 -20.6020655)",,,,
321563002,Rua Ministro Eurico Salles,residential,False,False,71.115,,"LINESTRING (-41.2021395 -20.6019438, -41.2022844 -20.6025688)",,,,
321563002,Rua Ministro Eurico Salles,residential,False,True,152.196,,"LINESTRING (-41.2021395 -20.6019438, -41.2018324 -20.6006056)",,,,
321563053,Rua Thiers Veloso,residential,False,False,67.081,,"LINESTRING (-41.2021395 -20.6019438, -41.2027632 -20.6017918)",,,,
321563053,Rua Thiers Veloso,residential,False,True,57.546,,"LINESTRING (-41.2021395 -20.6019438, -41.2016031 -20.6020692)",,,,
321563053,Rua Thiers Veloso,residential,False,False,57.546,,"LINESTRING (-41.2016031 -20.6020692, -41.2021395 -20.6019438)",,,,
321563059,Rua Carlos Albuquerque,residential,False,True,149.021,,"LINESTRING (-41.2016031 -20.6020692, -41.2013296 -20.6007537)",,,,
"[321563059, 321563094]","['Rua Antônio Bento', 'Rua Carlos Albuquerque']",residential,False,False,128.63299999999998,,"LINESTRING (-41.2016031 -20.6020692, -41.2017319 -20.6026844, -41.2022844 -20.6025688)",,,,
356766802,Avenida Ministro Araripe,secondary,True,False,91.708,,"LINESTRING (-41.2049304 -20.6020655, -41.2040625 -20.6022077)",,,,
321563091,Rua Manoel Stofel,residential,False,False,213.18900000000002,,"LINESTRING (-41.2074932 -20.6022976, -41.2078925 -20.60297, -41.2079301 -20.6030375, -41.2079611 -20.6030885, -41.2079693 -20.6031471, -41.2079565 -20.6031785, -41.2079011 -20.6031912, -41.2078063 -20.6031963, -41.2077125 -20.6032045, -41.2076488 -20.6032252, -41.207597 -20.6032591, -41.2075604 -20.6032881, -41.2075074 -20.6033399, -41.20717 -20.603662)",,,,
321563096,Rua Vieira da Cunha,residential,False,False,165.191,,"LINESTRING (-41.2074932 -20.6022976, -41.207079 -20.6023499, -41.2059256 -20.6025289)",,,,
321563077,Rua Frei Manoel,tertiary,False,False,67.701,,"LINESTRING (-41.2059256 -20.6025289, -41.2060367 -20.6031288)",,,,
321563077,Rua Frei Manoel,tertiary,False,True,61.2,,"LINESTRING (-41.2059256 -20.6025289, -41.2058296 -20.6019859)",,,,
321563096,Rua Vieira da Cunha,residential,False,False,93.811,,"LINESTRING (-41.2059256 -20.6025289, -41.2050362 -20.6026656)",,,,
321563096,Rua Vieira da Cunha,residential,False,True,165.191,,"LINESTRING (-41.2059256 -20.6025289, -41.207079 -20.6023499, -41.2074932 -20.6022976)",,,,
321563002,Rua Ministro Eurico Salles,residential,False,False,128.289,,"LINESTRING (-41.2022844 -20.6025688, -41.2025647 -20.6036923)",,,,
321563002,Rua Ministro Eurico Salles,residential,False,True,71.115,,"LINESTRING (-41.2022844 -20.6025688, -41.2021395 -20.6019438)",,,,
321563094,Rua Antônio Bento,residential,False,False,69.406,,"LINESTRING (-41.2022844 -20.6025688, -41.2028822 -20.6024371, -41.2029335 -20.6024258)",,,,
"[321563059, 321563094]","['Rua Antônio Bento', 'Rua Carlos Albuquerque']",residential,False,True,128.63299999999998,,"LINESTRING (-41.2022844 -20.6025688, -41.2017319 -20.6026844, -41.2016031 -20.6020692)",,,,
321563054,Rua Bernardino Monteiro,residential,False,False,65.79,,"LINESTRING (-41.2050362 -20.6026656, -41.2051476 -20.603248)",,,,
321563076,Rua Bernardino Monteiro,residential,True,False,67.631,,"LINESTRING (-41.2050362 -20.6026656, -41.2049304 -20.6020655)",,,,
321563096,Rua Vieira da Cunha,residential,False,True,93.811,,"LINESTRING (-41.2050362 -20.6026656, -41.2059256 -20.6025289)",,,,
618268497,Rua Antônio Nunes Galvão,residential,True,False,8.407,,"LINESTRING (-41.2065693 -20.603061, -41.2066491 -20.6030493)",,,,
656859185,Rua Antônio Nunes Galvão,residential,False,True,55.945,,"LINESTRING (-41.2065693 -20.603061, -41.2060367 -20.6031288)",,,,
321563077,Rua Frei Manoel,tertiary,False,True,67.701,,"LINESTRING (-41.2060367 -20.6031288, -41.2059256 -20.6025289)",,,,
656373201,Rua Carlos Lomba,tertiary,False,True,93.485,,"LINESTRING (-41.2060367 -20.6031288, -41.2051476 -20.603248)",,,,
656859184,Rua Frei Manoel,residential,False,False,58.251,,"LINESTRING (-41.2060367 -20.6031288, -41.2061173 -20.6036472)",,,,
656859185,Rua Antônio Nunes Galvão,residential,False,False,55.945,,"LINESTRING (-41.2060367 -20.6031288, -41.2065693 -20.603061)",,,,
321563054,Rua Bernardino Monteiro,residential,False,False,60.062,,"LINESTRING (-41.2051476 -20.603248, -41.2052425 -20.6037808)",,,,
321563054,Rua Bernardino Monteiro,residential,False,True,65.79,,"LINESTRING (-41.2051476 -20.603248, -41.2050362 -20.6026656)",,,,
656373201,Rua Carlos Lomba,tertiary,False,False,93.485,,"LINESTRING (-41.2051476 -20.603248, -41.2060367 -20.6031288)",,,,
656373201,Rua Carlos Lomba,tertiary,False,True,110.394,,"LINESTRING (-41.2051476 -20.603248, -41.204103 -20.60342)",,,,
356766806,Rua Carlos Lomba,tertiary,False,True,6.673,,"LINESTRING (-41.204103 -20.60342, -41.2040399 -20.6034306)",,,,
656373201,Rua Carlos Lomba,tertiary,False,False,110.394,,"LINESTRING (-41.204103 -20.60342, -41.2051476 -20.603248)",,,,
"[656373203, 321563007]","['Rua Nestor Gomes', 'Rua Vieira da Cunha']",residential,True,False,177.92700000000002,,"LINESTRING (-41.204103 -20.60342, -41.2039943 -20.602815, -41.2050362 -20.6026656)",,,,
656373200,Avenida João Bley,residential,False,False,152.89000000000001,,"LINESTRING (-41.204103 -20.60342, -41.2041928 -20.6039485, -41.2043269 -20.6047789)",,,,
321563058,Rua Antônio Nunes Galvão,residential,False,True,19.002,,"LINESTRING (-41.2070494 -20.6035337, -41.20717 -20.603662)",,,,
618704277,Rua Antônio Nunes Galvão,residential,True,False,7.88,,"LINESTRING (-41.2070494 -20.6035337, -41.2069756 -20.6035179)",,,,
321562999,Rua Coronel Francisco Athayde,residential,False,False,61.6,,"LINESTRING (-41.2025647 -20.6036923, -41.2031427 -20.6035732)",,,,
321562999,Rua Coronel Francisco Athayde,residential,False,True,11.887,,"LINESTRING (-41.2025647 -20.6036923, -41.2024528 -20.6037137)",,,,
321563002,Rua Ministro Eurico Salles,residential,False,True,128.289,,"LINESTRING (-41.2025647 -20.6036923, -41.2022844 -20.6025688)",,,,
321563075,Rua Doutor Gastão Correia de Lima,residential,False,False,92.255,,"LINESTRING (-41.2061173 -20.6036472, -41.2052425 -20.6037808)",,,,
321563075,Rua Doutor Gastão Correia de Lima,residential,False,True,90.484,,"LINESTRING (-41.2061173 -20.6036472, -41.2069756 -20.6035179)",,,,
656859184,Rua Frei Manoel,residential,False,False,56.972,,"LINESTRING (-41.2061173 -20.6036472, -41.2062181 -20.6041508)",,,,
656859184,Rua Frei Manoel,residential,False,True,58.251,,"LINESTRING (-41.2061173 -20.6036472, -41.2060367 -20.6031288)",,,,
321563058,Rua Antônio Nunes Galvão,residential,False,False,19.002,,"LINESTRING (-41.20717 -20.603662, -41.2070494 -20.6035337)",,,,
321563058,Rua Antônio Nunes Galvão,residential,False,True,65.997,,"LINESTRING (-41.20717 -20.603662, -41.2075802 -20.6041146)",,,,
321563091,Rua Manoel Stofel,residential,False,True,213.189,,"LINESTRING (-41.20717 -20.603662, -41.2075074 -20.6033399, -41.2075604 -20.6032881, -41.207597 -20.6032591, -41.2076488 -20.6032252, -41.2077125 -20.6032045, -41.2078063 -20.6031963, -41.2079011 -20.6031912, -41.2079565 -20.6031785, -41.2079693 -20.6031471, -41.2079611 -20.6030885, -41.2079301 -20.6030375, -41.2078925 -20.60297, -41.2074932 -20.6022976)",,,,
321563087,Rua Aureo Machado,residential,False,True,181.131,,"LINESTRING (-41.2013236 -20.6039225, -41.2014618 -20.6055463)",,,,
321562999,Rua Coronel Francisco Athayde,residential,False,False,59.608,,"LINESTRING (-41.2013236 -20.6039225, -41.2013818 -20.603904, -41.2018847 -20.6038179)",,,,
321563093,Rua Jocarly Garcia,residential,False,False,199.524,,"LINESTRING (-41.2013236 -20.6039225, -41.2012109 -20.6040972, -41.201062 -20.6043608, -41.2008641 -20.6047042, -41.2008233 -20.6047977, -41.2008085 -20.6048467, -41.2008025 -20.6049095, -41.2008085 -20.6049747, -41.2008769 -20.6055929)",,30,,
321563058,Rua Antônio Nunes Galvão,residential,False,False,65.997,,"LINESTRING (-41.2075802 -20.6041146, -41.20717 -20.603662)",,,,
466067811,Rua Moura,residential,False,False,28.128,,"LINESTRING (-41.2075802 -20.6041146, -41.2078208 -20.6039994)",,,,
466067811,Rua Moura,residential,False,True,33.46,,"LINESTRING (-41.2075802 -20.6041146, -41.207297 -20.604257)",,,,
321563036,Rua Francisco Lovato,residential,False,False,61.605,,"LINESTRING (-41.207297 -20.604257, -41.2075683 -20.6047494)",,,,
466067811,Rua Moura,residential,False,False,33.46,,"LINESTRING (-41.207297 -20.604257, -41.2075802 -20.6041146)",,,,
466067811,Rua Moura,residential,False,True,62.758,,"LINESTRING (-41.207297 -20.604257, -41.2067571 -20.6045083)",,,,
321563040,Rua Antônio Nunes Galvão,residential,False,False,64.188,,"LINESTRING (-41.2067571 -20.6045083, -41.2070466 -20.605018)",,,,
466067811,Rua Moura,residential,False,False,62.758,,"LINESTRING (-41.2067571 -20.6045083, -41.207297 -20.604257)",,,,
466067811,Rua Moura,residential,False,True,48.27,,"LINESTRING (-41.2067571 -20.6045083, -41.2063399 -20.6046979)",,,,
321563036,Rua Francisco Lovato,residential,False,True,61.605,,"LINESTRING (-41.2075683 -20.6047494, -41.207297 -20.604257)",,,,
321563085,Rua Darly Cassimiro da Silva,residential,False,False,61.972,,"LINESTRING (-41.2075683 -20.6047494, -41.2070466 -20.605018)",,,,
"[321563066, 321563085, 321563078]","['Rua Darly Cassimiro da Silva', 'Rua Artur Venturin', 'Rua Adelina Pigatti Lopes']",residential,False,True,322.72,,"LINESTRING (-41.2075683 -20.6047494, -41.2082161 -20.6044042, -41.2084816 -20.6042887, -41.2085943 -20.6045924, -41.2086197 -20.6046728, -41.2086279 -20.6047242, -41.2086185 -20.6047682, -41.2085997 -20.6048009, -41.2085688 -20.6048272, -41.207276 -20.6054304)",,,,
466067811,Rua Moura,residential,False,False,48.27,,"LINESTRING (-41.2063399 -20.6046979, -41.2067571 -20.6045083)",,,,
466067811,Rua Moura,residential,False,True,104.68,,"LINESTRING (-41.2063399 -20.6046979, -41.2054651 -20.6051624)",,,,
656859184,Rua Frei Manoel,residential,False,True,62.142,,"LINESTRING (-41.2063399 -20.6046979, -41.2062181 -20.6041508)",,,,
321563040,Rua Antônio Nunes Galvão,residential,False,False,51.7,,"LINESTRING (-41.2070466 -20.605018, -41.207276 -20.6054304)",,,,
321563040,Rua Antônio Nunes Galvão,residential,False,True,64.188,,"LINESTRING (-41.2070466 -20.605018, -41.2067571 -20.6045083)",,,,
321563085,Rua Darly Cassimiro da Silva,residential,False,False,98.701,,"LINESTRING (-41.2070466 -20.605018, -41.2061817 -20.605382)",,,,
321563085,Rua Darly Cassimiro da Silva,residential,False,True,61.972,,"LINESTRING (-41.2070466 -20.605018, -41.2075683 -20.6047494)",,,,
293540932,Rua Lidyo Machado,residential,False,False,60.616,,"LINESTRING (-41.2048982 -20.6053092, -41.2054787 -20.6052653)",,,,
293540932,Rua Lidyo Machado,residential,False,True,52.452,,"LINESTRING (-41.2048982 -20.6053092, -41.2043959 -20.6053474)",,,,
321563080,Rua Jerônimo Monteiro,residential,False,True,62.37,,"LINESTRING (-41.2048982 -20.6053092, -41.2048606 -20.6047494)",,,,
293540932,Rua Lidyo Machado,residential,False,False,52.452,,"LINESTRING (-41.2043959 -20.6053474, -41.2048982 -20.6053092)",,,,
293540932,Rua Lidyo Machado,residential,False,True,70.751,,"LINESTRING (-41.2043959 -20.6053474, -41.2037186 -20.6054015)",,,,
656373200,Avenida João Bley,residential,False,True,63.621,,"LINESTRING (-41.2043959 -20.6053474, -41.2043269 -20.6047789)",,,,
321563044,Rua Pedro Benedito Pancrácio,residential,False,False,36.328,,"LINESTRING (-41.2061817 -20.605382, -41.2062231 -20.6057064)",,20,2,
321563085,Rua Darly Cassimiro da Silva,residential,False,False,39.899,,"LINESTRING (-41.2061817 -20.605382, -41.2058424 -20.605549)",,,,
