osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,width,geometry
399677957,,Rua Deputado Fernando Ferrari,tertiary,False,False,108.08,,,,"LINESTRING (-54.1745523 -29.6138656, -54.1741955 -29.6132348, -54.1740561 -29.6129946)"
202076403,,Rua Coronel Froelich,residential,False,False,132.701,,,,"LINESTRING (-54.1748191 -29.6169342, -54.1756939 -29.6178539)"
202076403,,Rua Coronel Froelich,residential,False,True,18.221,,,,"LINESTRING (-54.1748191 -29.6169342, -54.1747051 -29.6168037)"
202076406,,Rua José Floriano Noetzold,residential,False,False,96.706,,,,"LINESTRING (-54.1748191 -29.6169342, -54.1740467 -29.6174869)"
202076406,,Rua José Floriano Noetzold,residential,False,True,96.706,,,,"LINESTRING (-54.1740467 -29.6174869, -54.1748191 -29.6169342)"
202076414,,Rua Armindo Valdemar Werberich,residential,False,False,111.195,,,,"LINESTRING (-54.1740467 -29.6174869, -54.1747812 -29.6182565)"
202092879,,Rua Jerônimo Gomes,residential,False,True,113.108,,,,"LINESTRING (-54.1798702 -29.6115314, -54.1804075 -29.612435)"
399677964,,Rua Dom Pedro II,residential,False,False,84.749,,,,"LINESTRING (-54.1798702 -29.6115314, -54.1790852 -29.6118707)"
399677964,,Rua Dom Pedro II,residential,False,True,176.389,,,,"LINESTRING (-54.1798702 -29.6115314, -54.1806141 -29.6111851, -54.1811827 -29.6109262, -54.1814831 -29.6107898)"
202092875,,Rua Beno Diefenbach,residential,False,False,115.32,,,,"LINESTRING (-54.1790852 -29.6118707, -54.1796538 -29.6127824)"
202092875,,Rua Beno Diefenbach,residential,False,True,100.702,,,,"LINESTRING (-54.1790852 -29.6118707, -54.1786406 -29.6110517)"
399677964,,Rua Dom Pedro II,residential,False,False,79.754,,,,"LINESTRING (-54.1790852 -29.6118707, -54.1783553 -29.612205)"
399677964,,Rua Dom Pedro II,residential,False,True,84.749,,,,"LINESTRING (-54.1790852 -29.6118707, -54.1798702 -29.6115314)"
202092864,,Rua Professora Rhea Silvia Trein Rosa,residential,False,True,133.123,,,,"LINESTRING (-54.1836784 -29.6119353, -54.1824339 -29.6124478)"
202092870,,,residential,False,False,82.468,,,,"LINESTRING (-54.1804075 -29.612435, -54.1796538 -29.6127824)"
202092870,,,residential,False,True,43.502,,,,"LINESTRING (-54.1804075 -29.612435, -54.1808045 -29.6122508)"
202092879,,Rua Jerônimo Gomes,residential,False,False,113.108,,,,"LINESTRING (-54.1804075 -29.612435, -54.1798702 -29.6115314)"
202092879,,Rua Jerônimo Gomes,residential,False,True,89.601,,,,"LINESTRING (-54.1804075 -29.612435, -54.1806623 -29.6128547, -54.1808233 -29.6131549)"
202092864,,Rua Professora Rhea Silvia Trein Rosa,residential,False,False,133.123,,,,"LINESTRING (-54.1824339 -29.6124478, -54.1836784 -29.6119353)"
570574447,,Rua Siqueira Campos,residential,False,True,92.953,,,,"LINESTRING (-54.1824339 -29.6124478, -54.1828752 -29.6131905)"
734611226,,,residential,False,False,53.484,,,,"LINESTRING (-54.1824339 -29.6124478, -54.181931 -29.6126483)"
"[202092882, 570574455]",,Rua Siqueira Campos,residential,False,False,206.011,,,,"LINESTRING (-54.1824339 -29.6124478, -54.1819927 -29.6116952, -54.1814831 -29.6107898)"
202092870,,,residential,False,False,81.949,,,,"LINESTRING (-54.1796538 -29.6127824, -54.1789055 -29.6131287)"
202092870,,,residential,False,True,82.468,,,,"LINESTRING (-54.1796538 -29.6127824, -54.1804075 -29.612435)"
202092875,,Rua Beno Diefenbach,residential,False,False,89.641,,,,"LINESTRING (-54.1796538 -29.6127824, -54.1800642 -29.6135053)"
202092875,,Rua Beno Diefenbach,residential,False,True,115.32,,,,"LINESTRING (-54.1796538 -29.6127824, -54.1790852 -29.6118707)"
570574447,,Rua Siqueira Campos,residential,False,False,92.953,,,,"LINESTRING (-54.1828752 -29.6131905, -54.1824339 -29.6124478)"
570574450,,Rua Valério Paiva,residential,False,False,176.784,,,,"LINESTRING (-54.1828752 -29.6131905, -54.181243 -29.6139075)"
570574457,,Rua Siqueira Campos,residential,False,True,4.073,,,,"LINESTRING (-54.1828752 -29.6131905, -54.1828944 -29.6132231)"
202092871,,,residential,False,False,83.085,,,,"LINESTRING (-54.1808233 -29.6131549, -54.1800642 -29.6135053)"
202092879,,Rua Jerônimo Gomes,residential,False,True,93.002,,,,"LINESTRING (-54.1808233 -29.6131549, -54.181243 -29.6139075)"
202092879,,Rua Jerônimo Gomes,residential,False,False,89.601,,,,"LINESTRING (-54.1808233 -29.6131549, -54.1806623 -29.6128547, -54.1804075 -29.612435)"
202092871,,,residential,False,False,82.135,,,,"LINESTRING (-54.1800642 -29.6135053, -54.1793245 -29.6138687)"
202092871,,,residential,False,True,83.085,,,,"LINESTRING (-54.1800642 -29.6135053, -54.1808233 -29.6131549)"
202092875,,Rua Beno Diefenbach,residential,False,False,92.781,,,,"LINESTRING (-54.1800642 -29.6135053, -54.1805094 -29.6142445)"
202092875,,Rua Beno Diefenbach,residential,False,True,89.641,,,,"LINESTRING (-54.1800642 -29.6135053, -54.1796538 -29.6127824)"
191081730,,Rua General Osório,residential,False,False,88.163,,,,"LINESTRING (-54.1793245 -29.6138687, -54.1797504 -29.6145698)"
191081730,,Rua General Osório,residential,False,True,91.714,,,,"LINESTRING (-54.1793245 -29.6138687, -54.1789055 -29.6131287)"
202092871,,,residential,False,True,82.135,,,,"LINESTRING (-54.1793245 -29.6138687, -54.1800642 -29.6135053)"
202092879,,Rua Jerônimo Gomes,residential,False,False,93.002,,,,"LINESTRING (-54.181243 -29.6139075, -54.1808233 -29.6131549)"
202092879,,Rua Jerônimo Gomes,residential,False,True,145.512,,,,"LINESTRING (-54.181243 -29.6139075, -54.1819193 -29.6150766)"
570574450,,Rua Valério Paiva,residential,False,False,80.209,,,,"LINESTRING (-54.181243 -29.6139075, -54.1805094 -29.6142445)"
570574450,,Rua Valério Paiva,residential,False,True,176.784,,,,"LINESTRING (-54.181243 -29.6139075, -54.1828752 -29.6131905)"
202092875,,Rua Beno Diefenbach,residential,False,True,92.781,,,,"LINESTRING (-54.1805094 -29.6142445, -54.1800642 -29.6135053)"
570574450,,Rua Valério Paiva,residential,False,False,81.804,,,,"LINESTRING (-54.1805094 -29.6142445, -54.1797504 -29.6145698)"
570574450,,Rua Valério Paiva,residential,False,True,80.209,,,,"LINESTRING (-54.1805094 -29.6142445, -54.181243 -29.6139075)"
202092874,,Rua Valério Paiva,residential,False,False,133.343,,,,"LINESTRING (-54.1759229 -29.6162405, -54.1747051 -29.6168037)"
202092874,,Rua Valério Paiva,residential,False,True,101.112,,,,"LINESTRING (-54.1759229 -29.6162405, -54.176859 -29.6158348)"
399677957,,Rua Deputado Fernando Ferrari,tertiary,False,False,179.561,,,,"LINESTRING (-54.1759229 -29.6162405, -54.1750981 -29.6147936)"
399677957,,Rua Deputado Fernando Ferrari,tertiary,False,True,150.049,,,,"LINESTRING (-54.1759229 -29.6162405, -54.1766149 -29.6174484)"
202076403,,Rua Coronel Froelich,residential,False,False,18.221,,,,"LINESTRING (-54.1747051 -29.6168037, -54.1748191 -29.6169342)"
202092874,,Rua Valério Paiva,residential,False,True,133.343,,,,"LINESTRING (-54.1747051 -29.6168037, -54.1759229 -29.6162405)"
202092875,,Rua Beno Diefenbach,residential,False,False,100.702,,,,"LINESTRING (-54.1786406 -29.6110517, -54.1790852 -29.6118707)"
825289518,,,residential,False,False,81.687,,,,"LINESTRING (-54.1786406 -29.6110517, -54.1778791 -29.6113701)"
191081742,,Rua Siqueira Campos,residential,False,False,87.736,,,,"LINESTRING (-54.1839319 -29.6150641, -54.1835444 -29.6143506)"
202092870,,,residential,False,False,43.502,,,,"LINESTRING (-54.1808045 -29.6122508, -54.1804075 -29.612435)"
734611226,,,residential,False,True,53.484,,,,"LINESTRING (-54.181931 -29.6126483, -54.1824339 -29.6124478)"
825289716,,,residential,False,False,30.124,,,,"LINESTRING (-54.1743345 -29.6128729, -54.1740561 -29.6129946)"
825289516,,,residential,False,False,17.258,,,,"LINESTRING (-54.1753162 -29.6135079, -54.175476 -29.6134387)"
825289517,,Rua General Osório,residential,False,False,103.624,,,,"LINESTRING (-54.1778791 -29.6113701, -54.1783553 -29.612205)"
825289518,,,residential,False,True,81.687,,,,"LINESTRING (-54.1778791 -29.6113701, -54.1786406 -29.6110517)"
825289519,,,residential,False,True,43.137,,,,"LINESTRING (-54.1778791 -29.6113701, -54.1774815 -29.6115462)"
825289519,,,residential,False,False,43.137,,,,"LINESTRING (-54.1774815 -29.6115462, -54.1778791 -29.6113701)"
