osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,maxspeed,lanes
342358245,True,BR-492;RJ-134,Estrada União e Indústria,primary,False,12.876999999999999,"LINESTRING (-43.1040591 -22.2318153, -43.1041181 -22.2318494, -43.104159 -22.2318842)",,,
"[342358243, 864059204]",True,,Avenida Presidente Vargas,tertiary,False,21.042,"LINESTRING (-43.1040591 -22.2318153, -43.1040916 -22.2317951, -43.1041624 -22.2317508, -43.1042274 -22.2317079)",yes,,
342358240,False,,Alameda Santa Rita,residential,True,554.1499999999999,"LINESTRING (-43.1068607 -22.2318072, -43.1066287 -22.2316434, -43.1064047 -22.2314907, -43.1062746 -22.2314174, -43.1060037 -22.2313206, -43.1054632 -22.2310152, -43.105199 -22.230906, -43.1045935 -22.2306838, -43.1041503 -22.2304889, -43.103756 -22.2303461, -43.1036246 -22.2303188, -43.1034918 -22.2302915, -43.1033765 -22.2302555, -43.1029071 -22.2300494, -43.1025879 -22.2299426, -43.1025061 -22.2299364, -43.1024323 -22.2299501, -43.102195 -22.2300333, -43.1021293 -22.2300519, -43.1020756 -22.2300941, -43.1020381 -22.2301611)",,,
342358245,True,BR-492;RJ-134,Estrada União e Indústria,primary,False,24.315,"LINESTRING (-43.104159 -22.2318842, -43.1043032 -22.2320574)",,,
342365271,True,,,tertiary,False,13.788,"LINESTRING (-43.104159 -22.2318842, -43.1041369 -22.2319171, -43.1041121 -22.231945, -43.1040705 -22.2319755)",,,
342358247,True,BR-492;RJ-134,Estrada União e Indústria,primary,False,16.741999999999997,"LINESTRING (-43.1039592 -22.2319066, -43.103927 -22.2318314, -43.1039002 -22.2317663)",,,
342365264,True,,Rua Moisés Félix,tertiary,False,195.965,"LINESTRING (-43.1039592 -22.2319066, -43.1033865 -22.2315943, -43.1032068 -22.2315155, -43.1028125 -22.231405, -43.1026 -22.2314094, -43.1023458 -22.2314609, -43.1022084 -22.2315285)",,,
342358247,True,BR-492;RJ-134,Estrada União e Indústria,primary,False,3.818,"LINESTRING (-43.1039874 -22.2319289, -43.1039592 -22.2319066)",,,
342365269,True,,,tertiary,False,15.416,"LINESTRING (-43.1039874 -22.2319289, -43.1039927 -22.2318898, -43.1040028 -22.2318631, -43.1040276 -22.2318383, -43.1040591 -22.2318153)",,,
342358247,True,BR-492;RJ-134,Estrada União e Indústria,primary,False,5.377,"LINESTRING (-43.1040705 -22.2319755, -43.1040242 -22.2319531)",,,
342358247,True,BR-492;RJ-134,Estrada União e Indústria,primary,False,25.624,"LINESTRING (-43.1043032 -22.2320574, -43.1040705 -22.2319755)",,,
342358248,False,,Rua Alves Pinto,residential,True,226.615,"LINESTRING (-43.1064489 -22.232197, -43.1057784 -22.2318854, -43.1051749 -22.2316347, -43.1049965 -22.2315403, -43.1045043 -22.2312486)",,,
342365261,True,Rua Moisés Félix,Rua Moisés Félix,tertiary,False,12.864,"LINESTRING (-43.1017584 -22.2311086, -43.1016666 -22.2310301)",,,
342378981,True,,Rua Manoel Fernandes,tertiary,False,16.89,"LINESTRING (-43.1017584 -22.2311086, -43.1016991 -22.2311006, -43.1016575 -22.2311031, -43.1015988 -22.2311229)",,,
"[342365264, 342365258, 342365259]",True,,Rua Moisés Félix,tertiary,False,65.797,"LINESTRING (-43.1022084 -22.2315285, -43.1021252 -22.231451, -43.1018671 -22.2312002, -43.1017802 -22.2311281, -43.1017584 -22.2311086)",yes,,
342368641,True,BR-492;RJ-134,Avenida Ernani de Amaral Peixoto,primary,False,1.276,"LINESTRING (-43.1019658 -22.2328261, -43.1019685 -22.2328149)",,,
342365272,True,,,primary_link,False,10.07,"LINESTRING (-43.1019658 -22.2328261, -43.1019901 -22.232817, -43.1020174 -22.2328134, -43.1020387 -22.2328163, -43.1020595 -22.2328243)",,,
342365253,True,BR-492;RJ-134,Avenida Ernani de Amaral Peixoto,primary,False,9.338000000000001,"LINESTRING (-43.1020595 -22.2328243, -43.1020664 -22.2328516, -43.1020676 -22.2328688, -43.1020672 -22.232889, -43.1020652 -22.2329074)",,,
342365270,True,,,primary_link,False,10.793,"LINESTRING (-43.1020652 -22.2329074, -43.1020414 -22.2329172, -43.1020176 -22.2329214, -43.1019901 -22.2329183, -43.1019643 -22.2329113)",,,
342368635,True,BR-492;RJ-134,Avenida Ernani de Amaral Peixoto,primary,False,33.379999999999995,"LINESTRING (-43.1020652 -22.2329074, -43.1020716 -22.233125, -43.1020702 -22.2332075)",,,
342368641,True,BR-492;RJ-134,Avenida Ernani de Amaral Peixoto,primary,False,9.563,"LINESTRING (-43.1019643 -22.2329113, -43.1019606 -22.2328894, -43.1019603 -22.2328695, -43.1019603 -22.23285, -43.1019658 -22.2328261)",,,
342368633,False,BR-492;RJ-134,Avenida Ernani de Amaral Peixoto,primary,True,69.841,"LINESTRING (-43.1023438 -22.2349641, -43.1021748 -22.2355724)",,30,
342368633,False,BR-492;RJ-134,Avenida Ernani de Amaral Peixoto,primary,False,199.66000000000003,"LINESTRING (-43.1023438 -22.2349641, -43.1023586 -22.2348816, -43.1023814 -22.2347332, -43.1023888 -22.2346296, -43.1023867 -22.2344576, -43.1023774 -22.2343447, -43.1023378 -22.2341342, -43.1022996 -22.2340194, -43.1020702 -22.2332075)",,30,
342368633,False,BR-492;RJ-134,Avenida Ernani de Amaral Peixoto,primary,False,69.841,"LINESTRING (-43.1021748 -22.2355724, -43.1023438 -22.2349641)",,30,
534270244,True,,Rua Antão Barros de Oliveira,residential,False,61.634,"LINESTRING (-43.1021748 -22.2355724, -43.1027703 -22.2356307)",,,
342378978,True,,Rua Moisés Félix,tertiary,False,12.457,"LINESTRING (-43.1015988 -22.2311229, -43.1016666 -22.2310301)",,,
"[342378977, 342378979, 534298029]",False,,Rua Manoel Fernandes,tertiary,True,56.177,"LINESTRING (-43.1015988 -22.2311229, -43.1015378 -22.2312188, -43.1014051 -22.2314435, -43.1013326 -22.2315639)",yes,,
342378980,False,,Rua Manoel Fernandes,tertiary,False,125.55199999999999,"LINESTRING (-43.101395 -22.2344679, -43.1013782 -22.2340802, -43.1013353 -22.2338618, -43.1011677 -22.2333664)",,,2
"[342378977, 342378979, 534298029]",False,,Rua Manoel Fernandes,tertiary,False,56.177,"LINESTRING (-43.1013326 -22.2315639, -43.1014051 -22.2314435, -43.1015378 -22.2312188, -43.1015988 -22.2311229)",yes,,
534298029,False,,Rua Manoel Fernandes,tertiary,True,66.106,"LINESTRING (-43.1013326 -22.2315639, -43.101218 -22.2317129, -43.1011221 -22.2318308, -43.1010564 -22.2319488, -43.1010121 -22.2320735)",,,
342378980,False,,Rua Manoel Fernandes,tertiary,True,149.76,"LINESTRING (-43.1010121 -22.2320735, -43.100933 -22.2322032, -43.1009048 -22.2323113, -43.1009115 -22.232418, -43.1009719 -22.2327693, -43.1010161 -22.2329183, -43.1011677 -22.2333664)",,,2
342870737,False,,Rua Nicanor Garcia da Rosa,residential,False,152.204,"LINESTRING (-43.1010121 -22.2320735, -43.1010269 -22.2322442, -43.1011704 -22.2327631, -43.1012763 -22.2331728, -43.1012763 -22.2332609, -43.1012549 -22.2333131, -43.1011677 -22.2333664)",,,
534298029,False,,Rua Manoel Fernandes,tertiary,False,66.106,"LINESTRING (-43.1010121 -22.2320735, -43.1010564 -22.2319488, -43.1011221 -22.2318308, -43.101218 -22.2317129, -43.1013326 -22.2315639)",,,
342378980,False,,Rua Manoel Fernandes,tertiary,False,149.76000000000002,"LINESTRING (-43.1011677 -22.2333664, -43.1010161 -22.2329183, -43.1009719 -22.2327693, -43.1009115 -22.232418, -43.1009048 -22.2323113, -43.100933 -22.2322032, -43.1010121 -22.2320735)",,,2
342870737,False,,Rua Nicanor Garcia da Rosa,residential,True,152.204,"LINESTRING (-43.1011677 -22.2333664, -43.1012549 -22.2333131, -43.1012763 -22.2332609, -43.1012763 -22.2331728, -43.1011704 -22.2327631, -43.1010269 -22.2322442, -43.1010121 -22.2320735)",,,
342378980,False,,Rua Manoel Fernandes,tertiary,True,125.55199999999999,"LINESTRING (-43.1011677 -22.2333664, -43.1013353 -22.2338618, -43.1013782 -22.2340802, -43.101395 -22.2344679)",,,2
343103545,False,,Rua João Pedro da Silveira,residential,False,39.699,"LINESTRING (-43.1028568 -22.2352831, -43.102838 -22.2353887, -43.1028246 -22.2354327, -43.1027703 -22.2356307)",,,
343103545,False,,Rua João Pedro da Silveira,residential,True,39.699,"LINESTRING (-43.1027703 -22.2356307, -43.1028246 -22.2354327, -43.102838 -22.2353887, -43.1028568 -22.2352831)",,,
342365273,True,,,tertiary,False,45.929,"LINESTRING (-43.1019685 -22.2328149, -43.1019676 -22.2326812, -43.1019717 -22.2325589, -43.1019925 -22.2324031)",,,
342368641,True,BR-492;RJ-134,Avenida Ernani de Amaral Peixoto,primary,False,31.335,"LINESTRING (-43.1019685 -22.2328149, -43.1020035 -22.2326713, -43.1020193 -22.2326173, -43.1020501 -22.232544)",,,
342358247,True,BR-492;RJ-134,Estrada União e Indústria,primary,False,4.646,"LINESTRING (-43.1040242 -22.2319531, -43.1039874 -22.2319289)",,,
864048798,False,,,unclassified,False,487.902,"LINESTRING (-43.1040242 -22.2319531, -43.1039464 -22.2320344, -43.1039438 -22.2320791, -43.1039719 -22.2321201, -43.1044011 -22.2325744, -43.1044799 -22.2326964, -43.1044876 -22.232729, -43.1044799 -22.2327628, -43.1044249 -22.2327988, -43.1043766 -22.2327966, -43.1043424 -22.2327858, -43.1037949 -22.2325173, -43.1035361 -22.2324168, -43.1034261 -22.2323969, -43.1033336 -22.2324031, -43.1032196 -22.2324714, -43.1031686 -22.232562, -43.1031458 -22.2326626, -43.1031619 -22.232778, -43.1032578 -22.2329462, -43.1033081 -22.2330778, -43.1033282 -22.2331957, -43.1034207 -22.234012, -43.1034502 -22.2341907, -43.1035066 -22.2343595, -43.1035683 -22.2344812)",,,
342365273,True,,,tertiary,False,100.118,"LINESTRING (-43.1019925 -22.2324031, -43.1020112 -22.2322684, -43.102034 -22.2320996, -43.102091 -22.2318854, -43.1021453 -22.2317563, -43.1021722 -22.231675, -43.1022084 -22.2315285)",,,
342365251,False,BR-492;RJ-134,Estrada União e Indústria,primary,True,5.373,"LINESTRING (-43.1020591 -22.2324964, -43.1020501 -22.232544)",,,
"[342365250, 342365251, 864059202, 342365254]",False,BR-492;RJ-134,Estrada União e Indústria,primary,False,266.46200000000005,"LINESTRING (-43.1020591 -22.2324964, -43.1021065 -22.2322405, -43.1021614 -22.2320741, -43.1022526 -22.2319078, -43.1024028 -22.2317241, -43.1025678 -22.2315863, -43.1027877 -22.2314994, -43.1029983 -22.2314559, -43.1032746 -22.2314621, -43.1034791 -22.2315093, -43.1036071 -22.231572, -43.1037118 -22.2316322, -43.1038683 -22.2317444, -43.1039002 -22.2317663)",yes,,
862495689,True,,,primary_link,False,12.504,"LINESTRING (-43.1020591 -22.2324964, -43.1020421 -22.2324764, -43.102024 -22.2324565, -43.1020079 -22.2324335, -43.1019925 -22.2324031)",,,
"[342358241, 342358242]",False,,Avenida Presidente Vargas,tertiary,"[False, True]",58.494,"LINESTRING (-43.1045043 -22.2312486, -43.1044581 -22.2313318, -43.1042274 -22.2317079)",yes,,
342358241,False,,Avenida Presidente Vargas,tertiary,True,297.1,"LINESTRING (-43.1045043 -22.2312486, -43.1045432 -22.2311629, -43.1045325 -22.2311071, -43.1045003 -22.2310686, -43.1040645 -22.2308302, -43.1033456 -22.2305112, -43.1029943 -22.2303622, -43.1025772 -22.2302468, -43.1020381 -22.2301611)",,,
342358248,False,,Rua Alves Pinto,residential,False,226.615,"LINESTRING (-43.1045043 -22.2312486, -43.1049965 -22.2315403, -43.1051749 -22.2316347, -43.1057784 -22.2318854, -43.1064489 -22.232197)",,,
864048798,False,,,unclassified,True,487.90199999999993,"LINESTRING (-43.1035683 -22.2344812, -43.1035066 -22.2343595, -43.1034502 -22.2341907, -43.1034207 -22.234012, -43.1033282 -22.2331957, -43.1033081 -22.2330778, -43.1032578 -22.2329462, -43.1031619 -22.232778, -43.1031458 -22.2326626, -43.1031686 -22.232562, -43.1032196 -22.2324714, -43.1033336 -22.2324031, -43.1034261 -22.2323969, -43.1035361 -22.2324168, -43.1037949 -22.2325173, -43.1043424 -22.2327858, -43.1043766 -22.2327966, -43.1044249 -22.2327988, -43.1044799 -22.2327628, -43.1044876 -22.232729, -43.1044799 -22.2326964, -43.1044011 -22.2325744, -43.1039719 -22.2321201, -43.1039438 -22.2320791, -43.1039464 -22.2320344, -43.1040242 -22.2319531)",,,
