osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,bridge,geometry
76797478,2,2 Avenue South East,secondary,False,True,98.91499999999999,PR 262,,,"LINESTRING (-99.8371571 50.2472056, -99.8378867 50.2472106, -99.838548 50.247202)"
76795006,2,3 Avenue South East,residential,False,True,108.704,,,,"LINESTRING (-99.835537 50.2460121, -99.8370657 50.2460101)"
76795533,2,3 Avenue South East,residential,False,True,77.793,,,,"LINESTRING (-99.835537 50.2460121, -99.834443 50.246011)"
76799087,2,2 Street South East,residential,False,False,132.012,,,,"LINESTRING (-99.835537 50.2460121, -99.8355718 50.2471991)"
76794317,2,3 Avenue South West,primary,False,True,13.998,16A;262,50,,"LINESTRING (-99.8385102 50.2459997, -99.8387067 50.2460073)"
76795006,2,3 Avenue South East,residential,False,False,102.723,,,,"LINESTRING (-99.8385102 50.2459997, -99.8370657 50.2460101)"
76795292,2,Main Street,primary,True,False,103.833,16A;262,50,,"LINESTRING (-99.8385102 50.2459997, -99.8385395 50.2469333)"
76800770,2,Centre Avenue,residential,False,False,130.647,,,,"LINESTRING (-99.8416412 50.2493768, -99.8398041 50.249399)"
76800572,2,2 Street North West,residential,False,False,80.025,,,,"LINESTRING (-99.8416412 50.2493768, -99.8416775 50.25, -99.841681 50.25006, -99.841682 50.250096)"
"[76799785, 76800770]",2,"['3 Street North West', 'Centre Avenue']",residential,False,"[False, True]",233.182,,,,"LINESTRING (-99.8416412 50.2493768, -99.8435764 50.2493537, -99.843873 50.2494685, -99.843895 50.249918, -99.8439369 50.25, -99.843968 50.250061, -99.8439543 50.2500975)"
76794317,2,3 Avenue South West,primary,False,False,13.998,16A;262,50,,"LINESTRING (-99.8387067 50.2460073, -99.8385102 50.2459997)"
76794317,2,3 Avenue South West,primary,False,True,176.615,16A;262,50,,"LINESTRING (-99.8387067 50.2460073, -99.8411879 50.2459354)"
76795737,2,,residential,False,True,14.962,,,,"LINESTRING (-99.8385567 50.2478521, -99.8387671 50.2478506)"
76797558,2,Main Street,primary,True,False,45.015,16A,50,,"LINESTRING (-99.8385567 50.2478521, -99.8385778 50.2482567)"
76796256,2,2 Avenue South West,residential,False,True,184.504,,,,"LINESTRING (-99.8412047 50.2468886, -99.8437988 50.2468518)"
76799504,2,1 Street South West,residential,False,True,105.998,,,,"LINESTRING (-99.8412047 50.2468886, -99.8411879 50.2459354)"
76796256,2,2 Avenue South West,residential,False,False,175.709,,,,"LINESTRING (-99.8412047 50.2468886, -99.8391014 50.2469218, -99.8387346 50.2469314)"
76796935,2,1 Street South East,residential,False,True,8.007,,,,"LINESTRING (-99.8371919 50.2484106, -99.8371907 50.2483386)"
76799875,2,1 Avenue South East,residential,True,False,98.881,,,,"LINESTRING (-99.8371919 50.2484106, -99.8383842 50.248411, -99.8385802 50.2483916)"
76795533,2,3 Avenue South East,residential,False,False,77.793,,,,"LINESTRING (-99.834443 50.246011, -99.835537 50.2460121)"
76795847,2,2 Street South West,residential,False,False,107.018,,,,"LINESTRING (-99.8437537 50.2458898, -99.8437988 50.2468518)"
76794659,2,3 Avenue South West,residential,False,False,182.572,,,,"LINESTRING (-99.8437537 50.2458898, -99.842842 50.2458874, -99.8411879 50.2459354)"
76797478,2,2 Avenue South East,secondary,False,True,13.848,PR 262,,,"LINESTRING (-99.838548 50.247202, -99.8387426 50.2471972)"
76797558,2,Main Street,primary,True,False,72.291,16A,50,,"LINESTRING (-99.838548 50.247202, -99.8385567 50.2478521)"
76797478,2,2 Avenue South East,secondary,False,False,98.91499999999999,PR 262,,,"LINESTRING (-99.838548 50.247202, -99.8378867 50.2472106, -99.8371571 50.2472056)"
76794520,2,1 Avenue South East,residential,True,False,15.334,,,,"LINESTRING (-99.8387741 50.2483138, -99.8385778 50.2482567)"
76796896,2,Main Street,primary,True,False,51.508,16A,50,,"LINESTRING (-99.8387741 50.2483138, -99.8387671 50.2478506)"
76794317,2,3 Avenue South West,primary,False,False,176.615,16A;262,50,,"LINESTRING (-99.8411879 50.2459354, -99.8387067 50.2460073)"
76799504,2,1 Street South West,residential,False,False,105.998,,,,"LINESTRING (-99.8411879 50.2459354, -99.8412047 50.2468886)"
76794659,2,3 Avenue South West,residential,False,True,182.572,,,,"LINESTRING (-99.8411879 50.2459354, -99.842842 50.2458874, -99.8437537 50.2458898)"
76799875,2,1 Avenue South East,residential,True,False,16.277,,,,"LINESTRING (-99.8385802 50.2483916, -99.8387741 50.2483138)"
"[76800808, 76800499, 76797558]",2,Main Street,primary,True,False,113.037,16A,50,yes,"LINESTRING (-99.8385802 50.2483916, -99.838595 50.2486581, -99.8386007 50.2487602, -99.8386097 50.2492728, -99.8386261 50.2494075)"
76800499,2,Main Street,primary,True,False,128.009,16A,50,,"LINESTRING (-99.8387301 50.2521319, -99.8387643 50.2532829)"
77442481,2,3 Avenue North East,residential,False,False,101.723,,,,"LINESTRING (-99.8387301 50.2521319, -99.8372997 50.2521512)"
"[77442481, 77440908]",2,"['3 Avenue North East', '3 Avenue North West']",residential,False,True,13.958,,,,"LINESTRING (-99.8387301 50.2521319, -99.8388195 50.2521313, -99.8389264 50.2521305)"
77440268,2,4 Avenue North East,residential,False,True,104.107,,,,"LINESTRING (-99.8373013 50.253322, -99.8387643 50.2532829)"
77442649,2,1 Street North East,residential,False,True,130.187,,,,"LINESTRING (-99.8373013 50.253322, -99.8372997 50.2521512)"
77442390,2,,residential,False,True,161.566,,,,"LINESTRING (-99.8439543 50.2500975, -99.841682 50.250096)"
"[76799785, 76800770]",2,"['3 Street North West', 'Centre Avenue']",residential,False,"[False, True]",233.182,,,,"LINESTRING (-99.8439543 50.2500975, -99.843968 50.250061, -99.8439369 50.25, -99.843895 50.249918, -99.843873 50.2494685, -99.8435764 50.2493537, -99.8416412 50.2493768)"
77441677,2,3 Street North East,residential,False,False,128.04,,,,"LINESTRING (-99.8341101 50.2510409, -99.8341723 50.2521917)"
77442473,2,2 Avenue North East,residential,False,True,111.711,,,,"LINESTRING (-99.8341101 50.2510409, -99.8356806 50.2510117)"
"[77442473, 77441341]",2,"['2 Avenue North East', 'Centennial Drive']",residential,False,False,220.61399999999998,,,,"LINESTRING (-99.8341101 50.2510409, -99.8334089 50.251046, -99.8327787 50.2511045, -99.8326307 50.2514653, -99.8326438 50.2522207)"
77441341,2,Centennial Drive,residential,False,True,226.906,,,,"LINESTRING (-99.8317364 50.2540799, -99.8325931 50.2533363, -99.8326539 50.2527962, -99.8326438 50.2522207)"
77440784,2,2 Street North West,residential,False,True,126.008,,,,"LINESTRING (-99.8417508 50.2532073, -99.8417028 50.2520745)"
77441226,2,4 Avenue North West,residential,False,False,110.731,,,,"LINESTRING (-99.8417508 50.2532073, -99.8401945 50.2532456)"
77441226,2,4 Avenue North West,residential,False,True,104.712,,,,"LINESTRING (-99.8417508 50.2532073, -99.8432235 50.2531967)"
77439368,2,3 Street North West,residential,False,True,128.005,,,,"LINESTRING (-99.8432235 50.2531967, -99.8432032 50.2520456)"
77441226,2,4 Avenue North West,residential,False,False,104.712,,,,"LINESTRING (-99.8432235 50.2531967, -99.8417508 50.2532073)"
77441226,2,4 Avenue North West,residential,False,True,102.721,,,,"LINESTRING (-99.8432235 50.2531967, -99.8446682 50.2531862)"
77442473,2,2 Avenue North East,residential,False,False,111.738,,,,"LINESTRING (-99.837251 50.2509734, -99.8356806 50.2510117)"
77442473,2,2 Avenue North East,residential,False,True,102.721,,,,"LINESTRING (-99.837251 50.2509734, -99.8386954 50.250954)"
77442649,2,1 Street North East,residential,False,False,131.011,,,,"LINESTRING (-99.837251 50.2509734, -99.8372997 50.2521512)"
77439368,2,3 Street North West,residential,False,False,128.005,,,,"LINESTRING (-99.8432032 50.2520456, -99.8432235 50.2531967)"
77440908,2,3 Avenue North West,residential,False,False,106.726,,,,"LINESTRING (-99.8432032 50.2520456, -99.8417028 50.2520745)"
77440908,2,3 Avenue North West,residential,False,True,100.734,,,,"LINESTRING (-99.8432032 50.2520456, -99.84462 50.2520443)"
77441516,2,3 Street North West,residential,False,True,101.01,,,,"LINESTRING (-99.8432032 50.2520456, -99.8431732 50.2511374)"
77440268,2,4 Avenue North East,residential,False,False,104.107,,,,"LINESTRING (-99.8387643 50.2532829, -99.8373013 50.253322)"
"[77441226, 77440268]",2,"['4 Avenue North East', '4 Avenue North West']",residential,False,True,14.99,,,,"LINESTRING (-99.8387643 50.2532829, -99.8388739 50.2532774, -99.8389745 50.2532724)"
77439497,2,1 Street North West,residential,False,False,129.01,,,,"LINESTRING (-99.8402099 50.250934, -99.8402444 50.252094)"
77442106,2,2 Avenue North West,residential,False,True,105.648,,,,"LINESTRING (-99.8402099 50.250934, -99.8416848 50.2510493)"
77442106,2,2 Avenue North West,residential,False,False,94.798,,,,"LINESTRING (-99.8402099 50.250934, -99.8394384 50.2509306, -99.8388777 50.2509527)"
77440951,2,2 Street North East,residential,False,False,129.01,,,,"LINESTRING (-99.8356806 50.2510117, -99.835729 50.2521715)"
77442473,2,2 Avenue North East,residential,False,False,111.711,,,,"LINESTRING (-99.8356806 50.2510117, -99.8341101 50.2510409)"
77442473,2,2 Avenue North East,residential,False,True,111.738,,,,"LINESTRING (-99.8356806 50.2510117, -99.837251 50.2509734)"
76800139,2,Main Street,primary,True,False,172.019,16A,50,,"LINESTRING (-99.8388777 50.2509527, -99.8388413 50.2499014, -99.8388224 50.2494061)"
"[77442473, 77442106]",2,"['2 Avenue North East', '2 Avenue North West']",residential,False,False,12.962,,,,"LINESTRING (-99.8388777 50.2509527, -99.8387887 50.2509532, -99.8386954 50.250954)"
77442106,2,2 Avenue North West,residential,False,True,94.798,,,,"LINESTRING (-99.8388777 50.2509527, -99.8394384 50.2509306, -99.8402099 50.250934)"
76800139,2,Main Street,primary,True,False,127.02,16A,50,,"LINESTRING (-99.8389745 50.2532724, -99.8389264 50.2521305)"
77441226,2,4 Avenue North West,residential,False,True,86.79,,,,"LINESTRING (-99.8389745 50.2532724, -99.8401945 50.2532456)"
"[77441226, 77440268]",2,"['4 Avenue North East', '4 Avenue North West']",residential,False,False,14.99,,,,"LINESTRING (-99.8389745 50.2532724, -99.8388739 50.2532774, -99.8387643 50.2532829)"
77441677,2,3 Street North East,residential,False,True,130.006,,,,"LINESTRING (-99.8341927 50.2533608, -99.8341723 50.2521917)"
538525819,2,4 Avenue North East,residential,False,False,39.888,,,,"LINESTRING (-99.8341927 50.2533608, -99.8336317 50.2533648)"
538525819,2,4 Avenue North East,residential,False,True,112.44399999999999,,,,"LINESTRING (-99.8341927 50.2533608, -99.8356122 50.2533381, -99.8357737 50.2533343)"
77440784,2,2 Street North West,residential,False,False,114.004,,,,"LINESTRING (-99.8416848 50.2510493, -99.8417028 50.2520745)"
77442106,2,2 Avenue North West,residential,False,False,105.648,,,,"LINESTRING (-99.8416848 50.2510493, -99.8402099 50.250934)"
"[77441897, 77442106]",2,2 Avenue North West,residential,False,"[False, True]",106.503,,,,"LINESTRING (-99.8416848 50.2510493, -99.8422608 50.2510991, -99.8426815 50.251096, -99.8431732 50.2511374)"
77441516,2,3 Street North West,residential,False,False,101.01,,,,"LINESTRING (-99.8431732 50.2511374, -99.8432032 50.2520456)"
"[77441897, 77440933]",2,"['2 Avenue North West', '4 Street North West']",residential,False,False,170.05900000000003,,,,"LINESTRING (-99.8431732 50.2511374, -99.8433837 50.2511449, -99.8441014 50.2512746, -99.8444259 50.2513802, -99.8445698 50.251586, -99.84462 50.2520443)"
"[77441897, 77442106]",2,2 Avenue North West,residential,False,"[False, True]",106.503,,,,"LINESTRING (-99.8431732 50.2511374, -99.8426815 50.251096, -99.8422608 50.2510991, -99.8416848 50.2510493)"
77440784,2,2 Street North West,residential,False,False,126.008,,,,"LINESTRING (-99.8417028 50.2520745, -99.8417508 50.2532073)"
77440784,2,2 Street North West,residential,False,True,114.004,,,,"LINESTRING (-99.8417028 50.2520745, -99.8416848 50.2510493)"
77440908,2,3 Avenue North West,residential,False,False,103.714,,,,"LINESTRING (-99.8417028 50.2520745, -99.8402444 50.252094)"
77440908,2,3 Avenue North West,residential,False,True,106.726,,,,"LINESTRING (-99.8417028 50.2520745, -99.8432032 50.2520456)"
77440951,2,2 Street North East,residential,False,False,129.337,,,,"LINESTRING (-99.835729 50.2521715, -99.8357737 50.2533343)"
77440951,2,2 Street North East,residential,False,True,129.01,,,,"LINESTRING (-99.835729 50.2521715, -99.8356806 50.2510117)"
77442481,2,3 Avenue North East,residential,False,False,110.703,,,,"LINESTRING (-99.835729 50.2521715, -99.8341723 50.2521917)"
77442481,2,3 Avenue North East,residential,False,True,111.698,,,,"LINESTRING (-99.835729 50.2521715, -99.8372997 50.2521512)"
77442481,2,3 Avenue North East,residential,False,False,111.698,,,,"LINESTRING (-99.8372997 50.2521512, -99.835729 50.2521715)"
77442481,2,3 Avenue North East,residential,False,True,101.723,,,,"LINESTRING (-99.8372997 50.2521512, -99.8387301 50.2521319)"
77442649,2,1 Street North East,residential,False,False,130.187,,,,"LINESTRING (-99.8372997 50.2521512, -99.8373013 50.253322)"
77442649,2,1 Street North East,residential,False,True,131.011,,,,"LINESTRING (-99.8372997 50.2521512, -99.837251 50.2509734)"
77442390,2,,residential,False,False,161.566,,,,"LINESTRING (-99.841682 50.250096, -99.8439543 50.2500975)"
76800572,2,2 Street North West,residential,False,True,80.025,,,,"LINESTRING (-99.841682 50.250096, -99.841681 50.25006, -99.8416775 50.25, -99.8416412 50.2493768)"
"[77442390, 76794903]",2,1 Street North West,residential,False,True,208.714,,,,"LINESTRING (-99.841682 50.250096, -99.8411073 50.2501181, -99.8399291 50.2501176, -99.839816 50.250065, -99.8398148 50.25, -99.8398041 50.249399)"
77439497,2,1 Street North West,residential,False,False,128.101,,,,"LINESTRING (-99.8402444 50.252094, -99.8401945 50.2532456)"
77439497,2,1 Street North West,residential,False,True,129.01,,,,"LINESTRING (-99.8402444 50.252094, -99.8402099 50.250934)"
77440908,2,3 Avenue North West,residential,False,False,93.797,,,,"LINESTRING (-99.8402444 50.252094, -99.8389264 50.2521305)"
77440908,2,3 Avenue North West,residential,False,True,103.714,,,,"LINESTRING (-99.8402444 50.252094, -99.8417028 50.2520745)"
77440997,2,4 Street North West,residential,False,True,127.02,,,,"LINESTRING (-99.8446682 50.2531862, -99.84462 50.2520443)"
77441226,2,4 Avenue North West,residential,False,False,102.721,,,,"LINESTRING (-99.8446682 50.2531862, -99.8432235 50.2531967)"
538525819,2,4 Avenue North East,residential,False,True,39.888,,,,"LINESTRING (-99.8336317 50.2533648, -99.8341927 50.2533608)"
76800499,2,Main Street,primary,True,False,131.0,16A,50,,"LINESTRING (-99.8386954 50.250954, -99.8387301 50.2521319)"
77442473,2,2 Avenue North East,residential,False,False,102.721,,,,"LINESTRING (-99.8386954 50.250954, -99.837251 50.2509734)"
"[77442473, 77442106]",2,"['2 Avenue North East', '2 Avenue North West']",residential,False,True,12.962,,,,"LINESTRING (-99.8386954 50.250954, -99.8387887 50.2509532, -99.8388777 50.2509527)"
77440908,2,3 Avenue North West,residential,False,False,100.734,,,,"LINESTRING (-99.84462 50.2520443, -99.8432032 50.2520456)"
77440997,2,4 Street North West,residential,False,False,127.02,,,,"LINESTRING (-99.84462 50.2520443, -99.8446682 50.2531862)"
"[77441897, 77440933]",2,"['2 Avenue North West', '4 Street North West']",residential,False,True,170.059,,,,"LINESTRING (-99.84462 50.2520443, -99.8445698 50.251586, -99.8444259 50.2513802, -99.8441014 50.2512746, -99.8433837 50.2511449, -99.8431732 50.2511374)"
77439497,2,1 Street North West,residential,False,True,128.101,,,,"LINESTRING (-99.8401945 50.2532456, -99.8402444 50.252094)"
77441226,2,4 Avenue North West,residential,False,False,86.79,,,,"LINESTRING (-99.8401945 50.2532456, -99.8389745 50.2532724)"
77441226,2,4 Avenue North West,residential,False,True,110.731,,,,"LINESTRING (-99.8401945 50.2532456, -99.8417508 50.2532073)"
77441677,2,3 Street North East,residential,False,False,130.006,,,,"LINESTRING (-99.8341723 50.2521917, -99.8341927 50.2533608)"
77441677,2,3 Street North East,residential,False,True,128.04,,,,"LINESTRING (-99.8341723 50.2521917, -99.8341101 50.2510409)"
77442481,2,3 Avenue North East,residential,False,False,108.723,,,,"LINESTRING (-99.8341723 50.2521917, -99.8326438 50.2522207)"
77442481,2,3 Avenue North East,residential,False,True,110.703,,,,"LINESTRING (-99.8341723 50.2521917, -99.835729 50.2521715)"
77442481,2,3 Avenue North East,residential,False,True,108.723,,,,"LINESTRING (-99.8326438 50.2522207, -99.8341723 50.2521917)"
77441341,2,Centennial Drive,residential,False,False,226.906,,,,"LINESTRING (-99.8326438 50.2522207, -99.8326539 50.2527962, -99.8325931 50.2533363, -99.8317364 50.2540799)"
"[77442473, 77441341]",2,"['2 Avenue North East', 'Centennial Drive']",residential,False,True,220.614,,,,"LINESTRING (-99.8326438 50.2522207, -99.8326307 50.2514653, -99.8327787 50.2511045, -99.8334089 50.251046, -99.8341101 50.2510409)"
76800139,2,Main Street,primary,True,False,131.011,16A,50,,"LINESTRING (-99.8389264 50.2521305, -99.8388777 50.2509527)"
77440908,2,3 Avenue North West,residential,False,True,93.797,,,,"LINESTRING (-99.8389264 50.2521305, -99.8402444 50.252094)"
"[77442481, 77440908]",2,"['3 Avenue North East', '3 Avenue North West']",residential,False,False,13.958,,,,"LINESTRING (-99.8389264 50.2521305, -99.8388195 50.2521313, -99.8387301 50.2521319)"
77440951,2,2 Street North East,residential,False,True,129.337,,,,"LINESTRING (-99.8357737 50.2533343, -99.835729 50.2521715)"
538525819,2,4 Avenue North East,residential,False,False,112.44399999999999,,,,"LINESTRING (-99.8357737 50.2533343, -99.8356122 50.2533381, -99.8341927 50.2533608)"
76796256,2,2 Avenue South West,residential,False,False,13.875,,,,"LINESTRING (-99.8387346 50.2469314, -99.8385395 50.2469333)"
76798226,2,Main Street,primary,True,False,102.775,16A;262,50,,"LINESTRING (-99.8387346 50.2469314, -99.8387067 50.2460073)"
76796256,2,2 Avenue South West,residential,False,True,175.709,,,,"LINESTRING (-99.8387346 50.2469314, -99.8391014 50.2469218, -99.8412047 50.2468886)"
