osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access,bridge
95044253,2,Hilton Avenue,tertiary,False,True,12.531,"LINESTRING (-99.9618565 49.8554839, -99.9620313 49.8554837)",,50,,
95044562,2,Parker Boulevard,tertiary,False,True,63.141999999999996,"LINESTRING (-99.9618565 49.8554839, -99.9617641 49.8554843, -99.9616757 49.8554837, -99.9613962 49.8554819, -99.9609758 49.8554859)",,50,,
95043846,2,Rosser Avenue,tertiary,False,False,102.734,"LINESTRING (-99.9661922 49.8484808, -99.9647594 49.8484748)",,,,
95043846,2,Rosser Avenue,tertiary,False,True,98.738,"LINESTRING (-99.9661922 49.8484808, -99.9675693 49.8484783)",,,,
95042042,2,21st Street,residential,False,True,177.373,"LINESTRING (-99.9661922 49.8484808, -99.9661815 49.8479825, -99.9661681 49.8473554, -99.966158 49.8468858)",,,,
95042976,2,21st Street,residential,False,False,67.017,"LINESTRING (-99.9661922 49.8484808, -99.9661909 49.8489002, -99.9661903 49.8490835)",,,,
95042144,2,Assiniboine Avenue,residential,False,True,98.548,"LINESTRING (-99.95552 49.8505729, -99.9541455 49.8505684)",,,,
"[95042970, 95044749]",2,"['14th Street North', 'Assiniboine Avenue']",residential,False,False,142.93699999999998,"LINESTRING (-99.95552 49.8505729, -99.9561626 49.8505698, -99.9565692 49.8505713, -99.9566774 49.850588, -99.9567858 49.850622, -99.9568546 49.8506664, -99.9568926 49.8507433, -99.9568914 49.8508286, -99.956889 49.8510014, -99.9568882 49.8510593)",,,,
95044663,2,13th Street North,residential,False,False,166.815,"LINESTRING (-99.95552 49.8505729, -99.9555199 49.8510022, -99.9555195 49.8518675, -99.9555194 49.8520003, -99.9555194 49.8520731)",,,,
95041700,2,14th Street North,residential,False,False,189.987,"LINESTRING (-99.956889 49.8520764, -99.956862 49.8537849)",,,,
95042267,2,Stickney Avenue,tertiary,False,False,98.19800000000001,"LINESTRING (-99.956889 49.8520764, -99.9561892 49.8520707, -99.9555194 49.8520731)",,,,
95043235,2,14th Street North,residential,False,True,113.097,"LINESTRING (-99.956889 49.8520764, -99.9568889 49.8519948, -99.9568882 49.8510593)",,,,
95043279,2,Stickney Avenue,tertiary,False,False,97.50800000000001,"LINESTRING (-99.956889 49.8520764, -99.9575663 49.8520729, -99.958249 49.8520774)",,,,
95042334,2,22nd Street North,residential,False,False,119.398,"LINESTRING (-99.967522 49.8508498, -99.9675313 49.8514553, -99.9675407 49.8519235)",,,,
1018444903,2,12th Street,residential,False,False,174.337,"LINESTRING (-99.9541555 49.8468914, -99.9541739 49.8484592)",,,,
1018444904,2,Princess Avenue,tertiary,True,False,98.033,"LINESTRING (-99.9541555 49.8468914, -99.9548333 49.8468942, -99.9555227 49.8468965)",,50,,
95042367,2,Maple Avenue,residential,False,True,97.648,"LINESTRING (-99.958224 49.853777, -99.956862 49.8537849)",,,,
95044341,2,Maple Avenue,residential,False,False,99.615,"LINESTRING (-99.958224 49.853777, -99.9596134 49.8537668)",,,,
95044154,2,15th Street North,residential,False,True,189.007,"LINESTRING (-99.958224 49.853777, -99.9582554 49.8524839, -99.958249 49.8520774)",,,,
95043167,2,Stickney Avenue,tertiary,False,False,98.589,"LINESTRING (-99.9541443 49.8520682, -99.9548193 49.8520706, -99.9555194 49.8520731)",,,,
95044318,2,12th Street North,residential,False,False,193.572,"LINESTRING (-99.9541443 49.8520682, -99.954154 49.8527866, -99.9541546 49.853809)",,,,
95044478,2,12th Street North,residential,False,True,166.77100000000002,"LINESTRING (-99.9541443 49.8520682, -99.9541444 49.8519972, -99.9541452 49.8509993, -99.9541455 49.8505684)",,,,
95042144,2,Assiniboine Avenue,residential,False,False,98.548,"LINESTRING (-99.9541455 49.8505684, -99.95552 49.8505729)",,,,
95044478,2,12th Street North,residential,False,False,166.77100000000002,"LINESTRING (-99.9541455 49.8505684, -99.9541452 49.8509993, -99.9541444 49.8519972, -99.9541443 49.8520682)",,,,
95042493,2,Pacific Avenue,residential,False,True,122.92099999999999,"LINESTRING (-99.9599934 49.849557, -99.9598142 49.8495516, -99.9582795 49.8495721)",,50,no,
95042867,2,,unclassified,False,True,314.0920000000001,"LINESTRING (-99.9599934 49.849557, -99.9599978 49.84964, -99.9600087 49.8496996, -99.960017 49.8497347, -99.9600316 49.849777, -99.9600484 49.8498165, -99.9600732 49.8498554, -99.9600949 49.849879, -99.9601251 49.8499047, -99.9601549 49.8499279, -99.960202 49.8499582, -99.9602431 49.8499812, -99.9603057 49.8500128, -99.9603601 49.8500357, -99.960443 49.8500646, -99.9605221 49.8500882, -99.9605796 49.8501014, -99.9606457 49.8501136, -99.9607298 49.8501249, -99.9608293 49.8501325, -99.9610683 49.8501455, -99.9612817 49.8501536, -99.9614471 49.8501569, -99.9615969 49.8501578, -99.9616944 49.8501561, -99.9617715 49.8501531, -99.9618348 49.8501504, -99.9619079 49.8501476, -99.961979 49.8501443, -99.9620516 49.8501405, -99.9621589 49.8501307, -99.9624092 49.8501064, -99.962657 49.8500783, -99.9627937 49.8500627, -99.9628633 49.8500524, -99.9629158 49.8500414, -99.9629546 49.8500313, -99.9630081 49.8500152, -99.9630547 49.8499952, -99.9631177 49.8499628, -99.9631722 49.8499267, -99.9632141 49.8498919, -99.9632487 49.8498497, -99.9632781 49.8498043, -99.9632991 49.8497581, -99.9633089 49.8497213, -99.9633153 49.8496899, -99.9633173 49.8496539, -99.9633201 49.8495694)",,,no,
"[95044752, 288562084]",1,Pacific Avenue,"['residential', 'primary_link']",True,False,149.32600000000002,"LINESTRING (-99.9599934 49.849557, -99.9600822 49.849567, -99.9601874 49.8495751, -99.9602964 49.8495791, -99.9605121 49.849577, -99.9608539 49.8495708, -99.9609663 49.8495691, -99.9614193 49.8495607, -99.9616319 49.8495579, -99.9616735 49.8495606, -99.9617164 49.8495643, -99.961744 49.8495708, -99.9617779 49.8495813, -99.961817 49.8495976, -99.9618483 49.8496181, -99.9618746 49.8496384, -99.9618995 49.8496661, -99.9619244 49.8496946, -99.9619468 49.8497283)",,50,no,
95041840,2,17th Street,residential,True,False,172.753,"LINESTRING (-99.9609833 49.8484416, -99.9609828 49.846888)",,,,
288546563,,17th Street,residential,False,False,74.967,"LINESTRING (-99.9609833 49.8484416, -99.9610007 49.8491157)",,,,
95044644,2,Rosser Avenue,tertiary,True,False,97.781,"LINESTRING (-99.9609833 49.8484416, -99.9603044 49.8484357, -99.9596196 49.8484365)",,50,,
95042157,2,19th Street,residential,False,False,46.506,"LINESTRING (-99.9633823 49.8484772, -99.9633732 49.8488954)",,,,
95043846,2,Rosser Avenue,tertiary,False,True,98.738,"LINESTRING (-99.9633823 49.8484772, -99.9647594 49.8484748)",,,,
95043732,2,19th Street,residential,False,True,178.158,"LINESTRING (-99.9633823 49.8484772, -99.9634052 49.8473458, -99.9633893 49.8468752)",,,,
95043846,2,Rosser Avenue,tertiary,False,False,97.54200000000002,"LINESTRING (-99.9633823 49.8484772, -99.9626845 49.8484408, -99.9621566 49.8484371, -99.9621301 49.8484369, -99.9620242 49.8484362)",,,,
1018444904,2,Princess Avenue,tertiary,True,False,98.55,"LINESTRING (-99.9582483 49.8468866, -99.9589392 49.8468932, -99.9596226 49.8468873)",,50,,
95042958,2,Byng Avenue,residential,False,True,102.71100000000001,"LINESTRING (-99.9582897 49.8511494, -99.9580904 49.8510752, -99.9575665 49.8510683, -99.9568882 49.8510593)",,,,
95044154,2,15th Street North,residential,False,False,103.422,"LINESTRING (-99.9582897 49.8511494, -99.9582606 49.851234, -99.9582501 49.8519956, -99.958249 49.8520774)",,,,
95044746,2,Byng Avenue,residential,False,False,187.15200000000002,"LINESTRING (-99.9582897 49.8511494, -99.959004 49.8514088, -99.9602191 49.8518292, -99.9602791 49.8519209, -99.9603014 49.8520003, -99.960325 49.8520841)",,,,
95043846,2,Rosser Avenue,tertiary,False,False,98.738,"LINESTRING (-99.9647594 49.8484748, -99.9633823 49.8484772)",,,,
95043846,2,Rosser Avenue,tertiary,False,True,102.734,"LINESTRING (-99.9647594 49.8484748, -99.9661922 49.8484808)",,,,
95044542,2,20th Street,residential,False,True,176.701,"LINESTRING (-99.9647594 49.8484748, -99.9647571 49.8479799, -99.9647564 49.847833, -99.9647542 49.8473458, -99.9647524 49.8468857)",,,,
95044550,2,20th Street,residential,False,False,73.011,"LINESTRING (-99.9647594 49.8484748, -99.9647588 49.848908, -99.9647585 49.8491314)",,,,
95043846,2,Rosser Avenue,tertiary,False,True,12.103,"LINESTRING (-99.9618554 49.8484366, -99.9620242 49.8484362)",,,,
95044644,2,Rosser Avenue,tertiary,True,False,62.533,"LINESTRING (-99.9618554 49.8484366, -99.9617334 49.8484383, -99.9615445 49.8484402, -99.9613327 49.8484407, -99.9609833 49.8484416)",,50,,
476877711,2,18th Street,primary,True,False,96.181,"LINESTRING (-99.9618554 49.8484366, -99.9618554 49.8485184, -99.9618613 49.848926, -99.9618685 49.8491451, -99.9618717 49.8493015)",PTH 10,50,,
95044341,2,Maple Avenue,residential,False,True,99.615,"LINESTRING (-99.9596134 49.8537668, -99.958224 49.853777)",,,,
95044734,2,16th Street North,residential,False,False,175.372,"LINESTRING (-99.9596134 49.8537668, -99.9596348 49.8553439)",,,,
95044907,2,Maple Avenue,residential,False,False,98.419,"LINESTRING (-99.9596134 49.8537668, -99.9609858 49.8537882)",,,,
95041890,2,16th Street North,residential,False,True,187.815,"LINESTRING (-99.9596134 49.8537668, -99.9595454 49.8528084, -99.9595352 49.852489, -99.9595222 49.8520789)",,,,
288546566,,16th Street,residential,False,False,75.324,"LINESTRING (-99.9596196 49.8484365, -99.9596222 49.8491139)",,,,
95044644,2,Rosser Avenue,tertiary,True,False,97.469,"LINESTRING (-99.9596196 49.8484365, -99.9589496 49.8484373, -99.9582602 49.848439)",,50,,
95043846,2,Rosser Avenue,tertiary,False,False,12.103,"LINESTRING (-99.9620242 49.8484362, -99.9618554 49.8484366)",,,,
95043846,2,Rosser Avenue,tertiary,False,True,97.542,"LINESTRING (-99.9620242 49.8484362, -99.9621301 49.8484369, -99.9621566 49.8484371, -99.9626845 49.8484408, -99.9633823 49.8484772)",,,,
1005748216,2,18th Street,primary,True,False,173.59300000000002,"LINESTRING (-99.9620242 49.8484362, -99.9620246 49.8483543, -99.9620292 49.8473458, -99.9620215 49.8469759, -99.9620211 49.8469547, -99.9620195 49.8468751)",PTH 10,50,,
95043744,2,22nd Street,residential,False,True,71.02,"LINESTRING (-99.9675681 49.849117, -99.9675685 49.8488986, -99.9675693 49.8484783)",,,,
95041564,2,16th Street,residential,True,False,172.264,"LINESTRING (-99.9596226 49.8468873, -99.9596196 49.8484365)",,,,
1018444904,2,Princess Avenue,tertiary,True,False,97.53,"LINESTRING (-99.9596226 49.8468873, -99.9602992 49.8468891, -99.9609828 49.846888)",,50,,
95042110,2,15th Street,residential,False,False,126.00500000000002,"LINESTRING (-99.9582602 49.848439, -99.9582748 49.8489881, -99.9582742 49.8491122, -99.9582755 49.849225, -99.9582795 49.8495721)",,,,
95044242,2,15th Street,residential,True,False,172.625,"LINESTRING (-99.9582602 49.848439, -99.9582587 49.8473062, -99.9582483 49.8468866)",,,,
95044644,2,Rosser Avenue,tertiary,True,False,98.625,"LINESTRING (-99.9582602 49.848439, -99.9575884 49.8484351, -99.9568847 49.8484361)",,50,,
95042267,2,Stickney Avenue,tertiary,False,True,98.19800000000001,"LINESTRING (-99.9555194 49.8520731, -99.9561892 49.8520707, -99.956889 49.8520764)",,,,
95043167,2,Stickney Avenue,tertiary,False,True,98.589,"LINESTRING (-99.9555194 49.8520731, -99.9548193 49.8520706, -99.9541443 49.8520682)",,,,
95044663,2,13th Street North,residential,False,True,166.815,"LINESTRING (-99.9555194 49.8520731, -99.9555194 49.8520003, -99.9555195 49.8518675, -99.9555199 49.8510022, -99.95552 49.8505729)",,,,
95044509,2,13th Street,residential,False,True,171.67499999999998,"LINESTRING (-99.9555186 49.8484404, -99.9555184 49.848265, -99.9555227 49.8468965)",,,,
95044644,2,Rosser Avenue,tertiary,True,False,96.464,"LINESTRING (-99.9555186 49.8484404, -99.9548316 49.8484603, -99.9541739 49.8484592)",,50,,
95044888,2,13th Street,residential,False,False,124.228,"LINESTRING (-99.9555186 49.8484404, -99.9555191 49.8491088, -99.9555145 49.8495576)",,,,
95044170,2,Princess Avenue,tertiary,False,True,97.744,"LINESTRING (-99.9647524 49.8468857, -99.9633893 49.8468752)",,,,
95044170,2,Princess Avenue,tertiary,False,False,100.80199999999999,"LINESTRING (-99.9647524 49.8468857, -99.964892 49.8468907, -99.9653286 49.846889, -99.9654432 49.8468885, -99.966158 49.8468858)",,,,
95044542,2,20th Street,residential,False,False,176.70100000000002,"LINESTRING (-99.9647524 49.8468857, -99.9647542 49.8473458, -99.9647564 49.847833, -99.9647571 49.8479799, -99.9647594 49.8484748)",,,,
95041601,2,19th Street North,residential,False,True,211.905,"LINESTRING (-99.9633804 49.853798, -99.9633789 49.8528235, -99.9633803 49.8525577, -99.9633812 49.8523851, -99.9633814 49.8523424, -99.9633838 49.8518923)",,,,
95044413,2,19th Street North,residential,False,False,188.047,"LINESTRING (-99.9633804 49.853798, -99.963387 49.854116, -99.9633755 49.8554891)",,,,
95044581,2,Fred Brown Way,residential,False,False,80.12600000000002,"LINESTRING (-99.9633804 49.853798, -99.9631256 49.8537979, -99.9628921 49.8537976, -99.962575 49.8537962, -99.9624187 49.8537947, -99.9623367 49.853793, -99.9622629 49.8537909)",,,,
95044907,2,Maple Avenue,residential,False,True,98.419,"LINESTRING (-99.9609858 49.8537882, -99.9596134 49.8537668)",,,,
"[1017019061, 95041510]",2,Maple Avenue,residential,False,False,43.6,"LINESTRING (-99.9609858 49.8537882, -99.9614431 49.8537918, -99.9615939 49.8537934)",,,,
95042434,2,17th Street North,residential,False,False,188.79,"LINESTRING (-99.9609858 49.8537882, -99.9609944 49.8540176, -99.9609884 49.8544911, -99.9609758 49.8554859)",,,,
"[95041706, 95044028]",2,"['Stickney Avenue', '17th Street North']","['residential', 'tertiary']",False,"[False, True]",234.442,"LINESTRING (-99.9609858 49.8537882, -99.9609696 49.8525178, -99.9609691 49.852496, -99.960961 49.85209, -99.960325 49.8520841)",,,,
95042157,2,19th Street,residential,False,True,46.506,"LINESTRING (-99.9633732 49.8488954, -99.9633823 49.8484772)",,,,
95043279,2,Stickney Avenue,tertiary,False,True,97.50800000000001,"LINESTRING (-99.958249 49.8520774, -99.9575663 49.8520729, -99.956889 49.8520764)",,,,
95043298,2,Stickney Avenue,tertiary,False,False,91.281,"LINESTRING (-99.958249 49.8520774, -99.9592082 49.8520785, -99.9595222 49.8520789)",,,,
95044154,2,15th Street North,residential,False,False,189.007,"LINESTRING (-99.958249 49.8520774, -99.9582554 49.8524839, -99.958224 49.853777)",,,,
95044154,2,15th Street North,residential,False,True,103.422,"LINESTRING (-99.958249 49.8520774, -99.9582501 49.8519956, -99.9582606 49.851234, -99.9582897 49.8511494)",,,,
95041463,2,14th Street North,residential,False,True,145.28,"LINESTRING (-99.9567518 49.8550895, -99.956862 49.8537849)",,,,
95042747,2,Parker Boulevard,tertiary,False,True,188.493,"LINESTRING (-99.9567518 49.8550895, -99.9541463 49.8548621)",,,,
"[95044212, 95042782]",2,Parker Boulevard,tertiary,False,False,209.02100000000002,"LINESTRING (-99.9567518 49.8550895, -99.958289 49.8551767, -99.958457 49.8551916, -99.9589643 49.8552367, -99.9596348 49.8553439)",,,,
95043200,2,McDonald Avenue,tertiary,False,False,100.196,"LINESTRING (-99.9675407 49.8519235, -99.9661437 49.8518985)",,,,
95042334,2,22nd Street North,residential,False,True,119.398,"LINESTRING (-99.9675407 49.8519235, -99.9675313 49.8514553, -99.967522 49.8508498)",,,,
95044888,2,13th Street,residential,False,True,124.228,"LINESTRING (-99.9555145 49.8495576, -99.9555191 49.8491088, -99.9555186 49.8484404)",,,,
95045015,2,Pacific Avenue,residential,False,True,198.252,"LINESTRING (-99.9555145 49.8495576, -99.9569249 49.8495633, -99.9582795 49.8495721)",,50,,
95042958,2,Byng Avenue,residential,False,False,102.71100000000001,"LINESTRING (-99.9568882 49.8510593, -99.9575665 49.8510683, -99.9580904 49.8510752, -99.9582897 49.8511494)",,,,
95043235,2,14th Street North,residential,False,False,113.097,"LINESTRING (-99.9568882 49.8510593, -99.9568889 49.8519948, -99.956889 49.8520764)",,,,
"[95042970, 95044749]",2,"['14th Street North', 'Assiniboine Avenue']",residential,False,True,142.937,"LINESTRING (-99.9568882 49.8510593, -99.956889 49.8510014, -99.9568914 49.8508286, -99.9568926 49.8507433, -99.9568546 49.8506664, -99.9567858 49.850622, -99.9566774 49.850588, -99.9565692 49.8505713, -99.9561626 49.8505698, -99.95552 49.8505729)",,,,
1018444904,2,Princess Avenue,tertiary,True,False,62.17700000000001,"LINESTRING (-99.9609828 49.846888, -99.9611936 49.8468887, -99.961541 49.8468858, -99.9617098 49.8468827, -99.9617397 49.8468821, -99.9618498 49.8468801)",,50,,
95043533,2,Stickney Avenue,tertiary,False,True,57.559,"LINESTRING (-99.960325 49.8520841, -99.9595222 49.8520789)",,,,
"[95041706, 95044028]",2,"['Stickney Avenue', '17th Street North']","['residential', 'tertiary']",False,"[False, True]",234.442,"LINESTRING (-99.960325 49.8520841, -99.960961 49.85209, -99.9609691 49.852496, -99.9609696 49.8525178, -99.9609858 49.8537882)",,,,
95044746,2,Byng Avenue,residential,False,True,187.15200000000002,"LINESTRING (-99.960325 49.8520841, -99.9603014 49.8520003, -99.9602791 49.8519209, -99.9602191 49.8518292, -99.959004 49.8514088, -99.9582897 49.8511494)",,,,
95044509,2,13th Street,residential,False,False,171.67499999999998,"LINESTRING (-99.9555227 49.8468965, -99.9555184 49.848265, -99.9555186 49.8484404)",,,,
1018444904,2,Princess Avenue,tertiary,True,False,97.905,"LINESTRING (-99.9555227 49.8468965, -99.9562053 49.8469017, -99.9568881 49.8469025)",,50,,
95041506,2,McDonald Avenue,tertiary,False,True,5.069,"LINESTRING (-99.9661437 49.8518985, -99.966073 49.8518984)",,,,
95043200,2,McDonald Avenue,tertiary,False,True,100.196,"LINESTRING (-99.9661437 49.8518985, -99.9675407 49.8519235)",,,,
95044364,2,21st Street North,residential,False,True,123.637,"LINESTRING (-99.9661437 49.8518985, -99.9661451 49.8514486, -99.9661622 49.8507867)",,,,
1018444904,2,Princess Avenue,tertiary,True,False,97.545,"LINESTRING (-99.9568881 49.8469025, -99.9582483 49.8468866)",,50,,
95041410,2,14th Street,residential,False,True,170.536,"LINESTRING (-99.9568881 49.8469025, -99.9568912 49.847296, -99.9568961 49.8479262, -99.9568847 49.8484361)",,,,
1018444903,2,12th Street,residential,False,False,72.032,"LINESTRING (-99.9541739 49.8484592, -99.9541735 49.849107)",,,,
1018444903,2,12th Street,residential,False,True,174.337,"LINESTRING (-99.9541739 49.8484592, -99.9541555 49.8468914)",,,,
95041410,2,14th Street,residential,False,False,170.536,"LINESTRING (-99.9568847 49.8484361, -99.9568961 49.8479262, -99.9568912 49.847296, -99.9568881 49.8469025)",,,,
95041410,2,14th Street,residential,False,True,75.005,"LINESTRING (-99.9568847 49.8484361, -99.9569027 49.8489145, -99.9569037 49.8491105)",,,,
95044644,2,Rosser Avenue,tertiary,True,False,97.952,"LINESTRING (-99.9568847 49.8484361, -99.9561933 49.8484398, -99.9560371 49.8484396, -99.9555186 49.8484404)",,50,,
95043902,2,19th Street North,residential,False,False,134.249,"LINESTRING (-99.9633953 49.850685, -99.9633892 49.8514436, -99.9633838 49.8518923)",,,,
95041605,2,Parker Boulevard,tertiary,False,True,97.476,"LINESTRING (-99.9609758 49.8554859, -99.9603483 49.8554338, -99.9602732 49.8554243, -99.9596348 49.8553439)",,,,
95042434,2,17th Street North,residential,False,True,188.79,"LINESTRING (-99.9609758 49.8554859, -99.9609884 49.8544911, -99.9609944 49.8540176, -99.9609858 49.8537882)",,,,
95044562,2,Parker Boulevard,tertiary,False,False,63.142,"LINESTRING (-99.9609758 49.8554859, -99.9613962 49.8554819, -99.9616757 49.8554837, -99.9617641 49.8554843, -99.9618565 49.8554839)",,50,,
95041609,2,McDonald Avenue,tertiary,False,True,101.485,"LINESTRING (-99.9633838 49.8518923, -99.9647993 49.8518955)",,,,
95041601,2,19th Street North,residential,False,False,211.905,"LINESTRING (-99.9633838 49.8518923, -99.9633814 49.8523424, -99.9633812 49.8523851, -99.9633803 49.8525577, -99.9633789 49.8528235, -99.9633804 49.853798)",,,,
95043902,2,19th Street North,residential,False,True,134.249,"LINESTRING (-99.9633838 49.8518923, -99.9633892 49.8514436, -99.9633953 49.850685)",,,,
1005748216,2,18th Street,primary,True,False,96.223,"LINESTRING (-99.9620212 49.8493015, -99.9620242 49.8492362, -99.9620248 49.8488958, -99.9620221 49.8485677, -99.9620217 49.8485172, -99.9620242 49.8484362)",PTH 10,50,,
95042042,2,21st Street,residential,False,False,177.373,"LINESTRING (-99.966158 49.8468858, -99.9661681 49.8473554, -99.9661815 49.8479825, -99.9661922 49.8484808)",,,,
95044170,2,Princess Avenue,tertiary,False,False,98.176,"LINESTRING (-99.966158 49.8468858, -99.9668603 49.8468957, -99.9675269 49.846905)",,,,
95044170,2,Princess Avenue,tertiary,False,True,100.802,"LINESTRING (-99.966158 49.8468858, -99.9654432 49.8468885, -99.9653286 49.846889, -99.964892 49.8468907, -99.9647524 49.8468857)",,,,
95042029,2,20th Street North,residential,False,False,130.482,"LINESTRING (-99.9647709 49.8507222, -99.9647846 49.8514502, -99.9647993 49.8518955)",,,,
95043425,2,Pacific Avenue,residential,False,True,26.593,"LINESTRING (-99.963691 49.8495696, -99.9633201 49.8495694)",,,,
95042747,2,Parker Boulevard,tertiary,False,False,188.493,"LINESTRING (-99.9541463 49.8548621, -99.9567518 49.8550895)",,,,
95044367,2,12th Street North,residential,False,True,117.101,"LINESTRING (-99.9541463 49.8548621, -99.9541546 49.853809)",,,,
95041895,2,Hilton Avenue,residential,False,True,96.366,"LINESTRING (-99.9633755 49.8554891, -99.9621859 49.8554843, -99.9620313 49.8554837)",,50,,
95042715,2,Hilton Avenue,residential,False,False,97.598,"LINESTRING (-99.9633755 49.8554891, -99.9637964 49.8554871, -99.9647368 49.8554951)",,,,
95044413,2,19th Street North,residential,False,True,188.047,"LINESTRING (-99.9633755 49.8554891, -99.963387 49.854116, -99.9633804 49.853798)",,,,
95042819,2,Princess Avenue,tertiary,False,True,12.181,"LINESTRING (-99.9618498 49.8468801, -99.9620195 49.8468751)",,,,
476877711,2,18th Street,primary,True,False,173.076,"LINESTRING (-99.9618498 49.8468801, -99.9618513 49.8469616, -99.961856 49.8478894, -99.9618557 49.8483151, -99.9618557 49.8483479, -99.9618554 49.8484366)",PTH 10,50,,
95044367,2,12th Street North,residential,False,False,117.101,"LINESTRING (-99.9541546 49.853809, -99.9541463 49.8548621)",,,,
95044318,2,12th Street North,residential,False,True,193.572,"LINESTRING (-99.9541546 49.853809, -99.954154 49.8527866, -99.9541443 49.8520682)",,,,
95042819,2,Princess Avenue,tertiary,False,False,12.181,"LINESTRING (-99.9620195 49.8468751, -99.9618498 49.8468801)",,,,
95044170,2,Princess Avenue,tertiary,False,False,98.22599999999998,"LINESTRING (-99.9620195 49.8468751, -99.9621274 49.8468721, -99.9621718 49.8468722, -99.9633757 49.8468752, -99.9633893 49.8468752)",,,,
95041506,2,McDonald Avenue,tertiary,False,False,91.318,"LINESTRING (-99.9647993 49.8518955, -99.966073 49.8518984)",,,,
95041609,2,McDonald Avenue,tertiary,False,False,101.485,"LINESTRING (-99.9647993 49.8518955, -99.9633838 49.8518923)",,,,
95042029,2,20th Street North,residential,False,True,130.482,"LINESTRING (-99.9647993 49.8518955, -99.9647846 49.8514502, -99.9647709 49.8507222)",,,,
95041463,2,14th Street North,residential,False,False,145.28,"LINESTRING (-99.956862 49.8537849, -99.9567518 49.8550895)",,,,
95041700,2,14th Street North,residential,False,True,189.987,"LINESTRING (-99.956862 49.8537849, -99.956889 49.8520764)",,,,
95042367,2,Maple Avenue,residential,False,False,97.648,"LINESTRING (-99.956862 49.8537849, -99.958224 49.853777)",,,,
1019881740,2,18th Street North,primary,True,False,166.999,"LINESTRING (-99.9618788 49.8539822, -99.9618687 49.8542429, -99.9618619 49.854396, -99.9618572 49.8553437, -99.9618565 49.8554839)",PTH 10,50,,
95044170,2,Princess Avenue,tertiary,False,True,98.176,"LINESTRING (-99.9675269 49.846905, -99.9668603 49.8468957, -99.966158 49.8468858)",,,,
95045019,2,22nd Street,residential,False,False,174.97,"LINESTRING (-99.9675269 49.846905, -99.9675393 49.8473637, -99.967556 49.847984, -99.9675693 49.8484783)",,,,
95042110,2,15th Street,residential,False,True,126.005,"LINESTRING (-99.9582795 49.8495721, -99.9582755 49.849225, -99.9582742 49.8491122, -99.9582748 49.8489881, -99.9582602 49.848439)",,,,
95042493,2,Pacific Avenue,residential,False,False,122.92099999999999,"LINESTRING (-99.9582795 49.8495721, -99.9598142 49.8495516, -99.9599934 49.849557)",,50,no,
95045015,2,Pacific Avenue,residential,False,False,198.252,"LINESTRING (-99.9582795 49.8495721, -99.9569249 49.8495633, -99.9555145 49.8495576)",,50,,
95042976,2,21st Street,residential,False,True,67.017,"LINESTRING (-99.9661903 49.8490835, -99.9661909 49.8489002, -99.9661922 49.8484808)",,,,
95044364,2,21st Street North,residential,False,False,123.637,"LINESTRING (-99.9661622 49.8507867, -99.9661451 49.8514486, -99.9661437 49.8518985)",,,,
